|hashtag|dayOfTweet|approxLocation|usersPerHashtag|spamEvent|std|compound|area
300|#skyucl|2012-09-18|('45.816', '9.074')|8|False|67.7977811884|0|Lombardia
301|#espagneitalie|2012-07-01|('47.006', '6.760')|8|False|62.0309849724|-0.296|NE
302|#dals3|2012-10-06|('47.733', '7.298')|8|False|60.8022678265|0.3182|Grand Est
303|#rockeconomy|2012-10-08|('45.795', '9.138')|8|False|43.595417059|-0.318|Lombardia
304|#onedirection|2012-11-11|('47.752', '7.326')|8|False|40.3000806732|0|Grand Est
305|#lfauit|2012-10-30|('46.191', '6.149')|8|False|37.1942028911|0.20095|GE
306|#incroyabletalent|2012-11-06|('45.856', '6.617')|8|False|34.7907175683|0.478175|Auvergne-Rhône-Alpes
307|#ss6|2012-08-02|('47.484', '6.925')|8|False|22.1603694324|-0.1589|Bourgogne Franche-Comté
308|#beliebershatedirectioners|2012-08-30|('47.425', '6.591')|8|False|20.9094093902|0.9193|Bourgogne Franche-Comté
309|#lt|2012-07-30|('46.535', '6.615')|7|False|520.216693478|-0.3182|VD
310|#zurich|2012-05-15|('47.383', '8.533')|7|False|431.759510116|0.17|ZH
311|#lt|2012-07-29|('46.535', '6.615')|7|False|426.6260833737|0.6114|VD
312|#np|2012-07-30|('46.809', '7.177')|7|False|411.6806460518|-0.32985|FR
313|#happybirthdayswitzerland|2012-08-01|('45.988', '8.954')|7|False|391.3779514323|0|TI
314|#whatmakesmesmile|2012-11-14|('46.823', '6.946')|7|False|326.7454354982|0|VD
315|#zurich|2012-09-24|('47.362', '8.522')|7|False|316.8192095458|0|ZH
316|#lrt|2012-08-24|('46.381', '6.239')|7|False|302.7237170775|0.6166|VD
317|#zurich|2012-11-23|('47.383', '8.533')|7|False|297.6305556262|-0.3612|ZH
318|#lasttweet|2012-12-25|('46.212', '6.137')|7|False|277.2233506173|0.5859|GE
319|#lt|2012-08-20|('46.205', '6.143')|7|False|265.911040842|0|GE
320|#winter|2012-12-05|('47.419', '9.354')|7|False|265.3900861887|0|SG
321|#|2012-07-22|('45.895', '6.120')|7|False|253.9962864055|-0.05135|Auvergne-Rhône-Alpes
322|#bcbs12|2012-06-09|('47.659', '9.433')|7|False|252.1513657208|0.2263|Baden-Württemberg
323|#fec12|2012-09-06|('47.378', '8.537')|7|False|249.7912497486|0.31245|ZH
324|#rt|2012-11-27|('46.770', '6.641')|7|False|236.7441691958|0.296|VD
325|#voteonedirection|2012-09-01|('45.780', '10.338')|7|False|234.9827705799|0|Lombardia
326|#jeudiconfession|2012-07-26|('46.219', '6.119')|7|False|223.4770447337|0|GE
327|#rt|2012-07-06|('45.803', '8.544')|7|False|222.4274690739|-0.27115|Piemonte
328|#hollande|2012-04-22|('46.524', '6.866')|7|False|206.9680316143|0|FR
329|#20songsthatilike|2012-11-04|('47.068', '6.613')|7|False|201.152452361|0.31845|Bourgogne Franche-Comté
330|#spenglercup|2012-12-26|('46.798', '9.827')|7|False|195.3172073954|0.2986|GR
331|#rt|2012-12-26|('45.819', '9.316')|7|False|185.0202053469|0|Lombardia
332|#rt|2012-10-24|('46.525', '6.646')|7|False|174.43715983|0.18965|VD
333|#rt|2012-11-14|('46.527', '6.613')|7|False|164.4765285|0|VD
334|#swissedsocial|2012-11-13|('47.560', '7.583')|7|False|156.3929269946|0|BS
335|#lemigliorifrasidimiamamma|2012-08-05|('45.902', '9.883')|7|False|153.9860405131|0|Lombardia
336|#spenglercup|2012-12-31|('46.798', '9.824')|7|False|153.7755009548|0.7940666667|GR
337|#olimpiadi2012|2012-07-27|('46.166', '10.003')|7|False|147.2478700467|0.5473|Lombardia
338|#lesanges4|2012-05-24|('47.752', '7.326')|7|False|142.3143077026|0|Grand Est
339|#3words|2012-11-01|('46.246', '6.133')|7|False|115.2673181088|0|GE
340|#italia|2012-07-01|('46.942', '8.276')|7|False|103.3909256954|-0.085|OW
341|#mdna|2012-08-18|('47.383', '8.504')|7|False|101.5935991228|0|ZH
342|#nrj|2012-10-11|('46.605', '7.044')|7|False|91.7657794522|-0.0986666667|FR
343|#onedirection|2012-12-12|('46.541', '6.642')|7|False|89.471461697|0.2294|VD
344|#forzaazzurri|2012-06-18|('46.156', '8.771')|7|False|83.9719897794|0|TI
345|#teamzayn|2012-11-23|('45.880', '8.682')|7|False|83.6412999312|0|Lombardia
346|#followme1d|2012-11-23|('46.541', '6.642')|7|False|69.678790661|0.802|VD
347|#londra2012|2012-07-27|('46.156', '8.771')|7|False|64.3375137085|-0.3578|TI
348|#pekinexpress|2012-04-25|('46.242', '6.883')|7|False|63.4595972516|-0.1706|VS
349|#scma|2012-04-30|('46.516', '6.638')|7|False|52.7536650846|0.47355|VD
350|#pokert|2012-04-17|('47.377', '8.537')|7|False|51.859729769|0|ZH
351|#kohlanta|2012-11-30|('47.056', '6.746')|7|False|51.6601633183|0.7696|NE
352|#idv2|2012-11-08|('46.385', '6.223')|7|False|41.5039295275|0.6103|VD
353|#kohlanta|2012-12-28|('45.881', '5.961')|7|False|38.8772943232|0.11125|Auvergne-Rhône-Alpes
354|#juvecampione|2012-05-06|('45.800', '9.084')|7|False|36.4716511283|0.0772|Lombardia
355|#toutsurjamel|2012-12-20|('47.762', '7.297')|7|False|26.0720542498|0|Grand Est
356|#succedeneifilmamericani|2012-08-04|('45.800', '9.084')|7|False|11.0037760073|0.6166|Lombardia
357|#zurich|2012-09-06|('47.383', '8.533')|6|False|482.5983504865|0|ZH
358|#lrt|2012-08-08|('46.175', '6.120')|6|False|470.4762385939|0.4215|GE
359|#lrt|2012-08-14|('46.205', '6.143')|6|False|468.9736812426|0|GE
360|#zurich|2012-06-01|('47.383', '8.533')|6|False|463.4952199651|0.34|ZH
361|#jobs|2012-06-18|('46.198', '6.142')|6|False|388.2296474287|0.2762666667|GE
362|#np|2012-07-31|('46.535', '6.615')|6|False|351.1146947448|0|VD
363|#14juillet|2012-07-14|('45.890', '6.127')|6|False|350.6350747208|-0.1779|Auvergne-Rhône-Alpes
364|#lausanne|2012-09-19|('46.520', '6.633')|6|False|343.5957770414|0.28595|VD
365|#instagram|2012-07-25|('47.593', '9.547')|6|False|334.2750865041|0|Baden-Württemberg
366|#voteonedirection|2012-08-31|('47.005', '6.958')|6|False|322.9072001236|0|NE
367|#np|2012-07-27|('46.809', '7.177')|6|False|312.1974693954|0.7959|FR
368|#switzerland|2012-06-27|('46.813', '7.158')|6|False|287.3532553246|0.0516|FR
369|#bern|2012-12-06|('46.947', '7.444')|6|False|268.4224608441|0.34|BE
370|#nonhounragazzoperchè|2012-12-27|('45.843', '8.665')|6|False|260.497371297|-0.2288|Lombardia
371|#np|2012-06-26|('46.836', '7.658')|6|False|255.8638891323|0|BE
372|#lamiamiglioreamica|2012-08-24|('45.902', '9.883')|6|False|246.9359248395|0.7543|Lombardia
373|#voteonedirection|2012-09-02|('45.780', '10.338')|6|False|241.0882086192|0.0883|Lombardia
374|#lasttweet|2012-12-10|('46.212', '6.137')|6|False|239.8382546325|-0.2235|GE
375|#zurich|2012-08-08|('47.383', '8.533')|6|False|238.2025486115|0|ZH
376|#lrt|2012-08-27|('46.183', '6.094')|6|False|238.1737261294|0|GE
377|#lausanne|2012-10-18|('46.549', '6.662')|6|False|237.2478920484|0.5994|VD
378|#|2012-04-21|('46.722', '7.061')|6|False|217.4652136734|-0.1984|FR
379|#f1|2012-07-22|('47.063', '7.080')|6|False|211.37107814|0.5719|NE
380|#srflondon2012|2012-07-27|('46.768', '9.164')|6|False|206.0492056873|0.3182|GR
381|#spenglercup|2012-12-27|('46.798', '9.827')|6|False|199.9928175322|0.4939|GR
382|#rt|2012-11-13|('46.527', '6.613')|6|False|198.3065211948|0|VD
383|#juve|2012-04-22|('45.874', '9.893')|6|False|197.4888888506|0.46835|Lombardia
384|#hollande|2012-05-15|('46.524', '6.866')|6|False|183.0819914335|-0.603|FR
385|#webmonday|2012-08-13|('47.393', '8.486')|6|False|168.4563738758|0|ZH
386|#emas|2012-11-11|('47.244', '6.027')|6|False|164.2258415262|0|Bourgogne Franche-Comté
387|#30goodmovies|2012-07-28|('46.256', '9.420')|6|False|157.6644642861|0|Lombardia
388|#nw|2012-08-04|('46.605', '6.830')|6|False|150.0095031133|0|FR
389|#tennis|2012-08-03|('47.377', '8.537')|6|False|127.3280193387|-0.3818|ZH
390|#biebermemory|2012-11-13|('45.833', '8.815')|6|False|123.6279027854|-0.34|Lombardia
391|#vtep|2012-09-28|('47.484', '6.925')|6|False|108.5640392588|0.2023|Bourgogne Franche-Comté
392|#jeudiconfession|2012-11-29|('46.185', '6.101')|6|False|102.8589841226|0|GE
393|#em2012|2012-06-22|('47.037', '8.279')|6|False|98.7273121469|0|LU
394|#fcb|2012-03-13|('47.377', '8.537')|6|False|84.8761567968|0|ZH
395|#littlethingsisperfect|2012-10-29|('47.752', '7.326')|6|False|80.5980207152|0.7249|Grand Est
396|#mowo|2012-09-06|('47.382', '8.519')|6|False|76.9335124728|0|ZH
397|#elementarimemories|2012-11-06|('46.115', '8.282')|6|False|68.9761372526|0|Piemonte
398|#ss6|2012-08-09|('46.209', '6.094')|6|False|57.2041518089|0.09485|GE
399|#adp|2012-08-27|('46.165', '6.364')|6|False|53.5997751577|0.5775|Auvergne-Rhône-Alpes
400|#trlawards|2012-05-05|('45.843', '8.824')|6|False|45.0018525121|-0.3384|Lombardia
401|#eurofrancetv|2012-05-26|('45.890', '6.127')|6|False|44.6683829287|0.0884666667|Auvergne-Rhône-Alpes
402|#tatort|2012-05-28|('47.541', '8.879')|6|False|42.8919798011|0.1573|TG
403|#falò|2012-10-04|('46.024', '8.936')|6|False|42.2462993912|0|TI
404|#1csx2|2012-11-28|('45.900', '9.392')|6|False|38.1004737722|0|Lombardia
405|#tf1|2012-09-01|('46.535', '6.589')|6|False|35.7008817196|-0.8153|VD
406|#kohlanta|2012-12-07|('46.142', '6.103')|6|False|34.8015982931|0.4215|Auvergne-Rhône-Alpes
407|#onsemariepas|2012-05-18|('46.219', '6.119')|6|False|29.0939500416|0.0909|GE
408|#incroyablestalents|2012-10-30|('46.544', '6.625')|6|False|21.3556158515|0|VD
409|#happybirthdaylouisfromitaly|2012-12-23|('46.151', '9.405')|6|False|20.3979665528|0|Lombardia
410|#hg2|2012-08-27|('46.535', '6.589')|6|False|15.9871910534|0|VD
411|#ss6|2012-08-14|('47.484', '6.925')|6|False|14.90170866|0|Bourgogne Franche-Comté
412|#vma|2012-08-29|('45.833', '8.814')|5|False|552.8119305442|0|Lombardia
413|#zurich|2012-12-10|('47.383', '8.533')|5|False|494.6297803684|0|ZH
414|#jobs|2012-06-12|('46.198', '6.142')|5|False|477.3019501795|0.5574|GE
415|#tl|2012-11-05|('46.544', '6.625')|5|False|468.4877111782|0|VD
416|#|2012-06-27|('47.440', '8.632')|5|False|452.9751251755|0.2294|ZH
417|#lastrt|2012-11-05|('46.544', '6.625')|5|False|447.2271074845|0.5904|VD
418|#zurich|2012-08-03|('47.383', '8.533')|5|False|420.7405924972|0|ZH
419|#job|2012-05-10|('46.203', '6.145')|5|False|409.6657635364|0.0656425|GE
420|#geneva|2012-05-10|('46.203', '6.145')|5|False|407.8694511255|0.111592|GE
421|#jobs|2012-05-10|('46.203', '6.145')|5|False|406.8965481918|0.0443636364|GE
422|#offline|2012-08-15|('47.480', '8.525')|5|False|370.0957252251|0.4215|ZH
423|#np|2012-07-10|('46.836', '7.658')|5|False|337.5419599801|0.875|BE
424|#100thingsaboutme|2012-07-04|('45.940', '9.167')|5|False|334.1793957648|0|Lombardia
425|#zurich|2012-05-02|('47.383', '8.533')|5|False|326.8901451505|0|ZH
426|#lasttweet|2012-10-14|('46.219', '6.119')|5|False|310.5087269803|-0.1097|GE
427|#brevet|2012-06-28|('47.244', '6.027')|5|False|293.8084971589|0|Bourgogne Franche-Comté
428|#instagram|2012-08-20|('47.593', '9.547')|5|False|275.8455320767|0|Baden-Württemberg
429|#lesanges4|2012-06-28|('46.191', '6.138')|5|False|275.4608874107|-0.5423|GE
430|#switzerland|2012-06-01|('47.391', '8.051')|5|False|272.6995615543|0|AG
431|#lausanne|2012-04-24|('46.549', '6.662')|5|False|271.8000071403|0|VD
432|#instagram|2012-07-21|('46.225', '9.045')|5|False|270.9505131419|0.4588|TI
433|#15factsaboutme|2012-12-29|('45.991', '8.945')|5|False|265.112575022|-0.2553|TI
434|#rt|2012-08-09|('45.601', '9.575')|5|False|265.0685012646|0.8788|Lombardia
435|#zurich|2012-04-20|('47.383', '8.533')|5|False|263.8772289639|0.34|ZH
436|#jobs|2012-05-21|('46.221', '6.098')|5|False|259.9301187539|0|GE
437|#hipstamatic|2012-07-28|('47.603', '7.663')|5|False|253.8370588705|0|Baden-Württemberg
438|#20factsaboutme|2012-06-16|('45.841', '9.056')|5|False|251.5635659727|0.3953|Lombardia
439|#basel|2012-11-21|('47.548', '7.563')|5|False|245.3970404575|0|BS
440|#basel|2012-11-11|('47.557', '7.591')|5|False|235.1734689943|0|BS
441|#myfact|2012-10-27|('45.880', '8.682')|5|False|229.5523933671|0.3587|Lombardia
442|#rt|2012-11-22|('45.757', '9.854')|5|False|228.7679362539|0.44835|Lombardia
443|#ff|2012-01-20|('46.193', '6.248')|5|False|218.2865658574|0|Auvergne-Rhône-Alpes
444|#switzerland|2012-11-11|('47.537', '7.575')|5|False|217.7094667364|0|BL
445|#fb|2012-09-30|('46.501', '6.480')|5|False|217.0727697124|0.2781|VD
446|#rt|2012-10-31|('46.823', '6.946')|5|False|211.0885626847|0|VD
447|#olympics|2012-08-04|('46.722', '7.061')|5|False|203.0315735187|0.0239666667|FR
448|#basel|2012-11-03|('47.557', '7.593')|5|False|202.9234365629|0|BS
449|#rt|2012-08-19|('45.890', '6.127')|5|False|201.7376948808|-0.5423|Auvergne-Rhône-Alpes
450|#ffback|2012-08-31|('46.205', '6.143')|5|False|201.6457631881|0.5423|GE
451|#ff|2012-10-06|('46.167', '9.875')|5|False|200.1307465758|0.6597|Lombardia
452|#lastrt|2012-10-25|('47.225', '5.975')|5|False|189.391764226|-0.2244|Bourgogne Franche-Comté
453|#ss6|2012-08-06|('46.298', '7.487')|5|False|189.270134313|-0.3089|VS
454|#100thingsilike|2012-08-31|('46.139', '10.096')|5|False|177.7208306453|0|Lombardia
455|#skyolimpiadi|2012-07-28|('45.821', '9.240')|5|False|175.9792987031|0.69615|Lombardia
456|#np|2012-07-25|('46.690', '6.983')|5|False|162.0442330909|0|FR
457|#ump|2012-11-18|('46.138', '6.079')|5|False|151.3064124525|0.6369|Auvergne-Rhône-Alpes
458|#mulhouse|2012-11-24|('47.747', '7.339')|5|False|143.6479659136|0.3818|Grand Est
459|#10thingsimustdobeforeidie|2012-08-28|('47.427', '8.671')|5|False|114.0507939028|0|ZH
460|#toiaussitweetunedisquette|2012-11-29|('46.206', '6.117')|5|False|111.7513967749|0|GE
461|#smscl|2012-09-19|('46.516', '6.638')|5|False|109.0908177815|-0.5719|VD
462|#forzajuve|2012-08-11|('45.843', '8.665')|5|False|98.9218819398|0.6808|Lombardia
463|#cettesensation|2012-08-30|('46.246', '6.133')|5|False|72.9223670068|0.3825|GE
464|#gadelmaleh|2012-12-26|('47.866', '7.223')|5|False|72.7493146207|0|Grand Est
465|#bestmemories2012|2012-12-30|('46.180', '6.872')|5|False|65.8948863735|0|VS
466|#buongiorno|2012-07-17|('45.860', '9.159')|5|False|59.8476000364|0.636|Lombardia
467|#2012olympicopeningceremony|2012-07-27|('46.166', '8.798')|5|False|51.2296768224|0|TI
468|#vma|2012-08-28|('47.377', '8.537')|5|False|49.5102332511|0|ZH
469|#1dlwwy|2012-10-01|('47.577', '8.946')|5|False|45.3228136998|0.3612|TG
470|#amazingrace|2012-10-22|('46.193', '6.227')|5|False|40.6589825774|0.65215|Auvergne-Rhône-Alpes
471|#adp|2012-08-13|('47.006', '6.760')|5|False|29.554503537|-0.1806|NE
472|#smgzh|2012-04-04|('47.377', '8.537')|5|False|25.5091445853|-0.0772|ZH
473|#pattichiari|2012-11-23|('46.024', '8.936')|5|False|24.2100601694|0.0772|TI
474|#justinbieber|2012-11-11|('46.005', '8.903')|5|False|18.2409427503|0|TI
475|#ss6|2012-07-31|('46.535', '6.615')|5|False|14.8990451035|0.5023|VD
476|#geneva|2012-07-06|('46.203', '6.145')|4|False|621.5521221834|0|GE
477|#bing|2012-08-29|('45.833', '8.814')|4|False|559.8287223094|0|Lombardia
478|#lrt|2012-07-21|('46.188', '6.137')|4|False|527.1968736191|0.5106|GE
479|#bern|2012-04-26|('46.947', '7.444')|4|False|512.6485998547|0.34|BE
480|#lrt|2012-08-02|('46.183', '6.094')|4|False|461.6365551313|-0.56935|GE
481|#geneva|2012-06-30|('46.205', '6.143')|4|False|446.9666344878|0.6369|GE
482|#jobs|2012-07-06|('46.198', '6.142')|4|False|433.3992975358|0|GE
483|#lausanne|2012-08-30|('46.549', '6.662')|4|False|425.5798215771|0.34|VD
484|#bern|2012-10-01|('46.947', '7.444')|4|False|423.4903798333|0|BE
485|#lrt|2012-08-04|('46.205', '6.143')|4|False|395.4011868951|0|GE
486|#|2012-06-20|('47.440', '8.632')|4|False|371.2605877444|0.3023|ZH
487|#geneva|2012-05-11|('46.203', '6.145')|4|False|369.8278505659|0.1796333333|GE
488|#hipstamatic|2012-08-11|('47.657', '9.174')|4|False|368.1401504203|0|Baden-Württemberg
489|#iphone|2012-05-31|('46.180', '6.141')|4|False|365.2266081476|0|GE
490|#apple|2012-09-27|('47.375', '8.539')|4|False|352.1635799239|0.2732|ZH
491|#jobs|2012-07-30|('46.224', '6.140')|4|False|349.1239374419|0.3182|GE
492|#fb|2012-05-19|('47.666', '9.481')|4|False|336.4135275257|0|Baden-Württemberg
493|#glee|2012-05-09|('45.804', '9.084')|4|False|336.3914517437|0|Lombardia
494|#job|2012-05-22|('47.720', '9.389')|4|False|328.0735227411|0.09385|Baden-Württemberg
495|#lastrt|2012-12-19|('46.171', '6.110')|4|False|326.4333625695|0|GE
496|#zurich|2012-09-23|('47.383', '8.533')|4|False|325.8490952975|0|ZH
497|#tadaa|2012-05-29|('46.602', '9.960')|4|False|320.2327959575|0|GR
498|#jobs|2012-08-28|('46.203', '6.145')|4|False|317.0844762606|0|GE
499|#lausanne|2012-10-27|('46.549', '6.662')|4|False|311.2241185536|0|VD
500|#debate|2012-10-17|('46.205', '6.143')|4|False|306.2394449522|0.0772|GE
501|#sbb|2012-12-05|('47.419', '9.354')|4|False|300.2262069442|0.4588|SG
502|#lrt|2012-10-25|('46.538', '6.665')|4|False|293.6038416923|-0.3106|VD
503|#zurich|2012-12-25|('47.383', '8.533')|4|False|290.5450689832|0|ZH
504|#geneva|2012-06-06|('46.203', '6.145')|4|False|289.3731161396|0|GE
505|#europaleague|2012-05-09|('46.282', '6.946')|4|False|273.1502808566|0|VS
506|#lrt|2012-08-20|('46.205', '6.143')|4|False|269.4408621416|-0.10895|GE
507|#zurich|2012-05-11|('47.367', '8.536')|4|False|259.1067229847|0.148|ZH
508|#zurich|2012-08-02|('47.383', '8.533')|4|False|251.1296849627|0.34|ZH
509|#ff|2012-04-26|('45.812', '9.139')|4|False|249.9772555101|0.8225|Lombardia
510|#ff|2012-03-09|('46.109', '7.122')|4|False|239.7402793629|0|VS
511|#london2012|2012-08-07|('46.246', '6.133')|4|False|238.8982507424|-0.8827|GE
512|#bcbs12|2012-06-10|('47.659', '9.433')|4|False|237.199763818|0.9802|Baden-Württemberg
513|#lausanne|2012-07-25|('46.549', '6.662')|4|False|221.0793552852|0|VD
514|#directionersarewaitingfortonight|2012-08-12|('45.800', '9.084')|4|False|218.4538019359|0|Lombardia
515|#w9|2012-12-29|('46.319', '6.675')|4|False|213.339367291|0.5859|Auvergne-Rhône-Alpes
516|#job|2012-11-06|('46.198', '6.142')|4|False|211.7912583466|0|GE
517|#geneva|2012-08-29|('46.198', '6.142')|4|False|203.0291402867|0|GE
518|#locarno65|2012-08-01|('46.170', '8.796')|4|False|200.4216819155|0|TI
519|#|2012-07-24|('45.895', '6.120')|4|False|198.8156706892|0.11425|Auvergne-Rhône-Alpes
520|#tadaa|2012-07-09|('46.603', '9.958')|4|False|196.1708077489|0|GR
521|#pp|2012-11-09|('46.822', '6.941')|4|False|190.8324161442|0|VD
522|#ff|2012-03-30|('46.109', '7.122')|4|False|189.2970840464|0|VS
523|#hod12|2012-05-10|('47.499', '8.733')|4|False|185.6665860614|0.4588|ZH
524|#orelsanzenith|2012-10-16|('47.478', '6.850')|4|False|185.3407513894|0|Bourgogne Franche-Comté
525|#happybirthdayiansomerhalder|2012-12-08|('47.017', '6.989')|4|False|179.9450611365|0.873|NE
526|#pattichiari|2012-12-07|('46.024', '8.936')|4|False|178.6726886435|0|TI
527|#stramala|2012-05-13|('46.141', '9.569')|4|False|177.2781649285|0|Lombardia
528|#job|2012-06-24|('46.198', '6.142')|4|False|173.3154247657|0|GE
529|#spenglercup|2012-12-29|('46.798', '9.824')|4|False|166.7409961458|0|GR
530|#igerssuisse|2012-11-11|('47.137', '7.247')|4|False|162.286021329|0|BE
531|#jobs|2012-04-25|('46.224', '6.140')|4|False|161.0301552058|0|GE
532|#lausanne|2012-12-29|('46.520', '6.633')|4|False|159.7180951119|0|VD
533|#60minuti|2012-10-15|('46.146', '8.878')|4|False|154.5934851191|-0.4199|TI
534|#jobs|2012-05-12|('46.203', '6.145')|4|False|153.3074901772|0|GE
535|#15goodsongs|2012-08-10|('45.901', '8.702')|4|False|152.8315457432|0|Lombardia
536|#60minuti|2012-10-01|('46.146', '8.878')|4|False|149.5198994213|0.2202|TI
537|#swissindoors|2012-10-27|('47.540', '7.618')|4|False|148.4619486812|-0.7452|BL
538|#zurichcm|2012-08-31|('47.405', '8.602')|4|False|144.2039044417|0.8268|ZH
539|#15thingsgirlshate|2012-07-18|('46.345', '7.010')|4|False|144.0838922347|-0.765|VD
540|#lausanne|2012-10-02|('46.520', '6.633')|4|False|141.3626985402|0|VD
541|#50favouritesongs|2012-07-31|('46.340', '10.371')|4|False|137.5786373302|0.2123|Lombardia
542|#italiandirectionerswant1dinitaly|2012-07-07|('45.800', '9.084')|4|False|124.6597611735|0|Lombardia
543|#yourvoiceisfantasticniall|2012-05-27|('45.831', '8.807')|4|False|121.7737572539|0.2179333333|Lombardia
544|#seiunpotterhead|2012-08-18|('45.800', '9.084')|4|False|120.9452995619|0.0164|Lombardia
545|#italiadanimarca|2012-10-16|('45.859', '9.399')|4|False|118.5352426496|0.2732|Lombardia
546|#lecosecherendonobruttoilmondo|2012-08-12|('45.800', '9.084')|4|False|116.3290254014|-0.2553|Lombardia
547|#rts|2012-11-05|('46.197', '6.136')|4|False|103.0218999566|0|GE
548|#emawinbieber|2012-11-10|('46.205', '6.143')|4|False|99.1297483729|0.2024|GE
549|#freddure|2012-07-10|('45.847', '8.934')|4|False|98.4435881715|0|TI
550|#basel|2012-07-19|('47.557', '7.593')|4|False|96.4492708236|0.34|BS
551|#lavéritécestque|2012-08-24|('47.260', '6.012')|4|False|91.6047764554|-0.1531|Bourgogne Franche-Comté
552|#technopark|2012-08-09|('47.377', '8.537')|4|False|83.7400655615|-0.34|ZH
553|#15thingsaboutmybestfriend|2012-07-31|('45.800', '9.084')|4|False|78.4546435672|-0.09035|Lombardia
554|#icinquelibripiùbellicheholetto|2012-11-18|('45.795', '9.138')|4|False|69.3182457992|0|Lombardia
555|#buongiorno|2012-07-04|('45.860', '9.159')|4|False|68.9734002724|0.5053|Lombardia
556|#100thingsilove|2012-05-04|('45.837', '8.810')|4|False|66.2304343284|0|Lombardia
557|#job|2012-06-11|('46.203', '6.145')|4|False|65.5157494966|0|GE
558|#|2012-07-31|('46.201', '9.017')|4|False|58.0043219976|0|TI
559|#juvechievo|2012-09-22|('45.795', '9.138')|4|False|55.9856074428|0|Lombardia
560|#ondar|2012-06-29|('47.751', '7.350')|4|False|54.4157530438|0.34145|Grand Est
561|#eurovision2012|2012-05-26|('47.260', '6.012')|4|False|50.4171144884|-0.35015|Bourgogne Franche-Comté
562|#kohlanta|2012-05-18|('47.457', '6.833')|4|False|47.390479495|0|Bourgogne Franche-Comté
563|#sarkozy|2012-05-02|('46.524', '6.866')|4|False|47.0189504421|-0.0772|FR
564|#emavotebieber|2012-11-11|('46.005', '8.903')|4|False|46.0510399636|0|TI
565|#askniall|2012-10-16|('46.958', '7.525')|4|False|40.7712499283|0.7757|BE
566|#cecoupdepression|2012-11-06|('46.544', '6.625')|4|False|38.98247729|-0.2244|VD
567|#ancoratu|2012-10-27|('45.900', '9.392')|4|False|35.867867161|0|Lombardia
568|#peopleschoice|2012-12-13|('45.950', '9.151')|4|False|32.4838886603|0|Lombardia
569|#report|2012-11-04|('45.757', '9.854')|4|False|32.3844327921|0|Lombardia
570|#amici|2012-04-21|('45.837', '8.810')|4|False|31.7561565723|0|Lombardia
571|#afzh4|2012-05-11|('47.375', '8.525')|4|False|30.3186656578|0|ZH
572|#onatousunami|2012-07-28|('46.818', '6.976')|4|False|26.0824189932|0|FR
573|#falò|2012-09-27|('46.166', '8.797')|4|False|23.4812730667|-0.1372666667|TI
574|#switzerlandsupports1d|2012-10-15|('46.186', '7.404')|4|False|21.444222856|0.3135333333|VS
575|#mammoni|2012-06-05|('47.088', '8.281')|4|False|21.3945466791|-0.7745|LU
576|#italywantsandneeds1dtour|2012-10-04|('45.849', '8.830')|4|False|19.7326113713|-0.6114|Lombardia
577|#60minuti|2012-11-26|('46.795', '7.156')|4|False|16.5264457818|0|FR
578|#geneve|2012-04-26|('46.206', '6.142')|3|False|492.3023159692|0.34|GE
579|#lrt|2012-07-25|('46.205', '6.143')|3|False|475.7032869819|0.1531|GE
580|#job|2012-05-26|('47.720', '9.389')|3|False|416.852012046|0.1027|Baden-Württemberg
581|#tweetmyjobs|2012-05-10|('47.367', '8.536')|3|False|414.6374919729|0|ZH
582|#banking|2012-05-10|('46.203', '6.145')|3|False|408.5360612593|0.1267538462|GE
583|#davos|2012-11-23|('46.793', '9.822')|3|False|380.3418715801|0|GR
584|#zurich|2012-07-05|('47.383', '8.533')|3|False|376.5511104275|0.34|ZH
585|#job|2012-08-10|('46.203', '6.145')|3|False|371.4551563305|0|GE
586|#geneva|2012-08-10|('46.203', '6.145')|3|False|362.6986836845|0|GE
587|#job|2012-05-18|('46.203', '6.145')|3|False|360.8036187816|0|GE
588|#sarkozy|2012-04-23|('46.524', '6.866')|3|False|349.1780874226|-0.36345|FR
589|#jobs|2012-07-12|('46.222', '6.138')|3|False|344.7549823882|0.6705|GE
590|#job|2012-05-20|('47.441', '8.470')|3|False|327.7152642572|0.35105|ZH
591|#tf1|2012-08-12|('46.271', '6.396')|3|False|326.1803606031|0.4201|Auvergne-Rhône-Alpes
592|#job|2012-05-12|('46.203', '6.145')|3|False|314.714263698|0.064|GE
593|#basel|2012-11-05|('47.557', '7.593')|3|False|313.3894926514|0|BS
594|#job|2012-05-30|('46.203', '6.145')|3|False|289.1648941668|0.296|GE
595|#jobs|2012-06-28|('46.221', '6.137')|3|False|285.3522221941|0|GE
596|#jobs|2012-07-09|('46.224', '6.140')|3|False|279.5678950203|0.4215|GE
597|#iphonesia|2012-11-10|('46.303', '7.047')|3|False|278.9405757305|0.636|VD
598|#finoallafineforzajuventus|2012-11-03|('45.902', '9.883')|3|False|269.2269076483|0.0386|Lombardia
599|#jesuisdj|2012-06-03|('46.216', '6.140')|3|False|263.6122137671|0.8555|GE
600|#sarkozy|2012-05-15|('46.524', '6.866')|3|False|257.4420103257|0.3182|FR
601|#rt|2012-06-11|('46.246', '6.133')|3|False|242.7946317273|0|GE
602|#zurich|2012-12-19|('47.387', '8.500')|3|False|236.8414737572|0|ZH
603|#jeudiconfession|2012-06-28|('47.135', '8.526')|3|False|235.9191752479|-0.6113|ZG
