|hashtag|dayOfTweet|approxLocation|usersPerHashtag|spamEvent|std|compound|area
21|#ff|2012-08-24|('46.434', '9.040')|51|False|305.6159909378|0.1221571429|TI
22|#ff|2012-09-28|('45.800', '9.084')|51|False|256.9733758091|0.3146666667|Lombardia
23|#ff|2012-10-26|('46.016', '8.957')|50|False|285.6085494761|-0.050125|TI
24|#ff|2012-08-03|('47.221', '5.974')|50|False|238.3528909075|0.3172166667|Bourgogne Franche-Comté
25|#ff|2012-05-04|('46.109', '7.122')|49|False|262.3694132949|0|VS
26|#ff|2012-12-14|('46.341', '6.394')|49|False|237.4219532441|0.2263|Auvergne-Rhône-Alpes
27|#ff|2012-05-18|('47.253', '6.000')|49|False|232.0281628366|0.2767125|Bourgogne Franche-Comté
28|#euro2012|2012-07-01|('47.779', '7.286')|49|False|122.196606038|-0.4208|Grand Est
29|#ff|2012-06-01|('46.003', '8.960')|48|False|305.3737170006|0.7301|TI
30|#ff|2012-10-12|('45.937', '8.573')|48|False|293.5262854429|0.0366333333|Piemonte
31|#ff|2012-11-30|('45.937', '8.574')|48|False|258.2343160494|0.3734|Piemonte
32|#ff|2012-07-20|('46.016', '8.957')|45|False|280.2003658901|0|TI
33|#ff|2012-12-28|('46.137', '6.088')|43|False|245.2939642305|0.0607|Auvergne-Rhône-Alpes
34|#ff|2012-12-21|('46.341', '6.394')|42|False|252.9591365859|0.4657428571|Auvergne-Rhône-Alpes
35|#redbullstratos|2012-10-14|('46.193', '6.227')|41|False|77.8737711291|-0.23835|Auvergne-Rhône-Alpes
36|#closingceremony|2012-08-12|('45.859', '6.638')|40|False|61.2518859271|0.2699|Auvergne-Rhône-Alpes
37|#euro2012|2012-06-28|('46.524', '6.866')|39|False|154.8379951828|-0.6588|FR
38|#euro2012|2012-06-08|('46.205', '6.143')|38|False|175.6313327114|0.8613|GE
39|#euro2012|2012-06-24|('47.564', '7.593')|36|False|78.7158754101|0.6369|BS
40|#halloween|2012-10-31|('45.950', '7.956')|35|False|268.2564954259|0|Piemonte
41|#lt|2012-12-03|('46.523', '6.591')|35|False|229.5699089697|0.23075|VD
42|#london2012|2012-07-27|('45.757', '9.854')|34|False|201.0043245185|0.3857666667|Lombardia
43|#euro2012|2012-06-27|('46.282', '6.946')|34|False|162.4435001958|-0.0986666667|VS
44|#ledebat|2012-05-02|('47.866', '7.223')|34|False|49.5512988791|0.3773428571|Grand Est
45|#lt|2012-12-24|('46.201', '6.092')|33|False|375.7166484578|-0.10464|GE
46|#terremoto|2012-05-29|('45.800', '9.084')|33|False|262.8207833731|-0.1909|Lombardia
47|#missfrance2013|2012-12-08|('47.521', '6.666')|33|False|50.938721504|0.0696|Bourgogne Franche-Comté
48|#euro2012|2012-06-11|('47.795', '7.379')|31|False|99.2221797184|0|Grand Est
49|#starac|2012-12-06|('47.260', '6.012')|31|False|72.3800376179|0.141825|Bourgogne Franche-Comté
50|#euro2012|2012-06-19|('47.260', '6.012')|31|False|65.0059519451|-0.50196|Bourgogne Franche-Comté
51|#lt|2012-11-26|('46.524', '6.589')|30|False|396.4816845359|0|VD
52|#lt|2012-12-20|('46.201', '6.092')|30|False|347.8755892479|0.0208|GE
53|#lt|2012-11-12|('46.220', '6.116')|30|False|294.2898629586|-0.1101|GE
54|#eurovision|2012-05-26|('47.563', '7.787')|30|False|53.7920751892|-0.0306444444|Baden-Württemberg
55|#lt|2012-11-18|('46.203', '6.096')|29|False|382.7507677736|0|GE
56|#lt|2012-12-19|('46.211', '6.137')|29|False|297.5542146512|0|GE
57|#lt|2012-10-30|('46.544', '6.625')|29|False|238.0853381135|0.4753|VD
58|#ss6|2012-08-03|('47.484', '6.925')|29|False|90.6149112951|0.100525|Bourgogne Franche-Comté
59|#lt|2012-11-14|('46.523', '6.591')|28|False|249.7452806975|0.1511|VD
60|#lt|2012-12-09|('46.201', '6.129')|27|False|330.9062940051|0.41435|GE
61|#lt|2012-11-07|('46.523', '6.591')|27|False|240.0462822302|0.0767666667|VD
62|#ema|2012-11-11|('46.194', '6.144')|27|False|51.8239512437|-0.1715|GE
63|#lt|2012-12-26|('46.984', '6.879')|26|False|488.7731816387|-0.0516|NE
64|#lt|2012-12-30|('46.190', '6.110')|26|False|379.2823222636|0|GE
65|#np|2012-12-27|('46.219', '6.111')|26|False|343.0377338686|0.6369|GE
66|#lt|2012-11-11|('46.203', '6.096')|26|False|263.4154781424|-0.112425|GE
67|#euro2012|2012-06-18|('45.815', '8.836')|26|False|188.780820329|-0.08175|Lombardia
68|#euro2012|2012-06-13|('46.282', '6.946')|26|False|133.1101265016|0.4404|VS
69|#lt|2012-12-23|('46.523', '6.591')|25|False|392.0451576979|0.0438|VD
70|#lt|2012-12-13|('46.984', '6.879')|25|False|372.638702641|0|NE
71|#lt|2012-12-16|('46.143', '6.137')|25|False|354.2596736249|0|Auvergne-Rhône-Alpes
72|#lt|2012-11-17|('47.037', '7.019')|25|False|352.9526438045|0|NE
73|#lt|2012-12-21|('46.201', '6.092')|25|False|312.209493162|0.1774|GE
74|#lt|2012-10-28|('46.523', '6.591')|25|False|286.9326544753|0|VD
75|#snow|2012-10-28|('46.128', '9.359')|25|False|256.3963510494|0|Lombardia
76|#ss6|2012-05-25|('46.381', '6.502')|25|False|74.2445542427|0.3216333333|Auvergne-Rhône-Alpes
77|#lt|2012-12-29|('46.984', '6.879')|24|False|407.4989018933|0.03575|NE
78|#iphone5|2012-09-28|('47.375', '8.539')|24|False|316.2699368787|0.2134|ZH
79|#lt|2012-11-22|('46.190', '6.110')|24|False|280.7753462622|0.0986666667|GE
80|#lt|2012-11-30|('46.203', '6.096')|24|False|267.5697074687|0|GE
81|#euro2012|2012-06-09|('47.587', '8.208')|24|False|188.7339042396|0.0672666667|AG
82|#ss6|2012-08-17|('47.753', '7.326')|24|False|83.1893790144|-0.200925|Grand Est
83|#lt|2012-12-05|('46.190', '6.110')|22|False|296.9508667695|-0.508|GE
84|#london2012|2012-08-05|('46.154', '10.149')|22|False|190.9065176981|0.0862|Lombardia
85|#euro2012|2012-06-17|('46.279', '6.928')|22|False|140.5719571112|0.28595|VS
86|#livejump|2012-10-14|('47.437', '9.411')|22|False|93.4787563946|-0.1626|SG
87|#stratos|2012-10-14|('47.437', '9.411')|22|False|92.0770511417|0.7179|SG
88|#dals|2012-11-03|('46.823', '6.946')|22|False|90.8975875058|0.238275|VD
89|#esc|2012-05-26|('47.499', '8.733')|22|False|87.6583642442|-0.1538|ZH
90|#lfauit|2012-11-20|('46.230', '7.351')|22|False|37.8031293462|0.3310666667|VS
91|#lfauit|2012-11-13|('47.260', '6.012')|22|False|30.9270908752|0.0096|Bourgogne Franche-Comté
92|#rt|2012-12-09|('45.803', '9.048')|21|False|304.3912292139|0.2813|Lombardia
93|#lt|2012-10-25|('46.538', '6.665')|21|False|281.6015121975|-0.4015|VD
94|#jo2012|2012-07-27|('46.657', '6.642')|21|False|105.2915260491|0.2083|VD
95|#olympicceremony|2012-07-27|('45.804', '9.084')|21|False|53.6820237286|0.2328|Lombardia
96|#lrt|2012-12-16|('46.202', '6.129')|20|False|430.1520826306|0.1662333333|GE
97|#ss6|2012-08-31|('47.280', '6.078')|20|False|121.7595814045|0.1058|Bourgogne Franche-Comté
98|#jo2012|2012-08-05|('46.282', '6.946')|20|False|106.2301053453|0|VS
99|#felixbaumgartner|2012-10-14|('47.437', '9.411')|20|False|67.9804719513|0|SG
100|#xf6|2012-12-07|('45.811', '9.080')|20|False|67.6660675186|0.9389|Lombardia
101|#jo2012|2012-08-12|('45.851', '6.635')|19|False|205.497930813|-0.2781|Auvergne-Rhône-Alpes
102|#euro2012|2012-06-23|('47.243', '5.998')|19|False|204.715551956|0.2640333333|Bourgogne Franche-Comté
103|#italiagermania|2012-06-28|('45.831', '8.807')|19|False|169.4585284275|0.6562|Lombardia
104|#euro2012|2012-06-15|('47.564', '7.593')|19|False|145.6770872089|0.2294|BS
105|#euro2012|2012-06-22|('47.037', '8.279')|19|False|142.3871635776|-0.2407333333|LU
106|#emavoteonedirection|2012-11-11|('45.800', '9.084')|19|False|140.145895298|0|Lombardia
107|#lrt|2012-12-09|('46.190', '6.110')|18|False|423.5618905148|0.6369|GE
108|#lrt|2012-12-05|('46.202', '6.129')|18|False|342.8535339049|0.3151|GE
109|#rt|2012-11-04|('47.260', '6.012')|18|False|294.6231312073|0|Bourgogne Franche-Comté
110|#jo2012|2012-08-08|('46.282', '6.946')|18|False|172.5558793304|-0.5386|VS
111|#mtvema|2012-11-11|('45.889', '6.175')|18|False|103.2565123324|0.467925|Auvergne-Rhône-Alpes
112|#starac|2012-12-27|('46.472', '6.868')|18|False|81.3962166538|-0.20402|VD
113|#np|2012-12-11|('45.757', '9.854')|17|False|356.3706639463|0.3673|Lombardia
114|#terremoto|2012-05-20|('45.757', '9.854')|17|False|288.2857966942|-0.4066|Lombardia
115|#avatarday|2012-11-24|('46.955', '7.445')|17|False|186.2941164142|0.4404|BE
116|#radiolondres|2012-04-22|('46.942', '8.277')|17|False|181.2290573848|-0.0494|OW
117|#tedxzurich|2012-10-25|('47.416', '8.561')|17|False|179.346233058|0.44445|ZH
118|#starac|2012-12-13|('46.157', '6.126')|17|False|141.2685385602|0|GE
119|#voteonedirection|2012-08-28|('46.161', '7.117')|17|False|124.2251076413|0.3901666667|VS
120|#f1|2012-11-25|('47.410', '8.409')|17|False|76.920373337|-0.743|ZH
121|#xf6|2012-11-15|('45.836', '8.794')|17|False|76.0583929853|0.25465|Lombardia
122|#xf6|2012-11-08|('45.824', '8.774')|17|False|52.5194494094|0.3243|Lombardia
123|#qvemf|2012-11-09|('47.733', '7.298')|17|False|27.8923511955|0.1837166667|Grand Est
124|#np|2012-12-22|('47.787', '7.353')|16|False|381.2502226868|0|Grand Est
125|#rt|2012-12-30|('46.205', '6.143')|16|False|370.2049617475|-0.2023|GE
126|#gas2012|2012-10-06|('46.475', '7.285')|16|False|341.5629553997|0|BE
127|#np|2012-12-20|('46.190', '6.110')|16|False|316.7053205019|-0.5994|GE
128|#lt|2012-08-15|('46.205', '6.143')|16|False|312.7254941796|0|GE
129|#lift12|2012-02-22|('46.205', '6.143')|16|False|201.337615407|0.3353|GE
130|#qvemf|2012-12-14|('47.263', '6.002')|16|False|46.4395868706|-0.3612|Bourgogne Franche-Comté
131|#qvemf|2012-11-16|('46.387', '6.541')|16|False|37.3153996451|0.018|Auvergne-Rhône-Alpes
132|#lfauit|2012-11-27|('46.835', '6.888')|16|False|35.8424049684|0.4215|FR
133|#plgf|2012-08-28|('47.534', '6.823')|16|False|29.1840230067|0.42755|Bourgogne Franche-Comté
134|#qvemf|2012-11-02|('45.919', '6.157')|16|False|21.399248338|-0.0121|Auvergne-Rhône-Alpes
135|#lastrt|2012-12-09|('46.201', '6.092')|15|False|319.8240915484|0.5256|GE
136|#np|2012-12-24|('46.201', '6.092')|15|False|291.7434146841|0.6166|GE
137|#lrt|2012-12-17|('46.541', '6.621')|15|False|283.1350807575|-0.2057|VD
138|#lrt|2012-12-12|('46.541', '6.621')|15|False|260.2814845927|0|VD
139|#london2012|2012-08-03|('46.166', '8.798')|15|False|187.705333382|-0.296|TI
140|#juveinter|2012-11-03|('45.795', '9.138')|15|False|157.5762196768|-0.27115|Lombardia
141|#bosw|2012-03-29|('47.365', '8.538')|15|False|87.9287193629|0.2051|ZH
142|#missfrance|2012-12-08|('47.734', '7.296')|15|False|86.9197524305|0.1172333333|Grand Est
143|#ledébat|2012-05-02|('46.524', '6.866')|15|False|59.5186438637|0|FR
144|#incroyabletalent|2012-10-30|('46.544', '6.625')|15|False|29.4761420828|0|VD
145|#lasttweet|2012-12-09|('46.201', '6.092')|14|False|414.4098999164|-0.296|GE
146|#lt|2012-08-14|('46.205', '6.143')|14|False|355.0581161176|-0.0456|GE
147|#lt|2012-09-30|('46.202', '6.139')|14|False|300.5117779433|-0.1998|GE
148|#rt|2012-12-11|('46.526', '6.613')|14|False|291.7039603379|0|VD
149|#lasttweet|2012-12-24|('46.212', '6.137')|14|False|282.5838909011|0|GE
150|#london2012|2012-07-28|('47.377', '8.537')|14|False|219.8444762548|0|ZH
151|#hollande|2012-05-06|('46.524', '6.866')|14|False|205.7447957294|0|FR
152|#euro2012|2012-06-14|('46.282', '6.946')|14|False|175.1748658865|0.8126|VS
153|#rt|2012-10-14|('47.646', '6.841')|14|False|168.9963207577|-0.1759666667|Bourgogne Franche-Comté
154|#keepfighting|2012-10-01|('45.571', '9.574')|14|False|168.3741544845|0|Lombardia
155|#lrt|2012-12-03|('46.202', '6.129')|14|False|162.2079722775|0.1806|GE
156|#erugf|2012-06-20|('47.340', '7.902')|14|False|142.051032277|0.318375|SO
157|#federer|2012-08-03|('46.166', '8.798')|14|False|71.8923546006|0.1579333333|TI
158|#thevoice|2012-04-21|('46.605', '7.044')|14|False|58.042489585|0.7249|FR
159|#qvemf|2012-11-23|('46.195', '6.240')|14|False|46.4679665807|0|Auvergne-Rhône-Alpes
160|#esc12|2012-05-22|('47.480', '9.051')|14|False|40.0968212012|-0.08221|SG
161|#m6|2012-10-30|('46.203', '6.096')|14|False|31.415629009|0.0772|GE
162|#lfauit|2012-11-06|('46.191', '6.149')|14|False|30.4309847844|-0.5106|GE
163|#lrt|2012-11-04|('46.541', '6.621')|13|False|321.2365468245|0|VD
164|#lrt|2012-12-10|('46.202', '6.129')|13|False|295.0045514531|0.26275|GE
165|#lasttweet|2012-12-13|('46.223', '7.291')|13|False|294.7466349974|0.6486|VS
166|#np|2012-12-25|('47.685', '7.029')|13|False|276.9525466574|0|Bourgogne Franche-Comté
167|#np|2012-11-11|('46.220', '6.116')|13|False|272.5037457739|0|GE
168|#snow|2012-12-08|('46.128', '9.359')|13|False|259.9513268774|0|Lombardia
169|#jo2012|2012-07-29|('47.795', '7.379')|13|False|241.0131424461|0.2225|Grand Est
170|#np|2012-11-07|('46.823', '6.946')|13|False|228.3541600366|0|VD
171|#happybirthdayliam|2012-08-29|('45.780', '10.338')|13|False|211.1012485344|0.8381|Lombardia
172|#london2012|2012-08-02|('45.757', '9.854')|13|False|193.8896520927|0.4767|Lombardia
173|#jeudiconfession|2012-11-22|('46.201', '6.175')|13|False|109.4428971035|-0.7845|GE
174|#openingceremony|2012-07-27|('46.242', '6.652')|13|False|106.3484320084|0|Auvergne-Rhône-Alpes
175|#jeudiconfession|2012-10-11|('46.185', '6.101')|13|False|83.0048489537|0.8264|GE
176|#ss6|2012-08-10|('47.484', '6.925')|13|False|77.378901616|-0.0785857143|Bourgogne Franche-Comté
177|#baumgartner|2012-10-14|('47.446', '8.470')|13|False|68.7282181037|-0.2355|ZH
178|#wettendass|2012-10-06|('47.377', '8.537')|13|False|63.0615568638|-0.4404|ZH
179|#kohlanta|2012-12-14|('47.760', '7.335')|13|False|57.3046486896|0|Grand Est
180|#srfesc|2012-12-15|('47.407', '8.124')|13|False|38.7031230713|0.4581|AG
181|#esc|2012-05-22|('46.891', '7.512')|13|False|29.6405881464|0|BE
182|#incroyabletalent|2012-11-13|('46.201', '6.092')|13|False|29.3459118999|0|GE
183|#np|2012-12-09|('46.190', '6.110')|12|False|414.5495069867|0|GE
184|#rt|2012-12-29|('46.329', '6.060')|12|False|364.6721186742|0.0086|Auvergne-Rhône-Alpes
185|#lrt|2012-12-04|('46.202', '6.129')|12|False|313.617404646|0|GE
186|#lasttweet|2012-12-20|('46.201', '6.092')|12|False|309.5661569682|0|GE
187|#lasttweet|2012-12-08|('46.201', '6.092')|12|False|286.918808044|0|GE
188|#lt|2012-08-12|('46.219', '6.119')|12|False|276.6392730225|0|GE
189|#emawinonedirection|2012-11-11|('45.800', '9.084')|12|False|264.0588422846|0.11315|Lombardia
190|#stp12|2012-08-11|('47.367', '8.542')|12|False|237.9479150504|0|ZH
191|#np|2012-12-03|('46.200', '6.240')|12|False|225.9813309738|0.2294|Auvergne-Rhône-Alpes
192|#halloween|2012-11-01|('47.499', '9.750')|12|False|212.3059426418|0.3057|Vorarlberg
193|#lrt|2012-12-06|('46.202', '6.129')|12|False|204.883346786|0|GE
194|#ss6|2012-07-20|('46.538', '6.650')|12|False|169.2684116246|0.0386|VD
195|#idv2|2012-11-22|('46.194', '6.104')|12|False|74.3014847877|0|GE
196|#xf6|2012-11-01|('45.945', '8.827')|12|False|62.7188966388|0|Lombardia
197|#titanic|2012-12-30|('46.191', '6.692')|12|False|52.2669829752|0|Auvergne-Rhône-Alpes
198|#lfauit|2012-12-26|('46.528', '6.578')|12|False|32.8088362585|0.4588|VD
199|#incroyabletalent|2012-10-23|('46.533', '6.647')|12|False|29.1355448435|0|VD
200|#lasttweet|2012-12-15|('46.201', '6.092')|11|False|401.0392556459|-0.6808|GE
201|#winter|2012-12-08|('46.128', '9.359')|11|False|343.4409286746|0.2394666667|Lombardia
202|#np|2012-08-03|('46.690', '6.983')|11|False|302.825323484|0|FR
203|#lasttweet|2012-12-17|('46.201', '6.092')|11|False|297.8343999847|-0.6408|GE
204|#ff|2012-04-27|('47.250', '7.613')|11|False|285.9804454218|0.4404|BE
205|#lrt|2012-12-07|('46.216', '6.146')|11|False|274.8936905445|0|GE
206|#rt|2012-12-25|('45.819', '9.316')|11|False|256.1686157341|0|Lombardia
207|#idv2|2012-11-09|('46.308', '6.301')|11|False|242.8445323317|-0.4847|Auvergne-Rhône-Alpes
208|#spenglercup|2012-12-30|('46.799', '9.826')|11|False|191.7513357257|-0.3612|GR
209|#xf6|2012-12-06|('45.797', '9.061')|11|False|131.0093060725|0.1627666667|Lombardia
210|#italiainghilterra|2012-06-24|('46.156', '8.771')|11|False|114.1898775679|0.1512666667|TI
211|#kohlanta|2012-11-02|('46.814', '6.832')|11|False|46.308585717|0.11315|FR
212|#lrt|2012-12-08|('46.202', '6.129')|10|False|482.1403602251|-0.041075|GE
213|#lasttweet|2012-12-28|('46.212', '6.137')|10|False|369.7695699985|0.0752|GE
214|#lrt|2012-11-01|('46.541', '6.621')|10|False|311.5450513411|0|VD
215|#iphone5|2012-09-27|('47.375', '8.539')|10|False|306.1817756842|0|ZH
216|#rt|2012-07-11|('45.949', '9.632')|10|False|288.9313539322|0.6598|Lombardia
217|#rt|2012-11-03|('46.823', '6.946')|10|False|273.4636268657|0.0772|VD
218|#london2012|2012-08-04|('46.246', '6.133')|10|False|272.1808434954|-0.5574|GE
219|#lt|2012-09-29|('46.533', '6.647')|10|False|271.7072756991|0|VD
220|#voteonedirection|2012-08-29|('47.005', '6.958')|10|False|243.2972493184|0|NE
221|#switzerland|2012-06-26|('46.563', '7.036')|10|False|188.9857132826|0|FR
222|#rt|2012-05-21|('47.001', '6.942')|10|False|183.8905057572|0.4184|NE
223|#gba12|2012-05-10|('47.372', '8.536')|10|False|164.3510612306|0.9988|ZH
224|#xf6|2012-11-22|('45.806', '8.837')|10|False|117.6362807246|0|Lombardia
225|#dals|2012-10-27|('47.452', '6.691')|10|False|115.867320482|0.5231|Bourgogne Franche-Comté
226|#rt|2012-09-22|('45.800', '9.084')|10|False|107.1785934075|0|Lombardia
227|#votebieber|2012-08-28|('47.377', '8.537')|10|False|66.0994482445|0|ZH
228|#1dvdwatchparty|2012-05-31|('45.800', '9.084')|10|False|35.5728516688|0.77705|Lombardia
229|#lfauit|2012-12-12|('47.762', '7.297')|10|False|33.2464920873|0.5994|Grand Est
230|#eurovision|2012-05-22|('46.442', '8.157')|10|False|32.1621703636|0.7425|VS
231|#1dqa|2012-06-29|('46.256', '7.625')|10|False|22.9468798556|0.11623|VS
232|#lt|2012-08-02|('47.260', '6.012')|9|False|498.2498624835|0.20095|Bourgogne Franche-Comté
233|#np|2012-08-06|('46.605', '6.830')|9|False|496.9731932305|0.2123|FR
234|#lrt|2012-08-31|('46.246', '6.133')|9|False|491.6858270851|0|GE
235|#bestmemories2012|2012-12-31|('47.770', '6.991')|9|False|488.4742057467|0|Grand Est
236|#lrt|2012-08-28|('46.246', '6.133')|9|False|445.2290398117|0|GE
237|#np|2012-08-07|('46.205', '6.143')|9|False|423.300287085|-0.2714|GE
238|#lemiepiugrandifiguredimerda|2012-07-25|('45.837', '8.810')|9|False|394.1607645547|0.2448333333|Lombardia
239|#np|2012-08-29|('46.225', '8.771')|9|False|382.4921998572|-0.3875|TI
240|#np|2012-08-02|('46.809', '7.177')|9|False|355.0747810396|0.2732|FR
241|#100thingsaboutme|2012-07-03|('46.617', '9.572')|9|False|314.9375459984|0.7615666667|GR
242|#np|2012-07-24|('46.690', '6.983')|9|False|308.6296637367|0|FR
243|#np|2012-09-22|('46.771', '6.647')|9|False|305.0856767015|0|VD
244|#forzajuve|2012-09-19|('45.902', '9.883')|9|False|294.9723351292|0|Lombardia
245|#lasttweet|2012-09-19|('46.246', '6.892')|9|False|289.3073481333|0|VS
246|#np|2012-08-09|('46.340', '10.371')|9|False|286.4401869233|0|Lombardia
247|#zurich|2012-09-26|('47.383', '8.533')|9|False|270.3258050466|0|ZH
248|#rt|2012-12-28|('45.964', '8.543')|9|False|255.2601920223|-0.1591|Piemonte
249|#lift12|2012-02-24|('46.220', '6.138')|9|False|209.6879543426|0.2732|GE
250|#rt|2012-06-23|('45.800', '9.084')|9|False|206.6174633963|0|Lombardia
251|#rt|2012-11-15|('46.526', '6.613')|9|False|188.5784648559|0|VD
252|#happybirthdaylouisfromitaly|2012-12-24|('46.114', '8.282')|9|False|185.8030590885|0.7263|Piemonte
253|#15factsaboutme|2012-12-28|('47.866', '7.223')|9|False|170.4701142113|0|Grand Est
254|#emawinbieber|2012-11-11|('46.674', '7.636')|9|False|163.1280688383|-0.0714875|BE
255|#dals|2012-11-17|('46.770', '6.641')|9|False|146.4245673333|0|VD
256|#rt|2012-11-16|('46.526', '6.613')|9|False|146.405107729|0.128|VD
257|#skyolimpiadi|2012-08-03|('45.821', '9.240')|9|False|131.3092055095|0|Lombardia
258|#wwdc|2012-06-11|('47.480', '9.051')|9|False|115.0602273709|0.16825|SG
259|#memoriesarekillingme|2012-11-25|('45.843', '8.824')|9|False|109.638964648|-0.126|Lombardia
260|#juvechelsea|2012-11-20|('45.795', '9.138')|9|False|74.5457421418|0.462|Lombardia
261|#celentano|2012-10-08|('45.795', '9.138')|9|False|60.6205498187|-0.296|Lombardia
262|#esc12|2012-05-26|('47.134', '7.244')|9|False|56.1673988083|-0.43095|BE
263|#germaniaitalia|2012-06-28|('45.821', '10.106')|9|False|55.634257088|0|Lombardia
264|#masterchef|2012-11-08|('46.056', '6.371')|9|False|52.4908656075|0.5374|Auvergne-Rhône-Alpes
265|#xf6|2012-10-18|('45.806', '9.433')|9|False|51.4076891003|0|Lombardia
266|#asknialler|2012-10-16|('45.859', '9.994')|9|False|22.1499322037|0.6322666667|Lombardia
267|#rt|2012-07-23|('47.746', '7.336')|8|False|482.1740579188|-0.233|Grand Est
268|#lrt|2012-08-21|('46.183', '6.094')|8|False|468.0880650075|0.6909|GE
269|#lt|2012-07-21|('47.752', '7.326')|8|False|464.2281700467|0|Grand Est
270|#lrt|2012-08-29|('46.228', '6.078')|8|False|438.9564979024|0|GE
271|#votebieber|2012-08-29|('45.833', '8.814')|8|False|432.1323380179|0|Lombardia
272|#lt|2012-08-03|('47.260', '6.012')|8|False|424.8959119835|0|Bourgogne Franche-Comté
273|#zurich|2012-05-10|('47.367', '8.536')|8|False|410.967293286|0.0422857143|ZH
274|#lastrt|2012-12-26|('46.528', '6.578')|8|False|406.5751788871|0|VD
275|#np|2012-11-29|('46.122', '5.971')|8|False|371.5784430635|-0.5859|Auvergne-Rhône-Alpes
276|#rt|2012-07-25|('47.746', '7.336')|8|False|355.5082108585|0|Grand Est
277|#zurich|2012-10-03|('47.383', '8.533')|8|False|342.9651680766|0|ZH
278|#lt|2012-06-14|('46.364', '6.464')|8|False|318.9895543977|-0.23835|Auvergne-Rhône-Alpes
279|#snow|2012-12-05|('47.419', '9.354')|8|False|305.1769499127|0|SG
280|#lrt|2012-11-02|('46.246', '6.133')|8|False|301.8947863482|0|GE
281|#rt|2012-08-14|('45.852', '9.530')|8|False|299.6593073889|0|Lombardia
282|#np|2012-10-19|('47.315', '9.600')|8|False|299.2133076168|0|Vorarlberg
283|#switzerland|2012-11-21|('47.548', '7.563')|8|False|270.9954018338|0|BS
284|#switzerland|2012-06-13|('46.689', '7.690')|8|False|269.7824764368|-0.6467|BE
285|#twittboat|2012-06-23|('47.574', '8.528')|8|False|269.0312018597|0.2073|ZH
286|#rt|2012-10-25|('46.823', '6.946')|8|False|255.8782769471|0.4723|VD
287|#olimpiadi|2012-07-27|('45.800', '9.084')|8|False|236.0425726013|0.6973|Lombardia
288|#sarkozy|2012-05-06|('46.524', '6.866')|8|False|204.2861994985|0|FR
289|#mobicamp|2012-11-01|('46.950', '7.441')|8|False|203.0062227438|0.8176|BE
290|#jo2012|2012-08-11|('45.851', '6.634')|8|False|185.0980936328|0.3553|Auvergne-Rhône-Alpes
291|#sarkozy|2012-04-22|('46.524', '6.866')|8|False|180.4218947568|0.2859333333|FR
292|#mdw12|2012-11-22|('46.206', '6.138')|8|False|178.1719727087|0|GE
293|#rt|2012-07-22|('47.746', '7.336')|8|False|165.344753057|-0.4466|Grand Est
294|#basket|2012-08-08|('46.282', '6.946')|8|False|162.4536712423|0.1953|VS
295|#ss6|2012-06-08|('46.209', '6.094')|8|False|148.9605629679|0.5475|GE
296|#secretstory|2012-05-25|('47.256', '6.041')|8|False|147.0850000951|0.7045|Bourgogne Franche-Comté
297|#tedxbern|2012-09-05|('46.950', '7.441')|8|False|119.9317835735|0|BE
298|#jo2012|2012-08-10|('45.866', '6.646')|8|False|72.972870784|0|Auvergne-Rhône-Alpes
299|#nrj12|2012-12-06|('47.260', '6.012')|8|False|72.4157676846|-0.5106|Bourgogne Franche-Comté
