|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation
28|#lt|2013-04-29|53|False|314.12103075691357|('46.210', '6.114')
29|#lt|2013-05-26|53|False|312.0631511149307|('46.187', '6.199')
30|#lt|2013-05-17|53|False|307.2953715942437|('46.196', '6.138')
31|#ff|2013-01-25|53|False|285.6228913038687|('46.392', '6.798')
32|#lrt|2013-12-30|52|False|492.1727852897819|('46.220', '6.108')
33|#lrt|2013-06-16|52|False|387.5311800839445|('46.213', '6.112')
34|#lt|2013-10-27|52|False|328.31628582747857|('45.904', '6.129')
35|#lt|2013-05-09|52|False|326.66800934431666|('46.291', '6.308')
36|#lt|2013-05-22|52|False|306.00461493358705|('46.187', '6.199')
37|#lt|2013-12-08|52|False|297.67781154423784|('45.904', '6.129')
38|#ff|2013-03-01|52|False|248.07695762095506|('47.427', '8.671')
39|#ff|2013-02-22|52|False|247.6914286942383|('47.778', '7.292')
40|#lrt|2013-05-12|51|False|359.5576639598502|('46.195', '6.199')
41|#lrt|2013-11-24|51|False|337.6278752305886|('46.400', '6.586')
42|#lt|2013-06-01|51|False|334.14305559515844|('46.196', '6.123')
43|#lt|2013-04-26|51|False|325.6692986751695|('46.187', '6.199')
44|#lt|2013-06-08|51|False|309.7333695998772|('46.175', '6.141')
45|#lt|2013-05-20|51|False|300.56058321359995|('46.187', '6.199')
46|#lt|2013-04-24|51|False|292.69535404844714|('46.200', '6.173')
47|#lrt|2013-05-26|51|False|269.06819405962|('47.866', '7.223')
48|#lt|2013-02-18|50|False|381.87296013858133|('46.814', '6.832')
49|#lrt|2013-06-18|50|False|312.52881080514265|('46.216', '6.146')
50|#lt|2013-03-08|50|False|309.45502740331295|('46.218', '6.133')
51|#lt|2013-04-19|50|False|293.78974847513734|('46.189', '6.137')
52|#lt|2013-05-30|50|False|280.61316889644814|('46.187', '6.241')
53|#lrt|2013-04-23|50|False|253.51555086142434|('46.206', '6.123')
54|#lrt|2013-06-25|49|False|351.11428403688785|('46.278', '6.167')
55|#lrt|2013-04-21|49|False|333.1805996955679|('47.001', '6.917')
56|#ff|2013-01-11|49|False|232.1560696124942|('47.260', '6.012')
57|#thevoice|2013-02-02|49|False|54.93350084127967|('47.646', '6.841')
58|#lt|2013-03-11|48|False|390.2383599468866|('46.213', '6.125')
59|#lt|2013-03-14|48|False|316.4163003505192|('46.211', '6.113')
60|#lrt|2013-05-19|48|False|308.34931778161877|('46.177', '6.124')
61|#lrt|2013-10-13|48|False|280.7945445495862|('46.197', '6.243')
62|#fraukr|2013-11-19|48|False|148.9600377394568|('46.061', '6.386')
63|#lt|2013-06-18|47|False|395.58297737798|('46.189', '6.137')
64|#lrt|2013-04-27|47|False|356.41223851486683|('46.187', '6.199')
65|#lt|2013-06-15|47|False|349.05004790940416|('47.756', '7.318')
66|#lt|2013-10-22|47|False|329.5802093941447|('46.265', '6.204')
67|#lrt|2013-05-21|47|False|303.3564270844788|('46.220', '6.113')
68|#lrt|2013-05-05|47|False|296.6136860934843|('46.187', '6.199')
69|#ff|2013-02-01|47|False|278.9448176929971|('47.052', '6.595')
70|#lrt|2013-05-01|47|False|271.97502797118386|('46.207', '6.218')
71|#ff|2013-04-26|47|False|202.8144539312007|('47.599', '7.509')
72|#lrt|2013-06-01|46|False|322.9132432948582|('46.205', '6.143')
73|#lrt|2013-06-24|46|False|320.87275862859707|('47.812', '7.332')
74|#lt|2013-04-22|46|False|308.4590397363347|('46.197', '6.118')
75|#lt|2013-04-21|46|False|304.33003920696535|('46.220', '6.109')
76|#ff|2013-04-19|46|False|279.3493174144894|('46.185', '6.118')
77|#lt|2013-03-15|45|False|373.1109429170516|('46.211', '6.113')
78|#lt|2013-04-20|45|False|364.5783825351688|('47.509', '6.793')
79|#lt|2013-10-28|45|False|356.26761348295474|('45.904', '6.129')
80|#lt|2013-03-09|45|False|343.2647339857619|('46.218', '6.133')
81|#lt|2013-05-21|45|False|337.51870545665366|('46.220', '6.113')
82|#lt|2013-02-24|45|False|327.72131150911144|('46.211', '6.113')
83|#lrt|2013-05-02|45|False|293.9394691285253|('46.174', '6.141')
84|#lt|2013-11-30|44|False|346.4889681375716|('46.215', '6.146')
85|#ff|2013-03-15|44|False|296.4540279966322|('47.061', '6.607')
86|#lt|2013-10-10|44|False|276.89298631763154|('46.219', '6.110')
87|#lt|2013-05-13|44|False|272.11295668751256|('46.216', '6.128')
88|#lt|2013-05-23|44|False|234.70959458945688|('46.187', '6.199')
89|#lrt|2013-05-29|44|False|231.75292263702076|('47.053', '7.068')
90|#lt|2013-12-02|43|False|402.29212571169427|('45.901', '6.101')
91|#lrt|2013-05-25|43|False|317.3600558063873|('46.221', '6.107')
92|#ff|2013-05-17|43|False|272.83693559525994|('47.052', '6.595')
93|#ff|2013-03-08|43|False|261.5505103863697|('47.758', '7.341')
94|#ff|2013-02-15|43|False|232.31186438318008|('47.427', '8.671')
95|#lt|2013-11-25|42|False|383.79790308078225|('45.904', '6.129')
96|#lrt|2013-05-07|42|False|356.3276715574358|('47.053', '7.068')
97|#lt|2013-03-05|42|False|308.0986078649339|('46.192', '6.232')
98|#lt|2013-12-03|42|False|296.7097908855599|('45.901', '6.101')
99|#lrt|2013-09-25|42|False|288.9810547793505|('46.514', '6.649')
100|#lt|2013-09-22|42|False|286.90433361700985|('45.904', '6.129')
101|#lrt|2013-04-30|42|False|268.0128439963195|('46.207', '6.124')
102|#ff|2013-02-08|42|False|253.02769740457492|('46.165', '6.408')
103|#lrt|2013-06-13|42|False|232.55166792559424|('46.209', '6.145')
104|#lt|2013-10-25|41|False|395.33741012735175|('45.904', '6.129')
105|#lrt|2013-10-26|41|False|384.76192394639|('46.205', '6.158')
106|#lt|2013-02-04|41|False|353.23815309779275|('46.191', '6.234')
107|#lrt|2013-03-13|41|False|339.9392007105832|('46.722', '7.061')
108|#lrt|2013-10-20|41|False|309.2996785755306|('47.755', '7.313')
109|#ff|2013-06-14|41|False|291.1509506137512|('46.534', '6.566')
110|#lt|2013-04-08|41|False|282.94173069460805|('46.189', '6.137')
111|#lt|2013-10-13|41|False|244.06849691619772|('47.535', '6.839')
112|#lrt|2013-05-28|41|False|238.90604338128944|('46.220', '6.113')
113|#nma2013|2013-01-26|41|False|102.41793298243078|('46.928', '6.351')
114|#lbesp3|2013-11-25|41|False|42.216198560786296|('47.255', '5.958')
115|#lt|2013-03-02|40|False|389.6316045211287|('46.211', '6.113')
116|#lrt|2013-06-19|40|False|343.639501764278|('46.216', '6.146')
117|#lt|2013-10-11|40|False|314.715495422707|('46.219', '6.110')
118|#lt|2013-11-26|40|False|313.5440439114831|('45.904', '6.129')
119|#lrt|2013-05-23|40|False|311.71539600389525|('46.146', '6.091')
120|#lrt|2013-03-24|40|False|300.18321281530393|('47.421', '7.076')
121|#lrt|2013-05-04|40|False|293.7529420926614|('47.793', '7.176')
122|#lrt|2013-05-27|40|False|277.1170245544409|('46.174', '6.141')
123|#lt|2013-01-26|40|False|275.4322633903988|('46.214', '6.130')
124|#lt|2013-05-15|40|False|265.93212671187024|('46.187', '6.199')
125|#ff|2013-05-31|40|False|253.46715803007945|('47.498', '8.714')
126|#ff|2013-01-18|40|False|240.06451538659073|('46.178', '10.325')
127|#starac|2013-02-28|40|False|89.70559684858979|('47.260', '6.012')
128|#thevoice|2013-03-02|40|False|65.04875340107667|('47.646', '6.841')
129|#prayforboston|2013-04-15|40|False|46.19923555446847|('46.246', '6.133')
130|#lrt|2013-11-03|39|False|417.187526227444|('46.149', '6.105')
131|#lrt|2013-12-23|39|False|369.7671650488698|('46.149', '6.105')
132|#lrt|2013-03-03|39|False|331.3594846298085|('47.052', '7.064')
133|#lt|2013-03-17|39|False|329.79824087293383|('46.211', '6.113')
134|#lrt|2013-03-10|39|False|309.60205256830324|('47.036', '7.018')
135|#lt|2013-01-21|39|False|290.6893404593523|('46.210', '6.107')
136|#lt|2013-09-28|39|False|283.17777600447306|('45.904', '6.129')
137|#emazing|2013-11-10|39|False|194.18810359322686|('46.155', '6.094')
138|#1ddaylive|2013-11-23|39|False|73.84436838957058|('47.290', '8.568')
139|#lt|2013-01-03|38|False|503.8298307956447|('46.201', '6.134')
140|#lrt|2013-12-24|38|False|405.3566409370959|('45.789', '6.547')
141|#lt|2013-04-03|38|False|387.59968987216695|('46.218', '6.099')
142|#lrt|2013-03-07|38|False|381.73194047555427|('45.962', '6.453')
143|#lrt|2013-06-15|38|False|361.21053258834746|('46.214', '6.112')
144|#lt|2013-10-30|38|False|313.27972681314253|('45.904', '6.129')
145|#lt|2013-04-04|38|False|312.86614588216185|('46.189', '6.137')
146|#lt|2013-10-12|38|False|302.93382704806567|('47.535', '6.839')
147|#lt|2013-09-24|38|False|290.1645020172403|('45.904', '6.129')
148|#lt|2013-10-15|38|False|285.31797542060684|('47.482', '6.718')
149|#lrt|2013-09-24|38|False|262.9375319172716|('46.514', '6.649')
150|#lrt|2013-04-22|38|False|244.43014082517402|('47.052', '7.064')
151|#lt|2013-11-10|37|False|363.1713701708837|('46.400', '6.587')
152|#lt|2013-06-06|37|False|350.1507982458455|('46.229', '6.124')
153|#lrt|2013-05-22|37|False|341.72092513752074|('47.135', '7.252')
154|#lrt|2013-10-27|37|False|305.49637410671005|('47.752', '7.348')
155|#lt|2013-12-06|37|False|305.29288064810237|('47.755', '7.310')
156|#lrt|2013-04-14|37|False|301.44379822736107|('46.187', '6.270')
157|#ff|2013-03-22|37|False|290.6188654079233|('46.518', '6.633')
158|#ff|2013-06-07|37|False|282.48496259691876|('46.182', '6.238')
159|#lrt|2013-06-05|37|False|251.5854529370566|('47.121', '8.785')
160|#couplequidure|2013-03-13|37|False|25.491267153962394|('46.722', '7.061')
161|#lrt|2013-12-28|36|False|452.17248970182703|('46.166', '6.122')
162|#lrt|2013-12-26|36|False|359.3759436317722|('47.101', '6.146')
163|#lt|2013-11-05|36|False|346.31693103284965|('45.904', '6.129')
164|#lrt|2013-06-12|36|False|318.55964625447905|('46.209', '6.145')
165|#lrt|2013-05-31|36|False|316.878121015817|('46.187', '6.198')
166|#ff|2013-04-12|36|False|291.5243969969657|('46.003', '8.960')
167|#lrt|2013-05-14|36|False|286.3514340177784|('46.174', '6.141')
168|#lt|2013-10-02|36|False|256.7302179723126|('47.254', '6.008')
169|#lt|2013-10-06|36|False|253.93460458707713|('46.227', '6.119')
170|#ff|2013-01-04|36|False|202.36264596402827|('46.956', '8.386')
171|#ss7|2013-06-14|36|False|91.47506833483165|('47.508', '6.996')
172|#thevoice|2013-02-23|36|False|42.26339124659713|('46.183', '6.698')
173|#lrt|2013-03-09|35|False|375.76595060258893|('46.205', '6.114')
174|#lrt|2013-11-30|35|False|345.38318535008233|('46.149', '6.105')
175|#lt|2013-04-06|35|False|341.9131480408895|('46.205', '6.112')
176|#ff|2013-03-29|35|False|332.8789909467489|('47.052', '6.595')
177|#lrt|2013-11-23|35|False|322.8424919927845|('47.755', '7.313')
178|#lt|2013-04-10|35|False|321.6179203233033|('46.189', '6.137')
179|#lt|2013-04-14|35|False|315.79597324012485|('46.189', '6.137')
180|#lrt|2013-11-06|35|False|309.0355237645738|('46.400', '6.587')
181|#lrt|2013-06-14|35|False|307.87641282512817|('47.421', '7.076')
182|#lt|2013-10-14|35|False|307.0079365418163|('45.904', '6.129')
183|#lrt|2013-04-07|35|False|285.39492936884676|('46.174', '6.112')
184|#lt|2013-09-26|35|False|278.3383778033373|('46.993', '6.923')
185|#lrt|2013-03-06|35|False|267.61260983838224|('45.974', '6.459')
186|#lt|2013-04-09|35|False|263.099289026996|('46.189', '6.137')
187|#lt|2013-03-25|35|False|256.0625170008913|('47.010', '6.998')
188|#nma2014|2013-12-14|35|False|82.76540884227214|('46.536', '6.579')
189|#lrt|2013-10-31|34|False|409.2878571645162|('46.149', '6.105')
190|#lt|2013-01-28|34|False|385.8115121303963|('47.685', '6.054')
191|#lt|2013-02-16|34|False|375.1181001119991|('46.265', '6.149')
192|#lt|2013-04-13|34|False|370.43566737450436|('46.189', '6.137')
193|#lt|2013-03-28|34|False|368.57072836402557|('46.189', '6.099')
194|#lt|2013-02-12|34|False|348.55559344931504|('46.212', '6.137')
195|#lt|2013-11-21|34|False|341.4055793412254|('45.904', '6.129')
196|#lrt|2013-11-11|34|False|318.6502901886217|('46.197', '6.243')
197|#lt|2013-01-14|34|False|312.17645527340943|('46.217', '6.146')
198|#lt|2013-01-13|34|False|308.2640034427514|('46.217', '6.146')
199|#lt|2013-11-23|34|False|307.05013954587065|('47.287', '6.075')
200|#lt|2013-10-07|34|False|306.34918315950597|('45.904', '6.129')
201|#lrt|2013-01-20|34|False|298.8760129954077|('46.216', '6.146')
202|#lt|2013-06-04|34|False|291.07325559293963|('47.756', '7.318')
203|#lt|2013-09-20|34|False|273.1747482353456|('46.234', '6.080')
204|#lt|2013-04-16|34|False|269.7436799228372|('46.988', '6.892')
205|#lrt|2013-03-12|34|False|264.5866486734466|('47.052', '7.064')
206|#xf7|2013-12-12|34|False|73.55529290816776|('45.786', '9.443')
207|#thevoice|2013-02-16|34|False|46.17626941713812|('47.473', '6.760')
208|#lt|2013-01-05|33|False|466.1452208444272|('46.201', '6.134')
209|#lrt|2013-06-21|33|False|391.2989958360742|('46.149', '6.105')
210|#lrt|2013-10-15|33|False|381.78977737667793|('47.149', '6.990')
211|#lrt|2013-10-24|33|False|331.01178610543286|('46.196', '6.123')
212|#lrt|2013-09-22|33|False|318.0213405123342|('47.755', '7.313')
213|#ff|2013-05-03|33|False|291.9769417234372|('46.291', '6.307')
214|#ff|2013-05-10|33|False|239.84768751622926|('46.811', '8.886')
215|#lbesp3|2013-12-16|33|False|47.417369315093836|('46.219', '6.294')
216|#lrt|2013-12-31|32|False|395.78361651580775|('46.166', '6.122')
217|#lrt|2013-03-08|32|False|381.8029149916422|('46.722', '7.061')
218|#lrt|2013-04-10|32|False|367.60860696839603|('45.898', '6.714')
219|#lrt|2013-05-11|32|False|348.4613430866894|('46.202', '6.129')
220|#lt|2013-02-23|32|False|314.119334784188|('46.141', '6.082')
221|#lt|2013-04-12|32|False|305.7629334024349|('46.189', '6.137')
222|#ff|2013-09-20|32|False|271.2569358104378|('46.294', '7.882')
223|#lrt|2013-04-24|32|False|252.90590634668783|('47.052', '7.064')
224|#thevoice|2013-02-09|32|False|34.561215567538405|('47.524', '6.654')
225|#off|2013-06-23|31|False|523.458613769825|('46.214', '6.148')
226|#lt|2013-02-11|31|False|412.8482134025042|('46.211', '6.113')
227|#lrt|2013-11-10|31|False|412.19948817085447|('46.171', '6.138')
228|#lt|2013-03-30|31|False|400.0847903799359|('46.210', '6.113')
229|#off|2013-06-16|31|False|354.03595946289374|('46.195', '6.201')
230|#lt|2013-11-17|31|False|339.8248938338804|('45.904', '6.129')
231|#lrt|2013-03-14|31|False|325.6997061718468|('46.205', '6.114')
232|#lt|2013-10-24|31|False|325.0164527326305|('45.904', '6.129')
233|#ff|2013-10-25|31|False|305.6311760595985|('46.059', '6.180')
234|#lt|2013-02-21|31|False|304.0433052892667|('46.188', '6.239')
235|#lrt|2013-03-29|31|False|297.75557451046177|('46.175', '6.141')
236|#ff|2013-05-24|31|False|284.4890854478728|('46.513', '6.630')
237|#lrt|2013-05-13|31|False|275.5339111022518|('46.216', '6.128')
238|#lrt|2013-04-25|31|False|266.5745929347839|('46.199', '6.173')
239|#lrt|2013-06-11|31|False|253.9882168331699|('46.209', '6.145')
240|#ff|2013-04-05|31|False|227.2671351041966|('47.062', '6.608')
241|#splash|2013-02-08|31|False|69.5407736662277|('45.923', '6.134')
242|#lbesp3|2013-12-09|31|False|51.74120836867857|('47.808', '7.231')
243|#thevoice|2013-04-27|31|False|39.30248417931664|('46.172', '6.743')
244|#lrt|2013-11-25|30|False|370.33287977842275|('46.210', '6.146')
245|#lrt|2013-03-30|30|False|370.09293318785797|('46.211', '6.113')
246|#lrt|2013-12-04|30|False|364.07193254115384|('46.472', '6.853')
247|#np|2013-11-30|30|False|337.3037474377669|('45.904', '6.129')
248|#np|2013-12-15|30|False|327.45465146037935|('45.904', '6.129')
249|#ff|2013-10-18|30|False|321.19727831574903|('46.956', '8.386')
250|#lrt|2013-04-06|30|False|320.0616066783854|('46.173', '6.112')
251|#lrt|2013-03-17|30|False|281.6577350112422|('46.175', '6.141')
252|#lrt|2013-04-11|30|False|271.8955790536439|('46.174', '6.112')
253|#lrt|2013-03-11|30|False|271.72934083671487|('46.179', '6.120')
254|#lrt|2013-10-30|30|False|247.34611546012357|('46.159', '6.091')
255|#vtep|2013-04-19|30|False|46.0785502520205|('47.459', '6.860')
256|#lesanges5|2013-03-03|30|False|37.043561394477685|('47.750', '7.355')
257|#lbesp3|2013-12-02|30|False|35.20560599716259|('47.349', '7.456')
258|#marrakechdurire|2013-06-20|30|False|34.87049762979953|('46.216', '6.089')
259|#lrt|2013-03-02|29|False|351.2538841753533|('47.006', '6.760')
260|#lrt|2013-10-18|29|False|330.0953898107418|('47.755', '7.313')
261|#np|2013-03-06|29|False|310.36281164567333|('46.398', '6.587')
262|#lrt|2013-04-20|29|False|305.0759774146605|('47.509', '6.793')
263|#lrt|2013-04-18|29|False|296.2345672473075|('46.175', '6.122')
264|#ff|2013-11-15|29|False|276.2584721168891|('47.335', '8.820')
265|#lrt|2013-04-13|29|False|273.589490814955|('46.176', '6.122')
266|#lrt|2013-04-16|29|False|262.266382744804|('46.174', '6.112')
267|#lrt|2013-10-10|29|False|258.601151303019|('46.159', '6.092')
268|#lrt|2013-05-30|29|False|258.42063998686757|('47.053', '7.068')
269|#lrt|2013-10-17|29|False|243.9727035603533|('46.197', '6.243')
270|#lt|2013-04-05|28|False|411.0381978441299|('46.189', '6.137')
271|#lrt|2013-03-28|28|False|382.0261695864764|('46.458', '6.857')
272|#lrt|2013-02-11|28|False|352.0575003301501|('46.045', '6.425')
273|#lrt|2013-04-09|28|False|342.4864477235641|('46.531', '6.565')
274|#ff|2013-11-22|28|False|315.74717288882107|('46.734', '6.527')
275|#lrt|2013-01-27|28|False|307.78889682849143|('46.541', '6.621')
276|#lrt|2013-11-04|28|False|289.32891272753875|('46.534', '6.647')
277|#lrt|2013-06-07|28|False|250.65467632182194|('47.646', '6.841')
278|#dals|2013-11-23|28|False|61.31092273403903|('46.351', '5.955')
279|#ensuisse|2013-09-23|28|False|42.60215571207062|('46.987', '6.897')
280|#lt|2013-10-31|27|False|401.66221266305433|('45.904', '6.129')
281|#lt|2013-02-05|27|False|354.97496556057183|('46.265', '6.149')
282|#lt|2013-02-01|27|False|348.482641443222|('46.206', '6.258')
283|#ff|2013-10-11|27|False|316.6011926343126|('46.344', '7.617')
284|#lt|2013-01-23|27|False|288.41332310375327|('46.190', '6.101')
285|#lt|2013-02-15|26|False|464.31441866911615|('46.138', '6.079')
286|#lt|2013-01-07|26|False|389.5944901623782|('46.217', '6.146')
287|#lrt|2013-04-05|26|False|371.7188756228705|('46.174', '6.112')
288|#lt|2013-11-11|26|False|357.82462103644997|('45.904', '6.129')
289|#lrt|2013-11-09|26|False|340.36370028789236|('46.149', '6.105')
290|#lrt|2013-03-26|26|False|335.62692647823195|('47.743', '7.331')
291|#ff|2013-11-01|26|False|313.401737552048|('47.746', '9.655')
292|#lrt|2013-09-21|26|False|299.77664395531406|('47.287', '6.075')
293|#lt|2013-01-10|26|False|292.91186282508966|('46.191', '6.146')
294|#np|2013-06-02|26|False|284.14516651475185|('47.092', '8.266')
295|#lrt|2013-11-18|26|False|283.95490539374896|('46.149', '6.105')
296|#superbowl|2013-02-03|26|False|188.89247010077182|('46.527', '6.652')
297|#1dday|2013-11-23|26|False|117.24866066162171|('47.143', '7.277')
298|#thevoice|2013-03-09|26|False|37.44881037412938|('47.499', '6.793')
299|#off|2013-05-10|25|False|507.80092950493537|('47.780', '7.340')
300|#lt|2013-01-02|25|False|479.1584354502978|('46.143', '6.137')
301|#lrt|2013-02-18|25|False|443.6178022452623|('47.750', '7.355')
302|#lrt|2013-04-08|25|False|369.74958085433445|('46.174', '6.112')
303|#np|2013-04-27|25|False|338.7282036408206|('47.419', '8.042')
304|#np|2013-05-04|25|False|266.8713764689094|('47.200', '7.386')
305|#rt|2013-05-26|25|False|179.51624492606794|('46.136', '8.293')
306|#thevoice|2013-05-18|25|False|62.15847111657483|('46.278', '6.167')
307|#thevoice|2013-04-20|25|False|59.56474082111267|('47.260', '6.012')
308|#nma13|2013-01-26|25|False|54.225450766998435|('46.814', '6.832')
309|#lfauit|2013-10-22|25|False|33.59357054893796|('46.996', '6.932')
310|#np|2013-12-24|24|False|410.6345494018822|('46.190', '6.148')
311|#np|2013-10-29|24|False|410.45840326988815|('45.904', '6.129')
312|#np|2013-10-12|24|False|386.82030852852614|('46.161', '7.117')
313|#np|2013-03-10|24|False|344.0408810743542|('46.530', '6.608')
314|#np|2013-05-12|24|False|336.6800372469686|('46.216', '6.128')
315|#lrt|2013-11-12|24|False|314.58247384139565|('47.002', '6.948')
316|#np|2013-11-06|24|False|305.6098426133953|('45.904', '6.129')
317|#np|2013-11-16|24|False|263.37721323733456|('46.722', '7.061')
318|#lrt|2013-03-27|24|False|229.79674926237655|('47.103', '6.828')
319|#np|2013-06-24|23|False|470.00245506615164|('46.397', '6.587')
320|#np|2013-12-29|23|False|391.83801085349023|('46.220', '6.108')
321|#np|2013-11-10|23|False|386.6203556793233|('46.400', '6.587')
322|#np|2013-12-05|23|False|333.5766903896453|('45.904', '6.129')
323|#np|2013-06-15|23|False|333.3225349930996|('46.181', '6.144')
324|#np|2013-06-01|23|False|329.88852444181464|('46.912', '7.468')
325|#lrt|2013-02-21|23|False|328.5232030847454|('46.045', '6.425')
326|#lrt|2013-02-24|23|False|318.63787656358807|('46.141', '6.082')
327|#lrt|2013-11-02|23|False|309.6164963988256|('47.736', '7.296')
328|#rt|2013-03-17|23|False|308.64668779454206|('46.123', '10.321')
329|#ff|2013-12-20|23|False|293.4826714179077|('46.215', '6.083')
330|#lrt|2013-04-02|23|False|283.7135585847571|('46.174', '6.112')
331|#ff|2013-09-27|23|False|280.4788595952577|('47.684', '6.859')
332|#ff|2013-12-27|23|False|272.4996035089196|('47.101', '6.839')
333|#np|2013-09-20|23|False|259.9306284056062|('46.210', '6.146')
334|#lrt|2013-02-25|23|False|249.48762227418663|('46.141', '6.082')
335|#np|2013-11-02|23|False|238.97882761750733|('46.482', '6.454')
336|#starac|2013-02-07|23|False|107.96145365582029|('47.260', '6.012')
337|#starac|2013-01-10|23|False|78.3482168996173|('46.849', '6.383')
338|#lt|2013-01-12|22|False|436.9380007137901|('46.532', '6.629')
339|#np|2013-12-31|22|False|422.4119359006774|('46.220', '6.108')
340|#np|2013-03-11|22|False|380.5703049754495|('46.722', '7.061')
341|#lrt|2013-01-26|22|False|361.7098461247148|('46.216', '6.146')
342|#np|2013-11-23|22|False|333.43546109577403|('46.208', '6.144')
343|#np|2013-10-15|22|False|333.12392536666096|('46.161', '7.117')
344|#np|2013-11-12|22|False|322.60569498622567|('46.722', '7.061')
345|#lrt|2013-01-22|22|False|315.877104139647|('46.171', '6.111')
346|#np|2013-12-11|22|False|313.8190888164306|('46.169', '6.112')
347|#lt|2013-11-14|22|False|299.24808392849656|('45.904', '6.129')
348|#rt|2013-04-26|22|False|284.8554822696938|('47.596', '7.557')
349|#np|2013-11-28|22|False|283.66160581545466|('47.741', '7.304')
350|#lesanges5|2013-03-04|22|False|278.8492653452127|('47.743', '7.322')
351|#proudtobeafanof|2013-04-09|22|False|233.9014593275128|('46.917', '8.263')
352|#elezioni2013|2013-02-25|22|False|227.78273369570596|('45.810', '9.396')
353|#ff|2013-12-13|22|False|170.80484672654524|('46.617', '6.242')
354|#eurovision|2013-05-18|22|False|102.83301891342632|('46.603', '7.100')
355|#starac|2013-01-17|22|False|73.63504993881006|('45.925', '6.130')
356|#ensuisse|2013-01-29|22|False|61.91696388410328|('46.545', '6.863')
357|#bostonmarathon|2013-04-15|22|False|60.6995682963069|('45.823', '7.180')
358|#starac|2013-01-24|22|False|53.36576915955721|('46.928', '6.351')
359|#np|2013-10-11|21|False|450.5553441045942|('46.161', '7.117')
360|#lt|2013-01-01|21|False|450.36153375878024|('46.191', '6.143')
361|#np|2013-12-02|21|False|429.8638986695094|('46.797', '7.141')
362|#np|2013-06-26|21|False|392.5208025005719|('46.277', '6.169')
363|#lrt|2013-04-12|21|False|335.86513779560715|('47.516', '7.005')
364|#lrt|2013-02-20|21|False|307.95857150880005|('46.134', '6.293')
365|#rt|2013-03-18|21|False|305.28549886983797|('45.978', '9.210')
366|#np|2013-05-30|21|False|300.7342790373862|('46.912', '7.468')
367|#lrt|2013-01-28|21|False|251.38498537929624|('46.212', '6.110')
368|#np|2013-11-17|21|False|237.7893487108508|('46.722', '7.061')
369|#rt|2013-05-01|21|False|218.29241670066355|('45.819', '9.316')
370|#rt|2013-05-02|21|False|205.01060762041567|('46.258', '6.080')
371|#moijaiconnu|2013-04-18|21|False|63.9808054977397|('47.433', '6.783')
372|#starac|2013-01-31|21|False|53.38839638390016|('46.202', '6.134')
373|#thevoice|2013-05-11|21|False|46.618983995653274|('46.493', '6.698')
374|#srfesc|2013-05-18|21|False|46.5759424772518|('47.538', '7.604')
375|#np|2013-05-03|20|False|405.18696550945555|('46.398', '6.587')
376|#np|2013-12-08|20|False|372.7797004275654|('45.904', '6.129')
377|#np|2013-06-23|20|False|368.08023371914516|('46.397', '6.587')
378|#lrt|2013-02-26|20|False|363.64017960156815|('46.179', '6.120')
379|#rt|2013-01-05|20|False|361.9420463638856|('45.819', '9.316')
380|#np|2013-10-30|20|False|358.3937984252677|('45.904', '6.129')
381|#np|2013-11-25|20|False|348.7793091471428|('47.464', '6.845')
