userId|homeLatitude|homeLongitude|gyration|tweets
7173|47.38|8.53|56.04609021164061|71
17863|47.38|8.54|23.463198164790985|60
53453|46.2|6.14|122.78141571831992|79
55223|46.51|6.65|58.35902568448774|131
99983|47.5|8.73|26.878692762292918|277
371243|46.03|8.98|59.090727489558674|123
626163|46.17|9.0|53.733523952607015|412
634553|46.2|6.2|32.481132902194005|668
640043|45.79|9.37|26.070030675279604|330
714913|47.43|9.38|51.85815609155432|211
754363|47.43|9.39|81.88544576997786|128
759118|47.14|8.53|313.55250470471304|301
788272|46.37|6.48|41.56715687950285|131
921241|47.54|9.14|68.12434054903687|286
994621|47.4|8.5|51.532279578309755|141
1079931|47.16|8.29|57.24674361421368|438
1315951|46.49|6.7|27.743447092721183|125
1438611|46.23|7.37|29.96248617809002|237
1441291|46.18|6.14|72.5340742340113|113
2021381|47.5|8.73|39.25494369102624|82
2110221|47.57|7.59|3.8187354354044465|59
2129311|47.41|8.56|135.7264310682896|108
2217831|47.13|8.05|56.33154597405086|117
2277901|47.39|8.37|70.05085759041016|164
3558021|46.53|6.62|54.03290110711865|206
3916111|47.33|8.52|29.354870444150073|186
4836191|47.37|8.55|76.68178427250544|425
5429882|46.64|8.1|85.98667478187106|77
5455452|47.36|7.95|40.58443849748638|85
5506562|46.26|7.62|58.77626554207889|245
5738252|46.72|6.55|26.743847662157243|162
5908302|47.48|8.31|32.301484157424326|391
5936932|47.38|8.54|47.74980942949389|84
6173342|47.37|8.51|66.5567092858025|237
6194482|47.37|8.54|47.51109255022715|256
6841132|47.48|9.46|25.72790595418893|58
7091052|46.23|6.08|42.40411831212019|89
7198282|47.37|8.53|40.36678959049446|115
7278212|46.8|9.83|354.13806999467295|79
7818982|46.21|6.14|48.57243010490476|56
8025622|46.6|6.83|125.80265539126938|219
8077292|46.69|7.68|36.62885686727031|313
8157952|46.52|6.63|111.30004486407474|165
8614392|47.58|7.57|61.867965449163925|462
8673832|47.41|8.72|20.761730733930754|375
8809222|47.57|7.6|12.249086377962263|290
8883972|47.39|8.62|7.417970193773025|282
9088312|47.39|8.54|37.676252477587425|755
