userId|homeLatitude|homeLongitude|gyration|tweets
11847|46.17|8.79|62.931538817376726|108
50043|46.53|6.65|26.802616425740748|125
120433|46.95|7.4|84.8358467808642|310
714913|47.42|9.36|83.7239969470525|159
1035761|47.08|8.33|72.93968897854484|269
1858541|46.55|6.73|177.38923566950922|108
3916111|47.33|8.55|14.337277025498816|282
5223701|46.5|6.67|54.725768630939086|129
5738252|46.56|6.74|21.398095208494976|130
5908302|47.46|8.29|26.38135077109591|161
5943072|47.38|8.54|58.233324956337896|128
8077292|46.68|7.7|54.59126430383699|121
8673832|47.43|8.71|24.36273286695578|462
8704722|46.53|6.58|47.9549308369886|142
9527232|47.52|7.55|64.68867404615399|282
10839772|47.64|9.17|56.910326165231034|414
11559482|46.49|6.7|32.431169768695334|153
12064702|47.23|8.86|27.446427655727355|471
13392692|47.39|8.45|21.319122397566776|132
14061499|47.38|8.54|63.98978200809458|1000
14106683|47.4|8.13|82.53678552777758|1614
14113017|46.2|6.2|87.4421740264723|112
14260616|47.5|8.34|10.891790377549851|294
14340750|47.15|7.26|54.88948373754098|168
14656989|47.32|8.61|22.579166983782454|265
14662178|47.24|7.87|34.53123225440688|127
14673740|46.96|8.43|23.11992193086923|135
14767730|45.78|6.11|45.32075791891774|135
14845344|47.15|7.26|62.38753106776772|125
14943815|47.37|8.53|40.159076365551634|117
14973652|47.85|9.03|92.06020498503172|168
15322040|47.04|8.32|143.12337693058905|106
15452165|47.38|8.54|13.568617709788247|505
16094736|46.59|6.66|205.9407479157057|246
16401845|47.32|8.61|23.513756516626895|213
16711035|47.71|9.15|87.35281976823477|117
16837215|47.5|8.73|94.10134059008196|118
16873366|47.39|8.07|74.12800796924577|354
17062476|47.38|8.54|332.21652575081544|152
17445236|47.5|8.73|38.3059140631674|156
17619863|46.19|6.12|4.377697027354|109
17732964|46.19|6.12|52.09892980617307|1076
17988622|46.53|6.65|133.42914698579204|243
18098968|46.86|6.84|53.71823247438076|219
18102087|47.39|8.07|59.347406234685614|135
18409238|46.2|6.14|112.47906074392867|191
18425020|47.42|8.6|5.023541986008465|130
18700719|46.42|6.24|192.6505283634193|189
19333010|46.95|7.39|77.73861279360591|374
19399483|46.63|6.55|3.6947735701029676|693
19759673|46.72|7.97|63.739446467163596|113
19915082|47.4|8.4|38.788617604230915|119
20099281|47.35|8.44|32.242074173069405|834
20303112|46.41|6.29|47.72226509353257|209
20406896|47.56|7.58|51.187904064725586|150
20509373|47.17|8.51|190.92308019487598|741
20537821|47.43|8.63|120.56694484143738|167
21436172|47.31|7.94|68.50917791866442|184
21684687|47.14|8.53|34.14347323810897|685
21988985|47.39|8.51|55.35942221518016|119
22352254|47.27|8.86|30.19991182820417|928
23727298|47.34|7.9|67.5951749703222|102
24781177|47.43|9.26|65.97204820983143|208
24809419|47.37|8.54|67.1743741680222|433
24887889|46.68|7.86|30.916328794970635|781
25306040|47.4|8.4|33.93248969049236|562
25490721|46.99|7.28|29.44806385813764|129
25784630|46.23|6.04|47.547267842917265|219
26943860|47.52|7.65|59.17637743271705|131
27490206|46.49|6.51|118.45540442771367|111
27609131|47.14|8.59|17.642901956673466|102
27763949|46.53|6.65|43.143061816935344|136
28955603|46.49|6.7|29.726914164775597|153
31414269|47.03|8.58|31.826015212739527|148
33445918|47.16|8.55|37.59431626235669|232
33455545|47.38|8.54|15.208922850542736|201
35009437|47.72|7.24|14.432217459221906|153
35017609|46.24|6.12|286.15710193676165|153
36497004|47.49|8.5|36.084532557640756|150
37182441|47.45|7.64|64.797083258587|297
38869414|46.52|6.47|27.53980680606729|181
39030179|46.5|6.67|31.02964851621272|333
39564347|47.04|8.32|143.12337693058905|106
39795718|46.21|6.09|63.695557801653514|160
39828906|47.75|7.63|19.202281864417348|1788
40132746|46.2|6.14|202.23209061034143|209
40150339|46.2|6.14|273.2668217724603|252
43287312|47.37|8.55|134.70267156124862|181
45503103|46.81|8.22|50.735496644611175|282
45645739|47.02|7.5|44.16682017754385|130
47302317|47.0|6.94|51.33451129000321|108
47975976|46.0|8.96|19.278916151032686|189
48699161|46.24|6.09|22.85135310152101|127
49398950|47.28|8.41|30.86088952684484|126
49708308|47.4|8.4|25.779004866227147|456
52365505|47.14|8.53|13.468616192442273|130
52409745|47.38|8.54|100.41686903028393|177
53520309|47.38|8.54|103.30434682367182|123
54018760|47.35|8.44|22.768215838314497|446
54348165|46.11|7.08|21.47093159733165|409
55200173|46.29|6.27|25.640955979892954|150
56129477|47.29|8.57|9.257487699523198|199
56808658|47.25|8.58|55.48594244356935|183
58038317|46.43|6.92|23.886831706139255|142
58452283|46.95|7.39|34.7173365444888|111
59070397|46.93|7.5|40.52788947537968|215
60337074|46.17|8.84|40.68204697517939|168
62898849|47.39|8.62|25.922370169754824|354
63705191|46.0|8.96|10.24072522742826|289
63847642|46.21|6.15|105.2037585862561|100
65999430|47.44|8.47|6.483819779415973|293
68636567|47.28|8.53|91.66494735085378|127
69114405|46.18|6.14|12.294876334403254|170
70102136|47.46|8.39|27.871921328603047|349
70106900|47.39|8.05|10.70956125024309|722
71528370|47.78|9.61|202.0163409491857|1773
73953537|47.23|8.66|36.116984659880906|117
75128838|47.42|8.04|7.41241270938375|155
76912240|46.21|6.09|13.850819941924387|158
77933082|46.19|6.15|26.821300247052495|133
78651812|46.2|6.14|29.47016359087839|1164
79017633|46.23|6.01|63.56945683593867|460
79737242|46.85|9.53|274.96451277362166|117
79803986|47.45|8.17|41.40245358831926|387
80104067|46.19|6.12|211.51986217031268|186
81495684|46.45|6.93|8.051125203038616|103
82553860|46.84|7.66|33.08271506260627|111
83440337|46.22|6.03|112.00906256631544|265
86352744|47.42|9.14|119.94101685351168|141
86946741|47.52|7.68|91.19531056124734|3214
86983571|47.38|8.54|61.76741339118708|114
88276582|46.67|9.68|150.31916364022248|105
90459788|47.38|8.54|14.714277201720213|169
91795827|46.49|6.42|41.01617845796743|114
95053780|47.02|8.26|38.57393917854829|100
98725598|47.56|7.61|45.41162408411411|173
101216425|46.24|9.01|5.629483087901557|170
103543725|46.2|6.14|74.09366503538472|117
103576819|46.48|7.09|198.247282547007|110
103655382|46.66|6.55|50.35776131865628|596
104197974|46.99|6.89|38.86138210927997|305
104699089|46.98|8.25|44.02722019699291|105
104823519|47.38|8.54|170.22742480811067|163
108056357|46.23|7.26|79.75792994017499|318
109826794|46.94|7.45|71.14091332541372|177
111044500|46.18|7.15|93.17510463099366|352
111894854|47.36|8.5|228.09714906554032|107
111957503|47.33|8.47|34.384830152057404|302
117208880|47.5|8.73|34.21577889370603|110
120453839|46.32|6.16|35.67951277200184|130
122121482|47.13|9.07|300.3032229469585|102
122907273|46.53|6.65|87.31121069725515|250
122922135|45.83|6.81|151.55264244414556|101
123274694|46.3|7.05|29.04749526058704|226
123362849|47.38|8.08|69.88538628688937|211
124761131|46.53|6.65|32.35672680237007|113
128865117|46.72|7.06|102.40039099720562|785
132031274|46.53|6.65|87.51735467538354|114
134614395|46.32|6.0|104.98128127151921|102
138169587|47.34|8.77|74.78405361795716|219
139798056|47.09|8.35|118.350951377154|263
140877290|47.59|9.08|60.7464882068889|177
140939333|46.2|6.14|63.798132817646945|180
144936208|46.82|8.4|98.18919975518497|105
146362050|46.61|6.99|68.18708420781073|190
146464349|46.53|6.65|46.37274424549836|134
146910395|47.48|9.18|33.03054197914054|143
147165927|46.29|6.91|12.665520503110045|332
149226085|47.38|8.54|44.837642333062355|304
149808690|47.52|7.62|27.747916154574412|150
155202983|47.38|8.54|223.77724480937576|244
157371097|46.53|6.65|119.13355098461766|130
157465886|47.35|8.36|54.4381643079246|294
157776353|47.4|8.83|10.060783734250696|1196
164263382|46.25|6.13|3.215888798494512|729
172901737|47.38|8.08|52.59506715650217|134
173054793|47.38|8.54|23.726045126561708|257
174219015|46.53|6.65|10.15294816223782|116
175146462|47.5|8.73|58.29720823460331|118
177878150|47.48|7.63|57.96657559011635|2062
179610168|47.23|8.86|30.215275849584746|1658
179942401|46.23|6.04|3.0868766201000875|185
184213775|47.47|7.85|35.0220425424099|300
186912894|47.39|7.3|28.49553774551108|995
188711085|47.33|8.06|42.36025058167624|177
190588333|47.12|7.29|73.10597318148518|120
195700021|47.16|9.17|35.700677921295195|128
195810191|47.38|8.54|135.34022406786937|130
196324339|47.22|8.36|22.05506663341709|336
196487177|47.72|8.62|36.77881389866663|112
200055472|47.38|8.08|36.271304935364505|513
203688369|46.24|6.15|3.855682790394817|137
203930370|46.52|6.63|216.8807199386065|382
204913392|46.47|7.71|55.59742773670603|238
210943152|46.2|6.15|105.64580826781871|109
212724190|45.8|8.42|157.9350671485731|3873
215082701|46.2|6.14|139.43073963427398|1157
216909462|46.49|9.81|247.59788824949902|138
217514600|46.12|6.05|81.30113282992089|333
219696939|46.81|8.22|67.33264908143902|204
224578099|47.18|8.11|55.6523505484402|243
226778971|46.03|7.75|175.7947660947647|110
228436617|47.02|7.61|29.06982312546973|285
228786432|45.98|8.89|15.896912773205543|127
229796717|47.38|8.53|46.844171222726395|229
229803401|47.43|8.32|1.3103156772734028|465
233801630|47.38|8.54|108.28760507667072|140
235143142|45.85|8.93|26.887854230008234|177
235455605|47.57|9.11|148.39235598721166|1846
242939091|47.1|8.35|25.777405986810916|3564
244011154|46.25|6.13|20.87989983379036|473
244881610|46.18|6.22|31.440370435420434|313
245739449|47.11|6.83|55.10979961640394|473
246171164|46.95|7.44|110.5500850299513|146
246427925|47.52|7.65|2.3206120964523005|114
247809303|46.33|6.05|30.19486036051985|267
249075876|47.02|8.3|21.82200627178064|195
249182101|46.53|6.65|34.87696418589121|148
251676190|46.23|6.11|170.25594364204883|113
251686410|47.38|8.54|101.6747483667261|431
255611091|46.5|7.29|49.61705637822643|1168
255928244|47.2|8.45|16.66639342265811|104
258326047|47.37|8.36|24.61824819730868|4247
258981001|47.45|8.36|5.66627100873868|748
260515872|47.16|8.55|82.56271713936633|128
261185832|46.98|9.42|112.14166879575758|112
263085049|47.21|7.53|29.513654412219353|161
263782446|46.2|7.01|26.544603688529463|103
267057826|45.88|8.97|22.839695466759643|174
269728445|47.26|8.87|15.159591215756462|607
269998510|46.95|7.39|136.7113492998177|815
270492496|46.2|6.14|173.80836158951087|103
270775454|47.27|8.58|38.782227870382755|115
276982747|46.45|6.93|50.77153361359571|137
280459733|46.2|6.14|247.055752935684|112
287619538|46.23|6.08|56.847950786606575|489
289549362|46.38|6.51|21.962918008283662|441
295097436|46.95|7.39|148.01984087327932|108
296521162|46.94|6.86|13.35820823254674|850
296525792|46.2|6.23|4.460456440870481|108
303331755|45.89|9.01|55.038457418309804|130
303674636|46.38|6.57|25.650586652475365|106
304942471|47.32|8.38|17.118197841695988|233
311073506|47.17|8.51|124.15786248666213|124
311759773|47.14|8.85|4.7925265448454155|392
312770194|46.5|6.67|7.190731970641712|1012
313124744|46.73|7.43|43.487332653421184|105
316355218|47.28|8.45|39.86267101266999|132
318417786|47.23|9.23|294.6351491495395|761
324497452|46.18|6.22|7.478292099519523|104
327818250|46.81|8.22|88.77076828010374|143
329951674|47.37|8.54|230.12252917283718|168
332116147|46.19|6.12|103.37603382734734|193
334918347|46.24|8.0|13.283235654660345|1035
337183326|46.21|6.09|12.49171508999509|203
340221381|46.2|6.14|108.38017698055936|104
342031651|47.63|8.31|62.80732036148915|242
343428085|47.43|8.67|89.75221443233931|587
345275185|47.0|8.51|17.125359752954353|107
363589434|47.23|8.66|1.7079500612702776|382
364441087|46.8|7.16|98.22642925839205|147
367275275|46.53|6.29|30.282246866469738|143
368586239|46.2|6.14|1.2829043855630748|105
373204721|45.92|8.99|5.174925974936256|141
373911332|46.23|6.08|17.503277312993305|114
376896455|46.54|6.59|82.56196593834161|136
380325994|47.02|9.57|32.407878315382995|125
388003978|46.53|6.56|25.402852236992167|816
388913872|46.48|6.93|22.360450370797846|2012
390763371|46.26|6.27|31.668915057036106|229
391626604|46.41|8.98|71.04746969291638|161
392132260|46.96|7.49|23.061914237300805|401
393329565|46.81|8.22|74.09640621592325|138
399444408|46.54|6.6|24.388317815490325|554
401639851|46.53|6.65|64.13556334804751|161
404139753|47.53|8.05|41.43402049110203|244
412599475|46.95|7.45|77.6721224579469|217
413092209|46.0|8.96|14.923615053214624|427
417792906|47.27|8.17|102.37986217684214|183
434913038|46.64|6.72|22.158796077075973|175
436946428|46.53|6.65|15.478757690159494|209
438676957|46.01|8.94|75.90473432709399|162
442862293|45.99|8.95|29.90779826553031|168
445764892|45.88|8.97|7.432450953551899|219
448182408|46.26|6.16|23.07725516951312|439
450091602|46.2|9.02|17.10870926285448|227
462008875|47.37|7.44|15.201574623560703|202
462378942|47.38|8.54|129.00952018886278|151
468775568|47.0|9.8|16.618756139303592|359
470901850|46.51|6.62|2.144010679515437|138
476745860|46.23|6.01|16.567887023238622|425
480781932|47.38|8.54|154.4287823815731|106
487955776|46.8|7.16|30.55477703313544|140
497342234|47.04|8.32|72.13159577589553|255
498085064|46.08|5.91|46.68326935649868|592
511772179|46.96|7.49|34.42894855015697|185
518097009|46.19|6.12|6.330925081810774|490
518849216|47.01|8.31|37.384440714160775|232
519919988|46.27|6.26|273.0585553927457|121
535652217|47.43|8.57|15.521467466183303|149
537459823|47.52|7.55|6.5235049011701305|1781
538864040|46.25|6.13|3.8612724481291623|104
540182400|46.32|6.16|6.783418372740221|134
545292654|47.05|7.96|57.48656386922546|818
546193210|46.23|6.08|3.5620605108885064|244
550997572|46.52|6.63|111.26539505916762|230
552581066|47.38|8.54|70.6624983061196|220
553466051|46.03|8.96|96.31910793042677|160
554252774|47.56|7.58|17.932194590336568|138
556086880|46.54|6.76|3.2645890967417537|116
558330148|47.42|9.64|27.665131707785232|181
562140192|47.43|8.67|55.690315901244134|134
565630081|46.2|6.14|159.2429228193046|150
567097924|46.18|6.22|14.209958213064768|137
567358620|47.42|8.6|110.75515973683513|118
567556025|47.42|8.6|7.053060654335327|132
568387695|46.82|9.45|40.59916014476459|124
572589507|47.43|8.17|6.900963542990667|343
579367767|46.2|6.14|241.26199224540719|556
592470968|46.82|9.34|19.704993667338048|223
592653397|47.42|9.36|189.36218892282645|116
593255776|46.62|7.83|76.68975246218264|141
597275636|47.5|8.73|19.425680875603742|164
599004537|46.82|6.49|73.45104860525392|122
602657501|46.2|6.2|8.184629439183256|138
608658813|46.89|7.51|21.307882515515733|1944
611783673|46.25|6.13|8.339870090876774|111
616547836|47.42|8.37|37.494223753625505|165
617568268|47.38|8.54|44.931609506225826|547
618439295|47.56|9.37|109.62958919419026|180
620635719|47.5|8.73|39.84539945685948|935
623305631|46.45|6.93|164.42629906624924|380
629225825|46.9|7.4|38.45165471629414|271
631101664|46.11|7.08|63.883873684355194|302
633150041|47.32|7.7|162.51549525352152|117
633996428|45.85|9.02|17.983394982324327|454
705687684|46.2|6.14|167.12106450358425|139
707890550|46.89|7.51|5.733668587852141|194
708773624|45.82|9.73|26.763915381432934|2820
722599232|47.5|8.3|59.59935564320101|148
768020304|47.51|7.73|19.079150163661325|1293
791385762|46.81|8.22|188.35169648551783|188
796645315|46.23|6.13|10.926493604326724|121
815858767|46.94|7.08|66.39612100436176|325
816608420|46.47|7.56|75.33508923313406|223
833820320|46.95|7.39|144.07258744039018|543
849904244|47.34|7.9|35.14842815045451|1156
857419477|47.29|8.16|171.33946131918606|837
863608944|46.53|6.56|9.922689314657223|603
866126203|46.59|6.66|68.9817442160216|112
870167779|47.11|6.83|77.62055018379743|216
880341505|46.29|6.91|13.81157742557304|119
907977925|46.23|7.37|30.281377747448825|1509
912447782|46.48|7.09|197.58058803874667|228
924059480|47.43|8.67|53.62101982135907|1190
924883939|47.15|8.17|28.98540168761112|100
925486639|47.09|8.28|11.256202851989864|474
933210925|46.52|6.65|46.08812253746695|120
944557244|46.21|6.09|80.50814507816514|120
948380990|46.0|8.96|168.94546193326417|116
954161461|46.86|6.48|64.3498127473326|240
958101924|47.08|7.32|20.58676830633374|234
992639995|46.82|9.45|82.27629137444119|868
996927104|46.02|8.9|49.72558040103138|143
1012071722|46.2|7.01|7.870782084941321|103
1032883285|47.57|9.11|65.92371652881452|102
1037129816|46.19|6.18|19.849137079464427|644
1098147318|46.23|7.37|66.48068155105454|123
1103913025|47.71|9.15|57.017493612141735|102
1109721470|46.19|6.12|1.3179508686337826|372
1131664242|46.47|6.8|70.46755331574492|104
1137386952|47.1|8.27|44.056856085738794|130
1163712553|46.23|6.01|7.9878457481162375|425
1192701660|47.19|6.89|23.334018283833405|103
1200041934|46.2|6.14|95.91768872612789|228
1213201093|46.81|8.22|231.958575062604|348
1221390050|45.8|9.08|1.2938377789002817|120
1244158208|46.24|6.15|68.4869653076114|1999
1249296643|46.92|7.01|118.8432473295317|245
1273159418|47.5|7.88|27.322914691996075|218
1279634346|46.49|6.7|5.557410394533518|159
1294114764|47.6|8.33|13.12874501754983|504
1295807197|46.99|6.89|19.053001195722416|100
1303453994|46.71|7.89|77.7513885270419|1667
1317150722|46.6|6.69|22.669691544577297|326
1330074691|46.13|6.18|9.059911722867293|666
1343924060|47.38|8.54|61.452356164274846|122
1368048265|46.6|7.04|154.54719475466067|119
1400777804|47.43|8.67|26.821709436463323|156
1405836036|47.5|8.73|73.18426704471898|113
1443849416|47.61|7.61|2.9710466983631343|625
1456642304|47.5|8.26|43.01896341712581|257
1479716245|46.22|7.48|31.32695432837294|114
1480138598|47.42|9.36|80.74467163780331|830
1497986778|46.9|7.4|64.42546844845968|713
1500831571|47.43|8.57|10.579438650038014|143
1537236330|46.28|6.22|21.41750032870771|149
1561413806|47.56|7.59|116.14512624460018|390
1579539024|46.25|6.24|28.053089420265245|294
1621261981|46.62|6.38|100.97349031491308|131
1633800613|47.37|8.09|13.21622008738226|146
1668187050|47.05|8.34|143.26691120193317|110
1670397439|46.25|6.13|17.687273197199502|288
1672971128|46.32|6.99|59.73788893601241|112
1688008225|46.95|7.39|20.03869494017404|814
1702051220|46.2|6.14|3.1576994796791866|115
1861262016|46.9|7.4|31.132321034826802|149
1873008726|46.08|6.41|141.43802082242107|741
1935043098|46.19|6.14|117.21541856213233|258
1941293100|47.38|8.54|34.1652048025256|164
1966391730|46.9|7.54|85.70887390905679|684
1974223548|46.14|7.24|35.79893246442288|108
2164933928|46.52|6.63|149.6828629198747|517
2208933305|47.57|8.43|49.89884843489436|113
2221215744|46.62|8.04|37.311373222543146|165
2241493776|47.5|8.44|7.64081158767315|609
2285599836|46.03|8.92|66.07091962560753|123
2320987809|46.86|6.84|18.12453796386533|104
2322306204|46.23|8.77|154.38070192052868|133
2353137922|47.28|7.35|11.507296837880272|265
2406409561|47.32|8.61|16.168146051603973|121
2427699309|47.42|9.36|76.02942989624249|247
2430252030|46.14|7.24|21.143421698880537|750
2438965086|46.41|6.96|4.643243349804137|106
2462922949|46.2|6.14|125.84503177565617|103
2511282318|46.3|7.29|5.071585968983102|897
2514756877|47.42|8.04|29.892571932944424|222
2560301759|46.8|7.16|26.787964520570366|104
2589560532|47.08|7.32|53.5923925693731|142
2592840241|46.38|6.57|119.44119954587605|114
2603364714|47.43|9.09|61.741133825011474|116
2622070200|47.38|8.08|284.719957801744|127
2635679399|47.19|8.54|10.897310629355655|161
2723118903|46.24|5.95|81.74667127174324|194
2758605283|46.15|6.01|32.46267218972542|243
2784474132|46.23|7.37|13.335922918014719|935
2792449001|47.46|9.05|40.68864579250607|157
2796207851|46.48|7.67|35.9895577293707|110
