|dayOfTweet|approxLocation|hashtag|numOfTweets|spamEvent|usersPerHashtag|std
194231|2014-03-25|('46.234', '6.133')|#jobs|12|False|4|419.9963701342262
137607|2014-03-04|('46.234', '6.133')|#jobs|9|False|4|407.6343984231186
476409|2014-07-19|('46.470', '6.842')|#job|5|False|4|386.02790897953366
476410|2014-07-19|('46.470', '6.842')|#jobs|5|False|4|386.02790897953366
474306|2014-07-18|('46.198', '6.142')|#job|5|False|4|358.6779103566008
700888|2014-11-27|('46.470', '6.842')|#job|11|False|4|344.21211186163947
158579|2014-03-11|('46.234', '6.133')|#jobs|11|False|4|336.0313622751706
194531|2014-03-25|('46.494', '6.389')|#jobs|25|False|4|334.90584041488444
194532|2014-03-25|('46.494', '6.389')|#aubonne|25|False|4|334.90584041488444
194533|2014-03-25|('46.494', '6.389')|#job|25|False|4|334.90584041488444
690122|2014-11-21|('46.494', '6.389')|#tweetmyjobs|5|False|4|332.4969450820397
690124|2014-11-21|('46.494', '6.389')|#jobs|5|False|4|332.4969450820397
690125|2014-11-21|('46.494', '6.389')|#job|5|False|4|332.4969450820397
646877|2014-10-31|('46.470', '6.842')|#job|6|False|4|332.4828800127057
197483|2014-03-26|('46.234', '6.133')|#jobs|13|False|4|329.76185464029254
670374|2014-11-11|('46.470', '6.842')|#job|6|False|4|324.9514743569082
175516|2014-03-18|('46.494', '6.389')|#aubonne|25|False|4|288.02434059641564
175517|2014-03-18|('46.494', '6.389')|#job|25|False|4|288.02434059641564
175518|2014-03-18|('46.494', '6.389')|#jobs|25|False|4|288.02434059641564
203010|2014-03-28|('46.234', '6.133')|#jobs|13|False|4|284.0370184444473
191870|2014-03-24|('46.234', '6.133')|#jobs|12|False|4|282.89815960781846
138302|2014-03-04|('46.246', '6.133')|#np|8|False|4|281.48507678891457
659685|2014-11-06|('46.494', '6.389')|#jobs|5|False|4|274.2665912331771
659688|2014-11-06|('46.494', '6.389')|#job|5|False|4|274.2665912331771
118657|2014-02-24|('46.234', '6.133')|#jobs|6|False|4|272.302985185144
214041|2014-04-01|('46.234', '6.133')|#jobs|13|False|4|271.44129123824575
675454|2014-11-13|('46.470', '6.842')|#job|7|False|4|267.3217433701532
408145|2014-06-20|('46.205', '6.143')|#sui|6|False|4|245.63363541506732
732318|2014-12-20|('46.470', '6.842')|#job|5|False|4|245.55573035690108
675329|2014-11-13|('46.494', '6.389')|#job|5|False|4|238.59705153249485
675330|2014-11-13|('46.494', '6.389')|#jobs|5|False|4|238.59705153249485
216130|2014-04-02|('46.234', '6.133')|#jobs|13|False|4|236.19702493699222
108455|2014-02-20|('46.234', '6.133')|#jobs|13|False|4|228.20895354039604
200516|2014-03-27|('46.234', '6.133')|#jobs|13|False|4|227.8581606195985
161017|2014-03-12|('46.234', '6.133')|#jobs|15|False|4|222.20215949434566
688214|2014-11-20|('46.205', '6.143')|#genève|7|False|4|222.16271418931603
125238|2014-02-27|('46.234', '6.133')|#jobs|11|False|4|222.0267188729326
618800|2014-09-24|('46.198', '6.142')|#veteranjob|5|False|4|221.85646025201873
586305|2014-09-08|('46.233', '6.135')|#jobs|18|False|4|215.0233570590246
210671|2014-03-31|('46.234', '6.133')|#jobs|12|False|4|208.07012934326454
127718|2014-02-28|('46.234', '6.133')|#jobs|6|False|4|205.3300161318149
544032|2014-08-20|('46.213', '6.146')|#job|5|False|4|198.9680661144731
533497|2014-08-16|('46.213', '6.146')|#job|5|False|4|198.9453159371523
557715|2014-08-25|('46.213', '6.146')|#jobs|5|False|4|198.73002999602807
628197|2014-09-30|('46.213', '6.146')|#geneva|5|False|4|198.42213239006935
524775|2014-08-12|('46.213', '6.146')|#job|6|False|4|194.79279773884335
415605|2014-06-23|('46.213', '6.146')|#job|5|False|4|190.35726953984886
159065|2014-03-11|('46.494', '6.389')|#jobs|14|False|4|187.84310363075
549601|2014-08-22|('46.213', '6.146')|#job|5|False|4|187.63057130672735
554683|2014-08-24|('46.213', '6.146')|#job|5|False|4|187.61836897750118
716097|2014-12-06|('46.470', '6.842')|#job|6|False|4|186.01070832377127
649169|2014-11-01|('46.213', '6.146')|#job|5|False|4|184.22021284924796
159066|2014-03-11|('46.494', '6.389')|#aubonne|15|False|4|182.85455937424868
159067|2014-03-11|('46.494', '6.389')|#job|15|False|4|182.85455937424868
520497|2014-08-10|('46.213', '6.146')|#job|5|False|4|179.60969845133022
559616|2014-08-26|('46.213', '6.146')|#job|5|False|4|178.77296856317201
661537|2014-11-07|('46.470', '6.842')|#job|6|False|4|178.25453840775828
724941|2014-12-11|('46.470', '6.842')|#job|6|False|4|177.58074063491358
386746|2014-06-13|('46.213', '6.146')|#jobs|5|False|4|177.44500950998875
491953|2014-07-26|('46.213', '6.146')|#jobs|5|False|4|177.30442703002214
491955|2014-07-26|('46.213', '6.146')|#job|5|False|4|177.30442703002214
516183|2014-08-08|('46.213', '6.146')|#job|5|False|4|177.24792793021746
79280|2014-02-09|('47.377', '8.537')|#abst14|6|False|4|176.0072288253111
705759|2014-11-30|('46.494', '6.389')|#tweetmyjobs|6|False|4|175.28075574156261
705762|2014-11-30|('46.494', '6.389')|#jobs|6|False|4|175.28075574156261
705763|2014-11-30|('46.494', '6.389')|#job|6|False|4|175.28075574156261
489966|2014-07-25|('46.213', '6.146')|#job|5|False|4|175.1700758945114
470765|2014-07-16|('46.213', '6.146')|#job|6|False|4|174.17096503645027
678910|2014-11-15|('45.817', '8.826')|#glocal14|7|False|4|172.35195589455978
632838|2014-10-03|('46.213', '6.146')|#job|5|False|4|171.99450495098188
629654|2014-10-01|('46.213', '6.146')|#job|5|False|4|167.9827006304849
636240|2014-10-05|('46.213', '6.146')|#job|5|False|4|167.8693554192929
636241|2014-10-05|('46.213', '6.146')|#jobs|5|False|4|167.8693554192929
561559|2014-08-27|('46.470', '6.842')|#jobs|6|False|4|166.40595982267632
561562|2014-08-27|('46.470', '6.842')|#job|6|False|4|166.40595982267632
510746|2014-08-05|('46.213', '6.146')|#job|5|False|4|163.51398424735555
221975|2014-04-04|('46.234', '6.133')|#jobs|9|False|4|163.0156816873595
505216|2014-08-02|('46.213', '6.146')|#job|5|False|4|161.2460819851309
483185|2014-07-22|('46.213', '6.146')|#jobs|5|False|4|160.26744488163803
483187|2014-07-22|('46.213', '6.146')|#job|5|False|4|160.26744488163803
464069|2014-07-13|('47.377', '8.537')|#gerarg|21|False|4|156.09850892073374
476414|2014-07-19|('46.213', '6.146')|#job|5|False|4|155.65601441069416
485459|2014-07-23|('46.213', '6.146')|#job|5|False|4|155.62447465328555
607383|2014-09-18|('46.213', '6.146')|#job|5|False|4|154.04784956485292
641077|2014-10-28|('46.213', '6.146')|#job|5|False|4|153.84114548599942
618841|2014-09-24|('46.213', '6.146')|#job|5|False|4|153.47994925143223
219106|2014-04-03|('46.234', '6.133')|#jobs|13|False|4|153.06880612418726
656184|2014-11-04|('46.470', '6.842')|#job|5|False|4|152.58115385299428
666339|2014-11-09|('46.213', '6.146')|#job|5|False|4|151.73176390518162
294745|2014-05-03|('47.390', '8.516')|#wcch|19|False|4|150.10085711568624
602080|2014-09-15|('46.213', '6.146')|#job|5|False|4|149.39559914684384
605704|2014-09-17|('46.213', '6.146')|#job|5|False|4|149.22624545747084
609762|2014-09-19|('46.213', '6.146')|#job|5|False|4|149.09454882351966
617388|2014-09-23|('46.213', '6.146')|#job|5|False|4|148.69269032321515
71590|2014-02-06|('46.220', '6.138')|#lift14|12|False|4|148.10246661444893
99573|2014-02-17|('46.234', '6.133')|#jobs|10|False|4|140.12231998626532
621784|2014-09-26|('46.213', '6.146')|#job|5|False|4|137.2598100116871
561787|2014-08-27|('46.213', '6.146')|#job|5|False|4|136.98830866578035
499075|2014-07-30|('46.213', '6.146')|#job|5|False|4|136.39118356974382
568230|2014-08-30|('46.213', '6.146')|#job|5|False|4|135.5872751322106
568232|2014-08-30|('46.213', '6.146')|#jobs|5|False|4|135.5872751322106
572210|2014-09-01|('46.213', '6.146')|#job|5|False|4|135.38550981056528
574127|2014-09-02|('46.213', '6.146')|#job|5|False|4|135.18397982009554
579984|2014-09-05|('46.213', '6.146')|#job|5|False|4|134.77613347902349
583958|2014-09-07|('46.213', '6.146')|#job|5|False|4|134.76550440590418
581672|2014-09-06|('46.213', '6.146')|#job|5|False|4|134.75369275500805
590547|2014-09-10|('46.213', '6.146')|#job|5|False|4|134.44549469745888
592765|2014-09-11|('46.213', '6.146')|#job|5|False|4|134.3303601821519
597366|2014-09-13|('46.213', '6.146')|#job|5|False|4|134.2252930296257
623392|2014-09-27|('46.213', '6.146')|#job|5|False|4|133.05212787976498
716157|2014-12-06|('46.470', '6.842')|#jobs|5|False|4|131.59148630008957
568226|2014-08-30|('46.470', '6.842')|#jobs|5|False|4|130.49433150737067
568229|2014-08-30|('46.470', '6.842')|#job|5|False|4|130.49433150737067
554820|2014-08-24|('47.370', '8.543')|#barcampch|19|False|4|128.74935790389333
675531|2014-11-13|('47.041', '8.307')|#stk14|14|False|4|126.35070081921059
619092|2014-09-24|('46.234', '6.056')|#tedxcern|16|False|4|126.14476206794647
588538|2014-09-09|('46.229', '6.134')|#jobs|22|False|4|124.71952039363217
102173|2014-02-18|('46.234', '6.133')|#jobs|10|False|4|124.61754375332195
468619|2014-07-15|('46.470', '6.842')|#job|5|False|4|121.80316571328422
468622|2014-07-15|('46.470', '6.842')|#jobs|5|False|4|121.80316571328422
239135|2014-04-10|('47.411', '8.553')|#som14|10|False|4|120.81631867563806
295490|2014-05-03|('47.411', '8.552')|#efn14|32|False|4|105.40924706138532
704231|2014-11-29|('46.470', '6.842')|#job|8|False|4|104.16571430814646
105838|2014-02-19|('46.234', '6.133')|#jobs|6|False|4|102.61834514745632
582383|2014-09-06|('46.963', '7.465')|#eair14|9|False|4|102.31348546144949
704284|2014-11-29|('46.470', '6.842')|#jobs|6|False|4|100.55991430853915
657829|2014-11-05|('46.470', '6.842')|#job|5|False|4|88.10737325685191
146944|2014-03-07|('46.234', '6.133')|#jobs|8|False|4|79.52226048845974
144755|2014-03-06|('46.234', '6.133')|#jobs|8|False|4|72.08969950211718
163308|2014-03-13|('46.234', '6.133')|#jobs|14|False|4|70.63117000921584
336714|2014-05-21|('46.228', '6.143')|#wha67|23|False|4|68.3039417940742
685527|2014-11-18|('47.375', '8.527')|#australiannight|7|False|4|66.57951684633989
590951|2014-09-10|('46.919', '7.439')|#tedxbern|6|False|4|60.56026593555534
272157|2014-04-23|('47.367', '8.550')|#job|5|False|4|55.9416670390784
272158|2014-04-23|('47.367', '8.550')|#jobs|5|False|4|55.9416670390784
272159|2014-04-23|('47.367', '8.550')|#tweetmyjobs|5|False|4|55.9416670390784
272160|2014-04-23|('47.367', '8.550')|#zurich|5|False|4|55.9416670390784
14549|2014-01-11|('47.411', '8.552')|#swissaward|70|False|4|51.360124544215026
704663|2014-11-29|('46.960', '7.445')|#avatarday|5|False|4|43.9934212253504
453396|2014-07-08|('47.377', '8.537')|#ger|8|False|4|31.71906602196155
139820|2014-03-04|('47.374', '8.525')|#digitaldna|8|False|4|21.67565358491719
216334|2014-04-02|('47.365', '8.548')|#smgzh|8|False|4|18.288855018342304
216387|2014-04-02|('47.365', '8.547')|#smgzh|8|False|4|15.238278737734419
459609|2014-07-11|('46.198', '6.142')|#job|6|False|3|587.8603040153647
292759|2014-05-02|('46.494', '6.389')|#job|10|False|3|486.207650715092
292760|2014-05-02|('46.494', '6.389')|#jobs|10|False|3|486.207650715092
292761|2014-05-02|('46.494', '6.389')|#aubonne|10|False|3|486.207650715092
292762|2014-05-02|('46.494', '6.389')|#tweetmyjobs|8|False|3|484.9050480327451
721914|2014-12-09|('46.470', '6.842')|#job|5|False|3|465.1916657560504
739839|2014-12-25|('46.494', '6.389')|#jobs|6|False|3|456.42239639118185
739841|2014-12-25|('46.494', '6.389')|#job|6|False|3|456.42239639118185
607159|2014-09-18|('46.198', '6.142')|#job|6|False|3|441.2005200197986
505208|2014-08-02|('46.494', '6.389')|#job|5|False|3|441.0184989821226
377015|2014-06-09|('46.218', '6.141')|#jobs|7|False|3|425.78128686024104
654632|2014-11-03|('46.494', '6.389')|#job|5|False|3|417.3268229790385
684612|2014-11-18|('46.470', '6.842')|#tweetmyjobs|7|False|3|416.9716913995139
744393|2014-12-28|('46.494', '6.389')|#jobs|5|False|3|414.36442267378334
744395|2014-12-28|('46.494', '6.389')|#job|5|False|3|414.36442267378334
173314|2014-03-17|('46.221', '6.098')|#jobs|9|False|3|407.63601305902944
609520|2014-09-19|('46.233', '6.135')|#jobs|8|False|3|380.32998245104903
702665|2014-11-28|('46.470', '6.842')|#job|10|False|3|379.0574382926682
684611|2014-11-18|('46.470', '6.842')|#jobs|9|False|3|375.030982899321
684614|2014-11-18|('46.470', '6.842')|#job|9|False|3|375.030982899321
216285|2014-04-02|('46.213', '6.111')|#jobs|5|False|3|372.0728260554497
709123|2014-12-02|('46.213', '6.111')|#jobs|7|False|3|368.1543475764693
659694|2014-11-06|('46.470', '6.842')|#tweetmyjobs|5|False|3|365.645326633459
646879|2014-10-31|('46.470', '6.842')|#tweetmyjobs|5|False|3|363.4140857356951
646880|2014-10-31|('46.470', '6.842')|#jobs|5|False|3|363.4140857356951
714410|2014-12-05|('46.233', '6.135')|#jobs|6|False|3|360.930719141585
640960|2014-10-28|('46.233', '6.135')|#jobs|5|False|3|356.09295624722614
182802|2014-03-21|('46.234', '6.133')|#jobs|9|False|3|355.1366192031453
670372|2014-11-11|('46.470', '6.842')|#jobs|5|False|3|353.99088993299756
702662|2014-11-28|('46.470', '6.842')|#jobs|8|False|3|348.3043478208929
561619|2014-08-27|('46.214', '6.111')|#jobs|5|False|3|348.25184906584167
500942|2014-07-31|('46.494', '6.389')|#tweetmyjobs|5|False|3|347.70265754904244
702663|2014-11-28|('46.470', '6.842')|#corsiersurvevey|6|False|3|343.85459750946336
659693|2014-11-06|('46.470', '6.842')|#jobs|7|False|3|343.8178597624183
659695|2014-11-06|('46.470', '6.842')|#job|7|False|3|343.8178597624183
723475|2014-12-10|('46.470', '6.842')|#job|6|False|3|342.54296789365713
415503|2014-06-23|('46.222', '6.138')|#jobs|6|False|3|341.96808059839174
720151|2014-12-08|('46.470', '6.842')|#job|8|False|3|339.2392725060244
714478|2014-12-05|('46.221', '6.141')|#jobs|11|False|3|339.0636018535879
677282|2014-11-14|('46.470', '6.842')|#jobs|5|False|3|339.05405829225
677283|2014-11-14|('46.470', '6.842')|#job|5|False|3|339.05405829225
749095|2014-12-31|('46.494', '6.389')|#job|5|False|3|338.34257829733593
749096|2014-12-31|('46.494', '6.389')|#jobs|5|False|3|338.34257829733593
700891|2014-11-27|('46.470', '6.842')|#jobs|9|False|3|333.5124166571192
718532|2014-12-07|('46.494', '6.389')|#job|5|False|3|332.6520314081969
718533|2014-12-07|('46.494', '6.389')|#jobs|5|False|3|332.6520314081969
194541|2014-03-25|('46.494', '6.389')|#tweetmyjobs|15|False|3|329.6077669999096
638382|2014-10-06|('46.470', '6.842')|#jobs|5|False|3|329.5716870930107
638384|2014-10-06|('46.470', '6.842')|#job|5|False|3|329.5716870930107
690102|2014-11-21|('46.470', '6.842')|#job|6|False|3|329.1240349326837
690104|2014-11-21|('46.470', '6.842')|#jobs|6|False|3|329.1240349326837
491770|2014-07-26|('46.494', '6.389')|#jobs|7|False|3|325.52831585250567
491772|2014-07-26|('46.494', '6.389')|#job|7|False|3|325.52831585250567
99791|2014-02-17|('46.206', '6.142')|#adidas|28|False|3|323.49188477668037
500941|2014-07-31|('46.494', '6.389')|#jobs|6|False|3|323.1620028243488
500943|2014-07-31|('46.494', '6.389')|#job|6|False|3|323.1620028243488
349851|2014-05-26|('46.214', '6.111')|#jobs|5|False|3|323.06353269218675
575832|2014-09-03|('46.470', '6.842')|#job|6|False|3|321.76012436467767
730977|2014-12-19|('46.494', '6.389')|#jobs|5|False|3|318.9035081163092
730979|2014-12-19|('46.494', '6.389')|#job|5|False|3|318.9035081163092
690127|2014-11-21|('46.233', '6.135')|#jobs|6|False|3|318.2658659841129
108456|2014-02-20|('46.218', '6.141')|#jobs|5|False|3|317.8638658643386
99787|2014-02-17|('46.206', '6.142')|#enlawded|15|False|3|316.37246393030694
609532|2014-09-19|('46.221', '6.098')|#jobs|10|False|3|315.86198269796404
575869|2014-09-03|('46.470', '6.842')|#jobs|5|False|3|312.627764033274
214247|2014-04-01|('46.494', '6.389')|#tweetmyjobs|18|False|3|312.3997228686712
491771|2014-07-26|('46.494', '6.389')|#tweetmyjobs|6|False|3|311.82136823304523
252270|2014-04-15|('46.494', '6.389')|#aubonne|21|False|3|310.94421243028495
252273|2014-04-15|('46.494', '6.389')|#jobs|21|False|3|310.94421243028495
252274|2014-04-15|('46.494', '6.389')|#job|21|False|3|310.94421243028495
214244|2014-04-01|('46.494', '6.389')|#job|21|False|3|309.35343584089367
214245|2014-04-01|('46.494', '6.389')|#jobs|21|False|3|309.35343584089367
214246|2014-04-01|('46.494', '6.389')|#aubonne|21|False|3|309.35343584089367
252272|2014-04-15|('46.494', '6.389')|#tweetmyjobs|15|False|3|303.4092263951913
269810|2014-04-22|('46.494', '6.389')|#jobs|21|False|3|302.9110008411498
269811|2014-04-22|('46.494', '6.389')|#aubonne|21|False|3|302.9110008411498
269812|2014-04-22|('46.494', '6.389')|#job|21|False|3|302.9110008411498
234173|2014-04-08|('46.494', '6.389')|#aubonne|21|False|3|301.6257768251943
234174|2014-04-08|('46.494', '6.389')|#jobs|21|False|3|301.6257768251943
234177|2014-04-08|('46.494', '6.389')|#job|21|False|3|301.6257768251943
269813|2014-04-22|('46.494', '6.389')|#tweetmyjobs|15|False|3|300.8333600779716
692629|2014-11-22|('46.470', '6.842')|#jobs|8|False|3|299.607801960596
692630|2014-11-22|('46.470', '6.842')|#job|8|False|3|299.607801960596
100299|2014-02-17|('46.206', '6.142')|#jacket|10|False|3|298.36566472851547
588819|2014-09-09|('46.470', '6.842')|#job|5|False|3|296.4594372478861
234175|2014-04-08|('46.494', '6.389')|#tweetmyjobs|17|False|3|296.3293764550689
300845|2014-05-06|('46.494', '6.389')|#tweetmyjobs|12|False|3|296.3290352554348
285820|2014-04-29|('46.494', '6.389')|#aubonne|19|False|3|294.94860160717445
285821|2014-04-29|('46.494', '6.389')|#jobs|19|False|3|294.94860160717445
285822|2014-04-29|('46.494', '6.389')|#job|19|False|3|294.94860160717445
300842|2014-05-06|('46.494', '6.389')|#jobs|16|False|3|293.8912823290155
317007|2014-05-13|('46.494', '6.389')|#jobs|16|False|3|293.5495515782146
300843|2014-05-06|('46.494', '6.389')|#aubonne|17|False|3|293.1963550233877
300844|2014-05-06|('46.494', '6.389')|#job|17|False|3|293.1963550233877
317008|2014-05-13|('46.494', '6.389')|#aubonne|17|False|3|292.9005385887414
317009|2014-05-13|('46.494', '6.389')|#job|17|False|3|292.9005385887414
645164|2014-10-30|('46.470', '6.842')|#job|6|False|3|292.31038653393296
285818|2014-04-29|('46.494', '6.389')|#tweetmyjobs|12|False|3|291.2991033422944
105858|2014-02-19|('46.233', '6.135')|#jobs|6|False|3|290.63578529038375
305079|2014-05-08|('47.196', '8.529')|#tweetmyjobs|5|False|3|289.3708850439365
317010|2014-05-13|('46.494', '6.389')|#tweetmyjobs|12|False|3|289.0301541629041
594867|2014-09-12|('46.198', '6.142')|#job|5|False|3|287.2531832141581
99530|2014-02-17|('46.233', '6.135')|#jobs|11|False|3|285.74128329305415
629508|2014-10-01|('46.233', '6.135')|#jobs|17|False|3|285.3187263492117
320915|2014-05-15|('47.196', '8.529')|#tweetmyjobs|5|False|3|284.9812384467909
320916|2014-05-15|('47.196', '8.529')|#jobs|5|False|3|284.9812384467909
320917|2014-05-15|('47.196', '8.529')|#baar|5|False|3|284.9812384467909
320918|2014-05-15|('47.196', '8.529')|#job|5|False|3|284.9812384467909
339096|2014-05-22|('47.196', '8.529')|#job|6|False|3|284.4989243210154
339097|2014-05-22|('47.196', '8.529')|#jobs|6|False|3|284.4989243210154
