|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation|compound|area
74|#lrt|2013-06-13|42|False|232.5516679256|('46.209', '6.145')|0|GE
75|#lrt|2013-10-26|41|False|384.7619239464|('46.205', '6.158')|0.6948|GE
76|#lt|2013-02-04|41|False|353.2381530978|('46.191', '6.234')|0.1147|Auvergne-Rhône-Alpes
77|#lrt|2013-03-13|41|False|339.9392007106|('46.722', '7.061')|0|FR
78|#lrt|2013-10-20|41|False|309.2996785755|('47.755', '7.313')|0|Grand Est
79|#ff|2013-06-14|41|False|291.1509506138|('46.534', '6.566')|0.886|VD
80|#lt|2013-04-08|41|False|282.9417306946|('46.189', '6.137')|0.14375|GE
81|#lt|2013-10-13|41|False|244.0684969162|('47.535', '6.839')|0.39495|Bourgogne Franche-Comté
82|#lrt|2013-05-28|41|False|238.9060433813|('46.220', '6.113')|0.20095|GE
83|#nma2013|2013-01-26|41|False|102.4179329824|('46.928', '6.351')|0|Bourgogne Franche-Comté
84|#lbesp3|2013-11-25|41|False|42.2161985608|('47.255', '5.958')|0.350225|Bourgogne Franche-Comté
85|#lt|2013-03-02|40|False|389.6316045211|('46.211', '6.113')|0.4019|GE
86|#lrt|2013-06-19|40|False|343.6395017643|('46.216', '6.146')|0|GE
87|#lt|2013-10-11|40|False|314.7154954227|('46.219', '6.110')|0.2294|GE
88|#lt|2013-11-26|40|False|313.5440439115|('45.904', '6.129')|0.4992|Auvergne-Rhône-Alpes
89|#lrt|2013-05-23|40|False|311.7153960039|('46.146', '6.091')|0.1366|Auvergne-Rhône-Alpes
90|#lrt|2013-03-24|40|False|300.1832128153|('47.421', '7.076')|0.0472428571|JU
91|#lrt|2013-05-04|40|False|293.7529420927|('47.793', '7.176')|0.0156333333|Grand Est
92|#lt|2013-01-26|40|False|275.4322633904|('46.214', '6.130')|0.31845|GE
93|#lt|2013-05-15|40|False|265.9321267119|('46.187', '6.199')|0.3787|GE
94|#ff|2013-05-31|40|False|253.4671580301|('47.498', '8.714')|0.207375|ZH
95|#ff|2013-01-18|40|False|240.0645153866|('46.178', '10.325')|0|Lombardia
96|#starac|2013-02-28|40|False|89.7055968486|('47.260', '6.012')|0.6114|Bourgogne Franche-Comté
97|#thevoice|2013-03-02|40|False|65.0487534011|('47.646', '6.841')|-0.1485|Bourgogne Franche-Comté
98|#prayforboston|2013-04-15|40|False|46.1992355545|('46.246', '6.133')|0|GE
99|#lrt|2013-11-03|39|False|417.1875262274|('46.149', '6.105')|0.34|GE
100|#lrt|2013-03-03|39|False|331.3594846298|('47.052', '7.064')|0|NE
101|#lt|2013-03-17|39|False|329.7982408729|('46.211', '6.113')|-0.1317|GE
102|#lrt|2013-03-10|39|False|309.6020525683|('47.036', '7.018')|0.0386|NE
103|#lt|2013-01-21|39|False|290.6893404594|('46.210', '6.107')|-0.1511|GE
104|#emazing|2013-11-10|39|False|194.1881035932|('46.155', '6.094')|0.0094888889|GE
105|#1ddaylive|2013-11-23|39|False|73.8443683896|('47.290', '8.568')|-0.1267444444|ZH
106|#lt|2013-01-03|38|False|503.8298307956|('46.201', '6.134')|0.2041333333|GE
107|#lrt|2013-12-24|38|False|405.3566409371|('45.789', '6.547')|0.107375|Auvergne-Rhône-Alpes
108|#lrt|2013-03-07|38|False|381.7319404756|('45.962', '6.453')|0.4633|Auvergne-Rhône-Alpes
109|#lrt|2013-06-15|38|False|361.2105325883|('46.214', '6.112')|0|GE
110|#lt|2013-10-30|38|False|313.2797268131|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
111|#lt|2013-04-04|38|False|312.8661458822|('46.189', '6.137')|0.1027|GE
112|#lt|2013-09-24|38|False|290.1645020172|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
113|#lt|2013-10-15|38|False|285.3179754206|('47.482', '6.718')|-0.2732|Bourgogne Franche-Comté
114|#lrt|2013-09-24|38|False|262.9375319173|('46.514', '6.649')|0|VD
115|#lrt|2013-04-22|38|False|244.4301408252|('47.052', '7.064')|0.4588|NE
116|#lt|2013-11-10|37|False|363.1713701709|('46.400', '6.587')|0.8655|Auvergne-Rhône-Alpes
117|#lt|2013-06-06|37|False|350.1507982458|('46.229', '6.124')|0|GE
118|#lrt|2013-05-22|37|False|341.7209251375|('47.135', '7.252')|0.3612|BE
119|#lrt|2013-04-14|37|False|301.4437982274|('46.187', '6.270')|0.1806|Auvergne-Rhône-Alpes
120|#ff|2013-03-22|37|False|290.6188654079|('46.518', '6.633')|-0.1334333333|VD
121|#ff|2013-06-07|37|False|282.4849625969|('46.182', '6.238')|-0.05145|Auvergne-Rhône-Alpes
122|#couplequidure|2013-03-13|37|False|25.491267154|('46.722', '7.061')|0.1217|FR
123|#ff|2013-04-12|36|False|291.524396997|('46.003', '8.960')|0.2234|TI
124|#lrt|2013-05-14|36|False|286.3514340178|('46.174', '6.141')|0.5624|GE
125|#lt|2013-10-02|36|False|256.7302179723|('47.254', '6.008')|0.4374|Bourgogne Franche-Comté
126|#ff|2013-01-04|36|False|202.362645964|('46.956', '8.386')|0.6701333333|NW
127|#ss7|2013-06-14|36|False|91.4750683348|('47.508', '6.996')|-0.0649|Bourgogne Franche-Comté
128|#thevoice|2013-02-23|36|False|42.2633912466|('46.183', '6.698')|-0.05025|Auvergne-Rhône-Alpes
129|#lrt|2013-11-30|35|False|345.3831853501|('46.149', '6.105')|0|GE
130|#lt|2013-04-06|35|False|341.9131480409|('46.205', '6.112')|0|GE
131|#ff|2013-03-29|35|False|332.8789909467|('47.052', '6.595')|0|Bourgogne Franche-Comté
132|#lt|2013-04-14|35|False|315.7959732401|('46.189', '6.137')|0.2294|GE
133|#lrt|2013-11-06|35|False|309.0355237646|('46.400', '6.587')|0|Auvergne-Rhône-Alpes
134|#lt|2013-10-14|35|False|307.0079365418|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
135|#lrt|2013-04-07|35|False|285.3949293688|('46.174', '6.112')|0.0516|GE
136|#lt|2013-09-26|35|False|278.3383778033|('46.993', '6.923')|0|NE
137|#nma2014|2013-12-14|35|False|82.7654088423|('46.536', '6.579')|0.49905|VD
138|#lt|2013-02-16|34|False|375.118100112|('46.265', '6.149')|0|GE
139|#lt|2013-02-12|34|False|348.5555934493|('46.212', '6.137')|-0.2023|GE
140|#lt|2013-11-21|34|False|341.4055793412|('45.904', '6.129')|0.4404|Auvergne-Rhône-Alpes
141|#lt|2013-01-14|34|False|312.1764552734|('46.217', '6.146')|0|GE
142|#lt|2013-01-13|34|False|308.2640034428|('46.217', '6.146')|-0.2023|GE
143|#lt|2013-10-07|34|False|306.3491831595|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
144|#lrt|2013-01-20|34|False|298.8760129954|('46.216', '6.146')|-0.1833|GE
145|#lrt|2013-03-12|34|False|264.5866486734|('47.052', '7.064')|0|NE
146|#xf7|2013-12-12|34|False|73.5552929082|('45.786', '9.443')|-0.02275|Lombardia
147|#thevoice|2013-02-16|34|False|46.1762694171|('47.473', '6.760')|0.1806|Bourgogne Franche-Comté
148|#lt|2013-01-05|33|False|466.1452208444|('46.201', '6.134')|0|GE
149|#lrt|2013-06-21|33|False|391.2989958361|('46.149', '6.105')|0|GE
150|#lrt|2013-10-15|33|False|381.7897773767|('47.149', '6.990')|0|BE
151|#lrt|2013-10-24|33|False|331.0117861054|('46.196', '6.123')|0.49925|GE
152|#lrt|2013-09-22|33|False|318.0213405123|('47.755', '7.313')|0|Grand Est
153|#ff|2013-05-03|33|False|291.9769417234|('46.291', '6.307')|0|Auvergne-Rhône-Alpes
154|#lbesp3|2013-12-16|33|False|47.4173693151|('46.219', '6.294')|0|Auvergne-Rhône-Alpes
155|#lrt|2013-03-08|32|False|381.8029149916|('46.722', '7.061')|-0.4767|FR
156|#lrt|2013-04-10|32|False|367.6086069684|('45.898', '6.714')|-0.3965666667|Auvergne-Rhône-Alpes
157|#lrt|2013-05-11|32|False|348.4613430867|('46.202', '6.129')|0|GE
158|#lt|2013-02-23|32|False|314.1193347842|('46.141', '6.082')|0.4559|Auvergne-Rhône-Alpes
159|#lt|2013-04-12|32|False|305.7629334024|('46.189', '6.137')|0.7003|GE
160|#ff|2013-09-20|32|False|271.2569358104|('46.294', '7.882')|0.6908|VS
161|#thevoice|2013-02-09|32|False|34.5612155675|('47.524', '6.654')|-0.1528333333|Bourgogne Franche-Comté
162|#off|2013-06-23|31|False|523.4586137698|('46.214', '6.148')|0|GE
163|#lt|2013-02-11|31|False|412.8482134025|('46.211', '6.113')|-0.0911666667|GE
164|#lrt|2013-11-10|31|False|412.1994881709|('46.171', '6.138')|0|GE
165|#lt|2013-03-30|31|False|400.0847903799|('46.210', '6.113')|-0.4466|GE
166|#off|2013-06-16|31|False|354.0359594629|('46.195', '6.201')|0.27115|GE
167|#lt|2013-11-17|31|False|339.8248938339|('45.904', '6.129')|-0.3724|Auvergne-Rhône-Alpes
168|#lt|2013-10-24|31|False|325.0164527326|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
169|#ff|2013-10-25|31|False|305.6311760596|('46.059', '6.180')|0.3453|Auvergne-Rhône-Alpes
170|#lt|2013-02-21|31|False|304.0433052893|('46.188', '6.239')|0.4925|Auvergne-Rhône-Alpes
171|#lrt|2013-03-29|31|False|297.7555745105|('46.175', '6.141')|0.261025|GE
172|#ff|2013-05-24|31|False|284.4890854479|('46.513', '6.630')|0.5194|VD
173|#lrt|2013-05-13|31|False|275.5339111023|('46.216', '6.128')|-0.4404|GE
174|#lrt|2013-04-25|31|False|266.5745929348|('46.199', '6.173')|-0.4118|GE
175|#lrt|2013-06-11|31|False|253.9882168332|('46.209', '6.145')|0|GE
176|#ff|2013-04-05|31|False|227.2671351042|('47.062', '6.608')|0.1621|Bourgogne Franche-Comté
177|#splash|2013-02-08|31|False|69.5407736662|('45.923', '6.134')|0.56665|Auvergne-Rhône-Alpes
178|#thevoice|2013-04-27|31|False|39.3024841793|('46.172', '6.743')|0.7169666667|Auvergne-Rhône-Alpes
179|#lrt|2013-11-25|30|False|370.3328797784|('46.210', '6.146')|0|GE
180|#lrt|2013-03-30|30|False|370.0929331879|('46.211', '6.113')|0|GE
181|#lrt|2013-12-04|30|False|364.0719325412|('46.472', '6.853')|0.4003|VD
182|#np|2013-12-15|30|False|327.4546514604|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
183|#lrt|2013-04-06|30|False|320.0616066784|('46.173', '6.112')|0.3291|GE
184|#lrt|2013-03-17|30|False|281.6577350112|('46.175', '6.141')|0|GE
185|#lrt|2013-10-30|30|False|247.3461154601|('46.159', '6.091')|0.4588|GE
186|#vtep|2013-04-19|30|False|46.078550252|('47.459', '6.860')|-0.1909|Bourgogne Franche-Comté
187|#lesanges5|2013-03-03|30|False|37.0435613945|('47.750', '7.355')|-0.1067666667|Grand Est
188|#lbesp3|2013-12-02|30|False|35.2056059972|('47.349', '7.456')|0.4588|JU
189|#marrakechdurire|2013-06-20|30|False|34.8704976298|('46.216', '6.089')|0.0772|GE
190|#lrt|2013-10-18|29|False|330.0953898107|('47.755', '7.313')|-0.743|Grand Est
191|#lrt|2013-04-20|29|False|305.0759774147|('47.509', '6.793')|0.2294|Bourgogne Franche-Comté
192|#lrt|2013-04-18|29|False|296.2345672473|('46.175', '6.122')|0.1806|GE
193|#lrt|2013-04-13|29|False|273.589490815|('46.176', '6.122')|-0.2695|GE
194|#lrt|2013-04-16|29|False|262.2663827448|('46.174', '6.112')|0|GE
195|#lrt|2013-10-10|29|False|258.601151303|('46.159', '6.092')|0.4767|GE
196|#lrt|2013-05-30|29|False|258.4206399869|('47.053', '7.068')|-0.5423|NE
197|#lrt|2013-10-17|29|False|243.9727035604|('46.197', '6.243')|0|Auvergne-Rhône-Alpes
198|#lt|2013-04-05|28|False|411.0381978441|('46.189', '6.137')|0.5574|GE
199|#lrt|2013-03-28|28|False|382.0261695865|('46.458', '6.857')|0.3715|VD
200|#lrt|2013-04-09|28|False|342.4864477236|('46.531', '6.565')|0|VD
201|#ff|2013-11-22|28|False|315.7471728888|('46.734', '6.527')|0.1306333333|VD
202|#lrt|2013-01-27|28|False|307.7888968285|('46.541', '6.621')|0|VD
203|#lrt|2013-11-04|28|False|289.3289127275|('46.534', '6.647')|-0.3081|VD
204|#dals|2013-11-23|28|False|61.310922734|('46.351', '5.955')|0.3612|Bourgogne Franche-Comté
205|#ensuisse|2013-09-23|28|False|42.6021557121|('46.987', '6.897')|0|NE
206|#lt|2013-02-05|27|False|354.9749655606|('46.265', '6.149')|-0.5423|GE
207|#lt|2013-02-01|27|False|348.4826414432|('46.206', '6.258')|-0.0639|Auvergne-Rhône-Alpes
208|#ff|2013-10-11|27|False|316.6011926343|('46.344', '7.617')|0|VS
209|#lt|2013-01-07|26|False|389.5944901624|('46.217', '6.146')|-0.2732|GE
210|#lrt|2013-04-05|26|False|371.7188756229|('46.174', '6.112')|0.148|GE
211|#lrt|2013-09-21|26|False|299.7766439553|('47.287', '6.075')|0|Bourgogne Franche-Comté
212|#lt|2013-01-10|26|False|292.9118628251|('46.191', '6.146')|0.3875|GE
213|#superbowl|2013-02-03|26|False|188.8924701008|('46.527', '6.652')|0.1591|VD
214|#1dday|2013-11-23|26|False|117.2486606616|('47.143', '7.277')|0|BE
215|#thevoice|2013-03-09|26|False|37.4488103741|('47.499', '6.793')|0.0516|Bourgogne Franche-Comté
216|#off|2013-05-10|25|False|507.8009295049|('47.780', '7.340')|0|Grand Est
217|#lrt|2013-04-08|25|False|369.7495808543|('46.174', '6.112')|0.25465|GE
218|#np|2013-05-04|25|False|266.8713764689|('47.200', '7.386')|0|SO
219|#thevoice|2013-05-18|25|False|62.1584711166|('46.278', '6.167')|0|GE
220|#thevoice|2013-04-20|25|False|59.5647408211|('47.260', '6.012')|0.19962|Bourgogne Franche-Comté
221|#np|2013-10-29|24|False|410.4584032699|('45.904', '6.129')|0.3612|Auvergne-Rhône-Alpes
222|#np|2013-10-12|24|False|386.8203085285|('46.161', '7.117')|-0.2997|VS
223|#np|2013-03-10|24|False|344.0408810744|('46.530', '6.608')|0|VD
224|#np|2013-11-06|24|False|305.6098426134|('45.904', '6.129')|0.1591|Auvergne-Rhône-Alpes
225|#lrt|2013-03-27|24|False|229.7967492624|('47.103', '6.828')|0|NE
226|#np|2013-06-15|23|False|333.3225349931|('46.181', '6.144')|0|GE
227|#np|2013-06-01|23|False|329.8885244418|('46.912', '7.468')|-0.2732|BE
228|#lrt|2013-02-24|23|False|318.6378765636|('46.141', '6.082')|0|Auvergne-Rhône-Alpes
229|#lrt|2013-11-02|23|False|309.6164963988|('47.736', '7.296')|0.296|Grand Est
230|#lrt|2013-04-02|23|False|283.7135585848|('46.174', '6.112')|0|GE
231|#ff|2013-12-27|23|False|272.4996035089|('47.101', '6.839')|0.5106|NE
232|#np|2013-09-20|23|False|259.9306284056|('46.210', '6.146')|0|GE
233|#lrt|2013-02-25|23|False|249.4876222742|('46.141', '6.082')|0|Auvergne-Rhône-Alpes
234|#starac|2013-02-07|23|False|107.9614536558|('47.260', '6.012')|0.7482|Bourgogne Franche-Comté
235|#starac|2013-01-10|23|False|78.3482168996|('46.849', '6.383')|0|Bourgogne Franche-Comté
236|#lt|2013-01-12|22|False|436.9380007138|('46.532', '6.629')|-0.1060666667|VD
237|#np|2013-12-31|22|False|422.4119359007|('46.220', '6.108')|0|GE
238|#lrt|2013-01-26|22|False|361.7098461247|('46.216', '6.146')|0.3818|GE
239|#np|2013-10-15|22|False|333.1239253667|('46.161', '7.117')|0|VS
240|#rt|2013-04-26|22|False|284.8554822697|('47.596', '7.557')|-0.7003|Grand Est
241|#np|2013-11-28|22|False|283.6616058155|('47.741', '7.304')|0|Grand Est
242|#elezioni2013|2013-02-25|22|False|227.7827336957|('45.810', '9.396')|0|Lombardia
243|#eurovision|2013-05-18|22|False|102.8330189134|('46.603', '7.100')|0|FR
244|#starac|2013-01-17|22|False|73.6350499388|('45.925', '6.130')|0.7384|Auvergne-Rhône-Alpes
245|#ensuisse|2013-01-29|22|False|61.9169638841|('46.545', '6.863')|-0.13105|VD
246|#bostonmarathon|2013-04-15|22|False|60.6995682963|('45.823', '7.180')|0|Valle d'Aosta
247|#starac|2013-01-24|22|False|53.3657691596|('46.928', '6.351')|0.393025|Bourgogne Franche-Comté
248|#np|2013-10-11|21|False|450.5553441046|('46.161', '7.117')|0|VS
249|#np|2013-12-02|21|False|429.8638986695|('46.797', '7.141')|-0.0516|FR
250|#np|2013-06-26|21|False|392.5208025006|('46.277', '6.169')|0|GE
251|#lrt|2013-04-12|21|False|335.8651377956|('47.516', '7.005')|0|Bourgogne Franche-Comté
252|#rt|2013-03-18|21|False|305.2854988698|('45.978', '9.210')|0.3548|Lombardia
253|#np|2013-05-30|21|False|300.7342790374|('46.912', '7.468')|0.5574|BE
254|#lrt|2013-01-28|21|False|251.3849853793|('46.212', '6.110')|0.3348|GE
255|#rt|2013-05-01|21|False|218.2924167007|('45.819', '9.316')|-0.1529333333|Lombardia
256|#moijaiconnu|2013-04-18|21|False|63.9808054977|('47.433', '6.783')|0|Bourgogne Franche-Comté
257|#srfesc|2013-05-18|21|False|46.5759424773|('47.538', '7.604')|-0.0991333333|BS
258|#np|2013-05-03|20|False|405.1869655095|('46.398', '6.587')|-0.4767|Auvergne-Rhône-Alpes
259|#np|2013-12-08|20|False|372.7797004276|('45.904', '6.129')|0|Auvergne-Rhône-Alpes
260|#lrt|2013-02-26|20|False|363.6401796016|('46.179', '6.120')|0|GE
261|#np|2013-06-08|20|False|334.1604066674|('46.181', '6.144')|-0.3404|GE
262|#np|2013-11-26|20|False|300.7389468299|('45.904', '6.129')|0.3612|Auvergne-Rhône-Alpes
263|#lrt|2013-01-09|20|False|299.8100277206|('46.203', '6.096')|0.5719|GE
264|#esc|2013-05-18|20|False|109.1269369656|('47.626', '10.511')|0.24695|Bayern
265|#rt|2013-03-03|19|False|412.7765815489|('46.213', '6.132')|0.1959333333|GE
266|#np|2013-01-14|19|False|353.4476148513|('46.190', '6.140')|0|GE
267|#rt|2013-05-25|19|False|337.1770667084|('47.215', '5.977')|0|Bourgogne Franche-Comté
268|#rt|2013-05-05|19|False|298.7890514927|('45.820', '9.313')|0|Lombardia
269|#rt|2013-03-23|19|False|266.7334669508|('45.819', '9.316')|0|Lombardia
270|#off|2013-11-07|19|False|227.0777553246|('46.400', '6.586')|0|Auvergne-Rhône-Alpes
271|#rt|2013-02-28|19|False|177.05797466|('46.171', '9.743')|0.6112|Lombardia
272|#wwdc|2013-06-10|19|False|107.1269697073|('47.478', '6.629')|0.8977|Bourgogne Franche-Comté
273|#fraesp|2013-03-26|19|False|92.0877418519|('47.504', '6.862')|0|Bourgogne Franche-Comté
274|#nrjmusicawards|2013-12-14|19|False|71.9124948966|('46.388', '6.583')|0.6981|Auvergne-Rhône-Alpes
275|#allonabilla|2013-11-12|19|False|69.5609543272|('47.442', '6.821')|0|Bourgogne Franche-Comté
276|#thevoice|2013-04-13|19|False|52.6201400278|('47.646', '6.841')|0.6369|Bourgogne Franche-Comté
277|#srfthevoice|2013-01-26|19|False|37.3195864473|('47.381', '8.067')|0.6211|AG
278|#vtep|2013-01-11|19|False|36.1195634116|('47.629', '6.847')|0.1591|Bourgogne Franche-Comté
279|#rt|2013-03-01|18|False|375.5035257049|('45.757', '9.854')|0|Lombardia
280|#np|2013-11-29|18|False|352.5820343764|('45.904', '6.129')|0.8985|Auvergne-Rhône-Alpes
281|#np|2013-03-08|18|False|345.5419915264|('46.722', '7.061')|0|FR
282|#np|2013-03-09|18|False|304.4884754017|('46.722', '7.061')|0|FR
283|#rt|2013-05-10|18|False|296.9709125181|('45.819', '9.316')|-0.6408|Lombardia
284|#rt|2013-03-07|18|False|263.0723248019|('45.800', '9.084')|0.21075|Lombardia
285|#np|2013-11-24|18|False|222.3892924341|('46.400', '6.587')|0|Auvergne-Rhône-Alpes
286|#dals|2013-11-16|18|False|92.3625944536|('45.791', '8.846')|0.6249|Lombardia
287|#np|2013-10-10|17|False|390.8940374379|('46.161', '7.117')|0|VS
288|#np|2013-03-18|17|False|336.7006405065|('47.739', '7.364')|0|Grand Est
289|#np|2013-05-18|17|False|310.2824080659|('46.211', '6.152')|-0.2997|GE
290|#rt|2013-05-09|17|False|283.2962451585|('47.493', '8.743')|0|ZH
291|#rt|2013-02-09|17|False|271.6682276964|('45.999', '8.277')|0.4588|Piemonte
292|#rt|2013-03-06|17|False|243.3633203554|('45.800', '9.084')|0|Lombardia
293|#rt|2013-05-15|17|False|205.845800378|('45.814', '9.068')|0|Lombardia
294|#psgom|2013-02-24|17|False|203.1515557311|('45.859', '6.089')|0.1858|Auvergne-Rhône-Alpes
295|#srfhockey|2013-05-19|17|False|165.3386613704|('47.494', '8.504')|-0.4404|ZH
