|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation
138|#job|2016-05-26|20|False|344.7480787116048|('46.204', '6.143')
139|#job|2016-04-02|20|False|330.21332374804183|('47.455', '8.287')
140|#hiring|2016-05-20|20|False|327.3200841674572|('46.204', '6.143')
141|#tur|2016-06-12|20|False|325.6317278697496|('46.176', '6.217')
142|#job|2016-05-27|20|False|312.3350125207874|('46.204', '6.143')
143|#job|2016-05-05|20|False|305.001830869751|('46.204', '6.143')
144|#job|2016-06-13|20|False|301.37260577848696|('46.204', '6.143')
145|#job|2016-06-01|20|False|298.91802635336836|('46.204', '6.143')
146|#hiring|2016-05-04|20|False|297.1686098527008|('46.204', '6.143')
147|#panamapapers|2016-04-04|20|False|290.8135397300431|('47.377', '8.537')
148|#job|2016-03-13|20|False|284.0016557231925|('46.198', '6.142')
149|#job|2016-04-07|20|False|283.65923642861185|('47.560', '7.589')
150|#job|2016-04-03|20|False|283.03554807097356|('47.560', '7.589')
151|#hiring|2016-06-07|20|False|278.0101710582707|('46.204', '6.143')
152|#job|2016-03-20|20|False|272.7356005479448|('47.455', '8.287')
153|#hiring|2016-04-01|20|False|271.5076394071552|('47.567', '7.598')
154|#iwd2016|2016-03-08|20|False|269.2471642553243|('46.209', '6.094')
155|#job|2016-06-20|20|False|264.1492429909589|('46.204', '6.143')
156|#job|2016-03-26|20|False|258.3992204853169|('47.455', '8.287')
157|#job|2016-06-10|20|False|257.07530025266914|('46.204', '6.143')
158|#job|2016-03-29|20|False|245.00987316805623|('46.818', '8.228')
159|#job|2016-04-29|20|False|241.4130595619004|('46.204', '6.143')
160|#job|2016-04-16|20|False|240.48567388728316|('46.204', '6.143')
161|#job|2016-06-06|20|False|236.04589627737658|('46.204', '6.143')
162|#job|2016-03-06|20|False|228.44065351685964|('47.567', '7.598')
163|#job|2016-05-28|20|False|223.00544684724275|('46.204', '6.143')
164|#ballondor|2016-01-11|20|False|195.6357647464202|('46.205', '6.143')
165|#por|2016-06-18|20|False|158.75141442453395|('46.301', '7.049')
166|#abst16|2016-06-05|20|False|152.148728576802|('47.377', '8.537')
167|#sanremo2016|2016-02-11|20|False|145.1229969640543|('45.800', '9.084')
168|#sanremo2016|2016-02-13|20|False|90.5360591820105|('45.858', '9.426')
169|#suipor|2016-09-06|20|False|49.52648827406548|('47.560', '7.583')
170|#rio2016|2016-08-16|19|False|378.6506128883517|('46.205', '6.143')
171|#job|2016-05-16|19|False|333.21352003938415|('47.560', '7.589')
172|#job|2016-03-18|19|False|330.4613959788139|('47.567', '7.598')
173|#superbowl|2016-02-07|19|False|308.64876315090453|('47.696', '9.570')
174|#job|2016-03-28|19|False|307.20232326724016|('46.198', '6.142')
175|#job|2016-03-07|19|False|296.15031052565536|('46.198', '6.142')
176|#job|2016-04-06|19|False|292.5516371384668|('46.204', '6.143')
177|#nizza|2016-07-15|19|False|289.7696505810081|('46.225', '8.771')
178|#job|2016-04-24|19|False|289.4992788563269|('46.204', '6.143')
179|#job|2016-03-21|19|False|288.0138462121817|('46.198', '6.142')
180|#hiring|2016-03-30|19|False|283.76348246248807|('47.567', '7.598')
181|#job|2016-03-25|19|False|283.0653531179725|('47.455', '8.287')
182|#job|2016-04-20|19|False|282.9657699922579|('46.204', '6.143')
183|#hiring|2016-06-08|19|False|281.0673734934489|('46.204', '6.143')
184|#job|2016-03-31|19|False|277.8711301224223|('47.455', '8.287')
185|#job|2016-04-22|19|False|266.95278650447847|('46.204', '6.143')
186|#job|2016-05-15|19|False|263.62283142743416|('46.204', '6.143')
187|#job|2016-04-26|19|False|259.9516162615793|('47.455', '8.287')
188|#hiring|2016-05-02|19|False|259.4683888546249|('47.455', '8.287')
189|#hiring|2016-03-27|19|False|258.91832201786934|('47.567', '7.598')
190|#ita|2016-06-22|19|False|253.98485623602016|('46.803', '7.160')
191|#job|2016-04-04|19|False|252.6245703842068|('46.204', '6.143')
192|#job|2016-04-23|19|False|251.65764956976952|('46.204', '6.143')
193|#hiring|2016-04-26|19|False|250.82130617495358|('47.455', '8.287')
194|#job|2016-04-25|19|False|248.95702762109156|('46.204', '6.143')
195|#job|2016-05-18|19|False|246.93899036221703|('47.455', '8.287')
196|#job|2016-05-23|19|False|236.81529088953053|('46.204', '6.143')
197|#job|2016-03-11|19|False|229.7783204408071|('47.567', '7.598')
198|#job|2016-05-14|19|False|218.99659721003084|('46.204', '6.143')
199|#switzerland|2016-07-31|19|False|208.40026738086434|('47.383', '8.504')
200|#job|2016-04-13|19|False|207.88123187203857|('47.560', '7.589')
201|#job|2016-04-17|19|False|199.1804223853868|('47.560', '7.589')
202|#hiring|2016-04-16|19|False|176.65076215997584|('46.204', '6.143')
203|#italiaspagna|2016-06-27|19|False|70.2213169906864|('45.806', '8.941')
204|#authun|2016-06-14|19|False|62.966865031967615|('47.619', '10.501')
205|#croesp|2016-06-21|19|False|40.26274845509681|('46.813', '8.224')
206|#panamapapers|2016-04-05|18|False|360.13225190873925|('47.377', '8.537')
207|#hiring|2016-04-08|18|False|358.24835867323037|('47.455', '8.287')
208|#job|2016-04-18|18|False|346.40135469831097|('46.204', '6.143')
209|#hiring|2016-05-26|18|False|339.3770301084034|('46.204', '6.143')
210|#hiring|2016-04-02|18|False|321.76969921127153|('47.455', '8.287')
211|#job|2016-06-09|18|False|314.3506879944915|('46.204', '6.143')
212|#job|2016-04-05|18|False|304.6234912472219|('47.560', '7.589')
213|#job|2016-05-01|18|False|303.3534488059583|('46.204', '6.143')
214|#hiring|2016-04-05|18|False|300.72825814487294|('47.560', '7.589')
215|#hiring|2016-05-07|18|False|300.42953502061476|('46.204', '6.143')
216|#job|2016-02-27|18|False|296.7321544479528|('47.567', '7.598')
217|#hiring|2016-05-24|18|False|293.37201409375916|('46.204', '6.143')
218|#hiring|2016-03-20|18|False|293.23823353174413|('47.455', '8.287')
219|#hiring|2016-04-24|18|False|293.2374645900015|('46.204', '6.143')
220|#rioolympics2016|2016-08-06|18|False|292.71542129970993|('46.142', '9.720')
221|#hiring|2016-04-07|18|False|289.1739819404445|('47.560', '7.589')
222|#hiring|2016-04-15|18|False|288.28962556054563|('47.560', '7.589')
223|#job|2016-03-05|18|False|285.4355439967504|('46.198', '6.142')
224|#hiring|2016-04-03|18|False|284.65840501065463|('47.560', '7.589')
225|#job|2016-06-08|18|False|283.6033818493212|('46.204', '6.143')
226|#job|2016-03-24|18|False|280.34349088976415|('47.567', '7.598')
227|#hiring|2016-04-19|18|False|277.78914186976556|('47.560', '7.589')
228|#job|2016-02-25|18|False|274.69605885348386|('46.198', '6.142')
229|#job|2016-05-21|18|False|273.55171574790216|('46.204', '6.143')
230|#job|2016-01-14|18|False|273.2320797260259|('46.198', '6.142')
231|#hiring|2016-06-20|18|False|273.1779222712575|('46.204', '6.143')
232|#hiring|2016-03-26|18|False|265.6782926491454|('47.455', '8.287')
233|#job|2016-06-11|18|False|265.3116366582948|('47.560', '7.589')
234|#job|2016-03-15|18|False|265.2366438570836|('46.198', '6.142')
235|#job|2016-06-05|18|False|262.85689654840195|('46.204', '6.143')
236|#job|2016-04-27|18|False|260.0297574328117|('46.204', '6.143')
237|#job|2016-05-03|18|False|258.72914624703|('46.204', '6.143')
238|#job|2016-04-10|18|False|257.3994676564441|('46.204', '6.143')
239|#hiring|2016-04-20|18|False|249.78321923569447|('46.204', '6.143')
240|#hiring|2016-05-12|18|False|246.8864021491159|('46.204', '6.143')
241|#hiring|2016-05-14|18|False|243.87404757069731|('46.204', '6.143')
242|#hiring|2016-03-21|18|False|243.05841778886145|('47.567', '7.598')
243|#hiring|2016-03-07|18|False|242.54407019842063|('46.198', '6.142')
244|#hiring|2016-05-29|18|False|241.70799642941722|('47.455', '8.287')
245|#job|2016-03-19|18|False|230.96754913289644|('46.198', '6.142')
246|#job|2016-05-25|18|False|227.10961283276447|('46.204', '6.143')
247|#job|2016-01-21|18|False|226.92137229669623|('47.367', '8.550')
248|#job|2016-02-29|18|False|226.07970121756617|('47.567', '7.598')
249|#hiring|2016-02-29|18|False|223.32688851950292|('47.567', '7.598')
250|#job|2016-04-30|18|False|216.1047679405713|('46.204', '6.143')
251|#job|2016-05-22|18|False|170.85423411077716|('47.560', '7.589')
252|#hiring|2016-05-22|18|False|170.72411419651888|('47.560', '7.589')
253|#sanremo2016|2016-02-12|18|False|164.1408111635681|('46.142', '9.720')
254|#stopislam|2016-03-22|18|False|131.75748182290675|('46.205', '6.143')
255|#allukr|2016-06-12|18|False|92.94277123549874|('47.722', '7.283')
256|#esptur|2016-06-17|18|False|64.96945165634445|('46.608', '6.751')
257|#engwal|2016-06-16|18|False|40.691213991724226|('46.252', '7.084')
258|#prince|2016-04-22|17|False|372.00133163228037|('46.954', '7.395')
259|#hiring|2016-04-18|17|False|367.53947735519506|('47.560', '7.589')
260|#rio2016|2016-08-11|17|False|338.5571820222703|('46.205', '6.143')
261|#hiring|2016-05-27|17|False|319.99498496542117|('46.204', '6.143')
262|#job|2016-06-14|17|False|319.6646202004846|('46.204', '6.143')
263|#job|2016-06-26|17|False|312.92509719153554|('46.204', '6.143')
264|#hiring|2016-06-13|17|False|306.84548978641936|('46.204', '6.143')
265|#job|2016-06-03|17|False|304.6240005456636|('46.204', '6.143')
266|#job|2016-06-30|17|False|302.43810588750216|('47.745', '8.967')
267|#job|2016-02-05|17|False|296.1215370273915|('47.455', '8.287')
268|#brexit|2016-06-28|17|False|291.9803321381197|('46.205', '6.143')
269|#job|2016-05-08|17|False|291.43578953067396|('47.455', '8.287')
270|#job|2016-01-09|17|False|285.70120578599784|('47.367', '8.550')
271|#hiring|2016-05-05|17|False|280.4675864442367|('47.567', '7.598')
272|#job|2016-03-16|17|False|280.1844052752885|('47.567', '7.598')
273|#job|2016-06-04|17|False|273.70760278412365|('46.204', '6.143')
274|#job|2016-03-09|17|False|272.26845905867606|('46.198', '6.142')
275|#job|2016-03-12|17|False|269.380743980828|('47.567', '7.598')
276|#job|2016-03-02|17|False|265.2841872200755|('46.198', '6.142')
277|#job|2016-03-03|17|False|264.98715910029176|('47.455', '8.287')
278|#job|2016-03-01|17|False|264.0667226770818|('46.198', '6.142')
279|#job|2016-02-26|17|False|263.61089938874534|('46.198', '6.142')
280|#hiring|2016-05-08|17|False|259.4452419279024|('47.455', '8.287')
281|#job|2016-03-08|17|False|258.6882437568911|('46.198', '6.142')
282|#hiring|2016-04-09|17|False|258.030438138939|('47.560', '7.589')
283|#job|2016-06-12|17|False|255.38295288336425|('46.204', '6.143')
284|#job|2016-05-31|17|False|254.06534093853327|('46.204', '6.143')
285|#job|2016-05-17|17|False|253.55671837913275|('46.204', '6.143')
286|#job|2016-06-02|17|False|250.26750530134123|('46.204', '6.143')
287|#hiring|2016-04-22|17|False|250.2486512911223|('47.567', '7.598')
288|#hiring|2016-04-29|17|False|247.05408880353207|('47.567', '7.598')
289|#hiring|2016-03-17|17|False|246.02798113556852|('46.198', '6.142')
290|#job|2016-03-10|17|False|245.72873212407492|('47.567', '7.598')
291|#hiring|2016-04-27|17|False|244.47799336904734|('46.204', '6.143')
292|#hiring|2016-05-18|17|False|240.85828469392482|('47.455', '8.287')
293|#hiring|2016-06-02|17|False|239.63059783787816|('46.204', '6.143')
294|#job|2016-01-27|17|False|238.53829774709112|('46.213', '6.146')
295|#job|2016-01-01|17|False|236.9505569958886|('46.198', '6.142')
296|#job|2016-03-17|17|False|236.93003396390213|('46.198', '6.142')
297|#hiring|2016-03-19|17|False|234.4223279773247|('46.198', '6.142')
298|#hiring|2016-03-06|17|False|233.40603347511185|('47.567', '7.598')
299|#hiring|2016-03-13|17|False|230.8462750316884|('46.198', '6.142')
300|#hiring|2016-01-03|17|False|229.01891083880403|('47.367', '8.550')
301|#job|2016-01-03|17|False|222.02151739107742|('47.367', '8.550')
302|#bayernjuve|2016-03-16|17|False|221.4493491407833|('45.858', '9.073')
303|#job|2016-01-29|17|False|218.41806468470034|('46.198', '6.142')
304|#hiring|2016-01-29|17|False|216.63330701269874|('46.198', '6.142')
305|#job|2016-01-19|17|False|216.03585077532992|('46.198', '6.142')
306|#job|2016-01-07|17|False|212.95130612622268|('47.367', '8.550')
307|#hiring|2016-04-25|17|False|210.55666811784633|('46.204', '6.143')
308|#hiring|2016-03-11|17|False|203.93609392066926|('47.567', '7.598')
309|#hiring|2016-04-17|17|False|202.0452135528479|('47.560', '7.589')
310|#fcz|2016-05-25|17|False|183.18787928614984|('47.377', '8.537')
311|#livsev|2016-05-18|17|False|93.54170182780999|('46.701', '7.150')
312|#fracam|2016-05-30|17|False|38.63553027391348|('47.563', '7.509')
313|#gerpol|2016-06-16|17|False|36.38354804317298|('47.499', '8.733')
314|#job|2016-08-07|16|False|392.8956941408281|('46.204', '6.143')
315|#hiring|2016-08-07|16|False|385.01500113275296|('46.204', '6.143')
316|#hiring|2016-03-18|16|False|331.1282204452645|('47.567', '7.598')
317|#job|2016-04-11|16|False|318.99216517901795|('46.818', '8.228')
318|#basel|2016-05-18|16|False|301.28966884526403|('47.560', '7.583')
319|#hiring|2016-05-11|16|False|294.407982588033|('46.204', '6.143')
320|#job|2016-05-11|16|False|292.18234950844266|('46.204', '6.143')
321|#job|2016-04-28|16|False|285.63136484165716|('46.204', '6.143')
322|#hiring|2016-01-09|16|False|285.17877299179224|('47.367', '8.550')
323|#ios10|2016-09-14|16|False|284.02578008829227|('45.831', '8.807')
324|#job|2016-05-10|16|False|283.1894083953083|('47.567', '7.598')
325|#fifa|2016-02-26|16|False|280.77680282872603|('46.106', '7.084')
326|#job|2016-03-22|16|False|280.2962284192511|('47.455', '8.287')
327|#hiring|2016-03-15|16|False|279.6201102819217|('47.567', '7.598')
328|#job|2016-01-22|16|False|277.2615816611825|('46.198', '6.142')
329|#hiring|2016-05-21|16|False|271.62049415896155|('46.204', '6.143')
330|#job|2016-01-02|16|False|268.19617777001685|('47.455', '8.287')
331|#jobs|2016-03-21|16|False|263.97767621017954|('47.567', '7.598')
332|#job|2016-01-08|16|False|261.13592407041284|('46.198', '6.142')
333|#hiring|2016-02-25|16|False|260.34585006700433|('47.567', '7.598')
334|#hiring|2016-06-10|16|False|260.1980766487135|('46.204', '6.143')
335|#hiring|2016-01-22|16|False|258.44788929532956|('46.198', '6.142')
336|#job|2016-01-04|16|False|252.7469400569663|('46.198', '6.142')
337|#hiring|2016-03-05|16|False|249.12051100363462|('46.198', '6.142')
338|#job|2016-05-09|16|False|243.59839918470905|('46.204', '6.143')
339|#hiring|2016-01-27|16|False|242.68481019613463|('47.367', '8.550')
340|#hiring|2016-05-23|16|False|239.6458442791089|('46.204', '6.143')
341|#srfarena|2016-06-10|16|False|238.0277721209203|('47.535', '7.739')
342|#hiring|2016-06-06|16|False|237.01278971124722|('46.204', '6.143')
343|#job|2016-02-07|16|False|236.68858635661704|('46.198', '6.142')
344|#job|2016-03-23|16|False|236.00416081100428|('47.567', '7.598')
345|#job|2016-05-19|16|False|233.5896259431335|('46.204', '6.143')
346|#job|2016-05-13|16|False|226.96391069032583|('46.204', '6.143')
347|#job|2016-01-30|16|False|226.35387288160157|('47.367', '8.550')
348|#job|2016-01-24|16|False|224.59636842808632|('46.198', '6.142')
349|#job|2016-01-25|16|False|220.64317679463375|('46.198', '6.142')
350|#internetfriendsday|2016-02-13|16|False|220.558578064932|('46.813', '8.224')
351|#job|2016-01-28|16|False|219.47769425439077|('46.198', '6.142')
352|#hiring|2016-05-28|16|False|219.43309086116292|('46.204', '6.143')
353|#hiring|2016-01-21|16|False|218.21170360175967|('46.198', '6.142')
354|#hiring|2016-01-18|16|False|215.9753998510827|('46.948', '7.445')
355|#hiring|2016-05-17|16|False|215.3493706406018|('46.204', '6.143')
356|#hiring|2016-05-06|16|False|214.12829321590257|('46.204', '6.143')
357|#job|2016-05-06|16|False|209.5499890004511|('46.204', '6.143')
358|#alb|2016-06-11|16|False|207.35675563502383|('46.205', '6.143')
359|#jobs|2016-05-02|16|False|207.02471322794074|('46.204', '6.143')
360|#hiring|2016-04-30|16|False|204.02728436765486|('47.567', '7.598')
361|#geneva|2016-03-03|16|False|202.15466528888453|('46.198', '6.142')
362|#wef16|2016-01-22|16|False|179.2987230308651|('46.765', '9.818')
363|#chvote|2016-02-28|16|False|168.85532452683643|('46.106', '7.084')
364|#tpmp|2016-04-19|16|False|55.95499805632342|('46.344', '6.440')
365|#showeuro2016|2016-06-09|16|False|54.8516612613184|('47.722', '7.283')
366|#switzerland|2016-08-01|15|False|361.29330387771205|('47.467', '8.300')
367|#job|2016-07-20|15|False|352.38711660209106|('46.204', '6.143')
368|#hiring|2016-07-20|15|False|348.3679010887063|('46.204', '6.143')
369|#job|2016-07-26|15|False|329.778135645019|('46.204', '6.143')
370|#hiring|2016-06-01|15|False|311.9986904273719|('46.204', '6.143')
371|#job|2016-07-18|15|False|311.8668310396833|('46.204', '6.143')
372|#job|2016-06-22|15|False|304.96662563403066|('46.204', '6.143')
373|#job|2016-07-12|15|False|298.72080968712544|('47.745', '8.967')
374|#hiring|2016-03-09|15|False|298.6316144041235|('47.567', '7.598')
375|#hiring|2016-05-16|15|False|293.4674090070877|('47.560', '7.589')
376|#hiring|2016-05-10|15|False|288.7671647866793|('47.567', '7.598')
377|#hiring|2016-07-12|15|False|288.6369380351367|('47.745', '8.967')
378|#hiring|2016-02-27|15|False|287.75570877571874|('47.567', '7.598')
379|#hiring|2016-06-14|15|False|287.71127190987846|('46.204', '6.143')
380|#hiring|2016-03-12|15|False|285.49886099378546|('47.567', '7.598')
