|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation
93|#sanremo2014|2014-02-18|35|False|107.56624992325365|('45.861', '9.418')
94|#missfrance2015|2014-12-06|35|False|64.74890248191932|('46.196', '6.237')
95|#lrt|2014-03-04|34|False|413.78084385743745|('47.381', '6.381')
96|#lrt|2014-03-05|34|False|380.8805099298787|('46.201', '6.157')
97|#lrt|2014-07-18|34|False|337.6051488830005|('47.473', '6.916')
98|#lrt|2014-09-16|34|False|267.0113646334058|('47.512', '6.800')
99|#cdm2014|2014-06-13|34|False|182.88831162755415|('47.520', '6.805')
100|#ned|2014-07-05|34|False|163.85463636623336|('47.730', '8.589')
101|#gergha|2014-06-21|34|False|89.80758321869777|('46.224', '7.280')
102|#fraequ|2014-06-25|33|False|162.8489297204962|('45.922', '6.719')
103|#usa|2014-07-01|33|False|96.78952407930439|('47.377', '8.537')
104|#thevoice|2014-02-08|33|False|71.83647848868857|('47.676', '6.602')
105|#lrt|2014-08-21|32|False|425.45177875535074|('46.256', '6.070')
106|#lt|2014-03-23|32|False|373.37954450391504|('45.904', '6.129')
107|#lt|2014-06-01|32|False|314.2037163627875|('45.904', '6.129')
108|#ff|2014-03-07|32|False|298.8882200683464|('45.903', '6.099')
109|#col|2014-06-28|32|False|174.81609337928546|('46.517', '6.608')
110|#bra|2014-06-23|32|False|124.50309917243159|('47.383', '8.540')
111|#brachi|2014-06-28|32|False|78.34715347260469|('47.626', '10.511')
112|#kohlanta|2014-09-12|32|False|55.99476346860034|('46.185', '6.243')
113|#lrt|2014-07-16|31|False|393.1797510990977|('46.375', '6.921')
114|#lrt|2014-03-16|31|False|380.30279219586214|('46.288', '6.081')
115|#ff|2014-03-14|31|False|351.92903253493057|('47.311', '7.896')
116|#lt|2014-03-12|31|False|317.9774497530563|('45.904', '6.129')
117|#worldcup2014|2014-06-13|31|False|276.03366803847354|('46.686', '7.849')
118|#wm2014|2014-06-12|31|False|256.70046788064445|('46.943', '8.276')
119|#lrt|2014-09-21|31|False|238.32233481315225|('46.190', '6.115')
120|#ss8|2014-08-08|31|False|164.42427574039343|('47.681', '7.408')
121|#ned|2014-06-29|31|False|111.34694221357054|('47.416', '9.361')
122|#bel|2014-06-17|31|False|106.76270385244234|('47.474', '6.692')
123|#thevoicekids|2014-08-23|31|False|45.04599399779703|('47.654', '9.481')
124|#lt|2014-01-14|30|False|313.4321624876532|('45.904', '6.129')
125|#cdm2014|2014-06-20|30|False|210.7086149157887|('46.221', '6.110')
126|#sochi2014|2014-02-07|30|False|185.06933498308803|('47.424', '8.690')
127|#bra|2014-06-17|30|False|174.78079786086028|('46.201', '7.009')
128|#belalg|2014-06-17|30|False|104.81270712799368|('46.375', '6.920')
129|#thevoice|2014-02-15|30|False|47.410109818108396|('47.612', '6.135')
130|#lt|2014-04-25|29|False|281.10743771534914|('45.904', '6.129')
131|#ff|2014-03-28|29|False|239.0975042302047|('47.638', '6.846')
132|#ita|2014-06-14|29|False|217.43026788821146|('46.246', '6.133')
133|#ita|2014-06-24|29|False|208.70300472820068|('46.375', '6.921')
134|#eng|2014-06-19|29|False|134.31883429057544|('47.432', '9.391')
135|#bel|2014-07-01|29|False|128.5059970205017|('46.512', '6.658')
136|#frajam|2014-06-08|29|False|103.13793371624348|('47.528', '6.817')
137|#ned|2014-06-18|29|False|101.67742972295696|('46.185', '6.122')
138|#mex|2014-06-17|29|False|83.58364619686397|('47.474', '6.693')
139|#britsonedirection|2014-02-19|29|False|37.84952873563087|('45.980', '8.879')
140|#murrayftw|2014-11-11|29|False|19.936059638247965|('47.181', '8.489')
141|#lrt|2014-08-01|28|False|391.08814658877526|('47.478', '6.830')
142|#lt|2014-02-24|28|False|374.15063547582116|('46.447', '6.235')
143|#np|2014-03-15|28|False|333.3438389900941|('46.774', '6.369')
144|#lrt|2014-08-18|28|False|313.0184208867019|('47.516', '7.005')
145|#lrt|2014-04-18|28|False|298.4499096324673|('46.777', '6.631')
146|#lrt|2014-04-06|28|False|295.529566698556|('46.400', '6.587')
147|#lrt|2014-09-15|28|False|254.01762176556514|('46.359', '6.473')
148|#por|2014-06-26|28|False|161.40043164282662|('46.177', '6.138')
149|#chi|2014-06-28|28|False|138.9379771690794|('47.520', '6.805')
150|#italiacostarica|2014-06-20|28|False|100.27265814091457|('46.189', '6.112')
151|#bel|2014-07-05|28|False|71.84223821757725|('46.205', '6.143')
152|#thevoice|2014-02-01|28|False|43.243413107660245|('47.612', '6.135')
153|#lrt|2014-02-17|27|False|470.0332488915595|('46.149', '6.105')
154|#lrt|2014-02-20|27|False|419.21743992288253|('46.149', '6.105')
155|#np|2014-03-10|27|False|416.93424717472135|('45.904', '6.129')
156|#lt|2014-01-05|27|False|400.6076431784479|('45.904', '6.129')
157|#lt|2014-03-16|27|False|385.08594018800073|('46.239', '7.362')
158|#np|2014-01-12|27|False|359.10440707174|('45.904', '6.129')
159|#lrt|2014-12-25|27|False|348.67490812462876|('47.600', '6.720')
160|#lrt|2014-09-01|27|False|306.93622147940715|('46.256', '6.070')
161|#worldcup2014|2014-06-15|27|False|268.53545751605947|('47.243', '6.007')
162|#lrt|2014-01-09|27|False|152.6569042046921|('47.273', '6.114')
163|#alg|2014-06-22|27|False|138.23068561638755|('47.378', '6.477')
164|#allpor|2014-06-16|27|False|53.913981437055234|('46.026', '6.643')
165|#lt|2014-06-06|26|False|399.18348329949765|('47.733', '6.970')
166|#lrt|2014-05-22|26|False|385.79255510229507|('46.213', '6.146')
167|#lrt|2014-04-20|26|False|378.44046917548695|('46.400', '6.587')
168|#lt|2014-03-06|26|False|375.2688927103773|('47.745', '7.328')
169|#np|2014-02-02|26|False|372.6215023481444|('47.273', '6.114')
170|#lt|2014-03-30|26|False|316.0077916989314|('47.229', '5.991')
171|#lt|2014-03-31|26|False|284.09190081970763|('45.904', '6.129')
172|#lt|2014-06-09|26|False|283.7344550962606|('47.733', '6.970')
173|#ff|2014-01-17|26|False|258.3101015552131|('46.534', '6.621')
174|#sochi2014|2014-02-09|26|False|224.0359006222458|('45.930', '6.710')
175|#alg|2014-06-17|26|False|203.71425841984436|('46.359', '6.483')
176|#apple|2014-09-09|26|False|190.4988922553693|('46.165', '9.864')
177|#brechi|2014-06-28|26|False|65.66207380142058|('47.495', '6.792')
178|#lrt|2014-02-18|25|False|409.14039593522654|('46.149', '6.105')
179|#np|2014-01-30|25|False|386.4464460504357|('45.904', '6.129')
180|#ff|2014-04-04|25|False|312.7352089765814|('45.890', '6.127')
181|#ff|2014-04-25|25|False|304.72087985067657|('46.137', '6.264')
182|#np|2014-02-26|25|False|278.3705960900062|('45.904', '6.129')
183|#lrt|2014-11-26|25|False|260.5673193634824|('47.722', '7.283')
184|#ff|2014-01-03|25|False|233.09261704323538|('46.169', '8.782')
185|#brasil2014|2014-06-12|25|False|228.1330207124113|('46.062', '8.686')
186|#wm2014|2014-07-13|25|False|193.66928503572365|('47.377', '8.537')
187|#bracro|2014-06-12|25|False|154.89840279312818|('47.753', '7.305')
188|#ss8|2014-08-22|25|False|122.2869894765386|('47.774', '7.312')
189|#ss8|2014-08-01|25|False|93.69318553290191|('47.681', '7.408')
190|#aus|2014-06-18|25|False|61.55436332220019|('47.474', '6.693')
191|#bravsger|2014-07-08|25|False|39.78413761160176|('47.255', '8.867')
192|#thevoicekids|2014-09-13|25|False|36.77023086923516|('47.007', '6.967')
193|#lrt|2014-03-01|24|False|469.71326138677495|('46.149', '6.105')
194|#lt|2014-03-08|24|False|393.06226960978915|('45.904', '6.129')
195|#lrt|2014-05-30|24|False|377.9060530858298|('46.397', '6.586')
196|#np|2014-01-19|24|False|353.77686741000355|('45.904', '6.129')
197|#lrt|2014-08-17|24|False|352.8080655510613|('47.515', '7.006')
198|#ff|2014-06-13|24|False|332.78955561038276|('47.186', '8.521')
199|#np|2014-02-05|24|False|320.4733793996857|('45.904', '6.129')
200|#np|2014-01-21|24|False|315.4543397730211|('45.904', '6.129')
201|#ff|2014-01-24|24|False|314.0669467289784|('46.227', '6.085')
202|#lt|2014-03-15|24|False|312.8023746390615|('45.904', '6.129')
203|#ff|2014-02-07|24|False|296.9196107113266|('46.571', '6.824')
204|#ff|2014-04-11|24|False|290.16151444143475|('47.345', '8.337')
205|#lrt|2014-04-27|24|False|254.7236894486035|('45.765', '6.342')
206|#oscars2014|2014-03-03|24|False|228.49306045538975|('47.539', '7.724')
207|#ger|2014-06-21|24|False|195.13768645733725|('46.224', '7.280')
208|#hoppschwiiz|2014-07-01|24|False|154.22152995394916|('47.377', '8.537')
209|#mei|2014-02-09|24|False|136.4044897591762|('47.495', '8.507')
210|#arg|2014-07-05|24|False|106.92082932189568|('46.359', '6.483')
211|#argvssui|2014-07-01|24|False|55.55361335146723|('46.817', '7.342')
212|#lrt|2014-07-28|23|False|518.7321429829833|('46.179', '6.119')
213|#lrt|2014-08-02|23|False|506.0539908833704|('47.478', '6.830')
214|#lrt|2014-02-14|23|False|505.26297264639254|('46.534', '6.621')
215|#lt|2014-08-18|23|False|344.3070899568997|('47.574', '7.560')
216|#lrt|2014-04-22|23|False|281.0030139193721|('47.498', '6.944')
217|#lrt|2014-08-16|23|False|265.92377644359027|('47.008', '9.496')
218|#ff|2014-01-31|23|False|244.5248848921389|('46.160', '6.267')
219|#cdm2014|2014-07-13|23|False|219.92785430598073|('46.375', '6.921')
220|#lrt|2014-10-27|23|False|208.41221228372981|('47.722', '7.283')
221|#wm2014|2014-06-20|23|False|185.2464705223198|('47.495', '8.507')
222|#frapar|2014-06-01|23|False|156.53639302125293|('47.618', '6.152')
223|#brecro|2014-06-12|23|False|127.87912387229063|('47.520', '6.805')
224|#superbowl|2014-02-03|23|False|126.08402423495126|('45.941', '6.033')
225|#argbel|2014-07-05|23|False|80.06322885524392|('46.512', '6.658')
226|#wca|2014-03-21|23|False|33.97423358832784|('47.612', '6.125')
227|#np|2014-08-03|22|False|465.50326027587505|('46.722', '7.061')
228|#np|2014-01-05|22|False|400.8584220212692|('45.904', '6.129')
229|#np|2014-01-14|22|False|382.3126169075669|('45.904', '6.129')
230|#lt|2014-03-22|22|False|376.8464816405036|('45.904', '6.129')
231|#np|2014-02-18|22|False|369.93972741190976|('46.209', '6.140')
232|#worldcup2014|2014-06-14|22|False|358.5867697460405|('46.224', '7.280')
233|#job|2014-10-01|22|False|355.343085755191|('46.948', '7.445')
234|#ff|2014-02-21|22|False|344.1372558908113|('47.034', '8.331')
235|#jobs|2014-10-01|22|False|317.3028447202959|('46.233', '6.135')
236|#lrt|2014-04-07|22|False|308.1378899019719|('46.400', '6.587')
237|#jobs|2014-12-01|22|False|294.19510381698893|('46.214', '6.111')
238|#np|2014-02-25|22|False|288.08829668772626|('46.819', '7.142')
239|#lrt|2014-04-28|22|False|281.92664492125124|('47.752', '7.326')
240|#np|2014-03-04|22|False|262.3592987337034|('46.246', '6.133')
241|#ff|2014-03-21|22|False|260.8016138432088|('47.661', '6.960')
242|#happybirthdayniall|2014-09-13|22|False|202.52297402863854|('47.477', '6.827')
243|#psgche|2014-04-02|22|False|193.91508905496354|('46.817', '7.342')
244|#col|2014-06-19|22|False|140.91535923562134|('47.520', '6.805')
245|#italiainghilterra|2014-06-14|22|False|138.68717705391887|('45.834', '8.741')
246|#uru|2014-06-19|22|False|124.48333396859798|('47.474', '6.693')
247|#uru|2014-06-24|22|False|117.37572831853397|('47.730', '8.589')
248|#realatletico|2014-05-24|22|False|100.39278745644093|('47.194', '8.510')
249|#wwdc14|2014-06-02|22|False|93.52057742067993|('47.377', '8.537')
250|#lesanges6|2014-03-09|22|False|51.895380453453335|('45.802', '5.983')
251|#thevoice|2014-04-19|22|False|48.31755745413185|('47.502', '6.792')
252|#coluru|2014-06-28|22|False|39.739349444753884|('45.828', '6.163')
253|#thevoicekids|2014-09-06|22|False|33.801287780993455|('46.190', '6.099')
254|#lt|2014-03-14|21|False|413.81379498727284|('45.904', '6.129')
255|#np|2014-03-01|21|False|384.43015173919576|('45.904', '6.129')
256|#jobs|2014-11-17|21|False|377.9429010632063|('46.213', '6.111')
257|#job|2014-07-28|21|False|333.8826069173878|('46.213', '6.146')
258|#ff|2014-02-28|21|False|325.0885433402892|('47.345', '8.337')
259|#job|2014-08-12|21|False|284.98943121425685|('46.948', '7.445')
260|#job|2014-08-05|21|False|281.3318508884392|('46.213', '6.146')
261|#jobs|2014-09-09|21|False|265.7341433987368|('46.229', '6.134')
262|#job|2014-08-10|21|False|263.5869347442712|('46.213', '6.146')
263|#cdm2014|2014-07-08|21|False|203.96010988125397|('47.245', '6.047')
264|#wm2014|2014-06-30|21|False|198.26895826305866|('47.377', '8.537')
265|#cdm2014|2014-06-16|21|False|173.62878945058938|('47.742', '7.297')
266|#arg|2014-06-21|21|False|147.36222432918566|('47.520', '6.805')
267|#brened|2014-07-12|21|False|145.37323669434215|('47.263', '6.048')
268|#ned|2014-06-13|21|False|129.15192606884884|('47.496', '7.631')
269|#usa|2014-06-22|21|False|125.14623176576296|('47.383', '8.540')
270|#angita|2014-06-14|21|False|106.38119944968737|('47.638', '6.854')
271|#dals|2014-09-27|21|False|100.65790171518941|('47.787', '7.342')
272|#gervsarg|2014-07-13|21|False|79.71610929906892|('47.254', '8.867')
273|#nedvsarg|2014-07-09|21|False|64.0323226249114|('47.255', '8.867')
274|#ausopen|2014-01-26|21|False|62.04997923319157|('46.248', '7.318')
275|#thevoice|2014-05-03|21|False|52.807515232774286|('47.526', '6.822')
276|#qvemf|2014-06-13|21|False|32.239699425228956|('46.318', '6.036')
277|#np|2014-03-02|20|False|441.8907239219594|('45.904', '6.129')
278|#np|2014-01-02|20|False|426.8423508152355|('46.209', '6.124')
279|#lt|2014-09-09|20|False|386.2045614371644|('46.543', '6.597')
280|#np|2014-05-16|20|False|360.7851155641739|('45.904', '6.129')
281|#jobs|2014-11-18|20|False|355.7595134852325|('46.213', '6.111')
282|#job|2014-09-18|20|False|352.5985644446886|('46.198', '6.142')
283|#jobs|2014-12-05|20|False|325.12616353473436|('46.233', '6.135')
284|#lrt|2014-04-19|20|False|320.64838438558206|('46.777', '6.631')
285|#ff|2014-05-09|20|False|304.47790751903597|('47.179', '7.303')
286|#job|2014-09-17|20|False|303.6120147783211|('46.213', '6.146')
287|#job|2014-09-12|20|False|296.5247092557507|('46.198', '6.142')
288|#lrt|2014-11-18|20|False|294.6173098620826|('47.722', '7.283')
289|#job|2014-08-11|20|False|288.414348130399|('46.494', '6.389')
290|#np|2014-02-06|20|False|258.1020970790051|('45.904', '6.129')
291|#job|2014-09-02|20|False|249.07446734402296|('46.213', '6.146')
292|#job|2014-09-25|20|False|248.63304774345917|('46.213', '6.146')
293|#job|2014-10-04|20|False|248.07530208137126|('46.213', '6.146')
294|#job|2014-09-26|20|False|245.67441095321274|('46.470', '6.842')
295|#job|2014-10-03|20|False|222.2123878498636|('46.470', '6.842')
296|#job|2014-08-26|20|False|209.35544307041525|('46.948', '7.445')
297|#mtvhottest|2014-07-20|20|False|188.3866228536312|('46.922', '6.345')
298|#clasico|2014-03-23|20|False|143.9523331007179|('47.381', '6.381')
299|#gerbra|2014-07-08|20|False|114.29303467777657|('46.958', '7.435')
300|#brecol|2014-07-04|20|False|88.7026413164176|('47.612', '6.125')
301|#ss8|2014-07-22|20|False|75.95193399958909|('47.263', '6.049')
302|#applelive|2014-09-09|20|False|67.65056715809978|('45.789', '9.067')
303|#psgbar|2014-09-30|20|False|53.08497017651959|('46.817', '7.342')
304|#braned|2014-07-12|20|False|43.0056907016548|('47.495', '8.507')
305|#np|2014-07-23|19|False|509.3393718839697|('45.990', '7.742')
306|#np|2014-02-20|19|False|462.71805790471495|('46.149', '6.105')
307|#off|2014-06-12|19|False|449.26608089892227|('46.359', '6.483')
308|#lt|2014-08-13|19|False|393.46844738044894|('47.796', '7.383')
309|#mtvhottest|2014-07-25|19|False|353.8011466092664|('46.468', '6.846')
310|#jobs|2014-10-31|19|False|351.3906919367063|('46.470', '6.842')
311|#job|2014-10-02|19|False|345.176889971263|('46.213', '6.146')
312|#job|2014-08-02|19|False|341.44876777108504|('46.948', '7.445')
313|#job|2014-08-03|19|False|337.4451325527803|('46.213', '6.146')
314|#np|2014-02-11|19|False|334.76247321475773|('47.287', '6.075')
315|#job|2014-09-16|19|False|334.4006643507489|('46.213', '6.146')
316|#lrt|2014-12-30|19|False|334.20978189219403|('47.722', '7.283')
317|#job|2014-08-15|19|False|327.8511971245492|('46.213', '6.146')
318|#jobs|2014-11-28|19|False|324.16387786691365|('46.470', '6.842')
319|#job|2014-10-31|19|False|323.8881670881839|('46.470', '6.842')
320|#job|2014-07-18|19|False|317.3551942428056|('46.198', '6.142')
321|#jobs|2014-06-09|19|False|315.46803662968176|('46.218', '6.141')
322|#ff|2014-06-20|19|False|313.2149926436949|('47.660', '6.959')
323|#job|2014-07-25|19|False|306.974140723423|('46.213', '6.146')
324|#job|2014-08-24|19|False|306.4669631654031|('46.948', '7.445')
325|#jobs|2014-05-30|19|False|295.29235567126005|('47.196', '8.529')
326|#job|2014-08-08|19|False|295.1276225815348|('46.948', '7.445')
327|#job|2014-07-31|19|False|287.39376278971696|('46.213', '6.146')
328|#job|2014-08-04|19|False|285.0262217956641|('46.213', '6.146')
329|#np|2014-02-16|19|False|283.8075872409348|('45.904', '6.129')
330|#emabiggestfans1d|2014-11-08|19|False|279.4989314900122|('45.802', '8.706')
331|#coupedumonde|2014-06-15|19|False|273.3340754081007|('47.783', '7.272')
332|#job|2014-07-30|19|False|272.91892405302775|('46.213', '6.146')
333|#jobs|2014-09-19|19|False|272.36613600380673|('46.233', '6.135')
334|#jobs|2014-11-14|19|False|267.4601973973606|('46.470', '6.842')
335|#job|2014-11-23|19|False|267.22095106260184|('46.494', '6.389')
336|#np|2014-02-10|19|False|262.63586493587906|('45.904', '6.129')
337|#job|2014-09-20|19|False|262.3178554400494|('46.213', '6.146')
338|#jobs|2014-11-07|19|False|261.4669195807677|('46.470', '6.842')
339|#job|2014-08-20|19|False|257.48666929894966|('46.948', '7.445')
340|#lt|2014-05-10|19|False|255.9211948890637|('45.904', '6.129')
341|#jobs|2014-12-19|19|False|255.04967062268554|('46.494', '6.389')
342|#job|2014-08-13|19|False|243.02373907743564|('46.494', '6.389')
343|#jobs|2014-11-05|19|False|241.38531300038272|('46.233', '6.135')
344|#job|2014-08-09|19|False|239.30856656069236|('46.213', '6.146')
345|#job|2014-08-14|19|False|233.3649874982241|('46.948', '7.445')
346|#jobs|2014-11-27|19|False|227.7176101887844|('46.470', '6.842')
347|#som14|2014-04-09|19|False|225.66702857367952|('47.411', '8.553')
348|#job|2014-09-24|19|False|212.92523137790255|('46.198', '6.142')
349|#job|2014-08-07|19|False|201.9266004410107|('46.213', '6.146')
350|#job|2014-09-07|19|False|196.29815251216488|('46.948', '7.445')
351|#job|2014-09-30|19|False|192.97786469797526|('46.213', '6.146')
352|#job|2014-09-06|19|False|186.40423420328082|('46.213', '6.146')
353|#apple|2014-06-02|19|False|179.65178109047397|('47.478', '6.628')
354|#iphone6|2014-09-09|19|False|163.9275480873534|('46.165', '9.864')
355|#sochi2014|2014-02-19|19|False|140.08334875256176|('47.424', '8.691')
356|#lesanges6|2014-03-10|19|False|133.02022280427644|('45.802', '5.983')
357|#ecu|2014-06-15|19|False|127.18230227981583|('47.474', '6.693')
358|#brits2014|2014-02-19|19|False|118.82243401688365|('46.786', '6.628')
359|#thevoice|2014-03-22|19|False|114.83326692593025|('47.715', '7.166')
360|#ss8|2014-09-26|19|False|91.34074725119586|('45.901', '6.093')
361|#thevoice|2014-04-05|19|False|87.0810325052409|('45.980', '6.136')
362|#thevoice|2014-03-01|19|False|66.95649297944831|('47.503', '6.862')
363|#ausopen2014|2014-01-26|19|False|59.8265458234051|('47.314', '7.922')
364|#xf8|2014-12-11|19|False|59.655063456675066|('45.889', '8.888')
365|#esp|2014-06-13|19|False|47.95696162649201|('47.474', '6.692')
366|#gervsalg|2014-06-30|19|False|46.90734312064942|('46.940', '7.424')
367|#np|2014-02-03|18|False|474.93700504553414|('45.904', '6.129')
368|#lt|2014-07-23|18|False|421.929171446267|('46.189', '6.112')
369|#ss8|2014-09-19|18|False|379.00402445405086|('47.754', '7.337')
370|#np|2014-02-04|18|False|354.9523137237394|('45.904', '6.129')
371|#job|2014-11-11|18|False|351.73298892546103|('46.470', '6.842')
372|#job|2014-11-28|18|False|348.1725665613364|('46.470', '6.842')
373|#lt|2014-08-11|18|False|340.3202544512091|('46.627', '8.029')
374|#jobs|2014-09-10|18|False|337.89198864288375|('46.229', '6.134')
375|#jobs|2014-12-07|18|False|337.3291487992546|('46.494', '6.389')
376|#jobs|2014-11-19|18|False|334.48526092196397|('46.470', '6.842')
377|#job|2014-11-19|18|False|333.84744866120116|('46.470', '6.842')
378|#np|2014-04-03|18|False|331.89110478460714|('47.752', '7.326')
