userId|tweetsHome|homeLatitude|homeLongitude|tweetsWork|workLatitude|workLongitude|distance|time|homeCanton|workCanton
13943|23.0|46.29|7.53|13.0|46.44|6.91|87.275|52.416666666666664|VS|VD
50043|25.0|46.53|6.61|11.0|46.53|6.62|1.944|6.433333333333334|VD|VD
53423|11.0|46.39|6.24|14.0|46.52|6.63|39.004|32.65|VD|VD
55223|12.0|46.51|6.65|15.0|46.53|6.64|3.855|11.55|VD|VD
99983|44.0|47.5|8.77|27.0|47.38|8.54|27.403|31.35|ZH|ZH
371243|14.0|46.03|8.94|5.0|46.02|8.97|5.739|11.516666666666667|TI|TI
621173|8.0|46.25|6.13|11.0|46.55|7.91|227.946|152.63333333333333|GE|BE
634553|27.0|46.2|6.2|79.0|46.19|6.13|9.183|21.45|GE|GE
647043|63.0|45.93|9.47|30.0|45.99|8.95|78.416|83.95|Lombardia|TI
652193|19.0|47.37|8.54|26.0|46.15|8.77|202.452|149.55|ZH|TI
714913|43.0|47.43|9.38|18.0|47.42|9.37|1.617|7.316666666666666|SG|SG
759118|18.0|46.49|6.38|11.0|46.53|6.65|31.313|28.366666666666667|VD|VD
817997|17.0|46.81|7.15|41.0|46.8|7.16|3.762|11.35|FR|FR
1079931|33.0|47.16|8.29|10.0|47.2|8.49|21.187|27.183333333333334|LU|ZG
1316921|40.0|47.2|8.07|26.0|47.17|8.11|6.746|10.666666666666666|LU|LU
1443951|14.0|46.96|7.44|8.0|46.95|7.44|1.371|3.6166666666666667|BE|BE
1629241|24.0|46.94|7.51|8.0|47.38|8.54|127.296|91.88333333333334|BE|ZH
1981091|18.0|47.4|8.53|29.0|47.39|8.52|4.04|10.25|ZH|ZH
3916111|41.0|47.38|8.54|29.0|47.31|8.52|11.113|21.2|ZH|ZH
4997711|43.0|46.33|6.39|73.0|46.18|6.14|27.814|46.333333333333336|Auvergne-Rhône-Alpes|GE
5429882|54.0|46.94|7.42|23.0|47.38|8.54|125.25|88.58333333333333|BE|ZH
5733162|45.0|47.39|8.55|20.0|47.38|8.54|2.348|8.666666666666666|ZH|ZH
5908302|82.0|47.46|8.31|88.0|47.38|8.54|24.37|31.6|AG|ZH
6038672|11.0|47.59|8.21|101.0|46.53|6.56|214.286|148.6|AG|VD
6194482|33.0|47.37|8.54|12.0|47.36|8.52|3.141|10.316666666666666|ZH|ZH
6388972|371.0|47.39|8.62|99.0|47.38|8.54|10.688|16.15|ZH|ZH
6848912|17.0|47.2|8.77|19.0|47.38|8.54|37.61|34.983333333333334|SZ|ZH
7331082|178.0|47.19|8.54|197.0|47.38|8.54|35.8|37.166666666666664|ZG|ZH
7703352|345.0|46.53|6.65|40.0|46.51|6.62|4.272|14.366666666666667|VD|VD
8077292|21.0|46.67|7.72|10.0|46.96|7.45|45.532|39.766666666666666|BE|BE
8673832|309.0|47.41|8.72|243.0|47.36|8.51|24.577|31.65|ZH|ZH
11789092|19.0|46.94|7.46|11.0|46.95|7.44|4.537|13.116666666666667|BE|BE
12955622|73.0|46.51|6.55|23.0|46.48|6.43|13.186|22.983333333333334|VD|VD
12960732|42.0|47.38|8.52|9.0|47.38|8.53|1.501|6.15|ZH|ZH
13392692|200.0|47.39|8.45|105.0|47.38|8.54|9.376|22.2|ZH|ZH
13688402|18.0|46.49|9.83|10.0|46.32|9.4|47.837|59.86666666666667|GR|Lombardia
14061499|355.0|47.42|8.54|123.0|47.44|8.57|3.779|9.15|ZH|ZH
14106683|117.0|47.41|8.12|40.0|47.35|7.91|30.891|25.9|AG|SO
14184860|9.0|47.53|7.64|21.0|47.43|8.67|90.504|63.15|BL|ZH
14232524|74.0|47.38|8.53|85.0|47.35|8.56|4.587|12.216666666666667|ZH|ZH
14260616|100.0|47.49|8.34|73.0|47.48|8.3|7.396|11.466666666666667|AG|AG
14274896|96.0|46.96|7.48|53.0|46.94|7.43|5.883|14.55|BE|BE
14302013|148.0|47.36|8.55|26.0|47.38|8.54|2.813|10.916666666666666|ZH|ZH
14337395|13.0|47.52|8.55|5.0|47.38|8.54|20.185|22.683333333333334|ZH|ZH
14349254|22.0|47.4|8.55|6.0|47.44|8.56|7.159|8.566666666666666|ZH|ZH
14418232|39.0|47.39|8.52|47.0|47.38|8.54|3.428|10.85|ZH|ZH
14512645|15.0|47.66|8.86|20.0|47.61|8.73|16.002|18.783333333333335|SH|ZH
14628530|28.0|47.37|8.53|59.0|47.38|8.55|4.106|14.033333333333333|ZH|ZH
14746865|51.0|47.18|9.13|137.0|47.42|9.36|127.879|99.66666666666667|SG|SG
14943815|18.0|47.37|8.53|11.0|47.37|8.54|1.566|6.066666666666666|ZH|ZH
14952787|18.0|46.03|8.94|30.0|47.38|8.54|203.65|146.16666666666666|TI|ZH
14973652|14.0|47.82|8.97|24.0|47.39|8.52|87.212|68.23333333333333|BW|ZH
15051518|32.0|47.38|8.53|29.0|46.02|7.75|||ZH|VS
15062968|1358.0|47.18|8.61|579.0|47.05|8.32|45.671|43.46666666666667|ZG|LU
15155591|24.0|46.5|7.29|15.0|46.95|7.39|88.13|77.3|BE|BE
15196012|50.0|47.67|9.47|9.0|47.45|8.56|130.691|104.93333333333334|BW|ZH
15211869|105.0|46.2|6.14|111.0|47.38|8.54|277.398|186.4|GE|ZH
15263152|14.0|47.42|8.49|22.0|47.41|8.51|3.439|7.416666666666667|ZH|ZH
15363451|11.0|47.58|8.52|13.0|47.41|8.55|24.155|24.1|ZH|ZH
15381269|26.0|47.05|8.31|51.0|47.42|8.55|63.831|50.8|LU|ZH
15536268|109.0|47.56|7.58|75.0|47.56|7.61|5.421|10.183333333333334|BS|BS
15582248|41.0|47.42|9.37|31.0|47.38|8.54|83.814|55.25|SG|ZH
15733376|149.0|47.43|8.54|50.0|47.38|8.54|9.693|13.3|ZH|ZH
15735835|45.0|47.06|8.3|10.0|46.82|8.03|52.334|63.36666666666667|LU|LU
15830132|24.0|46.38|6.24|162.0|46.53|6.56|41.306|33.016666666666666|VD|VD
15891492|326.0|46.53|6.61|119.0|46.52|6.64|3.058|10.766666666666667|VD|VD
16145458|32.0|47.41|8.55|23.0|47.37|8.52|9.245|20.6|ZH|ZH
16155585|58.0|47.38|8.54|16.0|46.96|7.46|118.971|79.21666666666667|ZH|BE
16167591|181.0|46.02|8.94|43.0|47.4|8.61|219.985|152.81666666666666|TI|ZH
16387598|65.0|47.38|8.28|16.0|47.43|8.17|13.732|18.266666666666666|AG|AG
16486859|107.0|47.18|8.52|12.0|47.44|8.46|44.107|35.35|ZG|ZH
17365179|7.0|47.05|8.27|23.0|47.05|8.31|3.956|13.433333333333334|LU|LU
17366149|50.0|46.96|7.45|16.0|47.22|7.77|51.982|40.516666666666666|BE|BE
17394761|175.0|47.37|8.52|117.0|47.41|8.54|6.155|13.816666666666666|ZH|ZH
17732964|54.0|46.2|6.15|72.0|46.23|6.13|5.875|17.983333333333334|GE|GE
17817005|222.0|46.94|7.47|30.0|47.4|8.55|127.781|82.96666666666667|BE|ZH
17998643|65.0|46.53|6.65|73.0|47.38|8.54|222.33|144.36666666666667|VD|ZH
18165757|14.0|47.44|9.37|182.0|46.23|6.14|364.583|229.35|SG|GE
18201925|47.0|47.48|9.04|14.0|47.47|9.39|38.504|36.666666666666664|SG|SG
18213699|19.0|46.29|7.97|8.0|46.29|7.88|7.983|13.133333333333333|VS|VS
18253734|8.0|46.93|7.63|14.0|46.46|7.51|69.546|80.53333333333333|BE|BE
18610520|35.0|46.42|6.93|43.0|46.41|6.27|79.168|53.266666666666666|VD|VD
18685974|124.0|47.37|8.52|81.0|47.38|8.54|2.99|12.466666666666667|ZH|ZH
18700719|27.0|46.42|6.23|22.0|46.22|6.15|29.326|23.3|VD|GE
19139998|62.0|46.14|6.13|13.0|46.22|6.15|21.882|24.666666666666668|Auvergne-Rhône-Alpes|GE
19340618|26.0|47.4|8.53|11.0|47.44|8.57|8.055|10.366666666666667|ZH|ZH
19387299|22.0|47.11|8.38|23.0|47.04|8.32|15.819|23.033333333333335|LU|LU
19399483|648.0|46.63|6.55|328.0|46.53|6.64|20.057|24.416666666666668|VD|VD
19423714|22.0|47.42|9.36|20.0|47.33|9.43|18.235|25.6|SG|AI
19884962|136.0|47.28|7.43|77.0|47.38|8.54|100.985|84.65|BE|ZH
20228663|67.0|46.18|6.07|5.0|46.18|6.08|0.954|2.1333333333333333|GE|GE
20303112|20.0|46.41|6.27|19.0|46.52|6.6|35.065|25.016666666666666|VD|VD
20312693|85.0|47.13|7.25|65.0|47.39|8.69|131.335|92.28333333333333|BE|ZH
20967948|61.0|46.86|6.84|57.0|46.81|8.22|166.252|141.88333333333333|FR|OW
21240544|12.0|46.21|6.08|10.0|46.22|6.09|1.938|6.233333333333333|GE|GE
21386707|38.0|46.51|6.64|41.0|46.52|6.63|1.743|6.3|VD|VD
22074849|34.0|46.15|8.88|5.0|47.14|8.43|158.128|115.05|TI|ZG
22275735|95.0|45.81|9.08|33.0|46.01|8.94|37.178|39.38333333333333|Lombardia|TI
22352254|525.0|47.26|8.84|95.0|47.35|8.72|19.811|19.75|ZH|ZH
22804260|282.0|47.49|8.22|55.0|47.53|8.22|5.788|8.95|AG|AG
22890896|23.0|47.23|8.84|19.0|47.38|8.49|42.219|40.45|SG|ZH
23221312|75.0|47.38|8.54|21.0|47.74|10.3|206.438|146.96666666666667|ZH|BY
23319279|31.0|47.39|8.52|17.0|47.37|8.54|5.378|18.266666666666666|ZH|ZH
23388025|53.0|47.54|8.45|8.0|47.38|8.54|27.096|30.216666666666665|ZH|ZH
23933098|102.0|46.2|6.14|11.0|46.23|6.14|4.585|15.616666666666667|GE|GE
24505404|107.0|47.11|8.51|276.0|47.11|8.53|4.102|8.333333333333334|ZG|ZG
24781177|68.0|47.41|9.24|27.0|47.42|9.37|15.214|15.45|SG|SG
25306040|226.0|47.4|8.41|153.0|47.38|8.54|13.979|22.1|ZH|ZH
25478329|15.0|47.38|8.54|28.0|46.42|6.14|262.44|170.15|ZH|VD
25482373|50.0|46.21|6.04|18.0|46.2|6.15|12.294|29.583333333333332|GE|GE
25583887|27.0|47.41|8.54|38.0|47.38|8.5|5.478|12.133333333333333|ZH|ZH
25915206|7.0|46.95|7.44|14.0|47.36|8.51|131.323|87.13333333333334|BE|ZH
26840403|8.0|47.38|8.53|41.0|47.35|8.56|4.587|12.216666666666667|ZH|ZH
26943860|149.0|47.53|7.63|51.0|47.38|8.54|81.011|60.88333333333333|BL|ZH
26974807|16.0|46.17|6.87|27.0|46.21|6.14|128.387|98.36666666666666|VS|GE
28168110|33.0|47.56|7.62|49.0|47.56|7.58|4.088|11.316666666666666|BS|BS
28217882|74.0|47.36|8.53|190.0|47.4|8.48|8.222|18.95|ZH|ZH
28427375|14.0|46.38|6.24|15.0|46.23|6.11|28.081|22.683333333333334|VD|GE
29430823|11.0|47.38|8.54|11.0|47.37|8.52|3.892|13.7|ZH|ZH
29822855|16.0|47.29|8.62|25.0|47.44|8.57|21.035|33.11666666666667|ZH|ZH
30422323|30.0|47.45|8.56|15.0|47.31|8.53|19.923|28.05|ZH|ZH
30775694|86.0|47.55|7.59|64.0|47.05|8.31|96.19|69.2|BS|LU
32351487|13.0|47.46|8.02|25.0|47.38|8.54|52.532|48.733333333333334|AG|ZH
33867762|82.0|46.21|6.11|19.0|46.23|6.1|3.5|7.683333333333334|GE|GE
35203074|229.0|47.5|8.72|80.0|47.37|8.55|24.712|27.433333333333334|ZH|ZH
35541585|14.0|47.56|7.58|10.0|46.25|6.13|247.255|153.45|BS|GE
35715008|27.0|47.66|9.43|8.0|47.45|8.56|127.263|100.8|BW|ZH
36134909|189.0|47.3|8.86|93.0|47.38|8.49|36.799|43.86666666666667|ZH|ZH
36391167|16.0|46.95|7.46|42.0|46.95|7.43|3.584|11.433333333333334|BE|BE
36621722|44.0|47.36|8.57|20.0|47.57|7.58|88.952|72.71666666666667|ZH|BS
37087225|172.0|47.58|8.61|167.0|47.5|8.74|16.167|23.1|ZH|ZH
37660453|25.0|47.37|8.54|21.0|47.36|8.55|1.836|6.983333333333333|ZH|ZH
37914588|54.0|47.54|7.61|20.0|47.55|7.59|3.302|11.55|BS|BS
37925177|15.0|46.2|6.15|51.0|46.25|6.13|9.967|21.683333333333334|GE|GE
38374406|17.0|46.52|6.63|7.0|46.51|6.63|2.279|7.633333333333334|VD|VD
38869414|117.0|46.52|6.47|48.0|46.5|6.48|3.56|11.616666666666667|VD|VD
40104065|91.0|46.95|7.44|9.0|46.21|6.15|157.753|101.05|BE|GE
40104410|179.0|46.82|8.23|34.0|46.49|6.39|226.405|171.93333333333334|OW|VD
40132746|88.0|46.95|7.44|41.0|47.37|8.55|124.344|92.9|BE|ZH
40210910|18.0|46.1|7.23|14.0|47.14|7.37|185.265|128.63333333333333|VS|BE
40214083|164.0|47.36|8.52|30.0|47.57|7.59|92.275|62.516666666666666|ZH|BS
40217178|157.0|46.86|9.51|27.0|46.85|9.53|3.164|7.933333333333334|GR|GR
40543544|11.0|47.42|8.54|20.0|47.47|8.31|24.868|23.0|ZH|AG
40845730|229.0|47.39|8.48|40.0|47.46|8.41|21.465|21.433333333333334|ZH|ZH
41484765|41.0|46.2|6.15|37.0|46.2|6.12|4.268|16.75|GE|GE
41912034|202.0|46.99|7.45|44.0|46.96|7.44|4.805|8.616666666666667|BE|BE
42187726|27.0|47.26|8.69|38.0|47.25|8.71|2.766|6.766666666666667|ZH|ZH
42246908|94.0|46.96|7.49|120.0|47.13|7.26|37.565|29.45|BE|BE
42659169|38.0|47.26|8.37|7.0|47.25|8.37|1.81|3.433333333333333|AG|AG
43287312|17.0|47.37|8.54|14.0|46.69|7.85|119.863|102.78333333333333|ZH|BE
44144339|39.0|47.11|7.23|11.0|46.95|7.44|38.948|34.016666666666666|BE|BE
44319899|329.0|46.23|6.13|291.0|46.22|6.14|2.144|5.583333333333333|GE|GE
44474689|58.0|47.64|9.17|47.0|47.71|9.15|13.434|22.883333333333333|TG|BW
45321360|103.0|47.36|8.52|38.0|47.37|8.54|3.177|10.9|ZH|ZH
45722802|12.0|46.2|6.16|101.0|46.23|6.14|5.041|14.25|GE|GE
45981735|131.0|46.99|6.87|33.0|47.0|6.94|7.235|16.0|NE|NE
47706812|1212.0|47.61|7.57|249.0|47.57|7.58|6.43|15.7|Grand Est|BS
47975976|68.0|46.01|8.96|61.0|46.02|8.97|2.074|5.966666666666667|TI|TI
48284672|34.0|47.36|8.53|29.0|47.38|8.54|3.374|11.75|ZH|ZH
48375734|16.0|46.2|6.14|11.0|45.97|9.15|371.166|266.73333333333335|GE|Lombardia
48424248|20.0|46.09|7.23|26.0|46.1|7.23|1.571|4.45|VS|VS
48817502|326.0|46.16|7.12|564.0|46.8|7.16|109.265|82.71666666666667|VS|FR
49398950|229.0|47.28|8.41|57.0|47.38|8.54|22.645|29.483333333333334|ZH|ZH
49996637|19.0|47.56|8.9|17.0|47.42|9.38|48.822|38.7|TG|SG
50406569|49.0|46.99|6.94|19.0|47.0|6.95|1.951|7.5|NE|NE
50590034|21.0|46.2|6.16|33.0|46.25|6.13|9.335|17.733333333333334|GE|GE
51678627|67.0|46.51|6.67|12.0|46.52|6.63|3.615|10.35|VD|VD
52129399|23.0|46.84|6.92|25.0|46.71|6.78|21.252|24.716666666666665|VD|VD
52365505|59.0|47.16|8.53|54.0|47.2|8.54|8.779|15.166666666666666|ZG|ZG
53130886|18.0|47.38|8.54|16.0|47.56|7.58|83.777|63.71666666666667|ZH|BS
53520309|16.0|47.41|8.58|14.0|47.38|8.54|10.172|12.6|ZH|ZH
53898393|63.0|46.22|6.13|9.0|46.23|6.14|1.678|5.416666666666667|GE|GE
54521295|24.0|46.53|6.62|14.0|46.52|6.63|1.92|6.35|VD|VD
55334516|57.0|46.95|7.43|17.0|46.52|6.63|105.462|70.05|BE|VD
56808658|12.0|47.25|8.61|44.0|47.5|8.73|46.283|47.733333333333334|ZH|ZH
57083694|12.0|47.06|8.33|32.0|47.05|8.31|2.561|9.016666666666667|LU|LU
57095106|14.0|47.16|8.44|7.0|47.37|8.54|35.362|30.033333333333335|ZG|ZH
58773902|89.0|46.94|7.43|20.0|46.95|7.45|5.08|12.75|BE|BE
59060729|12.0|46.37|6.33|6.0|46.47|6.84|73.228|83.71666666666667|Auvergne-Rhône-Alpes|VD
59070445|119.0|47.37|8.51|10.0|47.38|8.55|6.511|17.266666666666666|ZH|ZH
59377252|89.0|46.25|6.13|26.0|46.77|9.82|426.632|282.6666666666667|GE|GR
59425338|49.0|47.49|8.75|19.0|47.5|8.74|1.477|4.25|ZH|ZH
59426057|30.0|46.21|6.13|9.0|46.19|6.12|4.953|11.916666666666666|GE|GE
61120378|56.0|46.87|7.56|37.0|46.96|7.45|17.559|21.666666666666668|BE|BE
61231929|196.0|46.53|6.61|168.0|46.53|6.65|4.86|16.55|VD|VD
61719890|92.0|47.07|8.38|89.0|47.01|8.34|13.917|31.666666666666668|LU|LU
61804780|15.0|46.02|7.75|23.0|47.45|8.56|||VS|ZH
62237077|34.0|47.56|7.59|7.0|46.82|9.3|226.407|147.53333333333333|BS|GR
62898849|166.0|47.4|8.63|30.0|47.38|8.55|9.763|17.433333333333334|ZH|ZH
63705191|183.0|46.0|8.98|28.0|46.02|8.95|5.605|16.35|TI|TI
63832980|19.0|46.21|6.15|31.0|46.22|6.15|1.312|3.8666666666666667|GE|GE
64151177|12.0|46.83|8.65|20.0|47.4|8.55|86.789|68.75|UR|ZH
65717471|12.0|47.38|8.5|15.0|47.43|8.67|16.588|21.583333333333332|ZH|ZH
65903621|26.0|46.01|8.91|11.0|46.02|8.91|1.681|4.433333333333334|TI|TI
66127615|37.0|47.36|8.51|58.0|47.37|8.53|2.359|7.083333333333333|ZH|ZH
66378123|126.0|46.53|6.64|30.0|46.2|6.14|65.527|64.0|VD|GE
67688606|23.0|47.51|8.54|14.0|47.45|8.56|9.565|12.833333333333334|ZH|ZH
68636567|17.0|47.29|8.54|6.0|46.2|9.03|169.639|120.83333333333333|ZH|TI
69073186|23.0|46.52|6.5|13.0|46.53|6.63|14.135|20.3|VD|VD
69554756|27.0|46.21|6.11|26.0|46.42|6.28|33.007|26.85|GE|VD
69741682|11.0|46.44|6.91|9.0|46.58|7.08|40.857|31.333333333333332|VD|FR
70102129|11.0|46.33|6.17|15.0|46.52|6.63|47.673|33.56666666666667|VD|VD
71528370|283.0|47.78|9.61|342.0|47.37|8.54|141.005|124.91666666666667|BW|ZH
72195002|15.0|46.2|6.15|8.0|46.21|6.15|2.774|11.983333333333333|GE|GE
72533082|5.0|47.38|8.54|39.0|47.4|8.54|3.796|7.016666666666667|ZH|ZH
73901619|69.0|46.81|8.22|19.0|46.97|6.87|172.63|136.26666666666668|OW|NE
74168698|26.0|46.52|6.63|18.0|46.52|6.61|2.435|7.866666666666666|VD|VD
74424395|267.0|47.43|8.67|206.0|47.38|8.54|14.365|17.816666666666666|ZH|ZH
74552759|65.0|46.45|6.33|6.0|46.22|6.15|36.481|28.15|VD|GE
75756989|70.0|46.53|6.65|9.0|46.51|6.64|4.331|11.166666666666666|VD|VD
77278293|31.0|46.52|6.63|13.0|46.48|6.43|22.152|26.4|VD|VD
