userId|tweetsHome|homeLatitude|homeLongitude|tweetsWork|workLatitude|workLongitude|distance|time|homeCanton|workCanton
24883|21.0|46.95|7.46|29.0|46.95|7.45|1.14|4.25|BE|BE
55223|16.0|46.51|6.65|17.0|46.2|6.14|65.307|61.35|VD|GE
99983|43.0|47.5|8.77|107.0|47.38|8.54|27.403000000000002|31.35|ZH|ZH
371243|25.0|46.02|8.97|9.0|45.98|8.93|12.363|14.166666666666664|TI|TI
634553|84.0|46.19|6.18|107.0|46.19|6.13|7.517|16.4|GE|GE
640043|35.0|45.8|9.08|57.0|46.02|8.9|45.544|53.95|Lombardia|TI
714913|45.0|47.43|9.38|20.0|47.42|9.36|2.101|6.616666666666666|SG|SG
759118|104.0|46.52|6.6|103.0|46.53|6.65|5.35|16.383333333333333|VD|VD
817997|33.0|46.79|7.16|13.0|46.8|7.16|3.1039999999999996|9.8|FR|FR
1040451|41.0|47.17|8.3|10.0|47.37|8.54|43.799|42.28333333333333|LU|ZH
1079931|53.0|47.16|8.29|9.0|47.02|7.5|96.024|63.13333333333333|LU|BE
3416771|90.0|46.94|7.43|51.0|46.95|7.44|2.296|9.833333333333334|BE|BE
3558021|14.0|46.53|6.62|17.0|46.53|6.64|2.392|8.816666666666666|VD|VD
5017391|148.0|47.38|8.51|28.0|47.38|8.5|1.32|3.9166666666666665|ZH|ZH
5429882|29.0|46.94|7.42|35.0|46.95|7.44|2.5610000000000004|9.95|BE|BE
5816752|34.0|47.35|8.53|7.0|47.37|8.53|2.9930000000000003|8.483333333333333|ZH|ZH
5905092|71.0|47.32|8.79|74.0|47.33|8.78|1.534|3.2|ZH|ZH
5908302|45.0|47.46|8.31|57.0|47.38|8.54|24.37|31.6|AG|ZH
6388972|209.0|47.39|8.62|131.0|47.38|8.54|10.687999999999999|16.15|ZH|ZH
7331082|158.0|47.16|8.55|94.0|47.38|8.54|41.176|45.41666666666666|ZG|ZH
7536672|19.0|46.24|6.14|7.0|46.24|6.15|2.238|5.583333333333332|GE|GE
7703352|94.0|46.53|6.62|61.0|46.51|6.62|3.405|10.816666666666665|VD|VD
7796402|18.0|47.38|8.54|50.0|47.52|8.57|25.771|26.45|ZH|ZH
8307042|19.0|47.07|8.36|10.0|47.1|8.37|6.425|10.766666666666667|LU|LU
8673832|224.0|47.41|8.72|54.0|47.4|8.6|15.097000000000001|14.55|ZH|ZH
8733352|152.0|46.33|6.39|57.0|46.19|6.13|27.561|46.91666666666666|Auvergne-Rhône-Alpes|GE
10636452|52.0|46.19|6.14|12.0|46.2|6.14|1.335|5.3|GE|GE
10994422|22.0|46.23|7.36|11.0|46.23|7.35|1.236|4.4|VS|VS
11414292|16.0|46.53|6.61|7.0|46.52|6.63|2.448|7.933333333333334|VD|VD
11789092|24.0|46.94|7.44|16.0|46.95|7.44|2.742|9.966666666666667|BE|BE
12063802|239.0|47.39|8.52|133.0|47.38|8.54|3.428|10.85|ZH|ZH
12064702|98.0|47.23|8.86|84.0|47.38|8.54|36.281|38.833333333333336|SG|ZH
12181922|54.0|46.25|6.2|31.0|46.19|6.12|10.687999999999999|28.91666666666667|GE|GE
12391462|16.0|47.42|9.38|24.0|47.42|9.37|1.75|4.316666666666666|SG|SG
12408602|15.0|45.84|9.01|32.0|45.83|9.0|3.727|7.383333333333334|TI|TI
12684482|20.0|46.53|6.64|14.0|46.52|6.57|6.942|17.933333333333334|VD|VD
12955622|96.0|46.66|6.61|12.0|46.48|6.43|32.57|31.216666666666665|VD|VD
13688402|11.0|46.49|9.83|9.0|46.32|9.39|48.416000000000004|60.66666666666666|GR|Lombardia
14061499|23.0|47.38|8.54|23.0|47.44|8.57|9.839|11.216666666666667|ZH|ZH
14061925|15.0|47.56|7.61|14.0|47.56|7.58|3.2689999999999997|10.766666666666667|BS|BS
14106683|158.0|47.41|8.12|37.0|47.4|8.13|2.815|4.666666666666667|AG|AG
14109618|87.0|47.34|8.66|5.0|47.45|8.56|18.980999999999998|26.45|ZH|ZH
14121193|17.0|46.53|6.64|39.0|46.58|6.61|8.372|14.25|VD|VD
14143700|148.0|46.97|7.5|249.0|46.95|7.44|9.72|15.183333333333335|BE|BE
14145996|59.0|47.38|8.54|26.0|47.42|8.53|7.075|13.55|ZH|ZH
14168590|27.0|47.39|8.49|95.0|47.37|8.55|7.356|19.35|ZH|ZH
14232524|183.0|47.41|8.51|179.0|47.35|8.56|10.275|26.48333333333333|ZH|ZH
14260616|67.0|47.49|8.34|60.0|47.48|8.3|7.396|11.466666666666667|AG|AG
14465180|44.0|46.53|6.65|7.0|46.44|6.91|27.269000000000002|23.1|VD|VD
14512645|28.0|47.66|8.86|13.0|47.38|8.54|56.128|47.63333333333333|SH|ZH
14556611|92.0|46.31|6.18|42.0|46.29|6.16|4.232|7.816666666666666|VD|GE
14628530|10.0|47.38|8.54|11.0|47.38|8.55|3.613|11.566666666666665|ZH|ZH
14741853|38.0|47.54|7.73|43.0|47.54|7.74|1.409|3.1|AG|AG
14797915|93.0|47.51|8.75|298.0|47.38|8.54|32.172|31.8|ZH|ZH
14943815|13.0|47.37|8.53|12.0|47.37|8.54|1.5659999999999998|6.066666666666666|ZH|ZH
14966008|47.0|46.24|6.09|26.0|46.2|6.14|8.172|24.566666666666666|GE|GE
14973652|11.0|47.39|8.49|21.0|47.39|8.52|3.176|8.616666666666667|ZH|ZH
15062968|668.0|47.18|8.61|739.0|47.05|8.32|45.67100000000001|43.46666666666667|ZG|LU
15263152|21.0|47.43|8.5|84.0|47.41|8.51|4.135|9.45|ZH|ZH
15381269|62.0|47.06|8.3|67.0|47.42|8.55|61.178000000000004|43.96666666666667|LU|ZH
15397600|25.0|47.23|9.1|10.0|47.41|9.2|44.168|63.46666666666667|SG|SG
