|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation|compound|area
467|#hiring|2016-01-05|10|False|194.6190938658|('47.367', '8.550')|0.0772|ZH
468|#jobs|2016-02-24|10|False|187.9476715984|('47.455', '8.287')|0.0772|AG
469|#jobs|2016-01-28|10|False|184.5321592956|('46.198', '6.142')|0.0258|GE
470|#hrc31|2016-02-29|10|False|183.4263665221|('46.205', '6.143')|0.1623|GE
471|#careerarc|2016-01-15|10|False|181.94639422|('47.367', '8.550')|0.765|ZH
472|#srfarena|2016-04-22|10|False|181.6985155767|('47.600', '9.055')|-0.18446|TG
473|#usopen|2016-09-11|10|False|160.4305768812|('47.560', '7.583')|0|BS
474|#geneva|2016-02-04|10|False|145.0960241527|('46.198', '6.142')|0|GE
475|#geneva|2016-03-17|10|False|140.6971128613|('46.198', '6.142')|0|GE
476|#switzerland|2016-01-17|10|False|130.6922084776|('47.536', '9.140')|0.7772|TG
477|#geneva|2016-02-15|10|False|122.530187806|('46.198', '6.142')|0|GE
478|#elclasico|2016-04-02|10|False|58.8120097952|('46.173', '6.164')|0|GE
479|#temptationisland|2016-07-26|10|False|48.6583286294|('45.831', '8.807')|0|Lombardia
480|#veterans|2016-08-07|9|False|445.9114855611|('46.204', '6.143')|0|GE
481|#switzerland|2016-05-29|9|False|368.6065889934|('47.385', '8.575')|0.5574|ZH
482|#basel|2016-05-16|9|False|361.2861819603|('47.560', '7.589')|0|BS
483|#switzerland|2016-07-28|9|False|358.3144935401|('47.564', '8.063')|0.2079666667|Baden-Württemberg
484|#basel|2016-04-01|9|False|356.5630982963|('47.567', '7.598')|0|BS
485|#geneva|2016-05-09|9|False|319.4100675087|('46.205', '6.143')|0|GE
486|#basel|2016-03-07|9|False|313.9437425044|('47.557', '7.593')|0.18125|BS
487|#geneva|2016-04-10|9|False|312.2734803484|('46.204', '6.143')|0|GE
488|#hiring|2016-09-11|9|False|311.6483035985|('47.745', '8.967')|0|Baden-Württemberg
489|#geneva|2016-01-02|9|False|308.5186436473|('46.198', '6.142')|0|GE
490|#geneva|2016-03-02|9|False|303.4846428243|('46.198', '6.142')|0.32985|GE
491|#wef16|2016-01-19|9|False|298.6631589259|('46.954', '7.395')|0|BE
492|#geneva|2016-02-24|9|False|291.168506429|('46.198', '6.142')|0.0772|GE
493|#veterans|2016-02-16|9|False|290.9233278319|('46.198', '6.142')|0|GE
494|#davos|2016-01-21|9|False|282.3331224351|('46.793', '9.822')|0.1953666667|GR
495|#geneva|2016-03-08|9|False|279.8874239872|('46.198', '6.142')|0|GE
496|#geneva|2016-01-11|9|False|273.8018806219|('46.198', '6.142')|0.0772|GE
497|#geneva|2016-06-11|9|False|273.5515187325|('46.204', '6.143')|0.42595|GE
498|#careerarc|2016-01-27|9|False|262.5366005317|('47.367', '8.550')|0.3595|ZH
499|#geneva|2016-02-03|9|False|258.2642451053|('46.198', '6.142')|0|GE
500|#zurich|2016-01-17|9|False|248.4758943399|('47.383', '8.533')|0|ZH
501|#6yearsof1d|2016-07-23|9|False|248.3156043718|('45.831', '8.807')|0.8319|Lombardia
502|#switzerland|2016-08-08|9|False|245.5502449102|('45.991', '7.709')|0|VS
503|#zurich|2016-01-07|9|False|240.2280255428|('47.367', '8.550')|0|ZH
504|#happybirthdayzayn|2016-01-12|9|False|238.3603502953|('46.813', '8.224')|0.6369|OW
505|#lift16|2016-02-11|9|False|234.721919334|('46.205', '6.143')|-0.0063666667|GE
506|#switzerland|2016-01-21|9|False|229.4288061487|('46.813', '8.224')|0.555|OW
507|#careerarc|2016-03-25|9|False|219.8812892144|('46.198', '6.142')|0.3612|GE
508|#hiring|2016-02-10|9|False|217.6809596252|('47.455', '8.287')|0.0772|AG
509|#zurich|2016-06-01|9|False|212.8218461331|('47.359', '8.561')|0|ZH
510|#veterans|2016-02-22|9|False|212.5936310981|('46.198', '6.142')|0.0772|GE
511|#careerarc|2016-01-14|9|False|211.3470238991|('46.948', '7.445')|0|BE
512|#careerarc|2016-01-09|9|False|208.2749857143|('47.367', '8.550')|0.0772|ZH
513|#tur|2016-06-21|9|False|199.6234005902|('47.755', '7.253')|0|Grand Est
514|#geneva|2016-01-19|9|False|193.9185157116|('46.205', '6.143')|0|GE
515|#careerarc|2016-01-02|9|False|190.5775251131|('47.455', '8.287')|0.8519|AG
516|#geneva|2016-04-27|9|False|156.5146216715|('46.204', '6.143')|0|GE
517|#geneva|2016-04-23|9|False|153.9402515769|('46.204', '6.143')|0.148|GE
518|#som16|2016-04-13|9|False|128.9980133748|('47.377', '8.537')|0|ZH
519|#mtvawardsstar|2016-06-07|9|False|121.1128802321|('45.831', '8.807')|0.4215|Lombardia
520|#psgol|2016-01-13|9|False|117.2371525045|('46.196', '6.353')|0.3305|Auvergne-Rhône-Alpes
521|#turquie|2016-07-15|9|False|53.3813917427|('46.205', '6.143')|0|GE
522|#kohlanta|2016-04-08|9|False|44.736587786|('46.344', '6.440')|-0.5707|Auvergne-Rhône-Alpes
523|#geneva|2016-05-24|8|False|411.7891315093|('46.204', '6.143')|0|GE
524|#basel|2016-04-11|8|False|381.7857253746|('47.560', '7.589')|0|BS
525|#bern|2016-01-28|8|False|377.4013255329|('46.947', '7.444')|0.34|BE
526|#zurich|2016-01-18|8|False|376.0474390176|('47.367', '8.550')|0.4404|ZH
527|#basel|2016-05-21|8|False|373.2113306453|('47.560', '7.589')|0|BS
528|#basel|2016-04-24|8|False|359.8327040327|('47.567', '7.598')|0|BS
529|#geneva|2016-04-16|8|False|350.4200659103|('46.204', '6.143')|0.4019|GE
530|#veterans|2016-04-16|8|False|337.034137561|('47.745', '8.967')|0|Baden-Württemberg
531|#job|2016-07-21|8|False|337.0071191716|('46.204', '6.143')|0.2192|GE
532|#swiss|2016-08-01|8|False|336.8325536814|('47.467', '8.300')|0.6784|AG
533|#veterans|2016-03-01|8|False|330.7026933033|('46.198', '6.142')|0.3612|GE
534|#geneva|2016-05-07|8|False|329.5657077462|('46.205', '6.143')|0|GE
535|#artbasel|2016-06-16|8|False|328.3805298445|('47.560', '7.583')|0|BS
536|#switzerland|2016-07-01|8|False|324.9684885958|('47.367', '8.550')|0.1953|ZH
537|#zurich|2016-03-28|8|False|321.2322504223|('47.367', '8.550')|0|ZH
538|#zurich|2016-02-29|8|False|319.2253282445|('47.383', '8.533')|0.148|ZH
539|#zurich|2016-08-12|8|False|319.1230541822|('47.377', '8.537')|0.5859|ZH
540|#careerarc|2016-05-05|8|False|319.0299694176|('47.567', '7.598')|0|BS
541|#geneva|2016-01-20|8|False|318.5819758063|('46.198', '6.142')|0|GE
542|#basel|2016-03-30|8|False|303.8410376549|('47.567', '7.598')|0|BS
543|#geneva|2016-02-02|8|False|303.3574471688|('46.198', '6.142')|0.9379|GE
544|#switzerland|2016-08-11|8|False|297.9340655629|('47.284', '7.955')|0.1405|AG
545|#geneva|2016-01-17|8|False|297.4542217113|('46.198', '6.142')|0.7644|GE
546|#geneva|2016-05-19|8|False|294.8784591261|('46.204', '6.143')|0.4019|GE
547|#wef|2016-01-21|8|False|291.8267667012|('46.765', '9.818')|-0.401|GR
548|#geneva|2016-05-12|8|False|291.4676342488|('46.205', '6.143')|0.3595|GE
549|#basel|2016-04-27|8|False|279.9798875434|('47.567', '7.598')|0.7612|BS
550|#zurich|2016-05-05|8|False|278.7201735612|('47.367', '8.544')|0|ZH
551|#veterans|2016-02-14|8|False|277.1039866015|('46.198', '6.142')|0.3595|GE
552|#bern|2016-01-29|8|False|274.1468039685|('46.948', '7.444')|0|BE
553|#zürich|2016-04-13|8|False|262.4983860915|('47.376', '8.529')|0.5255|ZH
554|#careerarc|2016-06-26|8|False|251.4828493677|('46.204', '6.143')|0|GE
555|#geneva|2016-03-12|8|False|238.4251524821|('46.198', '6.142')|0|GE
556|#geneva|2016-04-03|8|False|233.2318306666|('46.204', '6.143')|0|GE
557|#careerarc|2016-05-21|8|False|221.3021386993|('46.204', '6.143')|0|GE
558|#geneva|2016-07-18|8|False|220.9897886443|('46.204', '6.143')|0|GE
559|#tdf2016|2016-07-22|8|False|209.6039290494|('45.801', '6.657')|0.31245|Auvergne-Rhône-Alpes
560|#careerarc|2016-01-28|8|False|202.5646345934|('47.367', '8.550')|0.3595|ZH
561|#zurich|2016-02-06|8|False|202.3443873351|('47.383', '8.533')|0|ZH
562|#careerarc|2016-05-18|8|False|201.8444283179|('46.204', '6.143')|0|GE
563|#careerarc|2016-01-25|8|False|197.0953290164|('46.948', '7.445')|0.0772|BE
564|#geneva|2016-02-14|8|False|191.2805393554|('46.198', '6.142')|0.0772|GE
565|#tdf2016|2016-07-18|8|False|183.396728449|('46.954', '7.395')|0|BE
566|#careerarc|2016-01-30|8|False|181.6321051989|('47.367', '8.550')|0|ZH
567|#careerarc|2016-05-12|8|False|176.1163521289|('46.204', '6.143')|0.3595|GE
568|#bern|2016-01-30|8|False|175.0454468887|('46.948', '7.444')|0.5859|BE
569|#careerarc|2016-02-03|8|False|169.6042931798|('47.367', '8.550')|0.17975|ZH
570|#srfarena|2016-04-15|8|False|156.9314080501|('47.560', '7.583')|-0.296|BS
571|#careerarc|2016-01-05|8|False|156.2462632171|('47.367', '8.550')|0.0772|ZH
572|#wha69|2016-05-25|8|False|153.0326112555|('46.205', '6.143')|0.0053333333|GE
573|#amici15|2016-04-09|8|False|100.2881847744|('45.873', '9.844')|0.266075|Lombardia
574|#geneva|2016-03-13|8|False|97.0032280167|('46.198', '6.142')|0.4588|GE
575|#switzerland|2016-01-23|8|False|96.9392586484|('47.316', '8.466')|0|ZH
576|#coldplayzurich|2016-06-11|8|False|93.0263402821|('47.377', '8.537')|-0.17975|ZH
577|#ciaodarwin|2016-04-29|8|False|73.4491665322|('46.230', '7.365')|0.7418|VS
578|#masterchefit|2016-02-25|8|False|58.4001313137|('45.800', '9.084')|0|Lombardia
579|#angrus|2016-06-11|8|False|49.7982114647|('47.491', '6.742')|0|Bourgogne Franche-Comté
580|#espita|2016-06-27|8|False|47.0813843481|('47.491', '6.819')|0|Bourgogne Franche-Comté
581|#kohlanta|2016-03-04|8|False|45.9856866926|('45.850', '6.101')|0.784|Auvergne-Rhône-Alpes
582|#tatort|2016-03-28|8|False|45.8149332455|('47.377', '8.537')|-0.164375|ZH
583|#tatort|2016-03-13|8|False|41.195792754|('47.377', '8.537')|0.5859|ZH
584|#kohlanta|2016-04-15|8|False|40.9685170789|('46.344', '6.440')|0.4738|Auvergne-Rhône-Alpes
585|#chepsg|2016-03-09|8|False|37.6370108038|('47.660', '7.237')|-0.4184|Grand Est
586|#derbestatter|2016-01-05|8|False|19.7093812619|('47.391', '8.067')|0|AG
587|#veterans|2016-06-08|7|False|391.1407055265|('46.204', '6.143')|0.296|GE
588|#veterans|2016-05-09|7|False|387.0233376146|('46.204', '6.143')|0.765|GE
589|#geneva|2016-01-08|7|False|355.6899321306|('46.198', '6.142')|0|GE
590|#basel|2016-06-11|7|False|349.549968805|('47.560', '7.589')|0.3612|BS
591|#davos|2016-01-19|7|False|343.0885812011|('46.793', '9.822')|0.5994|GR
592|#geneva|2016-05-05|7|False|341.0523260965|('46.204', '6.143')|0|GE
593|#zurich|2016-01-19|7|False|318.4037808865|('47.367', '8.550')|0|ZH
594|#geneva|2016-06-26|7|False|316.7121948148|('46.204', '6.143')|0|GE
595|#switzerland|2016-03-01|7|False|311.4135187096|('47.367', '8.550')|0.3164|ZH
596|#geneva|2016-07-10|7|False|299.8318441922|('46.204', '6.143')|0|GE
597|#basel|2016-04-29|7|False|297.1402043151|('47.567', '7.598')|0.5574|BS
598|#bern|2016-02-02|7|False|296.7541078076|('46.948', '7.445')|0|BE
599|#geneva|2016-06-29|7|False|292.8170218706|('46.205', '6.143')|0|GE
600|#careerarc|2016-06-19|7|False|268.5735485483|('46.204', '6.143')|0.8519|GE
601|#veterans|2016-02-07|7|False|268.0319297123|('47.745', '8.967')|0|Baden-Württemberg
602|#usopen|2016-09-12|7|False|261.9489270135|('46.205', '6.143')|0|GE
603|#basel|2016-04-12|7|False|258.8895641458|('47.560', '7.589')|0.6369|BS
604|#|2016-06-09|7|False|253.068426987|('45.811', '9.002')|-0.21945|Lombardia
605|#switzerland|2016-02-23|7|False|249.2973623893|('46.553', '7.906')|0|BE
606|#veterans|2016-01-14|7|False|246.9509124368|('46.198', '6.142')|0.0772|GE
607|#mambaday|2016-04-13|7|False|244.010053017|('47.722', '7.283')|0.6369|Grand Est
608|#scbern|2016-04-12|7|False|241.2559275263|('47.330', '8.023')|0|AG
609|#tweetupzh|2016-01-20|7|False|239.9307517381|('47.377', '8.537')|0|ZH
610|#davos|2016-01-20|7|False|239.7846575688|('46.765', '9.818')|0.04765|GR
611|#zurich|2016-05-30|7|False|238.4390629697|('47.385', '8.575')|0.1468|ZH
612|#basel|2016-05-02|7|False|235.361099695|('47.567', '7.598')|0|BS
613|#basel|2016-03-09|7|False|233.3027548012|('47.567', '7.598')|0.4404|BS
614|#egyptair|2016-05-19|7|False|228.2007505881|('46.529', '6.652')|-0.2419333333|VD
615|#basel|2016-03-22|7|False|228.1768771821|('47.567', '7.598')|0|BS
616|#fiersdetrebleus|2016-06-10|7|False|227.3665356811|('47.563', '7.509')|0.5942|Grand Est
617|#hrc31|2016-03-23|7|False|224.2028893201|('46.205', '6.143')|0|GE
618|#basel|2016-03-26|7|False|223.6011112249|('47.567', '7.598')|0|BS
619|#geneva|2016-04-30|7|False|219.6156503889|('46.204', '6.143')|0|GE
620|#careerarc|2016-05-01|7|False|216.0584766943|('47.455', '8.287')|0.765|AG
621|#switzerland|2016-06-01|7|False|215.5921213643|('47.359', '8.561')|0|ZH
622|#basel|2016-05-25|7|False|215.0228265714|('47.560', '7.589')|0|BS
623|#switzerland|2016-01-18|7|False|212.7107419422|('47.536', '9.140')|0|TG
624|#jobs|2016-01-30|7|False|211.8979625581|('47.367', '8.550')|0|ZH
625|#careerarc|2016-03-06|7|False|207.6898817376|('47.455', '8.287')|0|AG
626|#uelfinal|2016-05-18|7|False|206.1194365801|('47.560', '7.583')|0|BS
627|#bvbfcb|2016-03-05|7|False|206.0039926247|('47.644', '8.420')|-0.1881|Baden-Württemberg
628|#careerarc|2016-06-20|7|False|203.9323463533|('47.455', '8.287')|0.8519|AG
629|#mtvawardsstar|2016-06-09|7|False|197.1949674332|('46.302', '7.049')|0|VD
630|#coldplayzurich|2016-06-12|7|False|195.8670325325|('47.377', '8.537')|0.0426666667|ZH
631|#hrc31|2016-03-17|7|False|192.7272881213|('46.205', '6.143')|0|GE
632|#isl|2016-06-18|7|False|189.9819893308|('47.476', '7.626')|0|SO
633|#hrc31|2016-03-03|7|False|182.3401244622|('46.205', '6.143')|0.2111|GE
634|#hrc31|2016-03-24|7|False|180.6029581775|('46.205', '6.143')|0.4926|GE
635|#basel|2016-04-05|7|False|164.7154160605|('47.560', '7.589')|0|BS
636|#geneva|2016-05-22|7|False|163.3531619421|('46.205', '6.143')|0.0772|GE
637|#geneva|2016-04-11|7|False|149.9980938276|('46.204', '6.143')|0.6124|GE
638|#humanrights|2016-02-29|7|False|148.6023640574|('46.205', '6.143')|0.4588|GE
639|#cro|2016-06-17|7|False|147.7987339442|('47.719', '8.623')|0|SH
640|#onpc|2016-01-17|7|False|141.0454434976|('47.621', '6.788')|0.8588|Bourgogne Franche-Comté
641|#geneva|2016-06-28|7|False|139.7139672887|('46.204', '6.143')|0|GE
642|#bern|2016-01-18|7|False|135.6408225|('46.948', '7.444')|0.3612|BE
643|#fetedelamusique|2016-06-21|7|False|119.7151772302|('47.580', '7.459')|0|Grand Est
644|#switzerland|2016-07-13|7|False|99.7358722582|('46.783', '9.267')|0.0904666667|GR
645|#ss10|2016-09-15|7|False|79.6887338427|('45.861', '6.588')|-0.5386|Auvergne-Rhône-Alpes
646|#thevoice|2016-04-30|7|False|62.8597873496|('46.777', '6.638')|0|VD
647|#polsui|2016-06-25|7|False|59.7881885499|('47.420', '8.596')|0|ZH
648|#realvcity|2016-05-04|7|False|52.9610122002|('46.954', '7.395')|0|BE
649|#shawnworldtour|2016-01-27|7|False|51.7417113462|('46.675', '6.691')|0|VD
650|#topchef|2016-04-18|7|False|51.5621616821|('47.755', '7.253')|-0.0868|Grand Est
651|#esc2016|2016-05-10|7|False|34.48999087|('46.205', '6.143')|0.0008428571|GE
652|#zurich|2016-07-01|6|False|462.4791291914|('47.367', '8.550')|0|ZH
653|#veterans|2016-06-14|6|False|448.0996388638|('46.204', '6.143')|0.0772|GE
654|#veterans|2016-06-11|6|False|399.741429604|('46.204', '6.143')|0|GE
655|#veterans|2016-01-02|6|False|364.7859841682|('46.198', '6.142')|0.8519|GE
656|#switzerland|2016-07-12|6|False|352.8377738216|('46.807', '9.310')|0|GR
657|#artbasel|2016-06-20|6|False|352.2951335025|('47.565', '7.600')|0.3182|BS
658|#euro2016|2016-06-07|6|False|350.52917332|('46.379', '6.568')|0.4019|Auvergne-Rhône-Alpes
659|#veterans|2016-06-07|6|False|340.6684426894|('46.204', '6.143')|0|GE
660|#euro2016final|2016-07-11|6|False|339.5463464469|('46.205', '6.143')|-0.27295|GE
661|#davos|2016-01-23|6|False|328.4759112901|('46.793', '9.822')|0|GR
662|#veterans|2016-02-03|6|False|327.1857229337|('46.198', '6.142')|0|GE
663|#veterans|2016-04-04|6|False|323.7861215619|('46.204', '6.143')|0.3595|GE
664|#zurich|2016-03-21|6|False|320.3726652232|('47.383', '8.533')|0.07555|ZH
665|#brexit|2016-06-09|6|False|318.0699578229|('46.205', '6.143')|-0.4019|GE
666|#zurich|2016-03-16|6|False|314.6261361609|('47.383', '8.533')|0|ZH
667|#switzerland|2016-08-02|6|False|292.6576968042|('47.377', '8.537')|0|ZH
668|#geneva|2016-07-20|6|False|288.6504071104|('46.204', '6.143')|0.5267|GE
669|#veterans|2016-04-15|6|False|286.794829997|('47.745', '8.967')|0.8519|Baden-Württemberg
670|#veterans|2016-01-27|6|False|283.9191393387|('47.745', '8.967')|0.17975|Baden-Württemberg
671|#geneva|2016-06-21|6|False|278.9822017504|('46.205', '6.143')|-0.5848|GE
672|#basel|2016-05-07|6|False|275.6455427091|('47.567', '7.598')|0.9201|BS
673|#veterans|2016-02-13|6|False|259.4696029134|('46.198', '6.142')|0.0772|GE
674|#lesanges8|2016-02-22|6|False|253.7052862897|('46.260', '7.241')|0.0382|VS
675|#tdf2016|2016-07-24|6|False|248.2755451834|('46.043', '6.347')|0|Auvergne-Rhône-Alpes
676|#worldwaterday|2016-03-22|6|False|244.2069963664|('46.246', '6.133')|0.6215333333|GE
677|#basel|2016-06-19|6|False|235.2014589961|('47.564', '7.600')|0.3182|BS
678|#careerarc|2016-06-15|6|False|224.5124107151|('47.455', '8.287')|0|AG
679|#baselworld2016|2016-03-16|6|False|222.7456956879|('47.560', '7.583')|0|BS
680|#careerarc|2016-02-22|6|False|218.1232481977|('47.455', '8.287')|0.3612|AG
681|#locarno69|2016-08-13|6|False|217.4134502957|('46.173', '8.835')|0.26475|TI
682|#baselworld2016|2016-03-17|6|False|216.6479864696|('47.564', '7.600')|0|BS
683|#parisagreement|2016-04-22|6|False|215.5111951911|('46.205', '6.143')|0.4404|GE
684|#geneva|2016-09-08|6|False|215.3967265735|('46.205', '6.143')|0|GE
685|#unmessagepourmonex|2016-06-30|6|False|214.4837505205|('47.722', '7.283')|-0.5106|Grand Est
686|#hun|2016-06-18|6|False|200.4145666474|('47.640', '9.173')|-0.3182|TG
687|#switzerland|2016-09-06|6|False|197.2927529979|('47.473', '8.305')|0|AG
688|#careerarc|2016-02-21|6|False|195.4011659492|('47.455', '8.287')|0.3182|AG
689|#hrc32|2016-07-01|6|False|190.108536648|('46.205', '6.143')|0.7351|GE
690|#hrc32|2016-06-30|6|False|170.6253608491|('46.205', '6.143')|-0.2651|GE
691|#switzerland|2016-05-01|6|False|163.900343648|('46.022', '7.748')|0|VS
692|#wha69|2016-05-26|6|False|160.7363441762|('46.205', '6.143')|0.0491|GE
693|#amici15|2016-05-07|6|False|154.6312349014|('46.200', '9.951')|0.39355|Lombardia
694|#switzerland|2016-01-26|6|False|149.3323903228|('47.576', '8.941')|0|TG
695|#ff|2016-03-18|6|False|140.9719559012|('47.810', '10.021')|-0.6741|Baden-Württemberg
696|#zurich|2016-02-21|6|False|127.9992288641|('47.383', '8.533')|0|ZH
697|#euro2016|2016-06-01|6|False|127.4459899145|('46.225', '8.771')|0|TI
698|#derbestatter|2016-01-26|6|False|116.1770443855|('47.391', '8.067')|0|AG
699|#lfc|2016-05-18|6|False|106.0533236028|('47.560', '7.583')|0.1336857143|BS
700|#muenchen|2016-07-22|6|False|104.515854206|('47.087', '7.311')|0.4588|BE
701|#gemmaegiorgio|2016-06-03|6|False|101.8569834778|('47.321', '8.804')|0|ZH
702|#alptransit|2016-06-01|6|False|93.967195666|('46.225', '8.771')|0.20095|TI
703|#cepostaperte|2016-01-09|6|False|74.073760653|('47.149', '7.257')|0.7959|BE
704|#milaninter|2016-01-31|6|False|51.9076751889|('46.181', '9.861')|-0.6848|Lombardia
705|#thevoice|2016-01-30|6|False|48.5794346794|('45.861', '6.588')|-0.4767|Auvergne-Rhône-Alpes
706|#hi5tory|2016-04-25|6|False|46.1732844394|('45.860', '8.839')|0|Lombardia
707|#cupfinal|2016-05-29|6|False|41.1988873362|('47.476', '7.626')|0|SO
708|#fiorentinajuve|2016-04-24|6|False|33.2875756183|('45.867', '8.411')|0.9029|Piemonte
709|#tatort|2016-06-05|6|False|30.4912698654|('47.377', '8.537')|-0.296|ZH
710|#tatort|2016-04-10|6|False|28.3724748551|('47.377', '8.537')|0|ZH
711|#tatort|2016-04-24|6|False|26.7705255846|('47.377', '8.537')|0.25135|ZH
712|#ethanandgraysonto1mil|2016-01-04|6|False|20.058693453|('47.170', '7.573')|0.5889857143|SO
713|#zurich|2016-07-31|5|False|388.7471512891|('47.367', '8.550')|-0.074|ZH
714|#veterans|2016-03-15|5|False|377.4351039054|('46.198', '6.142')|0.3595|GE
715|#geneva|2016-09-09|5|False|343.0360106342|('46.204', '6.143')|0.33525|GE
716|#zurich|2016-05-31|5|False|332.1249220549|('47.359', '8.560')|0|ZH
717|#switzerland|2016-01-12|5|False|328.194176588|('47.370', '8.797')|0|ZH
718|#zurich|2016-03-07|5|False|322.7477433764|('47.383', '8.533')|0.6369|ZH
719|#suisse|2016-08-01|5|False|316.0574511034|('47.467', '8.300')|0|AG
720|#geneva|2016-07-24|5|False|303.5844986476|('46.204', '6.143')|0.3825|GE
721|#zurich|2016-07-17|5|False|294.2422816205|('47.367', '8.550')|0|ZH
722|#careerarc|2016-07-09|5|False|292.035664133|('47.455', '8.287')|0.3612|AG
723|#geneva|2016-08-12|5|False|287.9127012945|('46.204', '6.143')|0.3612|GE
724|#veterans|2016-01-31|5|False|271.2013748304|('46.198', '6.142')|0.296|GE
725|#zurich|2016-02-07|5|False|259.211759101|('47.383', '8.533')|0|ZH
726|#veterans|2016-05-17|5|False|253.0013725381|('46.204', '6.143')|0.0772|GE
727|#zurich|2016-05-27|5|False|239.2404774664|('47.377', '8.537')|0|ZH
728|#srfarena|2016-02-12|5|False|236.3373553027|('47.403', '8.452')|-0.4939|ZH
729|#dife16|2016-09-15|5|False|229.3499042077|('47.377', '8.537')|0.3331|ZH
730|#suisse|2016-06-07|5|False|227.9805391535|('47.472', '8.306')|0|AG
731|#careerarc|2016-08-13|5|False|219.974244231|('46.204', '6.143')|0.8519|GE
732|#artbasel|2016-06-19|5|False|198.7036280102|('47.567', '7.600')|-0.4019|BS
733|#geneva|2016-04-29|5|False|192.1161648126|('46.205', '6.143')|0.4967|GE
734|#switzerland|2016-01-20|5|False|189.3930816665|('47.536', '9.140')|0|TG
735|#careerarc|2016-01-18|5|False|188.6921386221|('47.455', '8.287')|0|AG
736|#wef|2016-01-20|5|False|183.6325890922|('46.765', '9.818')|-0.1531|GR
737|#eb138|2016-01-28|5|False|180.5766699052|('46.236', '6.149')|0|GE
738|#marketingtag|2016-03-08|5|False|180.2734046882|('47.041', '8.317')|0.5574|LU
739|#hrc32|2016-06-13|5|False|176.2550030469|('46.205', '6.143')|-0.2787|GE
740|#bern|2016-02-03|5|False|171.3416246439|('46.948', '7.445')|0.3595|BE
741|#tpmp|2016-06-23|5|False|166.248379975|('46.269', '6.317')|0.5574|Auvergne-Rhône-Alpes
742|#eb138|2016-01-29|5|False|165.300527973|('46.205', '6.143')|-0.4939|GE
743|#hrc31|2016-03-01|5|False|148.4077514782|('46.205', '6.143')|0|GE
744|#art|2016-01-08|5|False|120.1601767804|('46.282', '7.448')|0|VS
745|#blockchain|2016-09-13|5|False|103.1346297692|('47.377', '8.537')|0|ZH
746|#tdr2016|2016-04-28|5|False|99.3744334903|('46.229', '6.882')|0|VS
747|#geneva|2016-07-02|5|False|91.0578939581|('46.204', '6.143')|0.6166|GE
748|#hrc32|2016-06-22|5|False|88.9607106798|('46.205', '6.143')|-0.0516|GE
749|#bscybbmg|2016-08-16|5|False|87.6983080306|('46.954', '7.395')|0|BE
750|#amici15|2016-04-16|5|False|68.7000968303|('46.200', '9.951')|0.38885|Lombardia
751|#tpmprefaitlannee|2016-06-23|5|False|67.0656405096|('46.269', '6.317')|0.41355|Auvergne-Rhône-Alpes
752|#larriesdeserverespect|2016-02-12|5|False|44.9290585573|('45.800', '9.084')|-0.3982|Lombardia
753|#kohlanta|2016-04-29|5|False|37.014150767|('46.362', '6.505')|-0.8208|Auvergne-Rhône-Alpes
754|#justinandjohnny|2016-01-07|5|False|35.7253563679|('46.205', '6.143')|0|GE
755|#clem|2016-04-11|5|False|35.3423399542|('47.642', '7.472')|-0.296|Grand Est
756|#escita|2016-05-12|5|False|34.6837921156|('45.858', '9.426')|0.7249|Lombardia
757|#amici15|2016-04-23|5|False|25.035442792|('45.800', '9.084')|0.2905|Lombardia
758|#tatort|2016-05-08|5|False|24.729950306|('47.377', '8.537')|0|ZH
759|#diebachelorette|2016-05-02|5|False|23.9352737932|('47.202', '8.448')|0.15985|ZG
760|#zürich|2016-01-26|4|False|534.4005255666|('47.374', '8.540')|0.4404|ZH
761|#art|2016-06-16|4|False|455.2459227136|('47.564', '7.600')|0|BS
762|#bern|2016-02-28|4|False|371.5891354987|('46.947', '7.444')|0.34|BE
763|#olympics|2016-08-15|4|False|350.676193199|('47.722', '7.283')|0|Grand Est
764|#lhc|2016-06-02|4|False|314.3895488743|('46.255', '6.057')|0|Auvergne-Rhône-Alpes
765|#grammys|2016-02-15|4|False|307.4531707793|('47.722', '7.283')|0.6249|Grand Est
766|#schweiz|2016-02-06|4|False|307.2488945788|('47.557', '8.892')|0|TG
767|#zürifäscht|2016-07-01|4|False|305.4864773431|('47.367', '8.550')|0|ZH
768|#lausanne|2016-02-11|4|False|298.4221612714|('46.520', '6.633')|0|VD
769|#careerarc|2016-07-21|4|False|294.533435657|('46.204', '6.143')|0.3612|GE
770|#geneva|2016-08-04|4|False|277.4612942643|('46.204', '6.143')|0|GE
771|#food|2016-04-29|4|False|270.7979055285|('46.282', '7.448')|0.3348|VS
772|#bern|2016-01-12|4|False|262.9653771732|('46.948', '7.445')|0|BE
773|#amici15|2016-05-18|4|False|262.835145587|('47.375', '7.983')|0|SO
774|#garden|2016-06-01|4|False|260.822503944|('47.359', '8.561')|0|ZH
775|#lugano|2016-05-01|4|False|253.0617245959|('46.011', '8.958')|0|TI
776|#baselworld2016|2016-03-20|4|False|238.703117305|('47.564', '7.600')|0|BS
777|#ransb50|2016-02-08|4|False|238.5313475326|('47.696', '9.570')|0|Baden-Württemberg
778|#schweiz|2016-01-21|4|False|234.7627807033|('46.813', '8.224')|0|OW
779|#zurich|2016-02-17|4|False|229.7179408716|('47.383', '8.533')|0|ZH
