|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation|compound|area
780|#mjf50|2016-07-07|4|False|226.0896091764|('46.454', '6.935')|-0.1706|VD
781|#chamonix|2016-01-27|4|False|219.4162943443|('45.833', '6.815')|0|Auvergne-Rhône-Alpes
782|#osn16|2016-05-13|4|False|201.3260427781|('46.236', '6.118')|0|GE
783|#davos2016|2016-01-22|4|False|196.9937372742|('46.765', '9.818')|0.1909|GR
784|#smm16|2016-03-18|4|False|194.1035996017|('47.377', '8.537')|0.11315|ZH
785|#wha69|2016-05-28|4|False|193.3603417841|('46.205', '6.143')|-0.54495|GE
786|#planet5050|2016-03-08|4|False|188.620069599|('46.765', '9.818')|0.6114|GR
787|#lovebts|2016-06-10|4|False|188.5072509505|('46.323', '9.940')|0|Lombardy
788|#quer16|2016-03-19|4|False|187.9554261335|('47.377', '8.537')|0.4215|ZH
789|#askethanandgrayson|2016-01-02|4|False|186.7201102622|('46.205', '6.143')|0.1468|GE
790|#zurich|2016-01-09|4|False|167.3662862667|('47.383', '8.533')|0|ZH
791|#paleo2016|2016-07-23|4|False|160.9593116287|('46.420', '6.195')|0.7845|VD
792|#teenchoice|2016-07-12|4|False|157.7494502135|('45.809', '6.071')|0|Auvergne-Rhône-Alpes
793|#kca|2016-02-25|4|False|157.3663286414|('46.813', '8.224')|0|OW
794|#mountains|2016-08-01|4|False|156.0370102241|('45.991', '7.710')|0|VS
795|#fifaelection|2016-02-26|4|False|146.6859487704|('47.377', '8.537')|0|ZH
796|#ucimtbwc|2016-07-09|4|False|124.9002656718|('46.722', '9.545')|0.3238|GR
797|#tedxnations|2016-02-11|4|False|118.6799687761|('46.205', '6.143')|-0.0605285714|GE
798|#hrc31|2016-03-09|4|False|116.8675303247|('46.205', '6.143')|-0.3715|GE
799|#thevoice|2016-04-16|4|False|116.2814481328|('47.491', '6.742')|0|Bourgogne Franche-Comté
800|#aldubthebaeisback|2016-01-12|4|False|107.5038851338|('47.668', '9.471')|-0.15835|Baden-Württemberg
801|#hello2016|2016-01-01|4|False|105.0260792863|('46.813', '8.224')|0|OW
802|#intertorino|2016-04-03|4|False|86.8910223701|('45.831', '8.807')|0|Lombardia
803|#tdr2016|2016-04-29|4|False|81.0014130726|('46.230', '7.365')|0.3348|VS
804|#hrc32|2016-06-27|4|False|77.5905665908|('46.205', '6.143')|-0.6249|GE
805|#benjiefederispondono|2016-01-06|4|False|65.2013167804|('45.831', '8.807')|0.6124|Lombardia
806|#cepostaperte|2016-02-20|4|False|63.7072566484|('45.831', '8.807')|-0.2750666667|Lombardia
807|#nbaallstarto|2016-02-15|4|False|62.245540544|('47.563', '7.509')|0|Grand Est
808|#fraang|2016-03-19|4|False|58.141485582|('46.444', '6.025')|0.3612|Bourgogne Franche-Comté
809|#nouslesvieuxon|2016-07-28|4|False|56.4389443952|('46.205', '6.143')|0|GE
810|#filmemitglarner|2016-06-18|4|False|53.898610478|('47.149', '7.257')|0.02035|BE
811|#bosw16|2016-04-07|4|False|51.3081986203|('47.377', '8.537')|0|ZH
812|#sbbbmk|2016-03-18|4|False|50.5313928484|('46.954', '7.395')|0.5242|BE
813|#tpmp|2016-01-21|4|False|47.1377964869|('47.201', '5.941')|0.1419|Bourgogne Franche-Comté
814|#sogi|2016-06-30|4|False|45.7579098902|('46.205', '6.143')|0.4404|GE
815|#thevoicefinale|2016-05-14|4|False|43.3861132397|('46.230', '7.365')|0.8597|VS
816|#tatort|2016-05-16|4|False|40.5806393023|('47.377', '8.537')|0.4753|ZH
817|#tatort|2016-05-22|4|False|38.1361517024|('47.377', '8.537')|0|ZH
818|#srfarena|2016-03-04|4|False|37.4970658574|('47.434', '8.172')|0.4019|AG
819|#keynote|2016-09-07|4|False|34.8880069136|('47.191', '5.979')|0.4215|Bourgogne Franche-Comté
820|#hsvfcb|2016-01-22|4|False|33.6247208768|('47.586', '8.421')|0.38135|Baden-Württemberg
821|#ilc2016|2016-05-30|4|False|30.7004767777|('46.205', '6.143')|0.4404|GE
822|#tatort|2016-01-31|4|False|26.7838767433|('47.377', '8.537')|-0.43055|ZH
823|#diebachelorette|2016-05-09|4|False|23.8168027955|('47.016', '8.258')|-0.5255|LU
824|#annewill|2016-06-05|4|False|19.2340247565|('47.377', '8.537')|-0.6124|ZH
825|#jeutpmp|2016-05-09|4|False|17.3088447555|('46.073', '6.513')|-0.3614|Auvergne-Rhône-Alpes
826|#thevoice|2016-05-08|3|False|451.9140545102|('46.205', '6.143')|0|GE
827|#alps|2016-09-09|3|False|451.7888460854|('46.794', '8.391')|0.1706|OW
828|#lausanne|2016-01-16|3|False|442.3418038347|('46.520', '6.633')|0.8481|VD
829|#lhc|2016-05-18|3|False|412.8374200206|('46.255', '6.057')|0.3612|Auvergne-Rhône-Alpes
830|#magcontoswitzerland|2016-01-11|3|False|403.5200488483|('46.205', '6.143')|0|GE
831|#zurich|2016-01-04|3|False|397.0472903564|('47.383', '8.533')|0.4404|ZH
832|#lhc|2016-06-28|3|False|386.6921043049|('46.255', '6.057')|-0.296|Auvergne-Rhône-Alpes
833|#lake|2016-09-09|3|False|382.488831274|('46.794', '8.391')|0|OW
834|#baselworld2016|2016-03-22|3|False|379.8277080987|('47.564', '7.600')|0.6808|BS
835|#teenchoice|2016-05-13|3|False|360.3821847688|('47.557', '8.892')|0|TG
836|#schweiz|2016-04-09|3|False|339.89777187|('46.980', '8.255')|0.4404|NW
837|#photography|2016-09-11|3|False|336.2579521181|('47.367', '8.542')|0.4404|ZH
838|#magcontoswitzerland|2016-01-12|3|False|334.0786292676|('46.205', '6.143')|0.5719|GE
839|#love|2016-08-01|3|False|300.1657774474|('47.416', '9.189')|0|SG
840|#nzztweetup|2016-02-24|3|False|289.003192955|('47.377', '8.537')|0|ZH
841|#zürich|2016-08-13|3|False|287.6671970969|('47.384', '8.511')|0|ZH
842|#eb138|2016-01-26|3|False|281.4398691004|('46.236', '6.149')|0.34|GE
843|#fasnachtbs|2016-02-15|3|False|273.5729882669|('47.560', '7.583')|0|BS
844|#design|2016-08-12|3|False|258.3234920821|('47.377', '8.537')|0.4019|ZH
845|#valais|2016-04-29|3|False|243.0784037613|('46.282', '7.448')|0|VS
846|#gotthardröhre|2016-02-02|3|False|242.8518619553|('47.377', '8.537')|-0.0516|ZH
847|#olympics|2016-08-09|3|False|235.9762042205|('47.377', '8.537')|0|ZH
848|#aldub6thmonthsary|2016-01-16|3|False|215.2731268017|('46.236', '6.118')|0|GE
849|#diplohack|2016-02-27|3|False|214.4415071357|('46.205', '6.143')|0|GE
850|#coldplay|2016-06-11|3|False|211.7592097497|('47.383', '8.504')|0.8225|ZH
851|#rolandgarros|2016-06-01|3|False|209.7850111755|('47.560', '7.583')|0|BS
852|#theoriginals|2016-04-30|3|False|208.7042183833|('46.106', '7.084')|0.3769|VS
853|#방탄소년단|2016-06-08|3|False|207.8003281035|('45.812', '9.139')|0.0659666667|Lombardia
854|#germany|2016-05-10|3|False|207.361137446|('47.377', '8.537')|0|ZH
855|#art|2016-06-14|3|False|204.3425766733|('47.560', '7.583')|0.3953|BS
856|#aldubinitalyday1|2016-05-09|3|False|204.041447259|('47.459', '8.290')|0.3412|AG
857|#suisse|2016-09-06|3|False|203.9795985866|('47.473', '8.305')|0|AG
858|#lesanges8|2016-05-13|3|False|195.2473722526|('46.205', '6.143')|0.41545|GE
859|#alps|2016-07-12|3|False|194.4258470471|('46.807', '9.310')|0|GR
860|#zurich|2016-02-13|3|False|193.1023594943|('47.383', '8.533')|0.8885|ZH
861|#sui|2016-06-13|3|False|188.4257500409|('46.954', '7.395')|0|BE
862|#sbbkk|2016-03-15|3|False|184.112033186|('46.954', '7.395')|-0.4389|BE
863|#engineering|2016-04-26|3|False|178.6220424761|('47.745', '8.967')|0|Baden-Württemberg
864|#bama2016platinumeditionibtissamtiskat|2016-02-01|3|False|172.8560168946|('47.386', '8.238')|0|AG
865|#suisse|2016-07-03|3|False|169.7598143947|('47.467', '8.300')|0|AG
866|#endomondo|2016-03-15|3|False|163.6410031114|('47.431', '8.469')|0|ZH
867|#hrc32|2016-06-14|3|False|160.6362531413|('46.205', '6.143')|0.296|GE
868|#finance20|2016-03-09|3|False|158.999159204|('47.377', '8.537')|0.08895|ZH
869|#humanrights|2016-03-14|3|False|153.8684579548|('46.205', '6.143')|-0.5267|GE
870|#erdogan|2016-04-12|3|False|153.5245987594|('47.330', '8.023')|0|AG
871|#wwdc|2016-06-13|3|False|151.6306748096|('47.489', '6.667')|0|Bourgogne Franche-Comté
872|#suisse|2016-06-15|3|False|150.2628577198|('46.947', '7.444')|0|BE
873|#burundi|2016-03-22|3|False|137.5400251397|('46.205', '6.143')|0|GE
874|#artbasel|2016-06-15|3|False|137.0924558975|('47.565', '7.601')|0.25|BS
875|#choicemalewebstar|2016-07-08|3|False|134.5528996103|('47.530', '8.545')|0.4588|ZH
876|#taylorswiftwhatup|2016-08-02|3|False|115.5779776108|('47.041', '8.317')|0|LU
877|#ns20h|2016-05-22|3|False|112.8987761811|('46.043', '6.347')|0.296|Auvergne-Rhône-Alpes
878|#baselworld|2016-03-17|3|False|108.525656068|('47.564', '7.600')|0|BS
879|#sac2016|2016-04-19|3|False|107.8523052519|('46.529', '6.564')|0.4404|VD
880|#sunday|2016-01-31|3|False|103.3649664179|('47.367', '8.550')|0|ZH
881|#paleo2016|2016-07-19|3|False|92.8625037703|('46.420', '6.195')|0|VD
882|#brucespringsteen|2016-07-31|3|False|91.2860706466|('47.383', '8.504')|0|ZH
883|#teamol|2016-01-13|3|False|86.3259536904|('47.201', '5.941')|0.5411|Bourgogne Franche-Comté
884|#bärnrockt|2016-04-12|3|False|86.1407979094|('47.330', '8.023')|0|AG
885|#tdr2016|2016-05-01|3|False|85.6166632553|('46.302', '7.049')|0|VD
886|#upr|2016-03-17|3|False|85.5294140595|('46.205', '6.143')|0|GE
887|#tpmp|2016-06-07|3|False|73.7694751122|('46.269', '6.317')|0|Auvergne-Rhône-Alpes
888|#fetenationale|2016-07-13|3|False|69.0358841892|('45.889', '6.081')|0.4008|Auvergne-Rhône-Alpes
889|#kca|2016-02-05|3|False|66.396719681|('46.813', '8.224')|0.6249|OW
890|#thevoice|2016-04-02|3|False|62.4451361009|('47.491', '6.742')|0.6696|Bourgogne Franche-Comté
891|#masterchefit|2016-02-11|3|False|62.1996269462|('45.800', '9.084')|0.2316333333|Lombardia
892|#swiss|2016-08-06|3|False|61.1245374701|('47.456', '8.313')|0|AG
893|#masterchefit|2016-01-28|3|False|60.3626771956|('45.800', '9.084')|0|Lombardia
894|#tpmp|2016-01-28|3|False|57.6114315383|('47.520', '6.915')|0.8622|Bourgogne Franche-Comté
895|#kca|2016-02-04|3|False|56.3703787241|('46.813', '8.224')|0.1204|OW
896|#climatechange|2016-03-01|3|False|55.1195890516|('46.205', '6.143')|0|GE
897|#hungariangp|2016-07-23|3|False|54.7351277083|('47.108', '8.530')|0|ZG
898|#nbaallstarto|2016-02-14|3|False|46.2494823819|('47.563', '7.509')|0.8118|Grand Est
899|#lodoblueroom|2016-05-19|3|False|43.2748733015|('45.800', '9.084')|0|Lombardia
900|#derbymilano|2016-01-31|3|False|43.0109453427|('46.181', '9.861')|-0.296|Lombardia
901|#temptationisland|2016-06-28|3|False|41.5763267583|('45.858', '9.426')|0|Lombardia
902|#fraita|2016-02-06|3|False|39.7529445101|('47.660', '7.237')|0|Grand Est
903|#bpw16|2016-04-24|3|False|39.4929262589|('46.954', '7.395')|0.6369|BE
904|#cepostaperte|2016-02-06|3|False|36.9779769501|('47.149', '7.257')|0|BE
905|#danandphilbrits|2016-02-24|3|False|36.6828914023|('47.377', '8.537')|-0.4072|ZH
906|#cpournousccadeau|2016-06-02|3|False|36.6639815684|('47.701', '6.890')|0|Bourgogne Franche-Comté
907|#fortboyard|2016-07-30|3|False|36.0051624983|('46.528', '6.578')|-0.1210333333|VD
908|#followmegrayson|2016-03-13|3|False|34.4252150076|('47.388', '8.618')|0.45425|ZH
909|#hartaberfair|2016-01-11|3|False|33.098840008|('47.403', '8.130')|-0.8126|AG
910|#followmetaylor|2016-06-09|3|False|29.8816204646|('46.302', '7.049')|0|VD
911|#dolantwinsnewvideo|2016-05-17|3|False|28.065147865|('46.529', '6.652')|0|VD
912|#dolantwinsnewvideo|2016-02-16|3|False|26.8448824906|('47.511', '8.266')|0.3883|AG
913|#lpdla3|2016-01-08|3|False|24.9703751557|('47.377', '8.537')|0|ZH
914|#smgzh|2016-04-06|3|False|23.0071451552|('47.377', '8.537')|0|ZH
915|#hackedbyseb|2016-07-31|3|False|15.8054555215|('46.246', '6.892')|0.6361|VS
916|#leicester|2016-02-06|3|False|14.9028445038|('45.830', '6.258')|-0.5526|Auvergne-Rhône-Alpes
917|#jeutpmp|2016-02-01|3|False|8.6865357179|('47.201', '5.941')|0|Bourgogne Franche-Comté
918|#lhc|2016-05-29|2|False|509.1213176735|('46.255', '6.057')|0|Auvergne-Rhône-Alpes
919|#lhc|2016-05-19|2|False|496.6098937637|('46.255', '6.057')|-0.3182|Auvergne-Rhône-Alpes
920|#winterthur|2016-01-23|2|False|479.9898887417|('47.500', '8.738')|0|ZH
921|#bern|2016-03-15|2|False|464.1619082305|('46.947', '7.444')|0.34|BE
922|#treannidigiannimanonmorandi|2016-07-20|2|False|426.7353597225|('46.000', '8.749')|0.2787|Lombardia
923|#luzern|2016-01-21|2|False|414.4969835986|('47.046', '8.309')|0.34|LU
924|#ai|2016-06-13|2|False|396.941195578|('47.229', '8.660')|0|ZH
925|#lhc|2016-05-17|2|False|395.5162942585|('46.255', '6.057')|0|Auvergne-Rhône-Alpes
926|#iot|2016-06-13|2|False|383.2549262167|('47.229', '8.660')|0.2905|ZH
927|#wef16|2016-01-24|2|False|372.2406504559|('46.205', '6.143')|0|GE
928|#deviousmaids|2016-06-07|2|False|328.1632202667|('47.650', '6.851')|-0.6486|Bourgogne Franche-Comté
929|#aldubebprewedding|2016-01-23|2|False|315.9820245146|('47.668', '9.471')|0|Baden-Württemberg
930|#lhc|2016-07-06|2|False|303.1433244294|('46.255', '6.057')|0.7125|Auvergne-Rhône-Alpes
931|#webtv|2016-04-26|2|False|294.0011685887|('45.808', '9.241')|0|Lombardia
932|#zurich|2016-05-29|2|False|290.9317449135|('47.385', '8.575')|0.39225|ZH
933|#aldubturnbacktime|2016-01-29|2|False|285.9114837758|('47.668', '9.471')|0|Baden-Württemberg
934|#lesanges8|2016-05-05|2|False|282.7017082496|('46.194', '7.196')|0.3344|VS
935|#votemainefpp|2016-02-14|2|False|275.2755146916|('47.668', '9.471')|0|Baden-Württemberg
936|#rotblaulive|2016-05-25|2|False|270.2201203596|('47.560', '7.583')|0|BS
937|#sunset|2016-04-29|2|False|263.3088017302|('46.518', '6.646')|0.4404|VD
938|#sac2016|2016-04-20|2|False|263.2179551761|('46.529', '6.564')|0|VD
939|#controleurs|2016-05-04|2|False|258.218291992|('46.522', '6.629')|0|VD
940|#swiss|2016-08-02|2|False|252.3890948266|('47.377', '8.537')|0.5994|ZH
941|#aldubtrust|2016-01-08|2|False|248.0834063819|('47.668', '9.471')|0|Baden-Württemberg
942|#srfrio2016|2016-08-16|2|False|242.9434312331|('47.377', '8.537')|0.0109|ZH
943|#netflix|2016-02-10|2|False|242.0820279641|('47.708', '7.398')|0.68|Grand Est
944|#artcontemporain|2016-04-29|2|False|239.7188843944|('46.282', '7.448')|0.9732|VS
945|#fondationpa|2016-04-29|2|False|239.7188843944|('46.282', '7.448')|0|VS
946|#jetzt|2016-04-29|2|False|239.7188843944|('46.282', '7.448')|0|VS
947|#megeve|2016-03-23|2|False|237.400239057|('45.857', '6.628')|0|Auvergne-Rhône-Alpes
948|#techday|2016-09-15|2|False|235.8746865039|('46.899', '7.401')|0.0999|BE
949|#ibcontent|2016-09-06|2|False|235.6242273256|('47.377', '8.537')|0|ZH
950|#locarno69|2016-08-10|2|False|229.3875623599|('46.163', '8.809')|0.5859|TI
951|#valtellina|2016-01-04|2|False|224.3887667617|('46.127', '10.140')|0|Lombardia
952|#aldubpanibagonglihim|2016-02-02|2|False|224.3750281818|('47.668', '9.471')|0|Baden-Württemberg
953|#digitaltransformation|2016-04-27|2|False|223.5284168272|('47.377', '8.537')|0|ZH
954|#votemainefpp|2016-02-16|2|False|222.3481420664|('47.668', '9.471')|0|Baden-Württemberg
955|#davos|2016-02-01|2|False|221.6659936637|('46.793', '9.822')|0|GR
956|#lugano|2016-06-08|2|False|221.3756965957|('46.225', '8.771')|0|TI
957|#cuttingedge|2016-06-19|2|False|216.8601500248|('47.564', '7.600')|0.3182|BS
958|#fair|2016-06-19|2|False|216.8601500248|('47.564', '7.600')|0|BS
959|#myswitzerland|2016-06-19|2|False|216.8601500248|('47.564', '7.600')|0.4674|BS
960|#bodensee|2016-06-18|2|False|216.6164608237|('47.502', '9.746')|-0.5574|Vorarlberg
961|#controleurs|2016-03-22|2|False|208.4419794081|('46.522', '6.629')|0|VD
962|#food|2016-04-30|2|False|208.1505791014|('46.282', '7.448')|0|VS
963|#tannheimertal|2016-01-28|2|False|207.7892772663|('47.436', '10.464')|0|Bayern
964|#lovebts|2016-06-08|2|False|207.6697294199|('45.812', '9.139')|0.2423|Lombardia
965|#controleurs|2016-05-27|2|False|200.3498782625|('46.217', '6.118')|0|GE
966|#live|2016-03-10|2|False|195.7666172723|('46.299', '6.335')|0|Auvergne-Rhône-Alpes
967|#snow|2016-05-01|2|False|195.0045743568|('46.027', '7.754')|0|VS
968|#trendtag2016|2016-03-16|2|False|194.0015667235|('47.306', '8.552')|0.5968|ZH
969|#mountains|2016-09-11|2|False|188.9969268523|('46.833', '8.017')|0|LU
970|#csw60|2016-03-15|2|False|187.2441363171|('46.765', '9.818')|0|GR
971|#wine…|2016-04-30|2|False|187.1963595914|('46.282', '7.448')|0|VS
972|#liberté|2016-07-23|2|False|184.2945203303|('46.282', '7.448')|0|VS
973|#paleo2016|2016-07-24|2|False|181.701764892|('46.420', '6.195')|0.4939|VD
974|#ch420|2016-04-20|2|False|177.2640368837|('47.377', '8.537')|0.4019|ZH
975|#thatsmyjam|2016-08-08|2|False|175.1861120687|('46.323', '9.940')|-0.296|Lombardy
976|#socialmediaking|2016-07-12|2|False|174.1254631672|('45.809', '6.071')|0|Auvergne-Rhône-Alpes
977|#artbasel|2016-06-14|2|False|173.7785836654|('47.567', '7.600')|0|BS
978|#tralecose|2016-06-06|2|False|173.0973957094|('46.219', '10.181')|0|Lombardia
979|#wwepayback|2016-05-02|2|False|172.2875993015|('46.891', '7.512')|0|BE
980|#meurers|2016-01-21|2|False|170.8095122294|('47.436', '10.464')|0|Bayern
981|#tannheimertal|2016-01-21|2|False|170.8095122294|('47.436', '10.464')|0|Bayern
982|#swiss|2016-09-06|2|False|169.3503694624|('47.473', '8.305')|0|AG
983|#def16|2016-04-27|2|False|167.747222179|('47.377', '8.537')|-0.1133333333|ZH
984|#abscbnfake|2016-03-03|2|False|167.4935545921|('45.800', '9.084')|0|Lombardia
985|#svizzera|2016-07-03|2|False|167.3660027531|('47.467', '8.300')|0|AG
986|#doubs|2016-04-13|2|False|167.3319518614|('47.241', '6.026')|0|Bourgogne Franche-Comté
987|#turkey|2016-07-19|2|False|166.3036501199|('47.560', '7.583')|0|BS
988|#fuwfintech|2016-03-31|2|False|166.1941212839|('47.377', '8.537')|0|ZH
989|#army|2016-07-05|2|False|165.7233610151|('46.437', '6.348')|0|VD
990|#conilpassare|2016-06-10|2|False|161.469245599|('46.219', '10.181')|0.4404|Lombardia
991|#unhcrngos|2016-06-16|2|False|159.5579631199|('46.205', '6.143')|0.095525|GE
992|#bfyconcertfinale|2016-09-16|2|False|158.3255333951|('45.831', '8.807')|0.658|Lombardia
993|#valaiswallis|2016-03-19|2|False|156.5237318368|('46.283', '7.383')|0|VS
994|#yenilmezarmada|2016-04-27|2|False|154.125930787|('47.719', '8.623')|-0.0516|SH
995|#bama2016platinumeditionibtissamtiskat|2016-01-05|2|False|151.6925231809|('47.367', '8.227')|0|AG
996|#aldubsaafrica|2016-08-08|2|False|149.3077807845|('47.668', '9.471')|0|Baden-Württemberg
997|#zermatt|2016-05-01|2|False|142.6937528053|('46.022', '7.748')|0|VS
998|#usa|2016-01-11|2|False|140.4357588708|('46.246', '6.133')|0|GE
999|#smb10|2016-06-16|2|False|140.0365655787|('45.920', '6.404')|0.4215|Auvergne-Rhône-Alpes
1000|#webtv|2016-05-01|2|False|139.703096969|('45.808', '9.241')|0|Lombardia
1001|#skymotori|2016-07-31|2|False|138.6011953353|('45.887', '9.649')|0|Lombardia
1002|#unhcrngos|2016-06-15|2|False|137.4831308343|('46.205', '6.143')|0.5859|GE
1003|#mulhouse|2016-08-02|2|False|137.2931671137|('47.748', '7.334')|0|Grand Est
1004|#askbelieber|2016-05-03|2|False|135.6745641198|('47.041', '8.317')|-0.6177|LU
1005|#swissnationalday|2016-08-02|2|False|135.6034589766|('47.377', '8.537')|0.5719|ZH
1006|#meurers|2016-01-30|2|False|131.2073739328|('47.436', '10.464')|-0.07655|Bayern
1007|#tannheimertal|2016-01-30|2|False|131.2073739328|('47.436', '10.464')|-0.1531|Bayern
1008|#youngforeverbts|2016-08-14|2|False|130.6571346538|('47.499', '8.733')|0|ZH
1009|#metexarocanumfilme|2016-03-06|2|False|129.8763572568|('46.252', '7.084')|0|VD
1010|#skitrailtt|2016-01-30|2|False|129.0044282175|('47.436', '10.464')|0|Bayern
1011|#fb|2016-06-24|2|False|128.5155952236|('47.560', '7.583')|0.7055|BS
1012|#suisse|2016-07-28|2|False|126.9667822491|('47.564', '8.063')|0.23835|Baden-Württemberg
1013|#tannheimertal|2016-08-04|2|False|126.7994334239|('47.436', '10.464')|0|Bayern
1014|#perunistante|2016-06-09|2|False|123.8037552832|('46.219', '10.181')|0.743|Lombardia
1015|#syria|2016-02-25|2|False|123.7108046683|('47.658', '9.092')|-0.6124|TG
1016|#clauded|2016-03-08|2|False|122.6348971114|('46.529', '6.652')|0.03545|VD
1017|#teenchoice|2016-05-14|2|False|121.4175920426|('47.143', '6.198')|0|Bourgogne Franche-Comté
1018|#inlombardia365|2016-03-19|2|False|119.3708946356|('46.493', '10.412')|0|Lombardia
1019|#blackandwhite|2016-08-09|2|False|118.0156520503|('47.375', '8.526')|0|ZH
1020|#relax|2016-07-24|2|False|114.931361895|('46.194', '9.948')|0|Lombardia
1021|#mountains|2016-07-10|2|False|111.6460975303|('46.783', '9.267')|0|GR
1022|#politik|2016-02-28|2|False|107.3329515179|('47.427', '8.671')|0.7574|ZH
1023|#genf|2016-08-15|2|False|106.031564461|('46.211', '6.147')|0.4574|GE
1024|#dschungelcamp|2016-01-19|2|False|104.0712042902|('47.290', '8.568')|0|ZH
1025|#teenchoice|2016-05-12|2|False|99.7983896448|('47.377', '8.537')|0|ZH
1026|#the100|2016-05-21|2|False|97.0040627505|('47.001', '6.943')|0.6954|NE
1027|#ilc2016|2016-05-31|2|False|94.4715749881|('46.205', '6.143')|-0.7003|GE
1028|#rio2016|2016-03-04|2|False|93.1528050328|('46.529', '6.652')|0|VD
1029|#sogiexpertnow|2016-06-30|2|False|90.8412705155|('46.205', '6.143')|-0.6249|GE
1030|#alps|2016-08-06|2|False|87.5914957979|('46.006', '7.786')|0|VS
1031|#suiza|2016-04-05|2|False|83.9536543417|('47.053', '8.304')|0.6369|LU
1032|#lgbti|2016-06-15|2|False|81.635977958|('46.205', '6.143')|0.4215|GE
1033|#summer|2016-08-07|2|False|80.6278291206|('47.312', '7.883')|0|SO
1034|#thepartyisoverwhen|2016-09-10|2|False|80.5356666667|('47.001', '6.942')|0|NE
1035|#vaud|2016-01-25|2|False|79.8895810606|('46.517', '6.700')|0|VD
1036|#olsmc|2016-02-14|2|False|78.1417110838|('47.201', '5.941')|0.3382|Bourgogne Franche-Comté
1037|#ethanandgraysonto1mil|2016-01-05|2|False|77.4398399611|('47.170', '7.573')|0|SO
1038|#vote1directionuk|2016-02-24|2|False|76.0585954968|('46.302', '7.049')|0|VD
1039|#teenwolf|2016-03-09|2|False|72.9779913551|('45.800', '9.084')|0.3612|Lombardia
1040|#allstargame|2016-02-15|2|False|71.4918501954|('47.563', '7.509')|0.6287|Grand Est
1041|#kca|2016-02-07|2|False|70.1688418197|('46.813', '8.224')|0|OW
1042|#sunset|2016-01-21|2|False|68.8508579098|('45.935', '7.631')|0.4404|Valle d'Aosta
1043|#cepostaperte|2016-03-19|2|False|68.6780204206|('47.149', '7.257')|-0.2263|BE
1044|#royalgp|2016-05-29|2|False|63.9234251914|('45.887', '9.649')|-0.2168|Lombardia
1045|#demsinphilly|2016-07-27|2|False|59.6719047209|('46.954', '7.395')|0.5921|BE
1046|#travel|2016-08-12|2|False|59.4697400139|('47.377', '8.537')|0|ZH
1047|#bahraingp|2016-04-02|2|False|56.6948972817|('45.831', '8.807')|0.6588|Lombardia
1048|#food|2016-07-03|2|False|56.3068438907|('47.388', '8.526')|0|ZH
1049|#askariana|2016-05-19|2|False|54.7518973919|('46.246', '6.892')|-0.00895|VS
1050|#scbern|2016-09-06|2|False|49.5587609687|('46.954', '7.395')|-0.4588|BE
1051|#themasters|2016-04-10|2|False|48.7834407651|('46.106', '7.084')|0.4777|VS
1052|#nhldraft|2016-06-25|2|False|45.8147226054|('46.777', '7.151')|0|FR
1053|#jeutpmp|2016-01-28|2|False|44.6425760892|('47.201', '5.941')|0.38915|Bourgogne Franche-Comté
1054|#uefaeuro2016|2016-06-26|2|False|44.4003100257|('47.499', '8.733')|0.3804|ZH
1055|#baselworld2016|2016-03-24|2|False|44.3516655065|('47.560', '7.583')|0|BS
1056|#vote1directionuk|2016-02-05|2|False|44.035792728|('46.813', '8.224')|0|OW
1057|#thailand|2016-05-11|2|False|40.9192886125|('46.205', '6.143')|0.1806|GE
1058|#ausgp|2016-03-20|2|False|40.512585455|('47.181', '8.368')|0|AG
1059|#kca|2016-02-24|2|False|40.2288304821|('46.302', '7.049')|0|VD
1060|#kca|2016-02-21|2|False|39.8739780837|('46.813', '8.224')|-0.0191375|OW
1061|#rotblaulive|2016-04-10|2|False|39.7512883592|('47.560', '7.583')|0.4939|BS
1062|#juvesfc|2016-09-14|2|False|38.2896901316|('45.806', '8.941')|0.1655|Lombardia
1063|#leapday|2016-02-29|2|False|38.0911461146|('47.427', '8.671')|0|ZH
1064|#milanlazio|2016-03-20|2|False|35.0427262358|('46.181', '9.861')|0.8316|Lombardia
1065|#bfmpolitique|2016-04-03|2|False|31.2987285425|('47.722', '7.283')|0.0516|Grand Est
1066|#nzzgv|2016-04-16|2|False|30.9261223131|('47.377', '8.537')|0|ZH
1067|#gcfcb|2016-02-14|2|False|30.6724480058|('47.496', '7.563')|0.2023|BL
1068|#diebachelorette|2016-04-25|2|False|30.4207483887|('47.377', '8.537')|0.24655|ZH
1069|#beincenter|2016-06-19|2|False|28.1484084808|('47.467', '6.983')|0.2294|Bourgogne Franche-Comté
1070|#gymnastics|2016-08-10|2|False|27.7808316377|('46.185', '6.122')|0.4404|GE
1071|#estacfcsm|2016-07-29|2|False|27.5913253779|('47.563', '6.918')|0|Bourgogne Franche-Comté
1072|#bama2016platinumeditionibtissamtiskat|2016-01-17|2|False|27.0211419552|('47.393', '8.302')|0|AG
1073|#top|2016-08-01|2|False|25.5418188736|('45.991', '7.710')|0|VS
1074|#ibtissamtiskat|2016-05-21|2|False|24.4288020687|('47.377', '8.537')|0.3612|ZH
1075|#askblake|2016-06-26|2|False|24.3143860659|('47.530', '8.545')|-0.5423|ZH
1076|#ulfs|2016-02-25|2|False|23.3038238845|('47.149', '7.257')|0.4404|BE
1077|#dolantwinsnewvideo|2016-05-10|2|False|22.8647312986|('47.076', '7.320')|0|BE
