|hashtag|dayOfTweet|usersPerHashtag|spamEvent|std|approxLocation|compound|area
35|#job|2015-09-08|29|False|292.2753474875|('46.198', '6.142')|0.296|GE
36|#job|2015-11-15|29|False|278.4677404405|('47.455', '8.287')|0.1198333333|AG
37|#job|2015-08-03|29|False|277.5195138849|('47.455', '8.287')|0|AG
38|#job|2015-08-06|29|False|273.3429778505|('46.948', '7.445')|0.5719|BE
39|#job|2015-08-11|29|False|269.7985374866|('46.198', '6.142')|0|GE
40|#job|2015-07-15|29|False|253.0471252928|('47.367', '8.550')|0.3612|ZH
41|#job|2015-08-13|29|False|251.9999529877|('46.198', '6.142')|0|GE
42|#job|2015-08-15|29|False|251.5333692281|('46.948', '7.445')|0|BE
43|#job|2015-07-06|29|False|250.3391554188|('47.455', '8.287')|0.1806|AG
44|#job|2015-07-14|29|False|250.2766167683|('46.948', '7.445')|0.614775|BE
45|#job|2015-12-20|29|False|248.8931098636|('46.198', '6.142')|0.1204|GE
46|#job|2015-11-19|29|False|239.9276302684|('46.198', '6.142')|0|GE
47|#job|2015-11-18|29|False|234.513957153|('46.198', '6.142')|0|GE
48|#job|2015-12-15|29|False|232.3966023887|('46.198', '6.142')|0.17975|GE
49|#job|2015-08-22|29|False|228.2539496629|('47.455', '8.287')|0.81025|AG
50|#job|2015-07-09|29|False|227.4621102937|('47.367', '8.550')|0.303275|ZH
51|#hiring|2015-07-31|29|False|223.2728285856|('46.198', '6.142')|0.46455|GE
52|#xf9|2015-12-10|29|False|87.4182438513|('45.831', '8.807')|0.0621166667|Lombardia
53|#prayforparis|2015-11-15|28|False|407.6927329533|('46.410', '6.342')|0|VD
54|#hiring|2015-08-02|28|False|319.7796992152|('47.367', '8.550')|0.3825|ZH
55|#job|2015-07-04|28|False|302.9685448033|('46.948', '7.445')|0.1806|BE
56|#job|2015-07-17|28|False|297.6882845019|('46.198', '6.142')|0.4043666667|GE
57|#job|2015-07-18|28|False|290.4277828004|('47.367', '8.550')|0.28595|ZH
58|#job|2015-07-08|28|False|285.1765262053|('46.198', '6.142')|0|GE
59|#job|2015-08-20|28|False|284.5282734802|('46.198', '6.142')|0|GE
60|#hiring|2015-08-25|28|False|280.3140657771|('46.198', '6.142')|0.3825|GE
61|#job|2015-11-25|28|False|278.5412695745|('46.198', '6.142')|0.27642|GE
62|#job|2015-08-27|28|False|277.9744093849|('47.367', '8.550')|0.8519|ZH
63|#hiring|2015-08-08|28|False|274.4501502783|('47.367', '8.550')|0|ZH
64|#job|2015-07-05|28|False|272.7554751327|('46.198', '6.142')|0|GE
65|#job|2015-09-11|28|False|272.1140713231|('47.455', '8.287')|0|AG
66|#hiring|2015-07-13|28|False|270.3216928759|('46.198', '6.142')|0.1779|GE
67|#job|2015-06-29|28|False|263.5042822699|('46.948', '7.445')|0.25|BE
68|#job|2015-08-31|28|False|257.8287921419|('47.455', '8.287')|0.3595|AG
69|#job|2015-07-12|28|False|247.9048320106|('47.367', '8.550')|0.232275|ZH
70|#hiring|2015-08-04|28|False|244.9246170406|('46.198', '6.142')|0|GE
71|#hiring|2015-07-15|28|False|241.9681177338|('47.367', '8.550')|0.1272666667|ZH
72|#job|2015-07-31|28|False|241.9081454685|('46.198', '6.142')|0|GE
73|#job|2015-11-05|28|False|239.0917893531|('46.198', '6.142')|-0.2732|GE
74|#job|2015-12-14|28|False|238.2243902901|('46.198', '6.142')|0|GE
75|#job|2015-12-08|28|False|237.3936096621|('47.367', '8.550')|0.765|ZH
76|#job|2015-11-30|28|False|231.8038686511|('46.198', '6.142')|0.7351|GE
77|#job|2015-09-09|28|False|230.4987314272|('46.948', '7.445')|0.3595|BE
78|#job|2015-07-10|28|False|223.1163015964|('46.198', '6.142')|0|GE
79|#job|2015-08-16|28|False|219.3456570426|('46.198', '6.142')|0|GE
80|#job|2015-11-20|28|False|208.2897172608|('46.198', '6.142')|0.5197|GE
81|#eurovision2015|2015-05-23|28|False|98.8084918634|('47.377', '8.537')|-0.2759|ZH
82|#job|2015-07-24|27|False|345.5005740464|('46.198', '6.142')|0|GE
83|#job|2015-06-28|27|False|311.904878649|('47.474', '8.306')|0|AG
84|#job|2015-07-20|27|False|289.7599739787|('46.198', '6.142')|0.0772|GE
85|#hiring|2015-07-08|27|False|289.2578389508|('46.198', '6.142')|0.42595|GE
86|#job|2015-08-26|27|False|287.5435805009|('47.455', '8.287')|0.5631|AG
87|#job|2015-07-07|27|False|286.633077378|('47.455', '8.287')|0.1806|AG
88|#hiring|2015-08-20|27|False|282.8834533784|('47.367', '8.550')|0.765|ZH
89|#job|2015-08-09|27|False|279.5739460785|('47.455', '8.287')|0.42595|AG
90|#job|2015-09-22|27|False|279.4838052041|('46.198', '6.142')|0.8519|GE
91|#job|2015-11-21|27|False|274.8582912775|('46.198', '6.142')|0.9726|GE
92|#job|2015-10-30|27|False|270.9859950997|('47.367', '8.550')|0.765|ZH
93|#job|2015-11-09|27|False|269.8832639914|('46.198', '6.142')|0|GE
94|#job|2015-09-16|27|False|269.5912728674|('47.367', '8.550')|0.0257333333|ZH
95|#job|2015-12-21|27|False|268.6036003763|('47.455', '8.287')|-0.1366|AG
96|#job|2015-09-10|27|False|268.2360509944|('46.948', '7.445')|0.3595|BE
97|#job|2015-09-04|27|False|266.3669194315|('47.367', '8.550')|0|ZH
98|#hiring|2015-07-21|27|False|263.9960484707|('46.198', '6.142')|0|GE
99|#job|2015-07-16|27|False|250.4298794468|('46.948', '7.445')|0|BE
100|#hiring|2015-09-11|27|False|243.9479900276|('47.455', '8.287')|0.3595|AG
101|#hiring|2015-11-15|27|False|236.9807709467|('47.455', '8.287')|0|AG
102|#job|2015-11-02|27|False|232.0345497209|('47.367', '8.550')|0.17975|ZH
103|#job|2015-11-14|27|False|220.8463900289|('46.198', '6.142')|0.0772|GE
104|#hiring|2015-08-10|27|False|217.6245228092|('46.198', '6.142')|0.3612|GE
105|#job|2015-07-26|26|False|313.3316384813|('46.198', '6.142')|0.0386|GE
106|#job|2015-10-24|26|False|310.265303579|('47.367', '8.550')|0|ZH
107|#job|2015-07-30|26|False|307.2822819893|('47.455', '8.287')|0.3595|AG
108|#charliehebdo|2015-01-09|26|False|303.613668028|('46.529', '6.652')|-0.6676|VD
109|#parisattacks|2015-11-15|26|False|295.3302877137|('46.425', '6.136')|0.20652|VD
110|#job|2015-08-30|26|False|289.510817458|('46.198', '6.142')|0|GE
111|#hiring|2015-06-30|26|False|283.171820435|('46.198', '6.142')|0|GE
112|#job|2015-09-13|26|False|276.7966229988|('47.455', '8.287')|0.3536666667|AG
113|#hiring|2015-09-04|26|False|265.0648644133|('47.367', '8.550')|0.8229333333|ZH
114|#hiring|2015-06-29|26|False|264.3582273013|('46.948', '7.445')|0|BE
115|#hiring|2015-07-23|26|False|259.3337121564|('46.198', '6.142')|0|GE
116|#hiring|2015-09-14|26|False|258.1395049182|('46.198', '6.142')|0.0772|GE
117|#job|2015-10-29|26|False|255.5492700814|('46.198', '6.142')|0.0772|GE
118|#job|2015-09-19|26|False|250.9028658109|('46.198', '6.142')|0.0772|GE
119|#job|2015-07-22|26|False|235.2261008187|('46.948', '7.445')|0.3612|BE
120|#job|2015-07-25|26|False|233.002267795|('46.948', '7.445')|0.6057|BE
121|#hiring|2015-09-09|26|False|231.8623719712|('46.948', '7.445')|0.3612|BE
122|#hiring|2015-07-09|26|False|222.5780774755|('47.367', '8.550')|0|ZH
123|#job|2015-09-15|26|False|219.4523464566|('46.948', '7.445')|0.3612|BE
124|#job|2015-12-10|26|False|214.8444207902|('47.367', '8.550')|0.4043666667|ZH
125|#job|2015-11-24|26|False|208.4050115966|('47.367', '8.550')|0|ZH
126|#job|2015-12-07|26|False|208.0097775767|('46.948', '7.445')|0|BE
127|#job|2015-12-28|26|False|203.8285337499|('46.198', '6.142')|0|GE
128|#ss9|2015-08-21|26|False|42.4595185641|('46.152', '6.009')|-0.100475|GE
129|#switzerland|2015-08-01|25|False|345.9069748367|('46.953', '7.445')|-0.0910666667|BE
130|#hiring|2015-07-03|25|False|290.6622118588|('47.455', '8.287')|0|AG
131|#hiring|2015-08-19|25|False|283.0995723463|('47.455', '8.287')|0|AG
132|#job|2015-09-18|25|False|272.3482984965|('47.367', '8.550')|0.3595|ZH
133|#hiring|2015-08-15|25|False|258.8978126947|('46.948', '7.445')|0.3754|BE
134|#hiring|2015-07-14|25|False|258.6344612901|('46.948', '7.445')|0.3612|BE
135|#hiring|2015-07-06|25|False|250.0715998148|('47.455', '8.287')|0.5443|AG
136|#job|2015-09-21|25|False|248.6098852094|('47.367', '8.550')|0.9846|ZH
137|#hiring|2015-12-02|25|False|241.8573882413|('47.367', '8.550')|0.296|ZH
138|#job|2015-11-08|25|False|240.6048143811|('46.198', '6.142')|0|GE
139|#hiring|2015-11-29|25|False|239.4552039979|('46.198', '6.142')|0.3612|GE
140|#hiring|2015-08-22|25|False|229.4436435479|('47.455', '8.287')|0.7351|AG
141|#hiring|2015-12-08|25|False|219.8559944055|('47.367', '8.550')|0.3595|ZH
142|#hiring|2015-08-16|25|False|217.5049548757|('46.198', '6.142')|0.3595|GE
143|#job|2015-11-27|25|False|211.5009258377|('46.198', '6.142')|0.0772|GE
144|#hiring|2015-11-24|25|False|204.5744799961|('47.367', '8.550')|0.3825|ZH
145|#hiring|2015-06-27|24|False|296.2454774502|('46.948', '7.445')|0.765|BE
146|#hiring|2015-09-07|24|False|295.1468246672|('47.455', '8.287')|0.3595|AG
147|#hiring|2015-07-20|24|False|289.8343098309|('46.198', '6.142')|0|GE
148|#hiring|2015-08-27|24|False|289.3797162037|('47.367', '8.550')|0.1806|ZH
149|#sanremo2015|2015-02-14|24|False|280.9550516251|('46.434', '9.040')|0.31845|TI
150|#hiring|2015-09-10|24|False|279.6249715521|('46.948', '7.445')|0.42595|BE
151|#hiring|2015-07-05|24|False|278.3682726837|('46.198', '6.142')|0.8519|GE
152|#job|2015-09-12|24|False|277.6712795119|('46.948', '7.445')|0.0772|BE
153|#job|2015-12-25|24|False|264.3257450781|('46.948', '7.445')|0.6249|BE
154|#hiring|2015-10-29|24|False|261.5687181789|('46.198', '6.142')|0|GE
155|#hiring|2015-09-20|24|False|260.9771899406|('46.198', '6.142')|0.31258|GE
156|#hiring|2015-09-18|24|False|259.5437945602|('47.367', '8.550')|0.3612|ZH
157|#hiring|2015-09-21|24|False|255.2792130042|('47.367', '8.550')|0.1779|ZH
158|#job|2015-11-03|24|False|252.2525934198|('47.367', '8.550')|0|ZH
159|#hiring|2015-11-04|24|False|252.0554626738|('46.198', '6.142')|0|GE
160|#hiring|2015-08-05|24|False|245.9301208779|('47.367', '8.550')|0.1806|ZH
161|#job|2015-10-31|24|False|245.0707651998|('46.198', '6.142')|0.21835|GE
162|#hiring|2015-07-01|24|False|243.8537136274|('46.948', '7.445')|0.8519|BE
163|#hiring|2015-12-04|24|False|236.9329369418|('46.198', '6.142')|0|GE
164|#hiring|2015-12-27|24|False|234.9116584758|('46.198', '6.142')|0.50525|GE
165|#job|2015-12-12|24|False|228.0382184327|('46.198', '6.142')|0|GE
166|#fifa|2015-05-28|24|False|223.6944685323|('46.813', '8.224')|0|OW
167|#hiring|2015-11-10|24|False|218.6995158898|('46.198', '6.142')|0|GE
168|#job|2015-12-09|24|False|218.3587711592|('46.198', '6.142')|0.7935|GE
169|#hiring|2015-12-14|24|False|215.8401757061|('46.198', '6.142')|0.8519|GE
170|#job|2015-10-25|24|False|212.0281590609|('47.367', '8.550')|0.5719|ZH
171|#job|2015-07-19|24|False|201.8432699957|('46.948', '7.445')|0|BE
172|#job|2015-12-17|24|False|198.4095457077|('46.948', '7.445')|0|BE
173|#job|2015-12-30|24|False|197.0568752801|('46.198', '6.142')|0.60655|GE
174|#marcherepublicaine|2015-01-11|24|False|131.5218177884|('46.529', '6.652')|0|VD
175|#dals|2015-10-24|24|False|90.2548171063|('46.740', '7.638')|0.12195|BE
176|#nma2015|2015-11-07|24|False|64.7706271785|('46.205', '6.143')|0.3583666667|GE
177|#hiring|2015-06-28|23|False|318.7768835862|('47.474', '8.306')|0|AG
178|#hiring|2015-07-17|23|False|305.0852696551|('46.198', '6.142')|0|GE
179|#hiring|2015-07-07|23|False|294.3004962088|('47.455', '8.287')|0.1806|AG
180|#hiring|2015-08-26|23|False|279.3755954977|('47.455', '8.287')|0.3612|AG
181|#jobs|2015-09-16|23|False|265.9759046139|('47.367', '8.550')|0|ZH
182|#hiring|2015-09-05|23|False|261.8559828616|('47.455', '8.287')|0.0386|AG
183|#hiring|2015-09-16|23|False|246.0591925562|('47.367', '8.550')|0.5719|ZH
184|#hiring|2015-11-16|23|False|235.8376940407|('47.367', '8.550')|0|ZH
185|#hiring|2015-08-13|23|False|231.5013724267|('46.198', '6.142')|0|GE
186|#hiring|2015-12-19|23|False|228.1449610025|('46.948', '7.445')|0|BE
187|#job|2015-11-22|23|False|221.9704344201|('47.367', '8.550')|0.148|ZH
188|#hiring|2015-12-16|23|False|218.2827609712|('47.367', '8.550')|0.3595|ZH
189|#hiring|2015-12-10|23|False|214.1773438607|('47.367', '8.550')|0|ZH
190|#hiring|2015-12-07|23|False|211.7957800156|('46.948', '7.445')|0.0386|BE
191|#hiring|2015-12-03|23|False|209.0681021059|('46.198', '6.142')|0|GE
192|#job|2015-12-24|23|False|196.4584401469|('46.198', '6.142')|0.5631|GE
193|#frabel|2015-06-07|23|False|65.0704714541|('47.720', '7.240')|-0.1806|Grand Est
194|#hiring|2015-07-24|22|False|339.1876247974|('46.198', '6.142')|0.148|GE
195|#jobs|2015-08-02|22|False|296.833059723|('46.948', '7.445')|0|BE
196|#hiring|2015-07-12|22|False|266.8921530467|('46.948', '7.445')|0.3612|BE
197|#job|2015-11-17|22|False|265.1044293399|('46.198', '6.142')|0.21835|GE
198|#hiring|2015-08-29|22|False|262.8669354023|('46.198', '6.142')|0.3612|GE
199|#hiring|2015-12-21|22|False|244.2122807889|('46.948', '7.445')|0.765|BE
200|#hiring|2015-12-13|22|False|239.4254691671|('47.367', '8.550')|0|ZH
201|#hiring|2015-07-28|22|False|239.2473334182|('46.198', '6.142')|0.6269|GE
202|#hiring|2015-08-07|22|False|236.0893522507|('46.198', '6.142')|0|GE
203|#hiring|2015-10-31|22|False|231.3070438101|('46.198', '6.142')|0|GE
204|#hiring|2015-12-12|22|False|208.7920258154|('47.367', '8.550')|0.8519|ZH
205|#hiring|2015-12-28|22|False|198.747125406|('46.948', '7.445')|0.8519|BE
206|#hiring|2015-07-30|21|False|317.0307693081|('47.455', '8.287')|0.3343333333|AG
207|#lrt|2015-06-22|21|False|299.9475164438|('46.205', '6.143')|0|GE
208|#hiring|2015-08-03|21|False|288.4314351538|('47.455', '8.287')|0.0772|AG
209|#hiring|2015-10-30|21|False|279.4820680832|('46.948', '7.445')|0.0386|BE
210|#jobs|2015-06-29|21|False|276.154930265|('46.948', '7.445')|0|BE
211|#hiring|2015-08-31|21|False|265.9212330627|('47.455', '8.287')|0.3595|AG
212|#hiring|2015-09-13|21|False|265.2554892903|('47.367', '8.550')|0|ZH
213|#hiring|2015-09-19|21|False|262.0765302562|('46.198', '6.142')|0.0228|GE
214|#hiring|2015-11-09|21|False|252.0584172848|('46.198', '6.142')|0|GE
215|#jobs|2015-11-12|21|False|248.5091989138|('47.367', '8.550')|0|ZH
216|#jobs|2015-07-03|21|False|236.7385474131|('47.455', '8.287')|0.07555|AG
217|#swissnationalday|2015-08-01|21|False|236.2429095192|('46.685', '7.856')|0.15735|BE
218|#hiring|2015-10-26|21|False|212.376609387|('47.367', '8.550')|0.0772|ZH
219|#hiring|2015-11-20|21|False|198.3545910242|('46.948', '7.445')|0.765|BE
220|#ballondor|2015-01-12|21|False|178.9754202187|('47.377', '8.537')|0|ZH
221|#esc|2015-05-23|21|False|93.7615580706|('47.379', '8.084')|0|AG
222|#thevoice|2015-01-10|21|False|60.6632636302|('47.744', '7.317')|0|Grand Est
223|#hiring|2015-10-24|20|False|323.5504312463|('47.367', '8.550')|0|ZH
224|#jobs|2015-11-25|20|False|300.8854482173|('46.198', '6.142')|0|GE
225|#jobs|2015-08-06|20|False|285.3377495087|('46.948', '7.445')|0|BE
226|#job|2015-09-06|20|False|260.8151501614|('46.198', '6.142')|0|GE
227|#jobs|2015-07-15|20|False|257.5054139129|('47.367', '8.550')|0|ZH
228|#job|2015-12-01|20|False|251.0660177801|('46.198', '6.142')|0.765|GE
229|#hiring|2015-12-25|20|False|248.7567950733|('46.948', '7.445')|0.0772|BE
230|#regionales2015|2015-12-06|20|False|245.6396148292|('47.722', '7.283')|0|Grand Est
231|#jobs|2015-11-15|20|False|244.3013901866|('46.948', '7.445')|0.0772|BE
232|#jobs|2015-11-07|20|False|240.3890393063|('47.367', '8.550')|0|ZH
233|#jobs|2015-07-25|20|False|236.8791120761|('46.948', '7.445')|0|BE
234|#jobs|2015-09-15|20|False|233.283025337|('46.948', '7.445')|0.0772|BE
235|#hiring|2015-11-22|20|False|221.7083932124|('47.367', '8.550')|-0.2732|ZH
236|#saintdenis|2015-11-18|20|False|201.3093467457|('47.443', '6.802')|-0.296|Bourgogne Franche-Comté
237|#jobs|2015-11-18|20|False|201.0499044881|('46.198', '6.142')|0|GE
238|#hiring|2015-07-19|20|False|183.002966418|('46.948', '7.445')|0.0386|BE
239|#amici14|2015-06-05|20|False|78.7005834815|('45.806', '8.941')|0|Lombardia
240|#sanremo2015|2015-02-10|20|False|67.1429020625|('45.887', '8.888')|-0.5033333333|Lombardia
241|#jobs|2015-07-26|19|False|329.1096199886|('46.948', '7.445')|0.0772|BE
242|#jobs|2015-07-27|19|False|316.7813760175|('46.198', '6.142')|0|GE
243|#jobs|2015-07-04|19|False|298.2690298644|('46.948', '7.445')|0.0386|BE
244|#jobs|2015-08-03|19|False|277.2827572784|('47.455', '8.287')|0.296|AG
245|#jobs|2015-07-29|19|False|255.6998346007|('46.198', '6.142')|0.148|GE
246|#parisattacks|2015-11-16|19|False|250.2887038681|('46.425', '6.136')|-0.1468|VD
247|#jobs|2015-07-18|19|False|245.3857804893|('46.948', '7.445')|0|BE
248|#jobs|2015-12-02|19|False|244.25193559|('47.367', '8.550')|0|ZH
249|#jobs|2015-11-13|19|False|232.7925285777|('46.198', '6.142')|0|GE
250|#hiring|2015-11-01|19|False|227.9790314679|('47.367', '8.550')|0.6057|ZH
251|#sanremo2015|2015-02-11|19|False|119.8054052622|('45.901', '9.337')|0.3818|Lombardia
252|#ita|2015-05-23|19|False|36.3785230331|('47.535', '7.739')|0.25|AG
253|#job|2015-05-22|18|False|363.611320335|('46.198', '6.142')|0.0086|GE
254|#lrt|2015-06-10|18|False|317.7422068239|('47.722', '7.283')|-0.3182|Grand Est
255|#jobs|2015-07-16|18|False|286.7015746575|('46.948', '7.445')|0|BE
256|#jobs|2015-09-17|18|False|275.4527941683|('46.198', '6.142')|0.1866|GE
257|#jobs|2015-09-20|18|False|267.4916837688|('46.948', '7.445')|0|BE
258|#careerarc|2015-08-24|18|False|260.9199787733|('47.367', '8.550')|0.0772|ZH
259|#jobs|2015-12-14|18|False|254.1405271173|('46.198', '6.142')|0.296|GE
260|#jobs|2015-08-08|18|False|253.8726208018|('47.367', '8.550')|0|ZH
261|#hiring|2015-12-01|18|False|253.5630242343|('46.198', '6.142')|0|GE
262|#jobs|2015-11-08|18|False|235.8928977816|('47.367', '8.550')|0.0772|ZH
263|#jobs|2015-11-27|18|False|220.0937860327|('47.367', '8.550')|0.5719|ZH
264|#oscars2015|2015-02-23|18|False|215.5578639762|('47.159', '6.109')|0.3135333333|Bourgogne Franche-Comté
265|#sheskindahotvma|2015-08-30|18|False|204.2067286071|('46.638', '6.637')|-0.3805666667|VD
266|#jobs|2015-07-02|18|False|199.2936574104|('46.198', '6.142')|0.0772|GE
267|#mtvema|2015-10-25|18|False|62.1986510673|('46.537', '6.604')|0|VD
268|#lrt|2015-05-25|17|False|356.8653140672|('46.205', '6.143')|0|GE
269|#purpose|2015-11-13|17|False|336.9299727459|('47.135', '8.526')|-0.296|ZG
270|#jobs|2015-09-21|17|False|316.5301217393|('47.367', '8.550')|0.0386|ZH
271|#jobs|2015-07-17|17|False|298.3609981761|('46.198', '6.142')|0|GE
272|#jobs|2015-10-30|17|False|293.8832016719|('46.948', '7.445')|0|BE
273|#jobs|2015-08-30|17|False|278.5976619386|('47.367', '8.550')|0|ZH
274|#jobs|2015-08-19|17|False|276.7354617729|('47.367', '8.550')|0.296|ZH
275|#jobs|2015-08-13|17|False|271.6557224331|('46.948', '7.445')|0|BE
276|#jobs|2015-12-20|17|False|262.2496891225|('47.367', '8.550')|0|ZH
277|#hiring|2015-12-29|17|False|240.230880783|('47.367', '8.550')|0.251575|ZH
278|#jobs|2015-09-22|17|False|238.4778087639|('46.198', '6.142')|0|GE
279|#jobs|2015-07-11|17|False|236.5156988391|('46.948', '7.445')|0|BE
280|#careerarc|2015-11-19|17|False|223.6761128606|('46.948', '7.445')|0.17975|BE
281|#careerarc|2015-07-31|17|False|223.2133357522|('46.948', '7.445')|0.3612|BE
282|#careerarc|2015-12-28|17|False|217.7380698241|('46.948', '7.445')|0|BE
283|#careerarc|2015-12-08|17|False|214.8644587952|('46.948', '7.445')|0.3595|BE
284|#jobs|2015-12-03|17|False|213.6340955699|('46.948', '7.445')|0.0772|BE
285|#careerarc|2015-11-15|17|False|211.1258994991|('46.948', '7.445')|0.46455|BE
286|#careerarc|2015-11-13|17|False|197.3764813547|('46.948', '7.445')|0|BE
287|#hiring|2015-12-30|17|False|192.3033153257|('46.948', '7.445')|0.3612|BE
288|#careerarc|2015-08-04|17|False|190.6758437833|('47.367', '8.550')|0.3595|ZH
289|#jobs|2015-07-31|17|False|189.5330091491|('46.198', '6.142')|0|GE
290|#hiring|2015-12-17|17|False|187.2310823627|('46.948', '7.445')|0.3612|BE
291|#careerarc|2015-11-10|17|False|174.2978497426|('47.367', '8.550')|0.9007|ZH
292|#rus|2015-05-23|17|False|169.9577263494|('46.813', '8.224')|0.7345|OW
293|#dragmedownmusicvideo|2015-08-21|17|False|157.8291854084|('47.458', '8.589')|-0.31745|ZH
294|#omol|2015-09-20|17|False|47.3558555296|('47.201', '5.941')|0|Bourgogne Franche-Comté
295|#thevoice|2015-01-17|17|False|41.9917790813|('46.176', '6.074')|-0.6597|GE
296|#lrt|2015-07-10|16|False|327.102927406|('47.722', '7.283')|0|Grand Est
297|#jobs|2015-04-24|16|False|306.6326953589|('46.948', '7.445')|0|BE
298|#1august|2015-08-01|16|False|298.0890505238|('47.208', '7.531')|-0.1857|SO
299|#careerarc|2015-08-21|16|False|294.298927219|('46.948', '7.445')|0|BE
300|#careerarc|2015-07-26|16|False|280.9091162964|('46.948', '7.445')|0.0772|BE
301|#jobs|2015-12-25|16|False|277.8047707662|('46.948', '7.445')|0|BE
302|#jobs|2015-07-23|16|False|265.4122492495|('46.948', '7.445')|0|BE
303|#careerarc|2015-09-01|16|False|259.6115276431|('47.455', '8.287')|0.0772|AG
304|#careerarc|2015-08-30|16|False|255.1506105891|('47.367', '8.550')|0.3612|ZH
305|#jobs|2015-08-27|16|False|251.9681974694|('46.948', '7.445')|0.0772|BE
306|#jobs|2015-08-22|16|False|230.2501144247|('47.455', '8.287')|0|AG
307|#careerarc|2015-09-21|16|False|215.6182654028|('47.367', '8.550')|0.3595|ZH
308|#careerarc|2015-09-14|16|False|215.5426759881|('47.367', '8.550')|0|ZH
309|#jobs|2015-11-16|16|False|215.3819994088|('46.948', '7.445')|0|BE
310|#careerarc|2015-09-02|16|False|205.8692522296|('46.198', '6.142')|0.42595|GE
311|#careerarc|2015-11-26|16|False|197.9834411828|('47.367', '8.550')|0.9766|ZH
312|#careerarc|2015-11-24|16|False|192.8813050488|('46.948', '7.445')|0.0772|BE
313|#kohlanta|2015-07-24|16|False|71.8461090805|('47.561', '5.980')|0.1806|Bourgogne Franche-Comté
314|#5yearsofonedirection|2015-07-22|16|False|52.7235405383|('47.450', '8.529')|0|ZH
315|#lrt|2015-08-30|15|False|382.838042142|('47.791', '7.262')|-0.4015|Grand Est
316|#jobs|2015-09-08|15|False|350.6065674418|('46.948', '7.445')|0.0772|BE
317|#job|2015-05-14|15|False|302.8196680037|('46.948', '7.445')|0|BE
318|#job|2015-05-02|15|False|301.0966998645|('46.948', '7.445')|0|BE
319|#ff|2015-01-23|15|False|280.587595537|('47.377', '8.537')|0.8065|ZH
320|#jobs|2015-05-26|15|False|274.7955307332|('46.948', '7.445')|0|BE
321|#jobs|2015-05-03|15|False|274.3217973872|('46.948', '7.445')|0|BE
