|dayOfTweet|approxLocation|hashtag|numOfTweets|spamEvent|usersPerHashtag|std
358132|2016-06-25|('46.205', '6.143')|#sui|20|False|8|145.91323615565747
94467|2016-02-20|('46.198', '6.142')|#job|9|False|8|116.47071633702764
98713|2016-02-22|('46.198', '6.142')|#job|10|False|8|111.57569703768131
98715|2016-02-22|('46.198', '6.142')|#geneva|10|False|8|111.57569703768131
104397|2016-02-25|('47.567', '7.598')|#hiring|10|False|8|110.84626767885932
104398|2016-02-25|('47.567', '7.598')|#job|10|False|8|110.84626767885932
386292|2016-07-07|('47.722', '7.283')|#fraall|26|False|8|93.48310978243963
217143|2016-04-21|('47.377', '8.537')|#prince|9|False|8|93.42751039290691
89585|2016-02-16|('46.198', '6.142')|#veterans|10|False|8|76.00248623491792
88232|2016-02-15|('46.198', '6.142')|#job|8|False|8|69.53880008946045
88233|2016-02-15|('46.198', '6.142')|#geneva|8|False|8|69.53880008946045
361164|2016-06-26|('47.722', '7.283')|#frairl|16|False|8|47.36759450649357
89675|2016-02-16|('46.198', '6.142')|#job|9|False|8|36.56862406651321
362858|2016-06-27|('46.205', '6.143')|#brexit|8|False|7|430.98617983046876
14262|2016-01-09|('46.198', '6.142')|#job|7|False|7|353.1155633298533
242522|2016-05-04|('46.204', '6.143')|#job|11|False|7|311.58740021158627
322159|2016-06-11|('46.204', '6.143')|#job|9|False|7|286.9158743440615
1700|2016-01-02|('46.198', '6.142')|#job|11|False|7|285.0102563360003
274272|2016-05-19|('46.204', '6.143')|#job|10|False|7|283.0893579184259
62646|2016-02-02|('46.198', '6.142')|#job|10|False|7|279.9675687567322
1699|2016-01-02|('46.198', '6.142')|#hiring|10|False|7|278.71458467599274
39003|2016-01-22|('46.198', '6.142')|#hiring|13|False|7|277.57156839606984
39005|2016-01-22|('46.198', '6.142')|#job|13|False|7|277.57156839606984
75899|2016-02-09|('46.198', '6.142')|#job|11|False|7|276.29300854391505
23975|2016-01-14|('46.198', '6.142')|#job|11|False|7|273.0077632710181
310112|2016-06-06|('46.204', '6.143')|#job|11|False|7|270.98891988707044
310110|2016-06-06|('46.204', '6.143')|#geneva|12|False|7|266.223896517151
68631|2016-02-05|('46.198', '6.142')|#geneva|8|False|7|259.0333472405414
68632|2016-02-05|('46.198', '6.142')|#job|8|False|7|259.0333472405414
187373|2016-04-07|('46.204', '6.143')|#geneva|7|False|7|255.7949589203632
184937|2016-04-06|('46.204', '6.143')|#job|10|False|7|251.5804596777474
327834|2016-06-13|('46.204', '6.143')|#hiring|14|False|7|244.84249089119515
327837|2016-06-13|('46.204', '6.143')|#geneva|15|False|7|243.75830240751304
112852|2016-02-29|('47.567', '7.598')|#hiring|8|False|7|238.06369738037904
112853|2016-02-29|('47.567', '7.598')|#job|8|False|7|238.06369738037904
327835|2016-06-13|('46.204', '6.143')|#job|16|False|7|237.33315180739416
445966|2016-08-09|('46.205', '6.143')|#rio2016|8|False|7|227.46633739619034
70459|2016-02-06|('46.198', '6.142')|#geneva|9|False|7|226.43074397607384
146853|2016-03-17|('47.567', '7.598')|#hiring|7|False|7|226.40547038033466
146854|2016-03-17|('47.567', '7.598')|#job|7|False|7|226.40547038033466
146857|2016-03-17|('47.567', '7.598')|#basel|7|False|7|226.40547038033466
132484|2016-03-10|('47.567', '7.598')|#hiring|8|False|7|223.83451460969007
132486|2016-03-10|('47.567', '7.598')|#job|8|False|7|223.83451460969007
204111|2016-04-15|('47.560', '7.589')|#hiring|7|False|7|223.6740474719221
204112|2016-04-15|('47.560', '7.589')|#job|7|False|7|223.6740474719221
204116|2016-04-15|('47.560', '7.589')|#basel|7|False|7|223.6740474719221
106289|2016-02-26|('46.198', '6.142')|#job|8|False|7|223.41369549769664
12439|2016-01-08|('46.948', '7.445')|#careerarc|8|False|7|221.9088537455406
138639|2016-03-13|('46.198', '6.142')|#job|7|False|7|221.79690872241855
138644|2016-03-13|('46.198', '6.142')|#veterans|7|False|7|221.79690872241855
159713|2016-03-23|('46.205', '6.143')|#hrc31|36|False|7|216.37132179352218
281766|2016-05-23|('46.205', '6.143')|#wha69|22|False|7|216.140668838364
452583|2016-08-13|('46.204', '6.143')|#job|10|False|7|214.26228558708135
452584|2016-08-13|('46.204', '6.143')|#geneva|10|False|7|214.26228558708135
175078|2016-04-01|('47.567', '7.598')|#hiring|7|False|7|214.17412266329958
175079|2016-04-01|('47.567', '7.598')|#job|7|False|7|214.17412266329958
128372|2016-03-08|('46.205', '6.143')|#iwd2016|8|False|7|212.95353699638525
5029|2016-01-04|('46.948', '7.445')|#bern|10|False|7|212.354212533106
5031|2016-01-04|('46.948', '7.445')|#careerarc|9|False|7|211.41017858107438
5030|2016-01-04|('46.948', '7.445')|#job|11|False|7|207.8960246741107
5032|2016-01-04|('46.948', '7.445')|#hiring|11|False|7|207.8960246741107
58560|2016-01-31|('46.948', '7.445')|#hiring|11|False|7|207.00319282836838
346935|2016-06-20|('46.204', '6.143')|#geneva|8|False|7|205.27678865604238
35200|2016-01-20|('46.765', '9.818')|#wef16|47|False|7|205.1210681229454
12420|2016-01-08|('46.948', '7.445')|#hiring|11|False|7|204.88136420282956
6968|2016-01-05|('46.948', '7.445')|#job|14|False|7|203.72628995498067
112855|2016-02-29|('47.567', '7.598')|#basel|7|False|7|202.417460292566
12440|2016-01-08|('46.948', '7.445')|#bern|9|False|7|201.44443172764562
16184|2016-01-10|('46.948', '7.445')|#job|10|False|7|201.33090120633634
12419|2016-01-08|('46.948', '7.445')|#job|12|False|7|200.2189024795312
47499|2016-01-26|('46.948', '7.445')|#hiring|10|False|7|200.1813831739716
86218|2016-02-14|('46.198', '6.142')|#geneva|9|False|7|198.88875518996818
191556|2016-04-09|('47.560', '7.589')|#hiring|8|False|7|196.61110726507798
191558|2016-04-09|('47.560', '7.589')|#job|8|False|7|196.61110726507798
86215|2016-02-14|('46.198', '6.142')|#job|9|False|7|195.40305828002073
51948|2016-01-28|('46.948', '7.445')|#job|11|False|7|194.35997245698576
47500|2016-01-26|('46.948', '7.445')|#bern|11|False|7|193.6689585598112
151076|2016-03-19|('46.198', '6.142')|#job|9|False|7|191.08265471461465
80278|2016-02-11|('46.205', '6.143')|#lift16|40|False|7|190.4692360690179
78061|2016-02-10|('46.198', '6.142')|#hiring|8|False|7|190.14864496798216
60608|2016-02-01|('46.948', '7.445')|#hiring|10|False|7|190.0316839371793
66758|2016-02-04|('46.198', '6.142')|#hiring|10|False|7|184.94862365442643
358076|2016-06-25|('47.377', '8.537')|#suipol|10|False|7|184.40604344308605
291700|2016-05-28|('46.204', '6.143')|#veterans|7|False|7|183.745276891803
74256|2016-02-08|('46.198', '6.142')|#job|10|False|7|183.307549467191
195683|2016-04-11|('47.560', '7.589')|#job|7|False|7|183.09934427868237
291699|2016-05-28|('46.204', '6.143')|#job|8|False|7|182.61206213915685
47503|2016-01-26|('46.948', '7.445')|#careerarc|9|False|7|178.7472677853867
47501|2016-01-26|('46.948', '7.445')|#job|10|False|7|175.41860458945368
33561|2016-01-19|('46.948', '7.445')|#job|10|False|7|174.31325142461841
41046|2016-01-23|('46.948', '7.445')|#job|13|False|7|172.39850184536778
41044|2016-01-23|('46.948', '7.445')|#hiring|11|False|7|169.31179582561074
96331|2016-02-21|('46.198', '6.142')|#hiring|8|False|7|163.84932542116925
66755|2016-02-04|('46.198', '6.142')|#geneva|9|False|7|163.38311135737857
96333|2016-02-21|('46.198', '6.142')|#job|8|False|7|163.21088765712412
183002|2016-04-05|('47.560', '7.589')|#job|8|False|7|154.62773710862268
183005|2016-04-05|('47.560', '7.589')|#hiring|8|False|7|154.62773710862268
82158|2016-02-12|('46.198', '6.142')|#hiring|7|False|7|153.83362939513526
355557|2016-06-24|('47.560', '7.583')|#brexit|33|False|7|147.0505001987868
106288|2016-02-26|('46.198', '6.142')|#geneva|8|False|7|142.3925851098674
286090|2016-05-25|('46.205', '6.143')|#wha69|48|False|7|139.63589590590124
322481|2016-06-11|('46.205', '6.143')|#sui|9|False|7|134.79882953662633
163392|2016-03-25|('46.198', '6.142')|#veterans|8|False|7|131.83000191679415
98714|2016-02-22|('46.198', '6.142')|#jobs|7|False|7|123.70437297615649
163390|2016-03-25|('46.198', '6.142')|#geneva|7|False|7|117.02808082114424
98712|2016-02-22|('46.198', '6.142')|#hiring|8|False|7|116.08855515893411
94466|2016-02-20|('46.198', '6.142')|#geneva|9|False|7|115.96825661882598
98718|2016-02-22|('46.198', '6.142')|#veterans|9|False|7|115.5095290281122
287817|2016-05-26|('47.560', '7.589')|#hiring|7|False|7|114.15374568125753
287819|2016-05-26|('47.560', '7.589')|#job|7|False|7|114.15374568125753
323217|2016-06-11|('47.377', '8.537')|#albsui|12|False|7|113.81484933270592
355622|2016-06-24|('47.722', '7.283')|#brexit|9|False|7|99.03381476932039
344477|2016-06-19|('47.377', '8.537')|#euro2016|14|False|7|79.06835013042156
88231|2016-02-15|('46.198', '6.142')|#hiring|7|False|7|72.62816664056143
88236|2016-02-15|('46.198', '6.142')|#veterans|7|False|7|54.406032078535304
321411|2016-06-10|('47.722', '7.283')|#frarou|16|False|7|50.35770561234825
72258|2016-02-07|('46.198', '6.142')|#job|7|False|7|45.47210004042225
72261|2016-02-07|('46.198', '6.142')|#geneva|7|False|7|45.47210004042225
335457|2016-06-15|('47.722', '7.283')|#fraalb|10|False|7|43.58277169810209
378422|2016-07-03|('47.722', '7.283')|#fraisl|31|False|7|38.4614776727376
124214|2016-03-06|('47.567', '7.598')|#hiring|7|False|7|4.3985155195259
124216|2016-03-06|('47.567', '7.598')|#job|7|False|7|4.3985155195259
58480|2016-01-31|('46.198', '6.142')|#geneva|7|False|6|418.80411087760575
4939|2016-01-04|('46.198', '6.142')|#geneva|8|False|6|395.86194097829633
287768|2016-05-26|('46.204', '6.143')|#geneva|9|False|6|376.27669619412444
295539|2016-05-30|('46.204', '6.143')|#job|9|False|6|370.7710790950104
330626|2016-06-14|('46.204', '6.143')|#geneva|10|False|6|369.61147800013526
287770|2016-05-26|('46.204', '6.143')|#job|8|False|6|367.92232514995607
324873|2016-06-12|('46.204', '6.143')|#geneva|7|False|6|353.7318420778277
249062|2016-05-07|('46.204', '6.143')|#job|8|False|6|353.6170979243572
14266|2016-01-09|('46.198', '6.142')|#geneva|6|False|6|351.4984453827377
45524|2016-01-25|('46.198', '6.142')|#geneva|7|False|6|350.5424691470878
353693|2016-06-23|('47.377', '8.537')|#brexit|8|False|6|349.633168875291
324874|2016-06-12|('46.204', '6.143')|#job|8|False|6|345.8027046677853
4938|2016-01-04|('46.198', '6.142')|#job|10|False|6|344.30218221466123
157294|2016-03-22|('46.205', '6.143')|#brussels|7|False|6|341.9153264550342
45522|2016-01-25|('46.198', '6.142')|#job|8|False|6|338.43172745666965
314739|2016-06-08|('46.204', '6.143')|#geneva|9|False|6|333.7986082418522
58563|2016-01-31|('46.198', '6.142')|#job|8|False|6|326.4163836853084
314738|2016-06-08|('46.204', '6.143')|#job|10|False|6|321.03395694830925
122398|2016-03-05|('46.198', '6.142')|#job|8|False|6|320.75084566632046
12320|2016-01-08|('46.198', '6.142')|#job|11|False|6|316.7776593434847
257167|2016-05-11|('46.204', '6.143')|#hiring|7|False|6|315.6722526066548
385688|2016-07-07|('46.205', '6.143')|#euro2016|11|False|6|313.8745095579276
289801|2016-05-27|('46.204', '6.143')|#geneva|9|False|6|312.17856259700204
289802|2016-05-27|('46.204', '6.143')|#job|9|False|6|312.17856259700204
257163|2016-05-11|('46.204', '6.143')|#geneva|8|False|6|310.07489193920736
257165|2016-05-11|('46.204', '6.143')|#job|8|False|6|310.07489193920736
297219|2016-05-31|('46.204', '6.143')|#geneva|11|False|6|305.2115427477249
312134|2016-06-07|('46.204', '6.143')|#geneva|11|False|6|305.0310063572261
126054|2016-03-07|('46.198', '6.142')|#hiring|6|False|6|300.1902006629698
126056|2016-03-07|('46.198', '6.142')|#geneva|6|False|6|300.1902006629698
1702|2016-01-02|('46.198', '6.142')|#geneva|10|False|6|298.92089825552335
312135|2016-06-07|('46.204', '6.143')|#job|14|False|6|295.6182253110495
68633|2016-02-05|('46.198', '6.142')|#veterans|6|False|6|287.6086257619099
126055|2016-03-07|('46.198', '6.142')|#job|7|False|6|287.1330041940593
75898|2016-02-09|('46.198', '6.142')|#geneva|9|False|6|285.2464156129353
4937|2016-01-04|('46.198', '6.142')|#hiring|9|False|6|277.4118432988562
39007|2016-01-22|('46.198', '6.142')|#geneva|11|False|6|276.8708952148634
299472|2016-06-01|('46.954', '7.395')|#gottardo2016|7|False|6|272.70296633114384
295538|2016-05-30|('46.204', '6.143')|#hiring|8|False|6|272.57190195636656
68634|2016-02-05|('46.198', '6.142')|#hiring|7|False|6|272.373564585125
333570|2016-06-15|('47.377', '8.537')|#euro2016|6|False|6|271.30379657973873
442103|2016-08-07|('46.204', '6.143')|#hiring|6|False|6|268.40537808141016
442104|2016-08-07|('46.204', '6.143')|#job|6|False|6|268.40537808141016
442105|2016-08-07|('46.204', '6.143')|#geneva|6|False|6|268.40537808141016
355685|2016-06-24|('46.954', '7.395')|#brexit|10|False|6|268.2869240870883
77961|2016-02-10|('46.198', '6.142')|#geneva|9|False|6|263.0967546185421
64970|2016-02-03|('46.198', '6.142')|#job|13|False|6|260.4305659186231
261416|2016-05-13|('46.204', '6.143')|#job|7|False|6|260.37071780753297
310111|2016-06-06|('46.204', '6.143')|#hiring|8|False|6|259.58796531447894
17966|2016-01-11|('46.198', '6.142')|#job|9|False|6|256.06158922414454
301295|2016-06-02|('46.204', '6.143')|#geneva|11|False|6|255.12294878056414
301293|2016-06-02|('46.204', '6.143')|#job|12|False|6|250.26224727911807
452587|2016-08-13|('46.204', '6.143')|#veterans|6|False|6|246.45210920101624
112854|2016-02-29|('47.567', '7.598')|#careerarc|7|False|6|244.8033356170862
132485|2016-03-10|('47.567', '7.598')|#basel|6|False|6|242.73423160188602
23962|2016-01-14|('46.948', '7.445')|#bern|8|False|6|239.78700111302487
110456|2016-02-28|('46.198', '6.142')|#geneva|8|False|6|237.94511184304673
110457|2016-02-28|('46.198', '6.142')|#job|8|False|6|237.94511184304673
144572|2016-03-16|('47.567', '7.598')|#hiring|7|False|6|237.6386892826817
144574|2016-03-16|('47.567', '7.598')|#job|7|False|6|237.6386892826817
144577|2016-03-16|('47.567', '7.598')|#basel|7|False|6|237.6386892826817
327836|2016-06-13|('46.204', '6.143')|#jobs|11|False|6|236.86345657683106
157101|2016-03-22|('47.567', '7.598')|#hiring|7|False|6|233.9443005980546
157102|2016-03-22|('47.567', '7.598')|#careerarc|7|False|6|233.9443005980546
157103|2016-03-22|('47.567', '7.598')|#job|7|False|6|233.9443005980546
157104|2016-03-22|('47.567', '7.598')|#basel|7|False|6|233.9443005980546
56522|2016-01-30|('46.198', '6.142')|#job|7|False|6|233.15616792067883
27734|2016-01-16|('46.198', '6.142')|#geneva|11|False|6|231.80562410035407
82044|2016-02-12|('46.198', '6.142')|#geneva|8|False|6|229.5826130414442
70460|2016-02-06|('46.198', '6.142')|#job|8|False|6|227.95674380081593
70462|2016-02-06|('46.198', '6.142')|#hiring|8|False|6|227.95674380081593
78062|2016-02-10|('46.198', '6.142')|#jobs|6|False|6|227.24810666543448
58559|2016-01-31|('46.948', '7.445')|#careerarc|8|False|6|226.39940845425704
132489|2016-03-10|('47.567', '7.598')|#careerarc|7|False|6|225.51265054438866
175081|2016-04-01|('47.567', '7.598')|#basel|6|False|6|224.28442673104627
54288|2016-01-29|('46.198', '6.142')|#geneva|8|False|6|223.36111841309804
54289|2016-01-29|('46.198', '6.142')|#job|8|False|6|223.36111841309804
54291|2016-01-29|('46.198', '6.142')|#hiring|8|False|6|223.36111841309804
49451|2016-01-27|('47.367', '8.550')|#hiring|10|False|6|220.35857097643782
35263|2016-01-20|('46.198', '6.142')|#job|8|False|6|218.58769550228578
231777|2016-04-29|('46.204', '6.143')|#job|6|False|6|216.313758405741
261415|2016-05-13|('46.204', '6.143')|#geneva|7|False|6|215.33015511754928
266137|2016-05-15|('46.204', '6.143')|#job|8|False|6|215.26345622501165
49481|2016-01-27|('47.367', '8.550')|#job|9|False|6|214.28042841739764
238094|2016-05-02|('47.567', '7.598')|#job|8|False|6|213.1682595392663
295554|2016-05-30|('47.560', '7.589')|#job|7|False|6|212.200579101413
295555|2016-05-30|('47.560', '7.589')|#basel|7|False|6|212.200579101413
272664|2016-05-18|('47.560', '7.583')|#europaleaguefinal|12|False|6|211.14579331341324
49452|2016-01-27|('47.367', '8.550')|#zurich|7|False|6|210.6616157202552
346938|2016-06-20|('46.204', '6.143')|#hiring|7|False|6|210.36114392400484
278038|2016-05-21|('46.204', '6.143')|#geneva|8|False|6|209.20911036003878
355697|2016-06-24|('46.529', '6.652')|#brexit|15|False|6|209.12748371374923
116871|2016-03-02|('47.567', '7.598')|#hiring|6|False|6|207.08380072978034
116872|2016-03-02|('47.567', '7.598')|#job|6|False|6|207.08380072978034
116874|2016-03-02|('47.567', '7.598')|#basel|6|False|6|207.08380072978034
86214|2016-02-14|('46.198', '6.142')|#hiring|8|False|6|206.32472281735826
25957|2016-01-15|('46.948', '7.445')|#hiring|7|False|6|206.20609772562264
25959|2016-01-15|('46.948', '7.445')|#job|7|False|6|206.20609772562264
205943|2016-04-16|('46.204', '6.143')|#job|6|False|6|205.76649081491365
281600|2016-05-23|('46.204', '6.143')|#hiring|9|False|6|204.09328574623441
16080|2016-01-10|('46.198', '6.142')|#hiring|9|False|6|204.02683915944414
37190|2016-01-21|('46.948', '7.445')|#bern|7|False|6|203.85875220441267
84171|2016-02-13|('46.198', '6.142')|#job|7|False|6|203.41545974443176
276324|2016-05-20|('47.560', '7.589')|#job|7|False|6|202.31436649718296
276328|2016-05-20|('47.560', '7.589')|#hiring|7|False|6|202.31436649718296
58551|2016-01-31|('47.367', '8.550')|#job|10|False|6|201.88185577626007
201|2016-01-01|('47.367', '8.550')|#job|10|False|6|200.75594138848737
60571|2016-02-01|('46.948', '7.445')|#job|10|False|6|199.34759453583138
10775|2016-01-07|('47.367', '8.550')|#hiring|8|False|6|198.96783117600177
8665|2016-01-06|('47.367', '8.550')|#hiring|11|False|6|198.38958940109853
151079|2016-03-19|('46.198', '6.142')|#veterans|7|False|6|198.1896201441433
136862|2016-03-12|('47.567', '7.598')|#careerarc|6|False|6|197.527672561262
51963|2016-01-28|('46.948', '7.445')|#hiring|8|False|6|197.25821077650988
195702|2016-04-11|('46.204', '6.143')|#job|6|False|6|196.82892123900672
39153|2016-01-22|('46.948', '7.445')|#job|6|False|6|195.97886460118698
132487|2016-03-10|('47.567', '7.598')|#jobs|6|False|6|195.72004368879342
151074|2016-03-19|('46.198', '6.142')|#hiring|7|False|6|194.0798473382982
16081|2016-01-10|('46.198', '6.142')|#job|10|False|6|193.9024151474138
29432|2016-01-17|('47.367', '8.550')|#job|9|False|6|193.89808549415605
19844|2016-01-12|('47.367', '8.550')|#job|11|False|6|193.68511947243266
195681|2016-04-11|('47.560', '7.589')|#hiring|6|False|6|192.99277948176913
128145|2016-03-08|('47.567', '7.598')|#basel|6|False|6|192.77174438205085
6985|2016-01-05|('46.948', '7.445')|#hiring|13|False|6|192.38381515603334
10773|2016-01-07|('47.367', '8.550')|#job|11|False|6|191.83838927262295
16192|2016-01-10|('46.948', '7.445')|#hiring|8|False|6|191.6251232151521
126069|2016-03-07|('47.567', '7.598')|#job|8|False|6|191.1612120402967
126073|2016-03-07|('47.567', '7.598')|#hiring|8|False|6|191.1612120402967
66757|2016-02-04|('46.198', '6.142')|#veterans|6|False|6|188.68771075869788
21968|2016-01-13|('46.948', '7.445')|#bern|7|False|6|188.46303642829605
136858|2016-03-12|('47.567', '7.598')|#hiring|7|False|6|188.18482700697805
136859|2016-03-12|('47.567', '7.598')|#job|7|False|6|188.18482700697805
136863|2016-03-12|('47.567', '7.598')|#basel|7|False|6|188.18482700697805
21969|2016-01-13|('46.948', '7.445')|#hiring|8|False|6|186.83952867320767
8667|2016-01-06|('47.367', '8.550')|#job|10|False|6|186.70113405743774
386199|2016-07-07|('46.205', '6.143')|#fraall|8|False|6|183.26663728808347
161671|2016-03-24|('46.205', '6.143')|#hrc31|48|False|6|181.8095467051941
41043|2016-01-23|('46.948', '7.445')|#bern|9|False|6|180.96459930128418
128142|2016-03-08|('47.567', '7.598')|#hiring|7|False|6|180.8445040281518
128143|2016-03-08|('47.567', '7.598')|#job|7|False|6|180.8445040281518
148988|2016-03-18|('47.567', '7.598')|#hiring|7|False|6|180.67071154193835
148989|2016-03-18|('47.567', '7.598')|#job|7|False|6|180.67071154193835
148991|2016-03-18|('47.567', '7.598')|#basel|7|False|6|180.67071154193835
151075|2016-03-19|('46.198', '6.142')|#geneva|7|False|6|180.25050510840944
327839|2016-06-13|('46.204', '6.143')|#veterans|8|False|6|179.63162802856974
234082|2016-04-30|('47.567', '7.598')|#basel|6|False|6|179.3789841257544
234083|2016-04-30|('47.567', '7.598')|#job|6|False|6|179.3789841257544
21970|2016-01-13|('46.948', '7.445')|#job|9|False|6|179.3467906129212
62697|2016-02-02|('46.948', '7.445')|#jobs|7|False|6|178.73918602621868
62699|2016-02-02|('46.948', '7.445')|#hiring|7|False|6|178.73918602621868
74255|2016-02-08|('46.198', '6.142')|#hiring|8|False|6|175.71748928796663
213984|2016-04-20|('47.560', '7.589')|#job|7|False|6|175.3398767564081
213988|2016-04-20|('47.560', '7.589')|#hiring|7|False|6|175.3398767564081
29463|2016-01-17|('46.948', '7.445')|#job|16|False|6|174.43712024471978
189621|2016-04-08|('47.560', '7.589')|#job|8|False|6|173.91549207996587
29469|2016-01-17|('46.948', '7.445')|#careerarc|10|False|6|172.74567999904755
360396|2016-06-26|('46.204', '6.143')|#job|11|False|6|172.67148034335878
29460|2016-01-17|('46.948', '7.445')|#hiring|15|False|6|172.53182424636267
142855|2016-03-15|('46.205', '6.143')|#hrc31|6|False|6|172.35917466903985
219743|2016-04-23|('46.204', '6.143')|#geneva|7|False|6|172.35641768310597
219742|2016-04-23|('46.204', '6.143')|#job|8|False|6|171.77580247259556
183006|2016-04-05|('47.560', '7.589')|#careerarc|6|False|6|169.3577660814489
29461|2016-01-17|('46.948', '7.445')|#jobs|8|False|6|169.31616193078622
23981|2016-01-14|('46.198', '6.142')|#jobs|6|False|6|168.98633265740756
62695|2016-02-02|('46.948', '7.445')|#job|8|False|6|168.58476642989493
207951|2016-04-17|('47.560', '7.589')|#hiring|6|False|6|168.49462059131108
207952|2016-04-17|('47.560', '7.589')|#job|6|False|6|168.49462059131108
221387|2016-04-24|('47.567', '7.598')|#job|6|False|6|168.08174231238033
221389|2016-04-24|('47.567', '7.598')|#hiring|6|False|6|168.08174231238033
244926|2016-05-05|('47.567', '7.598')|#hiring|6|False|6|167.46283354011405
244927|2016-05-05|('47.567', '7.598')|#jobs|6|False|6|167.46283354011405
244928|2016-05-05|('47.567', '7.598')|#job|6|False|6|167.46283354011405
51947|2016-01-28|('46.948', '7.445')|#bern|9|False|6|167.19913137814945
37221|2016-01-21|('46.948', '7.445')|#job|8|False|6|167.12172917101807
62644|2016-02-02|('46.198', '6.142')|#hiring|8|False|6|166.2409830470346
291698|2016-05-28|('46.204', '6.143')|#geneva|7|False|6|164.54886925819227
134738|2016-03-11|('47.377', '8.537')|#csch16|23|False|6|162.36447871609806
270136|2016-05-17|('47.560', '7.589')|#job|6|False|6|161.49937449712604
168331|2016-03-28|('47.567', '7.598')|#basel|6|False|6|158.78654243070716
168330|2016-03-28|('47.567', '7.598')|#careerarc|6|False|6|155.6572889801641
322151|2016-06-11|('47.560', '7.589')|#hiring|7|False|6|153.39948151706776
322154|2016-06-11|('47.560', '7.589')|#job|7|False|6|153.39948151706776
191564|2016-04-09|('47.560', '7.589')|#basel|6|False|6|152.23965755785625
179062|2016-04-03|('47.560', '7.589')|#hiring|6|False|6|151.8462299885262
179064|2016-04-03|('47.560', '7.589')|#job|6|False|6|151.8462299885262
80470|2016-02-11|('46.205', '6.143')|#fondue|8|False|6|146.67584364045393
1687|2016-01-02|('46.948', '7.445')|#job|9|False|6|143.21983134036725
200084|2016-04-13|('47.560', '7.589')|#hiring|7|False|6|140.76816996656936
200085|2016-04-13|('47.560', '7.589')|#job|7|False|6|140.76816996656936
200087|2016-04-13|('47.560', '7.589')|#basel|7|False|6|140.76816996656936
299224|2016-06-01|('46.204', '6.143')|#geneva|8|False|6|135.43443074189793
299225|2016-06-01|('46.204', '6.143')|#job|9|False|6|132.34761159508906
252831|2016-05-09|('46.204', '6.143')|#job|6|False|6|132.13057599456047
200355|2016-04-13|('47.377', '8.537')|#som16|10|False|6|127.65159306139155
227509|2016-04-27|('46.204', '6.143')|#job|6|False|6|122.82925102518294
227511|2016-04-27|('46.204', '6.143')|#geneva|6|False|6|122.82925102518294
287821|2016-05-26|('47.560', '7.589')|#careerarc|6|False|6|121.51420800430533
94465|2016-02-20|('46.198', '6.142')|#hiring|8|False|6|119.7379485171855
104400|2016-02-25|('47.567', '7.598')|#basel|8|False|6|117.69618875402135
31603|2016-01-18|('47.367', '8.550')|#hiring|8|False|6|110.15695675502197
31605|2016-01-18|('47.367', '8.550')|#job|8|False|6|110.15695675502197
138640|2016-03-13|('46.198', '6.142')|#geneva|6|False|6|108.40066312265851
138643|2016-03-13|('46.198', '6.142')|#hiring|6|False|6|108.40066312265851
