|dayOfTweet|approxLocation|hashtag|numOfTweets|spamEvent|usersPerHashtag|std
105805|2012-06-20|('47.340', '7.902')|#erugf|14|False|4|93.76570294037421
362563|2012-11-22|('46.516', '6.638')|#smscl|10|False|4|92.80987519296282
158134|2012-07-25|('45.800', '9.084')|#lemiepiugrandifiguredimerda|21|False|4|82.2224311681478
224069|2012-08-31|('47.532', '7.611')|#twfood|5|False|4|79.37262430390523
274352|2012-10-11|('45.800', '9.084')|#stapersuccedere|6|False|4|57.477220662291366
231230|2012-09-05|('46.950', '7.441')|#tedxbern|14|False|4|56.774366703373836
7843|2012-03-29|('47.366', '8.538')|#bosw|5|False|4|54.65475012394724
65339|2012-05-24|('47.377', '8.534')|#hwzarena|7|False|4|53.01585556268133
5071|2012-03-02|('46.518', '6.568')|#swlau|11|False|4|52.336628091965636
108045|2012-06-22|('47.395', '8.475')|#zurichcm|5|False|4|44.78354534126719
26127|2012-05-02|('46.529', '6.652')|#ledebat|19|False|4|43.33660307999201
240015|2012-09-22|('45.800', '9.084')|#facc1amolosuccedere|103|False|4|30.516774560074033
79724|2012-06-03|('46.529', '6.652')|#np|5|False|3|489.5085065201171
202682|2012-08-18|('46.205', '6.143')|#lt|6|False|3|390.2294390388718
421159|2012-12-20|('45.757', '9.854')|#maya|5|False|3|376.19175021966305
195274|2012-08-13|('47.393', '8.486')|#webmonday|5|False|3|245.4102953106175
250670|2012-09-28|('45.800', '9.084')|#ff|6|False|3|216.53800505032098
5250|2012-03-04|('46.518', '6.568')|#swlau|6|False|3|202.0472356648683
250195|2012-09-28|('47.375', '8.539')|#apple|17|False|3|193.58659909084264
1067|2012-01-18|('46.950', '7.441')|#mobicamp|5|False|3|183.5370581411588
125726|2012-07-03|('46.963', '7.465')|#rhcp|5|False|3|133.33051472020782
331162|2012-11-09|('46.963', '7.465')|#tech4|39|False|3|128.72489741150375
191468|2012-08-11|('47.377', '8.537')|#streetparade|12|False|3|108.6794972259439
200960|2012-08-17|('46.205', '6.143')|#ff|15|False|3|102.92797957915484
116979|2012-06-28|('47.384', '8.533')|#opendatach|10|False|3|88.40161764796943
331971|2012-11-09|('47.260', '6.012')|#ff|9|False|3|66.9733860906289
175082|2012-08-03|('47.377', '8.537')|#federer|11|False|3|63.1403528275559
396714|2012-12-08|('45.890', '6.127')|#missfrance2013|8|False|3|60.73797248907254
21126|2012-04-26|('46.516', '6.638')|#smscl|12|False|3|58.62837020439916
21127|2012-04-26|('46.516', '6.638')|#rezofirst|12|False|3|58.62837020439916
69059|2012-05-26|('47.377', '8.537')|#esc|6|False|3|54.485685344018634
194338|2012-08-12|('47.377', '8.537')|#closingceremony|35|False|3|47.376902976037876
105948|2012-06-20|('47.348', '7.903')|#erugf|8|False|3|36.764589649326105
104233|2012-06-19|('46.206', '6.138')|#rezofirst|6|False|3|34.62602151187375
6220|2012-03-13|('47.377', '8.537')|#fcb|7|False|3|33.44935454874864
362864|2012-11-22|('46.516', '6.638')|#rezofirst|6|False|3|32.46167921232589
108109|2012-06-22|('47.377', '8.537')|#zurichcm|11|False|3|31.971264789935002
8436|2012-04-04|('47.377', '8.537')|#smgzh|8|False|3|29.47930771462134
75006|2012-05-30|('47.372', '8.536')|#theshowcase|5|False|3|28.997452761693825
223175|2012-08-31|('47.405', '8.602')|#zurichcm|5|False|3|23.18457676991325
327451|2012-11-07|('47.365', '8.548')|#smgzh|5|False|3|20.05027292693155
55836|2012-05-18|('46.171', '9.870')|#happybdayjoebrooks|21|False|3|18.426756845707928
102991|2012-06-18|('47.409', '8.591')|#igdamomo|9|False|3|15.823503337994312
177197|2012-08-04|('45.800', '9.084')|#succedeneifilmamericani|9|False|3|10.002249746931938
210030|2012-08-22|('46.205', '6.143')|#lrt|5|False|2|588.8925311312942
93559|2012-06-12|('46.198', '6.142')|#jobs|7|False|2|575.2739290715231
93560|2012-06-12|('46.198', '6.142')|#geneva|7|False|2|575.2739290715231
93562|2012-06-12|('46.198', '6.142')|#tweetmyjobs|7|False|2|575.2739290715231
93563|2012-06-12|('46.198', '6.142')|#job|7|False|2|575.2739290715231
277482|2012-10-13|('46.206', '6.142')|#geneve|5|False|2|543.811979496999
20448|2012-04-26|('46.947', '7.444')|#bern|9|False|2|539.6536615178061
149236|2012-07-20|('46.206', '6.142')|#geneve|5|False|2|533.3354370375177
67927|2012-05-26|('47.720', '9.389')|#sap|5|False|2|518.7883132196921
67928|2012-05-26|('47.720', '9.389')|#job|5|False|2|518.7883132196921
67929|2012-05-26|('47.720', '9.389')|#markdorf|5|False|2|518.7883132196921
67930|2012-05-26|('47.720', '9.389')|#sapjobs|5|False|2|518.7883132196921
20439|2012-04-26|('46.206', '6.142')|#geneve|8|False|2|512.8440554776035
24975|2012-05-02|('47.720', '9.389')|#sap|5|False|2|462.1465538837942
24976|2012-05-02|('47.720', '9.389')|#sapjobs|5|False|2|462.1465538837942
24978|2012-05-02|('47.720', '9.389')|#job|5|False|2|462.1465538837942
24979|2012-05-02|('47.720', '9.389')|#markdorf|5|False|2|462.1465538837942
33522|2012-05-08|('46.206', '6.142')|#geneve|7|False|2|459.517849887335
82673|2012-06-05|('46.206', '6.142')|#geneve|6|False|2|458.18758144636206
198195|2012-08-15|('46.205', '6.143')|#lrt|7|False|2|415.77992876159584
36661|2012-05-10|('46.206', '6.142')|#geneve|6|False|2|406.84822996078304
174007|2012-08-03|('46.206', '6.142')|#geneve|6|False|2|403.5042129983371
281881|2012-10-15|('46.206', '6.142')|#geneve|5|False|2|394.5281321331148
90153|2012-06-10|('46.206', '6.142')|#geneve|5|False|2|381.43117923013176
192802|2012-08-12|('46.206', '6.142')|#geneve|5|False|2|366.9370923075386
248572|2012-09-27|('47.375', '8.539')|#iphone5|10|False|2|364.6964158950108
147728|2012-07-19|('45.757', '9.854')|#bergamo|6|False|2|361.28612819684787
248571|2012-09-27|('47.375', '8.539')|#apple|9|False|2|358.2339733907967
144450|2012-07-16|('46.206', '6.142')|#geneve|5|False|2|355.2095346255347
263364|2012-10-05|('46.500', '7.289')|#gas2012|6|False|2|345.5353845934926
154337|2012-07-23|('46.206', '6.142')|#geneve|6|False|2|338.6908638305497
176526|2012-08-04|('46.205', '6.143')|#lrt|17|False|2|333.5203117310519
196685|2012-08-14|('46.205', '6.143')|#lt|7|False|2|331.91201689823055
61308|2012-05-22|('47.720', '9.389')|#job|7|False|2|328.68135636957464
61309|2012-05-22|('47.720', '9.389')|#sap|7|False|2|328.68135636957464
61311|2012-05-22|('47.720', '9.389')|#markdorf|7|False|2|328.68135636957464
61312|2012-05-22|('47.720', '9.389')|#sapjobs|7|False|2|328.68135636957464
264917|2012-10-06|('46.500', '7.289')|#gas2012|9|False|2|327.54095277934243
125039|2012-07-03|('46.206', '6.142')|#geneve|5|False|2|322.49332068879954
290189|2012-10-19|('46.206', '6.142')|#geneve|7|False|2|306.6131592442971
47908|2012-05-13|('46.206', '6.142')|#geneve|9|False|2|304.2415062673114
189190|2012-08-10|('45.757', '9.854')|#ff|9|False|2|299.676113788842
206873|2012-08-20|('46.205', '6.143')|#lt|9|False|2|290.6434890072922
331228|2012-11-09|('47.374', '9.746')|#openpm|8|False|2|286.0066208198296
20426|2012-04-26|('47.720', '9.389')|#sap|6|False|2|282.9226948165946
20427|2012-04-26|('47.720', '9.389')|#job|6|False|2|282.9226948165946
20429|2012-04-26|('47.720', '9.389')|#markdorf|6|False|2|282.9226948165946
20430|2012-04-26|('47.720', '9.389')|#sapjobs|6|False|2|282.9226948165946
110867|2012-06-24|('46.198', '6.142')|#jobs|5|False|2|279.8125673057274
87395|2012-06-08|('46.205', '6.143')|#euro2012|5|False|2|279.30069964506396
109624|2012-06-23|('45.800', '9.084')|#rt|5|False|2|274.0398662400945
23717|2012-05-01|('46.206', '6.142')|#geneve|8|False|2|266.2407093367949
115062|2012-06-27|('46.206', '6.142')|#geneve|7|False|2|264.1286057475594
110868|2012-06-24|('46.198', '6.142')|#geneva|6|False|2|260.5750066181983
110871|2012-06-24|('46.198', '6.142')|#job|6|False|2|260.5750066181983
207020|2012-08-20|('46.205', '6.143')|#lrt|10|False|2|254.00710552178563
113490|2012-06-26|('46.206', '6.142')|#geneve|5|False|2|251.83863912345848
125450|2012-07-03|('45.800', '9.084')|#100thingsaboutme|27|False|2|247.45481863034004
77366|2012-06-01|('47.260', '6.012')|#ff|7|False|2|245.88967598315728
301919|2012-10-27|('46.206', '6.142')|#geneve|6|False|2|244.71945634708902
288275|2012-10-18|('46.206', '6.142')|#geneve|5|False|2|244.12655065218397
191465|2012-08-11|('46.205', '6.143')|#lrt|6|False|2|242.39748668442488
7901|2012-03-30|('47.377', '8.537')|#makeopendata|5|False|2|241.8794738891436
204890|2012-08-19|('47.537', '7.575')|#vintage|29|False|2|235.63578028093733
204892|2012-08-19|('47.537', '7.575')|#oldtimer|28|False|2|235.47417814152908
198590|2012-08-15|('46.205', '6.143')|#lt|6|False|2|234.36448972318712
275348|2012-10-12|('46.206', '6.142')|#geneve|8|False|2|230.1483987968415
208075|2012-08-21|('46.206', '6.142')|#geneve|6|False|2|223.90368287557692
330995|2012-11-09|('47.374', '9.746')|#pmcamp12|65|False|2|221.5256425665659
87184|2012-06-08|('46.206', '6.142')|#geneve|8|False|2|217.751989402827
126408|2012-07-04|('46.206', '6.142')|#geneve|5|False|2|216.25788386399543
259710|2012-10-03|('45.757', '9.854')|#bergamo|6|False|2|202.64636403850108
131473|2012-07-07|('46.206', '6.142')|#geneve|6|False|2|198.3239331728165
297654|2012-10-25|('46.206', '6.142')|#geneve|6|False|2|194.86348008776193
161596|2012-07-27|('45.757', '9.854')|#ff|15|False|2|193.60564929646597
17257|2012-04-24|('46.206', '6.142')|#geneve|8|False|2|188.4164547281537
66489|2012-05-25|('46.003', '8.960')|#ff|7|False|2|183.73476434283722
69875|2012-05-27|('46.206', '6.142')|#geneve|7|False|2|181.80832609548366
433730|2012-12-26|('46.798', '9.827')|#spenglercup|6|False|2|175.45401942417496
135822|2012-07-10|('45.800', '9.084')|#ilmeglioarriverà|8|False|2|173.25152456439997
25004|2012-05-02|('46.206', '6.142')|#geneve|7|False|2|172.2847324197455
63260|2012-05-23|('46.206', '6.142')|#geneve|8|False|2|166.17695772995106
228776|2012-09-03|('46.520', '6.633')|#lausanne|5|False|2|150.0140162340395
275823|2012-10-12|('46.519', '6.630')|#atlausanne|5|False|2|143.07274086204464
336634|2012-11-11|('47.141', '7.246')|#instameetswiss|13|False|2|142.52591208172345
336635|2012-11-11|('47.141', '7.246')|#bienne1111|13|False|2|142.52591208172345
336636|2012-11-11|('47.141', '7.246')|#igerssuisse|13|False|2|142.52591208172345
336637|2012-11-11|('47.141', '7.246')|#instameetbnc|13|False|2|142.52591208172345
4345|2012-02-24|('46.220', '6.138')|#lift12|28|False|2|140.3818546279136
333859|2012-11-10|('47.374', '9.746')|#pmcamp12|34|False|2|138.31921119254864
161723|2012-07-27|('46.205', '6.143')|#ff|5|False|2|138.3154737868793
325378|2012-11-06|('46.198', '6.142')|#geneva|5|False|2|135.21939719499488
325380|2012-11-06|('46.198', '6.142')|#job|5|False|2|135.21939719499488
88291|2012-06-08|('46.740', '7.638')|#twitanic|10|False|2|132.1521954666916
342148|2012-11-13|('47.560', '7.583')|#swissedsocial|32|False|2|130.27660813233067
342434|2012-11-13|('45.757', '9.854')|#bergamo|7|False|2|123.47083027867444
368996|2012-11-25|('45.780', '10.338')|#rt|5|False|2|117.90271677201599
98741|2012-06-15|('45.800', '9.084')|#rt|6|False|2|117.2714391149813
370149|2012-11-25|('46.949', '7.452')|#bern12|8|False|2|114.93986514619887
300278|2012-10-26|('47.377', '8.537')|#ff|19|False|2|114.01105825773088
340527|2012-11-12|('45.757', '9.854')|#csxfactor|6|False|2|113.21296198228565
212780|2012-08-24|('45.890', '6.127')|#ss6|19|False|2|107.84481425279024
4044|2012-02-22|('46.205', '6.143')|#lift12|7|False|2|104.40619334415358
254508|2012-09-30|('47.537', '7.606')|#suwbs|10|False|2|104.34894506467762
147333|2012-07-18|('47.752', '7.326')|#jaitoujoursvoulu|5|False|2|103.7433194636326
65378|2012-05-24|('47.377', '8.537')|#hwzarena|10|False|2|102.63447099347815
302407|2012-10-27|('47.540', '7.618')|#rf|10|False|2|98.28983693365475
337500|2012-11-11|('47.557', '7.591')|#basel|8|False|2|97.8150628657851
57745|2012-05-19|('46.171', '9.870')|#np|5|False|2|95.18662371012708
27921|2012-05-04|('45.800', '9.084')|#ff|12|False|2|93.63142451873414
438501|2012-12-28|('46.798', '9.827')|#spenglercup|6|False|2|91.8704702419071
212259|2012-08-24|('47.260', '6.012')|#ff|5|False|2|90.99453548916489
93812|2012-06-12|('47.057', '8.311')|#stk12|5|False|2|90.21271319621322
64850|2012-05-24|('46.228', '6.143')|#wha65|6|False|2|87.41847882350056
336775|2012-11-11|('45.800', '9.084')|#emawinonedirection|5|False|2|84.85128493756329
302406|2012-10-27|('47.540', '7.618')|#swissindoors|12|False|2|81.76505112842497
162946|2012-07-27|('47.377', '8.537')|#london2012|22|False|2|80.2260387205866
201823|2012-08-17|('47.752', '7.326')|#ss6|13|False|2|76.59308603524447
391051|2012-12-06|('47.260', '6.012')|#starac|8|False|2|75.92131560500282
247695|2012-09-26|('47.411', '8.552')|#ladygaga|8|False|2|72.67069166509518
232960|2012-09-06|('47.377', '8.537')|#mowo|23|False|2|71.55880123532329
232959|2012-09-06|('47.382', '8.519')|#mowo|14|False|2|70.39359912794586
368087|2012-11-24|('47.427', '8.671')|#pgs|18|False|2|68.17737052734815
203552|2012-08-18|('46.309', '7.727')|#pfoa12|5|False|2|67.23671731692113
73098|2012-05-29|('45.800', '9.084')|#terremoto|15|False|2|63.591920773430964
8306|2012-04-02|('46.516', '6.638')|#scma|7|False|2|59.415325141565944
7797|2012-03-29|('47.365', '8.539')|#bosw|5|False|2|58.95123087961961
444619|2012-12-31|('45.800', '9.084')|#rt|6|False|2|58.38473561980958
444620|2012-12-31|('45.800', '9.084')|#capodannofollowparty|6|False|2|58.38473561980958
237811|2012-09-21|('46.003', '8.960')|#ff|5|False|2|58.16520685847244
7798|2012-03-29|('47.363', '8.537')|#bosw|6|False|2|56.44934587478717
396644|2012-12-08|('47.260', '6.012')|#missfrance|9|False|2|55.75172353964138
94323|2012-06-12|('45.800', '9.084')|#rt|7|False|2|55.370390427144564
111757|2012-06-24|('47.377', '8.537')|#engita|6|False|2|54.93193831663163
313299|2012-11-01|('46.228', '6.143')|#uprlka|134|False|2|53.13054320666912
69002|2012-05-26|('46.024', '8.936')|#esc12|13|False|2|52.96591112798266
313298|2012-11-01|('46.228', '6.143')|#upr14|115|False|2|51.07654209275439
31266|2012-05-06|('46.171', '9.871')|#np|12|False|2|50.32088811297342
24199|2012-05-01|('47.377', '8.537')|#1mai|9|False|2|48.19061375177007
361161|2012-11-21|('46.853', '9.513')|#imkforum|6|False|2|45.28105893019179
194392|2012-08-12|('45.757', '9.854')|#closingceremony|6|False|2|44.61754286346168
26169|2012-05-02|('47.752', '7.326')|#ledebat|5|False|2|44.495774580914485
307269|2012-10-29|('47.752', '7.326')|#littlethingsisperfect|10|False|2|44.4615114765319
307952|2012-10-29|('46.947', '7.449')|#cno12|5|False|2|44.23713422504265
234315|2012-09-18|('46.794', '7.157')|#rezofirst|19|False|2|42.78853922431156
234314|2012-09-18|('46.794', '7.157')|#ess|16|False|2|41.92714891299223
102680|2012-06-18|('47.377', '8.537')|#10attractivepeopleifollow|5|False|2|40.65245790027134
223964|2012-08-31|('46.535', '6.589')|#ff|6|False|2|40.50708490460823
370675|2012-11-25|('47.427', '8.671')|#utisak|7|False|2|38.4184618200258
337238|2012-11-11|('45.800', '9.084')|#emavoteonedirection|5|False|2|37.87308396326991
313613|2012-11-01|('46.228', '6.142')|#uprlka|12|False|2|36.18808729453712
313612|2012-11-01|('46.228', '6.142')|#upr14|11|False|2|35.35121818524649
279812|2012-10-14|('47.350', '8.491')|#modernity|6|False|2|33.75119705238817
183530|2012-08-07|('46.205', '6.143')|#familiarbrteamamelfronckowiak|5|False|2|33.224966181740164
67429|2012-05-25|('47.744', '7.406')|#ss6|9|False|2|32.86921249916859
343406|2012-11-13|('47.260', '6.012')|#lfauit|13|False|2|32.27607198041929
347313|2012-11-15|('46.505', '6.670')|#rezofirst|10|False|2|31.59990242600969
205157|2012-08-19|('47.537', '7.575')|#schloss|6|False|2|31.45206584610388
173299|2012-08-02|('46.557', '7.835')|#alps|8|False|2|31.333504473712587
104234|2012-06-19|('46.206', '6.138')|#creativite|5|False|2|31.258611968899473
45202|2012-05-11|('47.375', '8.525')|#afzh4|8|False|2|30.449297494062833
236196|2012-09-19|('46.516', '6.638')|#rezofirst|33|False|2|29.784474391948134
333034|2012-11-09|('47.260', '6.012')|#qvemf|9|False|2|28.115635096861364
19942|2012-04-25|('46.205', '6.143')|#pekinexpress|5|False|2|28.07282474010923
218012|2012-08-28|('47.006', '6.760')|#plgf|7|False|2|27.521028653387752
64974|2012-05-24|('46.228', '6.142')|#wha65|9|False|2|27.465012660455077
178687|2012-08-05|('46.198', '6.142')|#jobs|5|False|2|27.07331527537771
55929|2012-05-18|('46.171', '9.870')|#ff|21|False|2|26.94908530059369
224917|2012-08-31|('47.006', '6.760')|#ss6|10|False|2|26.69941967742204
338897|2012-11-11|('47.260', '6.012')|#ema|6|False|2|26.511577950625625
195990|2012-08-13|('47.377', '8.537')|#webmonday|8|False|2|26.446107411530715
187663|2012-08-09|('47.377', '8.537')|#technopark|5|False|2|25.695054431197946
240014|2012-09-22|('45.800', '9.084')|#rt|99|False|2|24.75454298153515
178684|2012-08-05|('46.198', '6.142')|#geneva|7|False|2|23.480962762308064
131921|2012-07-07|('45.800', '9.084')|#italiandirectionerswant1dinitaly|5|False|2|22.95924892306173
174949|2012-08-03|('46.690', '6.983')|#np|8|False|2|22.958135113330624
26051|2012-05-02|('47.260', '6.012')|#ledebat|5|False|2|22.910020612047568
249124|2012-09-27|('46.206', '6.138')|#rezofirst|19|False|2|22.84903154481973
178686|2012-08-05|('46.198', '6.142')|#job|8|False|2|22.649902559117113
350519|2012-11-16|('47.260', '6.012')|#qvemf|9|False|2|22.051431184482123
167992|2012-07-30|('46.198', '6.142')|#job|8|False|2|21.778835849792852
222691|2012-08-30|('46.246', '6.133')|#cettesensation|12|False|2|21.517848382143452
145949|2012-07-17|('45.860', '9.159')|#buongiorno|9|False|2|20.407645021134652
396755|2012-12-08|('45.853', '6.204')|#missfrance2013|7|False|2|19.74188371936973
167993|2012-07-30|('46.198', '6.142')|#jobs|5|False|2|19.60049432483216
201624|2012-08-17|('45.800', '9.084')|#italysaysyestobieberand1d|6|False|2|18.572539632346015
167990|2012-07-30|('46.198', '6.142')|#geneva|7|False|2|18.418956825008898
277031|2012-10-12|('46.024', '8.936')|#pattichiari|8|False|2|16.669227798009853
331403|2012-11-09|('46.963', '7.465')|#tech4a|7|False|2|13.047457419923493
230025|2012-09-03|('46.340', '10.371')|#dickfiguresita|115|False|2|12.215512737448758
365903|2012-11-23|('46.024', '8.936')|#pattichiari|11|False|2|11.753079037014999
323939|2012-11-05|('46.197', '6.136')|#rts|5|False|2|11.433631677351398
102132|2012-06-18|('46.198', '6.142')|#jobs|6|False|2|8.495380008068002
102133|2012-06-18|('46.198', '6.142')|#geneva|6|False|2|8.495380008068002
102135|2012-06-18|('46.198', '6.142')|#job|6|False|2|8.495380008068002
102136|2012-06-18|('46.198', '6.142')|#tweetmyjobs|6|False|2|8.495380008068002
338471|2012-11-11|('47.377', '8.537')|#tatort|9|False|2|6.834063997872958
76324|2012-05-31|('45.800', '9.084')|#1dvdwatchparty|5|False|2|4.571984737993385
12395|2012-04-20|('46.205', '6.143')|#tf1|6|False|2|1.674195955904037
333483|2012-11-10|('45.757', '9.854')|#ultimaparola|5|True|1|679.9795766050624
165412|2012-07-29|('46.454', '6.856')|#np|5|True|1|666.9185776889609
129514|2012-07-06|('46.203', '6.145')|#banking|8|True|1|661.2903316307696
129515|2012-07-06|('46.203', '6.145')|#geneva|8|True|1|661.2903316307696
129516|2012-07-06|('46.203', '6.145')|#job|10|True|1|661.0476281399431
259452|2012-10-03|('45.909', '6.107')|#leschtisdebarquentamykonos|5|True|1|659.0675156276142
112279|2012-06-25|('46.793', '9.822')|#davos|9|True|1|639.6130782134411
350793|2012-11-17|('47.037', '7.019')|#lt|6|True|1|629.7928200391295
397368|2012-12-09|('47.069', '9.056')|#ferien|7|True|1|625.9081115954622
397369|2012-12-09|('47.069', '9.056')|#badeferien|7|True|1|625.9081115954622
413099|2012-12-16|('47.069', '9.056')|#ferien|7|True|1|615.2938166017104
413100|2012-12-16|('47.069', '9.056')|#badeferien|7|True|1|615.2938166017104
138260|2012-07-12|('46.198', '6.142')|#geneva|7|True|1|614.1949323469178
138261|2012-07-12|('46.198', '6.142')|#projectmgmt|7|True|1|614.1949323469178
138262|2012-07-12|('46.198', '6.142')|#job|7|True|1|614.1949323469178
264722|2012-10-06|('45.757', '9.854')|#ultimaparola|6|True|1|613.590796404329
435388|2012-12-27|('46.984', '6.879')|#lt|7|True|1|606.9309207779514
129620|2012-07-06|('46.198', '6.142')|#jobs|6|True|1|600.9916783500315
129621|2012-07-06|('46.198', '6.142')|#geneva|8|True|1|600.9770926280928
129622|2012-07-06|('46.198', '6.142')|#projectmgmt|8|True|1|600.9770926280928
129623|2012-07-06|('46.198', '6.142')|#job|8|True|1|600.9770926280928
444363|2012-12-31|('47.069', '9.056')|#ferien|19|True|1|591.9608535074402
444364|2012-12-31|('47.069', '9.056')|#badeferien|19|True|1|591.9608535074402
84168|2012-06-06|('47.751', '7.334')|#secretstory6|8|True|1|588.4537572546235
196632|2012-08-14|('46.205', '6.143')|#lrt|5|True|1|584.0207496884564
93594|2012-06-12|('46.198', '6.142')|#projectmgmt|6|True|1|578.2611116181655
20446|2012-04-26|('46.793', '9.822')|#davos|14|True|1|576.4493505282921
41834|2012-05-11|('47.069', '9.056')|#ferien|20|True|1|565.5202751768596
41835|2012-05-11|('47.069', '9.056')|#badeferien|20|True|1|565.5202751768596
178693|2012-08-05|('46.255', '6.057')|#lhc|17|True|1|565.1643593857931
72729|2012-05-29|('46.255', '6.057')|#lhc|26|True|1|561.6989636639428
381503|2012-12-01|('47.752', '7.326')|#np|5|True|1|560.7819931528155
368659|2012-11-25|('46.255', '6.057')|#lhc|8|True|1|556.4233246155442
33584|2012-05-08|('47.015', '10.294')|#ischgl|5|True|1|554.724030947922
154294|2012-07-23|('47.069', '9.056')|#ferien|20|True|1|554.7127239059822
154295|2012-07-23|('47.069', '9.056')|#badeferien|20|True|1|554.7127239059822
433427|2012-12-26|('46.528', '6.578')|#lastrt|5|True|1|548.6340458710969
170298|2012-08-01|('47.388', '8.490')|#lastrt|5|True|1|547.0140974620512
196598|2012-08-14|('46.219', '6.119')|#lastrt|16|True|1|546.6021475796772
170293|2012-08-01|('46.183', '6.094')|#lrt|9|True|1|541.3727262344885
96528|2012-06-14|('46.255', '6.057')|#lhc|20|True|1|538.9889187758821
182879|2012-08-07|('46.509', '6.606')|#5jours|11|True|1|536.9403925241301
167049|2012-07-30|('46.535', '6.615')|#lt|14|True|1|532.0696187283698
402100|2012-12-11|('47.069', '9.056')|#ferien|20|True|1|531.8348346865887
402101|2012-12-11|('47.069', '9.056')|#badeferien|20|True|1|531.8348346865887
129503|2012-07-06|('47.069', '9.056')|#ferien|26|True|1|527.213312359937
129504|2012-07-06|('47.069', '9.056')|#badeferien|26|True|1|527.213312359937
156267|2012-07-24|('47.715', '8.942')|#غردبصوره|7|True|1|525.1170434913338
191086|2012-08-11|('45.888', '10.200')|#rt|7|True|1|523.8703643887553
139763|2012-07-13|('47.069', '9.056')|#ferien|20|True|1|523.5049425977807
139764|2012-07-13|('47.069', '9.056')|#badeferien|20|True|1|523.5049425977807
78461|2012-06-02|('46.255', '6.057')|#lhc|9|True|1|523.1169334378144
115150|2012-06-27|('47.440', '8.632')|#|8|True|1|521.4913271457104
157919|2012-07-25|('47.715', '8.942')|#غردبصوره|7|True|1|520.4011195479477
74123|2012-05-30|('46.255', '6.057')|#lhc|21|True|1|516.6416316405576
191149|2012-08-11|('47.657', '9.174')|#hipstamatic|6|True|1|516.5824145164587
176528|2012-08-04|('46.255', '6.057')|#lhc|23|True|1|514.6749460600053
10687|2012-04-20|('46.255', '6.057')|#lhc|14|True|1|514.1696417294495
69914|2012-05-27|('47.069', '9.056')|#ferien|18|True|1|513.8006502188324
69915|2012-05-27|('47.069', '9.056')|#badeferien|18|True|1|513.8006502188324
100794|2012-06-17|('46.255', '6.057')|#lhc|13|True|1|513.0386458351023
46531|2012-05-12|('47.069', '9.056')|#ferien|7|True|1|512.846677635631
46532|2012-05-12|('47.069', '9.056')|#badeferien|7|True|1|512.846677635631
106710|2012-06-21|('47.500', '8.738')|#winterthur|5|True|1|511.9361392465535
368727|2012-11-25|('46.206', '6.128')|#np|5|True|1|511.4052261932584
156300|2012-07-24|('46.205', '6.143')|#lrt|7|True|1|511.1526246327356
419089|2012-12-19|('46.777', '6.638')|#missuniverse|7|True|1|511.01943478934953
341839|2012-11-13|('46.793', '9.822')|#davos|8|True|1|508.41726253431045
82647|2012-06-05|('46.255', '6.057')|#lhc|17|True|1|508.26704720501976
333562|2012-11-10|('47.069', '9.056')|#ferien|17|True|1|505.6283769458124
333563|2012-11-10|('47.069', '9.056')|#badeferien|17|True|1|505.6283769458124
209997|2012-08-22|('46.255', '6.057')|#lhc|8|True|1|505.5523218608425
373461|2012-11-27|('46.255', '6.057')|#lhc|8|True|1|501.7628528186896
