userId|homeLatitude|homeLongitude|gyration|tweets
24883|46.95|7.46|70.03662479517082|124
55223|46.51|6.65|115.1311251854767|159
99983|47.5|8.77|29.25796154350399|354
371243|46.02|8.97|96.07960541152966|302
634553|46.19|6.18|78.21436822655097|591
640043|45.8|9.08|11.747581520450826|161
714913|47.43|9.38|42.609854815301176|146
759118|46.52|6.6|19.50792350221894|506
817997|46.79|7.16|63.62357798737653|138
1040451|47.17|8.3|33.77079313001243|142
1079931|47.16|8.29|58.63519941877207|172
3416771|46.94|7.43|72.45380387454745|449
3558021|46.53|6.62|71.0170701199014|155
5017391|47.38|8.51|49.15272138005286|333
5429882|46.94|7.42|93.25377264828656|308
5816752|47.35|8.53|9.248185687235894|104
5905092|47.32|8.79|6.964508656663315|296
5908302|47.46|8.31|12.934851467222684|196
6388972|47.39|8.62|35.97021956196938|867
7331082|47.16|8.55|13.897937465521329|363
7536672|46.24|6.14|70.83655575382757|170
7703352|46.53|6.62|47.31749520249026|452
7796402|47.38|8.54|48.39988193651952|213
8307042|47.07|8.36|51.97988420098601|101
8673832|47.41|8.72|17.846352467080607|607
8733352|46.33|6.39|27.698272033967147|309
10636452|46.19|6.14|1.194035091626277|127
10994422|46.23|7.36|14.027308364260383|100
11414292|46.53|6.61|108.92075661582055|132
11789092|46.94|7.44|122.08771768774116|223
12063802|47.39|8.52|32.42017261314265|1168
12064702|47.23|8.86|35.73870411068939|598
12181922|46.25|6.2|86.71450987787586|231
12391462|47.42|9.38|48.73300222226037|131
12408602|45.84|9.01|9.370210244248247|105
12684482|46.53|6.64|91.49398349699025|146
12955622|46.66|6.61|29.29995264222585|136
13688402|46.49|9.83|44.426639048209665|119
14061499|47.38|8.54|76.5680148835609|369
14061925|47.56|7.61|51.62942731912688|102
14106683|47.41|8.12|79.8164811366219|1461
14109618|47.34|8.66|11.9926390593949|109
14121193|46.53|6.64|95.73117007310292|149
14143700|46.97|7.5|12.283303462967213|1165
14145996|47.38|8.54|35.6376929100541|264
14168590|47.39|8.49|31.511811964868283|272
14232524|47.41|8.51|13.446796509000453|909
14260616|47.49|8.34|18.88982945740634|178
14465180|46.53|6.65|32.59290430947968|100
14512645|47.66|8.86|43.170975526472006|116
14556611|46.31|6.18|43.72779584087555|238
14628530|47.38|8.54|137.3609151678492|182
14741853|47.54|7.73|8.788842577684067|151
14797915|47.51|8.75|42.46663523194399|746
14943815|47.37|8.53|56.354716855803325|109
14966008|46.24|6.09|108.97855009398155|275
14973652|47.39|8.49|61.67574422948285|137
15062968|47.18|8.61|61.310167547176036|2449
15263152|47.43|8.5|20.039063061278473|202
15381269|47.06|8.3|51.281464867300606|412
15397600|47.23|9.1|39.33696536570868|246
15466323|47.56|7.58|30.115709489850005|126
15511919|47.15|7.25|105.59950846278443|433
15534499|46.23|6.09|41.43027424885543|197
15582248|47.42|9.37|83.01531558146544|183
15830132|46.32|6.2|78.96299950259016|440
15868095|47.39|8.51|11.442446805625698|114
16232997|47.37|8.51|43.811644434549244|115
16527332|47.14|7.25|144.53091760714543|295
16873366|47.4|8.05|113.69576956272714|101
17366149|46.96|7.45|49.2537263196264|129
17732964|46.18|6.87|120.08424843456925|178
17736751|47.49|9.71|42.409135627586124|302
18253734|46.96|7.47|60.822608533547026|187
18453662|46.2|6.14|8.170769844344537|126
18610520|46.42|6.93|11.414096451996812|108
19289757|47.26|8.68|28.746572913757426|156
19387299|47.11|8.38|44.633712881778266|149
19481828|46.95|7.43|31.220931884731083|173
19528648|46.86|8.23|54.05943773045355|100
19939758|47.49|7.55|22.967004566950475|751
20312693|47.06|6.92|37.05420268045031|541
20356068|47.23|9.54|49.367589602351025|115
20442734|46.52|6.64|46.384630568169264|351
20507493|47.57|8.26|18.49919964984524|265
20508653|46.95|7.44|41.81971300005323|126
20663806|47.59|8.3|4.947601732243639|166
20946720|47.34|8.53|9.533428222059026|270
21326538|47.38|8.9|29.222388292527835|701
21573119|46.19|9.02|81.66088711508829|187
21622264|46.52|6.63|97.1706763181763|255
22275735|45.81|9.08|5.773554614560338|296
22804260|47.49|8.22|93.4022379024468|208
22890896|47.23|8.84|10.756543436620179|143
22966564|47.4|8.54|82.0135458399678|165
22967473|47.51|8.6|5.207162434899867|151
23114251|47.38|8.5|4.6164794219712|991
23942747|46.95|7.45|74.47839357693961|421
25574151|47.38|8.54|176.35587520994713|142
26618463|47.38|8.54|200.78755056078757|169
26721700|47.39|8.68|102.59867356555726|1597
26943860|47.14|7.24|67.68299231729787|1004
27264336|47.49|7.59|26.7148965730858|117
28217882|47.36|8.53|54.21621824314244|672
28308752|46.84|7.66|153.83145669475059|161
28383240|46.79|9.82|84.98796787682676|108
28954503|47.55|7.59|8.378917370430457|111
30422323|47.3|8.56|12.368985150887188|205
30426568|47.38|8.5|5.462911625426153|102
31369637|46.51|6.56|78.18776336866794|108
31371278|46.46|6.85|56.745407157744665|141
32351487|47.43|7.95|77.81458758179406|172
33262272|47.06|6.9|88.0009623949894|131
34571773|47.2|8.7|28.012353975368285|106
35203074|47.5|8.72|29.885757370960437|579
36938451|46.69|7.85|26.89048653867448|659
37735262|47.5|7.86|42.415022418712276|133
37914588|47.54|7.61|41.955755475976794|495
38014009|46.26|6.04|109.10461186177845|150
38374406|46.52|6.63|59.685392226582785|169
38401696|47.23|8.66|6.252816562015815|113
38680851|47.45|8.8|47.3072153562487|4442
38869414|46.52|6.47|21.37168356352103|136
39357750|47.14|10.28|68.74463163011039|474
39452806|45.83|9.01|57.730678920380015|154
40033703|47.05|8.3|31.346220769608248|176
40104410|46.82|8.23|116.47452252135425|223
40210910|47.09|9.28|229.98158964037782|271
40217178|46.86|9.51|45.09897489724963|926
41912034|46.99|7.45|26.934920462124243|209
42246908|46.96|7.49|5.041073705834984|315
42266352|47.47|9.62|26.49236264073926|158
42421055|46.21|6.16|2.1307388973579675|150
42559688|46.48|6.49|12.944379762754567|469
43554820|47.45|8.8|52.99291133410376|577
43680662|46.99|6.93|154.06413905501037|108
44144339|47.11|7.23|87.19263387843104|329
44386327|45.84|9.03|24.76543575600144|141
44421282|46.2|6.14|10.272683249544563|121
44424595|46.17|8.8|46.393275710230206|274
45321360|47.36|8.52|79.78822183875283|150
45336780|46.96|7.45|72.94857116352145|455
45680095|46.2|6.16|197.58517596220335|194
45789030|46.21|6.14|91.60133179767183|118
45810299|46.79|6.63|24.87748953005023|116
46072011|46.96|7.45|85.0191032450841|1101
47057035|46.21|6.11|243.92117785284057|108
47325414|47.47|7.76|27.6351310457362|335
47444899|46.23|6.13|13.684923739219606|139
47611914|46.21|6.15|4.044061643669467|220
47975976|46.01|8.94|4.292200005444071|247
48257427|46.24|5.97|92.9919598611278|138
48466800|46.22|6.14|24.256113967316523|105
49398950|47.28|8.41|30.842208363130275|297
49410937|47.19|7.49|80.23929848365034|480
50012246|47.56|7.59|12.636985631519183|100
50590034|46.2|6.16|50.28530933572454|127
51422738|47.38|8.54|37.55158803990067|547
51678627|46.51|6.67|4.348056852876344|421
51875797|47.65|9.48|106.36630928897706|131
52015019|46.21|6.12|70.71488093956421|110
52066196|46.43|8.17|26.798933787928483|128
52365505|47.16|8.53|20.56390355449015|127
52366145|46.2|6.16|75.1228456102932|1264
53326607|47.44|8.46|37.0805065801284|120
53338072|47.5|8.02|24.677808324688037|910
53773135|46.54|6.61|19.87357401372421|209
53967551|46.8|7.16|63.950244372402274|187
55126245|47.38|8.54|215.26195137860603|238
55200173|46.23|6.11|19.744414291291786|151
56413792|47.58|7.64|9.072694045739025|625
56530989|47.55|7.54|10.08794755035075|623
57607686|46.2|6.14|122.17792763020798|134
57629350|47.43|8.67|143.02040173645003|190
58040193|46.52|6.6|41.93175804673985|658
59371028|46.8|7.16|13.68618617427704|214
59426057|46.2|6.14|114.68285109921466|103
59737867|47.56|7.6|11.125901276408271|141
60022119|46.02|8.96|0.9898927150815514|123
60862486|46.46|6.84|58.47260897943531|113
60956564|47.42|8.51|19.53857933864207|255
61020059|47.38|8.06|32.65536819152333|151
61120378|46.88|7.56|60.65163279661526|398
61231929|46.53|6.61|89.79121606548037|367
61505117|46.94|7.47|40.99195513037299|733
61719890|47.07|8.38|23.3128162501667|232
61804780|47.45|8.56|59.05104516258944|116
61809532|46.25|6.13|6.126006180600053|231
62222670|47.38|8.54|34.38527817069457|144
62315186|46.52|6.64|13.398777008459406|378
62722821|46.53|6.58|20.14146113897129|103
63268893|46.01|8.95|7.75554974331063|401
63832980|46.21|6.15|2.246422810104492|100
64053533|46.93|7.42|6.9777157420777804|537
64474609|46.53|6.58|9.632915765613289|334
64526809|46.85|9.53|24.75298416478837|371
64806043|46.95|7.44|99.96179297508473|134
66378123|46.53|6.64|37.34368667210076|369
67251805|46.21|6.13|39.67674938810708|118
68102468|45.99|8.95|27.304731879604194|102
68636567|47.29|8.54|33.93535440762779|111
68648339|47.23|8.82|39.33519120215054|193
69914087|47.35|8.52|77.09790054976477|107
70106900|47.35|8.25|27.56439536115744|469
71528370|47.78|9.61|209.05305619297374|2631
74530462|46.58|6.87|11.5886952369355|385
74742140|46.19|6.15|0.7456037256733121|128
75571907|46.04|8.97|24.309659671271895|104
77841866|47.39|8.53|44.054320487382725|947
78142875|46.51|6.65|2.676844509708481|243
78651812|46.2|6.13|1.9927313629232575|121
79173464|45.98|8.91|6.31810663618084|1956
79435065|47.43|9.67|22.75908559223385|116
80541243|47.42|8.63|43.82915967415733|897
80893408|46.23|7.39|5.169414875941697|539
81348145|46.19|9.0|33.214808830413425|304
82642156|47.36|8.5|4.463379951126026|132
82866021|47.55|7.56|63.96275192019396|131
83035752|47.57|7.57|39.636214594339336|303
83353110|47.37|8.54|11.399506565900802|156
83404673|47.41|8.59|32.78868510515414|123
83608527|46.33|6.19|17.185981866151288|1697
84276205|47.4|8.02|14.978995210240901|122
84296391|47.38|8.54|29.161118651050533|103
84521750|47.7|8.63|41.47473332028023|126
84567756|46.23|6.2|44.015528607461505|224
85198763|46.21|6.14|124.49805592439515|274
85489206|47.37|8.57|177.50175429345336|192
86280072|46.35|6.18|53.20874944807516|224
86650732|46.52|6.64|65.88189872418363|293
86689724|46.43|6.21|30.787689737794004|163
87408941|47.5|8.77|58.34450082914442|622
89913065|47.37|8.56|70.32990764749894|123
90861615|46.94|7.43|45.62071904416085|248
91344018|47.32|8.53|23.527082783840132|1016
91579688|46.25|6.02|62.58254286922762|221
91824012|47.46|8.32|13.764919881408598|127
92049394|47.37|8.54|148.52843361566923|209
92057064|46.99|6.92|150.72863365036986|348
94054375|46.23|6.13|48.510034183903976|154
94353020|46.42|6.93|46.69382501339219|577
95616375|46.23|7.37|4.692264196169423|138
95763328|47.41|8.33|40.289791642527916|120
96571006|47.38|8.54|197.8724207955947|251
96714818|47.42|9.36|22.175623508331817|311
